Datetime,100031297 (Promenade),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2023-01-01 00:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-01-01 00:15,9,0,4,1,3,1,0,0,0,0,0,0,0,0
2023-01-01 00:30,20,1,7,6,1,5,0,0,0,0,0,0,0,0
2023-01-01 00:45,44,1,19,5,5,14,0,0,0,0,0,0,0,0
2023-01-01 01:00,53,1,19,9,10,10,4,0,0,0,0,0,0,0
2023-01-01 01:15,63,2,26,12,7,14,2,0,0,0,0,0,0,0
2023-01-01 01:30,60,0,24,7,12,17,0,0,0,0,0,0,0,0
2023-01-01 01:45,69,1,34,9,9,13,3,0,0,0,0,0,0,0
2023-01-01 02:00,111,1,38,15,25,31,1,0,0,0,0,0,0,0
2023-01-01 02:15,61,0,28,9,8,16,0,0,0,0,0,0,0,0
2023-01-01 02:30,97,1,34,15,12,34,1,0,0,0,0,0,0,0
2023-01-01 02:45,80,1,29,14,11,25,0,0,0,0,0,0,0,0
2023-01-01 03:00,98,2,30,18,14,32,2,0,0,0,0,0,0,0
2023-01-01 03:15,100,4,30,22,11,32,1,0,0,0,0,0,0,0
2023-01-01 03:30,50,0,18,7,8,14,3,0,0,0,0,0,0,0
2023-01-01 03:45,77,2,28,14,11,21,1,0,0,0,0,0,0,0
2023-01-01 04:00,66,1,15,18,5,26,1,0,0,0,0,0,0,0
2023-01-01 04:15,54,1,16,10,7,19,1,0,0,0,0,0,0,0
2023-01-01 04:30,37,0,17,4,5,11,0,0,0,0,0,0,0,0
2023-01-01 04:45,38,0,8,10,3,15,2,0,0,0,0,0,0,0
2023-01-01 05:00,28,0,7,6,5,10,0,0,0,0,0,0,0,0
2023-01-01 05:15,31,2,9,5,8,7,0,0,0,0,0,0,0,0
2023-01-01 05:30,17,0,9,1,1,4,2,0,0,0,0,0,0,0
2023-01-01 05:45,39,1,15,3,6,14,0,0,0,0,0,0,0,0
2023-01-01 06:00,21,0,8,1,4,8,0,0,0,0,0,0,0,0
2023-01-01 06:15,25,2,7,4,1,11,0,0,0,0,0,0,0,0
2023-01-01 06:30,11,1,5,3,1,1,0,0,0,0,0,0,0,0
2023-01-01 06:45,12,1,4,2,1,4,0,0,0,0,0,0,0,0
2023-01-01 07:00,14,1,4,3,2,4,0,0,0,0,0,0,0,0
2023-01-01 07:15,10,0,7,1,1,1,0,0,0,0,0,0,0,0
2023-01-01 07:30,6,1,2,1,0,2,0,0,0,0,0,0,0,0
2023-01-01 07:45,4,0,1,1,0,2,0,0,0,0,0,0,0,0
2023-01-01 08:00,6,0,2,0,1,3,0,0,0,0,0,0,0,0
2023-01-01 08:15,12,0,8,1,2,1,0,0,0,0,0,0,0,0
