Datetime,100031297 (Promenade (nördl. Salzstraße)),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2025-06-01 00:00,103,0,34,15,13,41,0,0,0,0,0,0,0,0
2025-06-01 00:15,96,1,32,14,12,37,0,0,0,0,0,0,0,0
2025-06-01 00:30,64,0,15,12,6,30,1,0,0,0,0,0,0,0
2025-06-01 00:45,27,0,11,2,2,11,1,0,0,0,0,0,0,0
2025-06-01 01:00,41,0,8,6,3,24,0,0,0,0,0,0,0,0
2025-06-01 01:15,42,2,7,10,4,19,0,0,0,0,0,0,0,0
2025-06-01 01:30,50,2,11,12,5,20,0,0,0,0,0,0,0,0
2025-06-01 01:45,49,1,16,8,6,17,1,0,0,0,0,0,0,0
2025-06-01 02:00,45,1,7,13,3,20,1,0,0,0,0,0,0,0
2025-06-01 02:15,30,1,8,7,2,12,0,0,0,0,0,0,0,0
2025-06-01 02:30,32,1,8,7,4,10,2,0,0,0,0,0,0,0
2025-06-01 02:45,24,1,8,6,3,5,1,0,0,0,0,0,0,0
2025-06-01 03:00,18,0,5,3,1,8,1,0,0,0,0,0,0,0
2025-06-01 03:15,21,2,4,6,0,9,0,0,0,0,0,0,0,0
2025-06-01 03:30,19,1,6,3,2,7,0,0,0,0,0,0,0,0
2025-06-01 03:45,21,0,7,4,0,9,1,0,0,0,0,0,0,0
2025-06-01 04:00,8,0,2,1,1,4,0,0,0,0,0,0,0,0
2025-06-01 04:15,14,0,2,5,0,7,0,0,0,0,0,0,0,0
2025-06-01 04:30,10,1,1,4,1,3,0,0,0,0,0,0,0,0
2025-06-01 04:45,15,2,4,4,0,5,0,0,0,0,0,0,0,0
2025-06-01 05:00,17,1,6,4,2,4,0,0,0,0,0,0,0,0
2025-06-01 05:15,12,1,3,3,1,4,0,0,0,0,0,0,0,0
2025-06-01 05:30,21,1,8,5,2,5,0,0,0,0,0,0,0,0
2025-06-01 05:45,15,0,7,2,1,5,0,0,0,0,0,0,0,0
2025-06-01 06:00,18,2,3,5,2,6,0,0,0,0,0,0,0,0
2025-06-01 06:15,19,0,5,7,2,5,0,0,0,0,0,0,0,0
2025-06-01 06:30,11,0,3,3,0,5,0,0,0,0,0,0,0,0
2025-06-01 06:45,14,0,11,1,1,1,0,0,0,0,0,0,0,0
2025-06-01 07:00,7,0,1,1,1,4,0,0,0,0,0,0,0,0
2025-06-01 07:15,22,1,11,4,4,2,0,0,0,0,0,0,0,0
2025-06-01 07:30,17,0,8,1,1,7,0,0,0,0,0,0,0,0
2025-06-01 07:45,28,1,18,0,4,5,0,0,0,0,0,0,0,0
2025-06-01 08:00,22,0,8,5,3,5,1,0,0,0,0,0,0,0
