Datetime,100031297 (Promenade (nördl. Salzstraße)),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2024-08-01 00:00,49,0,20,8,1,20,0,0,0,0,0,0,0,0
2024-08-01 00:15,36,1,15,5,2,13,0,0,0,0,0,0,0,0
2024-08-01 00:30,37,1,13,5,6,11,1,0,0,0,0,0,0,0
2024-08-01 00:45,16,0,5,2,4,4,1,0,0,0,0,0,0,0
2024-08-01 01:00,29,1,9,6,2,11,0,0,0,0,0,0,0,0
2024-08-01 01:15,19,0,9,4,2,4,0,0,0,0,0,0,0,0
2024-08-01 01:30,12,1,3,1,1,6,0,0,0,0,0,0,0,0
2024-08-01 01:45,12,1,1,4,0,6,0,0,0,0,0,0,0,0
2024-08-01 02:00,16,2,2,3,2,6,1,0,0,0,0,0,0,0
2024-08-01 02:15,8,0,4,0,2,2,0,0,0,0,0,0,0,0
2024-08-01 02:30,13,1,3,5,1,2,1,0,0,0,0,0,0,0
2024-08-01 02:45,11,0,4,2,1,3,1,0,0,0,0,0,0,0
2024-08-01 03:00,13,1,3,3,0,6,0,0,0,0,0,0,0,0
2024-08-01 03:15,9,0,6,2,0,1,0,0,0,0,0,0,0,0
2024-08-01 03:30,5,0,3,0,0,1,1,0,0,0,0,0,0,0
2024-08-01 03:45,11,0,6,1,3,1,0,0,0,0,0,0,0,0
2024-08-01 04:00,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-08-01 04:15,3,0,0,0,0,3,0,0,0,0,0,0,0,0
2024-08-01 04:30,11,0,5,1,3,2,0,0,0,0,0,0,0,0
2024-08-01 04:45,9,1,3,0,0,5,0,0,0,0,0,0,0,0
2024-08-01 05:00,11,1,6,0,1,2,1,0,0,0,0,0,0,0
2024-08-01 05:15,32,0,18,1,2,11,0,0,0,0,0,0,0,0
2024-08-01 05:30,45,1,22,3,1,17,1,0,0,0,0,0,0,0
2024-08-01 05:45,49,1,26,4,0,18,0,0,0,0,0,0,0,0
2024-08-01 06:00,58,0,35,5,0,18,0,0,0,0,0,0,0,0
2024-08-01 06:15,117,1,69,7,5,35,0,0,0,0,0,0,0,0
2024-08-01 06:30,124,0,61,7,6,49,1,0,0,0,0,0,0,0
2024-08-01 06:45,186,1,98,6,8,72,1,0,0,0,0,0,0,0
2024-08-01 07:00,182,0,100,7,9,65,1,0,0,0,0,0,0,0
2024-08-01 07:15,221,2,113,7,21,77,1,0,0,0,0,0,0,0
2024-08-01 07:30,264,0,146,10,19,89,0,0,0,0,0,0,0,0
2024-08-01 07:45,327,1,193,8,25,98,2,0,0,0,0,0,0,0
2024-08-01 08:00,276,1,160,7,20,88,0,0,0,0,0,0,0,0
2024-08-01 08:15,290,1,166,3,28,92,0,0,0,0,0,0,0,0
2024-08-01 08:30,274,2,155,7,25,85,0,0,0,0,0,0,0,0
2024-08-01 08:45,258,0,147,6,25,80,0,0,0,0,0,0,0,0
2024-08-01 09:00,208,0,122,9,12,65,0,0,0,0,0,0,0,0
