Datetime,"300037544 (Kanalpromenade, Abschnitt 1 (Dingstiege))","353410966 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353410967 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426657 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426659 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426660 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426662 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)",300037544-status,353410966-status,353410967-status,353426657-status,353426659-status,353426660-status,353426662-status
2026-01-01 00:00,0,0,0,,,,,0,0,0,,,,
2026-01-01 00:15,0,0,0,,,,,0,0,0,,,,
2026-01-01 00:30,5,1,4,,,,,0,0,0,,,,
2026-01-01 00:45,5,1,4,,,,,0,0,0,,,,
2026-01-01 01:00,0,0,0,,,,,0,0,0,,,,
2026-01-01 01:15,2,0,2,,,,,0,0,0,,,,
2026-01-01 01:30,6,6,0,,,,,0,0,0,,,,
2026-01-01 01:45,4,2,2,,,,,0,0,0,,,,
2026-01-01 02:00,5,0,5,,,,,0,0,0,,,,
2026-01-01 02:15,3,2,1,,,,,0,0,0,,,,
2026-01-01 02:30,7,6,1,,,,,0,0,0,,,,
2026-01-01 02:45,4,1,3,,,,,0,0,0,,,,
2026-01-01 03:00,3,0,3,,,,,0,0,0,,,,
2026-01-01 03:15,3,3,0,,,,,0,0,0,,,,
2026-01-01 03:30,2,1,1,,,,,0,0,0,,,,
2026-01-01 03:45,1,0,1,,,,,0,0,0,,,,
2026-01-01 04:00,2,0,2,,,,,0,0,0,,,,
2026-01-01 04:15,2,0,2,,,,,0,0,0,,,,
2026-01-01 04:30,3,2,1,,,,,0,0,0,,,,
2026-01-01 04:45,1,0,1,,,,,0,0,0,,,,
2026-01-01 05:00,0,0,0,,,,,0,0,0,,,,
2026-01-01 05:15,0,0,0,,,,,0,0,0,,,,
2026-01-01 05:30,0,0,0,,,,,0,0,0,,,,
2026-01-01 05:45,0,0,0,,,,,0,0,0,,,,
2026-01-01 06:00,0,0,0,,,,,0,0,0,,,,
2026-01-01 06:15,0,0,0,,,,,0,0,0,,,,
2026-01-01 06:30,1,0,1,,,,,0,0,0,,,,
2026-01-01 06:45,0,0,0,,,,,0,0,0,,,,
2026-01-01 07:00,1,0,1,,,,,0,0,0,,,,
2026-01-01 07:15,0,0,0,,,,,0,0,0,,,,
2026-01-01 07:30,0,0,0,,,,,0,0,0,,,,
2026-01-01 07:45,1,1,0,,,,,0,0,0,,,,
2026-01-01 08:00,3,2,1,,,,,0,0,0,,,,
2026-01-01 08:15,0,0,0,,,,,0,0,0,,,,
2026-01-01 08:30,0,0,0,,,,,0,0,0,,,,
2026-01-01 08:45,0,0,0,,,,,0,0,0,,,,
2026-01-01 09:00,1,0,1,,,,,0,0,0,,,,
2026-01-01 09:15,3,1,2,,,,,0,0,0,,,,
2026-01-01 09:30,3,0,3,,,,,0,0,0,,,,
2026-01-01 09:45,1,1,0,,,,,0,0,0,,,,
2026-01-01 10:00,0,0,0,,,,,0,0,0,,,,
2026-01-01 10:15,1,0,1,,,,,0,0,0,,,,
2026-01-01 10:30,0,0,0,,,,,0,0,0,,,,
2026-01-01 10:45,1,0,1,,,,,0,0,0,,,,
2026-01-01 11:00,3,1,2,,,,,0,0,0,,,,
2026-01-01 11:15,5,2,3,,,,,0,0,0,,,,
2026-01-01 11:30,0,0,0,,,,,0,0,0,,,,
2026-01-01 11:45,3,1,2,,,,,0,0,0,,,,
2026-01-01 12:00,8,5,3,,,,,0,0,0,,,,
2026-01-01 12:15,8,6,2,,,,,0,0,0,,,,
2026-01-01 12:30,14,3,11,,,,,0,0,0,,,,
2026-01-01 12:45,6,2,4,,,,,0,0,0,,,,
2026-01-01 13:00,3,1,2,,,,,0,0,0,,,,
2026-01-01 13:15,7,6,1,,,,,0,0,0,,,,
2026-01-01 13:30,4,3,1,,,,,0,0,0,,,,
2026-01-01 13:45,7,3,4,,,,,0,0,0,,,,
2026-01-01 14:00,4,1,3,,,,,0,0,0,,,,
2026-01-01 14:15,3,2,1,,,,,0,0,0,,,,
2026-01-01 14:30,0,0,0,,,,,0,0,0,,,,
2026-01-01 14:45,4,2,2,,,,,0,0,0,,,,
2026-01-01 15:00,4,2,2,,,,,0,0,0,,,,
2026-01-01 15:15,5,2,3,,,,,0,0,0,,,,
2026-01-01 15:30,8,4,4,,,,,0,0,0,,,,
2026-01-01 15:45,7,6,1,,,,,0,0,0,,,,
2026-01-01 16:00,4,2,2,,,,,0,0,0,,,,
2026-01-01 16:15,7,7,0,,,,,0,0,0,,,,
2026-01-01 16:30,3,1,2,,,,,0,0,0,,,,
2026-01-01 16:45,1,1,0,,,,,0,0,0,,,,
2026-01-01 17:00,6,3,3,,,,,0,0,0,,,,
2026-01-01 17:15,2,0,2,,,,,0,0,0,,,,
2026-01-01 17:30,1,0,1,,,,,0,0,0,,,,
2026-01-01 17:45,7,2,5,,,,,0,0,0,,,,
2026-01-01 18:00,6,2,4,,,,,0,0,0,,,,
2026-01-01 18:15,2,0,2,,,,,0,0,0,,,,
2026-01-01 18:30,1,1,0,,,,,0,0,0,,,,
2026-01-01 18:45,0,0,0,,,,,0,0,0,,,,
2026-01-01 19:00,2,1,1,,,,,0,0,0,,,,
2026-01-01 19:15,1,1,0,,,,,0,0,0,,,,
2026-01-01 19:30,1,1,0,,,,,0,0,0,,,,
2026-01-01 19:45,0,0,0,,,,,0,0,0,,,,
2026-01-01 20:00,0,0,0,,,,,0,0,0,,,,
2026-01-01 20:15,0,0,0,,,,,0,0,0,,,,
2026-01-01 20:30,1,1,0,,,,,0,0,0,,,,
2026-01-01 20:45,0,0,0,,,,,0,0,0,,,,
2026-01-01 21:00,0,0,0,,,,,0,0,0,,,,
2026-01-01 21:15,1,0,1,,,,,0,0,0,,,,
2026-01-01 21:30,1,1,0,,,,,0,0,0,,,,
2026-01-01 21:45,0,0,0,,,,,0,0,0,,,,
2026-01-01 22:00,1,1,0,,,,,0,0,0,,,,
2026-01-01 22:15,1,0,1,,,,,0,0,0,,,,
2026-01-01 22:30,1,1,0,,,,,0,0,0,,,,
2026-01-01 22:45,0,0,0,,,,,0,0,0,,,,
2026-01-01 23:00,0,0,0,,,,,0,0,0,,,,
2026-01-01 23:15,1,1,0,,,,,0,0,0,,,,
2026-01-01 23:30,0,0,0,,,,,0,0,0,,,,
