Datetime,"300037544 (Kanalpromenade, Abschnitt 1 (Dingstiege))","353410966 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353410967 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426657 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike IN])","353426659 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike IN])","353426660 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike OUT])","353426662 (Kanalpromenade, Abschnitt 1 (Dingstiege) [Bike OUT])",300037544-status,353410966-status,353410967-status,353426657-status,353426659-status,353426660-status,353426662-status
2025-05-01 00:00,6,1,1,1,0,1,2,0,0,0,0,0,0,0
2025-05-01 00:15,6,0,2,0,0,3,1,0,0,0,0,0,0,0
2025-05-01 00:30,9,2,2,0,1,3,1,0,0,0,0,0,0,0
2025-05-01 00:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 01:00,7,2,0,4,0,0,1,0,0,0,0,0,0,0
2025-05-01 01:15,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2025-05-01 01:30,6,2,0,2,0,1,1,0,0,0,0,0,0,0
2025-05-01 01:45,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-05-01 02:00,3,1,1,0,0,0,1,0,0,0,0,0,0,0
2025-05-01 02:15,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-01 02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 02:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 03:15,3,1,0,1,1,0,0,0,0,0,0,0,0,0
2025-05-01 03:30,3,0,0,1,0,1,1,0,0,0,0,0,0,0
2025-05-01 03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 04:00,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-01 04:15,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 04:30,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-01 04:45,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-05-01 05:00,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 05:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 05:30,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-01 05:45,5,1,0,1,0,2,1,0,0,0,0,0,0,0
2025-05-01 06:00,3,2,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-01 06:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 06:30,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 06:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 07:00,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01 07:15,6,0,1,0,0,1,4,0,0,0,0,0,0,0
2025-05-01 07:30,5,2,1,1,0,0,1,0,0,0,0,0,0,0
2025-05-01 07:45,11,2,2,0,0,2,5,0,0,0,0,0,0,0
2025-05-01 08:00,8,3,0,0,1,1,3,0,0,0,0,0,0,0
2025-05-01 08:15,10,4,0,0,0,4,2,0,0,0,0,0,0,0
2025-05-01 08:30,14,5,0,2,0,0,7,0,0,0,0,0,0,0
2025-05-01 08:45,24,12,1,4,0,1,6,0,0,0,0,0,0,0
2025-05-01 09:00,24,13,0,4,0,2,5,0,0,0,0,0,0,0
2025-05-01 09:15,32,8,2,2,0,5,15,0,0,0,0,0,0,0
2025-05-01 09:30,46,9,0,4,3,13,17,0,0,0,0,0,0,0
2025-05-01 09:45,44,11,3,2,0,12,16,0,0,0,0,0,0,0
2025-05-01 10:00,33,14,2,1,1,3,12,0,0,0,0,0,0,0
2025-05-01 10:15,101,46,8,21,1,5,20,0,0,0,0,0,0,0
2025-05-01 10:30,77,24,4,10,2,12,25,0,0,0,0,0,0,0
2025-05-01 10:45,117,47,4,10,2,21,33,0,0,0,0,0,0,0
2025-05-01 11:00,151,60,2,10,0,24,55,0,0,0,0,0,0,0
2025-05-01 11:15,192,75,9,23,1,28,56,0,0,0,0,0,0,0
2025-05-01 11:30,246,125,2,42,6,26,45,0,0,0,0,0,0,0
2025-05-01 11:45,124,54,1,9,10,17,33,0,0,0,0,0,0,0
2025-05-01 12:00,194,82,4,15,3,29,61,0,0,0,0,0,0,0
2025-05-01 12:15,202,78,9,27,6,27,55,0,0,0,0,0,0,0
2025-05-01 12:30,274,74,7,26,10,52,105,0,0,0,0,0,0,0
2025-05-01 12:45,198,70,1,11,3,30,83,0,0,0,0,0,0,0
2025-05-01 13:00,193,69,8,35,8,35,38,0,0,0,0,0,0,0
2025-05-01 13:15,188,74,12,14,4,55,29,0,0,0,0,0,0,0
2025-05-01 13:30,297,78,20,41,7,68,83,0,0,0,0,0,0,0
2025-05-01 13:45,188,65,8,12,4,40,59,0,0,0,0,0,0,0
2025-05-01 14:00,253,93,17,20,5,37,81,0,0,0,0,0,0,0
2025-05-01 14:15,199,74,5,20,9,33,58,0,0,0,0,0,0,0
2025-05-01 14:30,208,64,14,15,2,43,70,0,0,0,0,0,0,0
2025-05-01 14:45,172,64,3,18,4,26,57,0,0,0,0,0,0,0
2025-05-01 15:00,169,55,4,16,5,26,63,0,0,0,0,0,0,0
2025-05-01 15:15,197,80,3,17,3,36,58,0,0,0,0,0,0,0
2025-05-01 15:30,210,88,2,26,3,26,65,0,0,0,0,0,0,0
2025-05-01 15:45,156,56,4,20,6,22,48,0,0,0,0,0,0,0
2025-05-01 16:00,164,73,3,15,1,24,48,0,0,0,0,0,0,0
2025-05-01 16:15,130,66,1,20,3,13,27,0,0,0,0,0,0,0
2025-05-01 16:30,134,68,6,11,3,13,33,0,0,0,0,0,0,0
2025-05-01 16:45,122,40,1,15,5,25,36,0,0,0,0,0,0,0
2025-05-01 17:00,157,68,4,20,3,20,42,0,0,0,0,0,0,0
2025-05-01 17:15,132,70,6,21,2,9,24,0,0,0,0,0,0,0
2025-05-01 17:30,113,52,3,17,4,13,24,0,0,0,0,0,0,0
2025-05-01 17:45,133,61,2,12,3,16,39,0,0,0,0,0,0,0
2025-05-01 18:00,102,45,5,13,1,13,25,0,0,0,0,0,0,0
2025-05-01 18:15,118,50,2,16,2,13,35,0,0,0,0,0,0,0
2025-05-01 18:30,97,30,7,6,0,17,37,0,0,0,0,0,0,0
2025-05-01 18:45,63,29,3,8,0,3,20,0,0,0,0,0,0,0
2025-05-01 19:00,70,23,2,2,1,13,29,0,0,0,0,0,0,0
2025-05-01 19:15,66,30,0,9,2,4,21,0,0,0,0,0,0,0
2025-05-01 19:30,56,29,2,7,1,5,12,0,0,0,0,0,0,0
2025-05-01 19:45,69,25,5,5,3,12,19,0,0,0,0,0,0,0
2025-05-01 20:00,84,41,0,11,1,11,20,0,0,0,0,0,0,0
2025-05-01 20:15,79,28,3,6,3,15,24,0,0,0,0,0,0,0
2025-05-01 20:30,39,16,3,7,0,3,10,0,0,0,0,0,0,0
2025-05-01 20:45,33,16,0,5,0,6,6,0,0,0,0,0,0,0
2025-05-01 21:00,33,15,2,4,4,5,3,0,0,0,0,0,0,0
2025-05-01 21:15,25,13,0,6,2,2,2,0,0,0,0,0,0,0
2025-05-01 21:30,27,11,0,12,0,1,3,0,0,0,0,0,0,0
2025-05-01 21:45,7,4,0,1,0,1,1,0,0,0,0,0,0,0
2025-05-01 22:00,11,6,0,2,0,1,2,0,0,0,0,0,0,0
2025-05-01 22:15,11,2,2,1,0,4,2,0,0,0,0,0,0,0
2025-05-01 22:30,5,3,0,1,0,1,0,0,0,0,0,0,0,0
2025-05-01 22:45,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-01 23:00,8,3,0,3,0,0,2,0,0,0,0,0,0,0
2025-05-01 23:15,6,3,0,1,0,1,1,0,0,0,0,0,0,0
2025-05-01 23:30,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-05-01 23:45,4,1,0,1,0,2,0,0,0,0,0,0,0,0
2025-05-02 00:00,5,3,0,1,0,0,1,0,0,0,0,0,0,0
2025-05-02 00:15,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-05-02 00:30,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-02 00:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 01:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 01:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 02:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 02:45,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-02 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 03:15,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2025-05-02 03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 03:45,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-05-02 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 04:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 04:30,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-02 04:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 05:00,3,2,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-02 05:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 05:30,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-02 05:45,5,2,0,0,0,1,2,0,0,0,0,0,0,0
2025-05-02 06:00,10,7,0,0,0,0,3,0,0,0,0,0,0,0
2025-05-02 06:15,13,6,2,1,0,0,4,0,0,0,0,0,0,0
2025-05-02 06:30,8,3,0,1,0,0,4,0,0,0,0,0,0,0
2025-05-02 06:45,17,9,0,1,0,1,6,0,0,0,0,0,0,0
2025-05-02 07:00,24,14,0,1,0,1,8,0,0,0,0,0,0,0
2025-05-02 07:15,53,39,0,6,2,2,4,0,0,0,0,0,0,0
2025-05-02 07:30,43,30,0,4,0,3,6,0,0,0,0,0,0,0
2025-05-02 07:45,28,17,0,1,2,2,6,0,0,0,0,0,0,0
2025-05-02 08:00,23,17,0,0,0,0,6,0,0,0,0,0,0,0
2025-05-02 08:15,21,11,1,0,0,1,8,0,0,0,0,0,0,0
2025-05-02 08:30,33,16,0,4,0,3,10,0,0,0,0,0,0,0
2025-05-02 08:45,25,13,0,1,2,3,6,0,0,0,0,0,0,0
2025-05-02 09:00,28,16,0,1,0,2,9,0,0,0,0,0,0,0
2025-05-02 09:15,27,15,1,2,0,2,7,0,0,0,0,0,0,0
2025-05-02 09:30,38,17,0,2,0,2,17,0,0,0,0,0,0,0
2025-05-02 09:45,33,15,1,3,1,4,9,0,0,0,0,0,0,0
2025-05-02 10:00,36,22,0,2,1,6,5,0,0,0,0,0,0,0
2025-05-02 10:15,39,14,0,1,2,8,14,0,0,0,0,0,0,0
2025-05-02 10:30,50,18,2,9,0,4,17,0,0,0,0,0,0,0
2025-05-02 10:45,42,19,3,2,0,5,13,0,0,0,0,0,0,0
2025-05-02 11:00,49,19,2,3,0,1,24,0,0,0,0,0,0,0
2025-05-02 11:15,58,32,0,6,1,5,14,0,0,0,0,0,0,0
2025-05-02 11:30,44,16,1,4,2,5,16,0,0,0,0,0,0,0
2025-05-02 11:45,46,15,2,3,0,8,18,0,0,0,0,0,0,0
2025-05-02 12:00,57,25,0,4,0,6,22,0,0,0,0,0,0,0
2025-05-02 12:15,72,31,0,4,0,8,29,0,0,0,0,0,0,0
2025-05-02 12:30,51,21,0,7,1,6,16,0,0,0,0,0,0,0
2025-05-02 12:45,44,21,1,3,0,6,13,0,0,0,0,0,0,0
2025-05-02 13:00,61,28,0,1,0,5,27,0,0,0,0,0,0,0
2025-05-02 13:15,91,22,3,2,2,20,42,0,0,0,0,0,0,0
2025-05-02 13:30,69,19,1,1,1,10,37,0,0,0,0,0,0,0
2025-05-02 13:45,45,18,0,1,0,6,20,0,0,0,0,0,0,0
2025-05-02 14:00,65,32,0,6,0,9,18,0,0,0,0,0,0,0
2025-05-02 14:15,64,27,0,2,0,9,26,0,0,0,0,0,0,0
2025-05-02 14:30,63,13,2,1,0,15,32,0,0,0,0,0,0,0
2025-05-02 14:45,49,20,2,1,0,6,20,0,0,0,0,0,0,0
2025-05-02 15:00,73,40,1,14,0,3,15,0,0,0,0,0,0,0
2025-05-02 15:15,58,20,0,1,0,11,26,0,0,0,0,0,0,0
2025-05-02 15:30,50,24,1,3,0,6,16,0,0,0,0,0,0,0
2025-05-02 15:45,69,16,3,10,5,12,23,0,0,0,0,0,0,0
2025-05-02 16:00,61,21,2,1,1,7,29,0,0,0,0,0,0,0
2025-05-02 16:15,69,29,1,6,1,7,25,0,0,0,0,0,0,0
2025-05-02 16:30,61,20,1,1,1,11,27,0,0,0,0,0,0,0
2025-05-02 16:45,76,25,1,3,0,14,33,0,0,0,0,0,0,0
2025-05-02 17:00,42,18,2,2,1,5,14,0,0,0,0,0,0,0
2025-05-02 17:15,72,36,1,10,0,11,14,0,0,0,0,0,0,0
2025-05-02 17:30,35,14,0,2,0,7,12,0,0,0,0,0,0,0
2025-05-02 17:45,54,20,3,5,0,5,21,0,0,0,0,0,0,0
2025-05-02 18:00,46,16,2,0,1,10,17,0,0,0,0,0,0,0
2025-05-02 18:15,58,20,0,8,2,5,23,0,0,0,0,0,0,0
2025-05-02 18:30,47,22,1,2,0,5,17,0,0,0,0,0,0,0
2025-05-02 18:45,39,17,0,3,0,5,14,0,0,0,0,0,0,0
2025-05-02 19:00,42,16,1,2,1,8,14,0,0,0,0,0,0,0
2025-05-02 19:15,38,11,1,4,1,7,14,0,0,0,0,0,0,0
2025-05-02 19:30,36,13,2,3,0,4,14,0,0,0,0,0,0,0
2025-05-02 19:45,37,16,0,6,3,2,10,0,0,0,0,0,0,0
2025-05-02 20:00,19,7,0,0,0,3,9,0,0,0,0,0,0,0
2025-05-02 20:15,26,12,0,5,1,3,5,0,0,0,0,0,0,0
2025-05-02 20:30,20,5,0,1,2,6,6,0,0,0,0,0,0,0
2025-05-02 20:45,22,13,0,1,0,2,6,0,0,0,0,0,0,0
2025-05-02 21:00,13,8,2,1,1,0,1,0,0,0,0,0,0,0
2025-05-02 21:15,14,5,1,4,0,1,3,0,0,0,0,0,0,0
2025-05-02 21:30,25,13,0,5,0,4,3,0,0,0,0,0,0,0
2025-05-02 21:45,13,7,0,4,0,0,2,0,0,0,0,0,0,0
2025-05-02 22:00,3,1,0,0,0,1,1,0,0,0,0,0,0,0
2025-05-02 22:15,5,0,1,1,0,1,2,0,0,0,0,0,0,0
2025-05-02 22:30,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02 22:45,8,5,0,2,0,0,1,0,0,0,0,0,0,0
2025-05-02 23:00,8,0,2,3,1,1,1,0,0,0,0,0,0,0
2025-05-02 23:15,9,2,1,1,1,1,3,0,0,0,0,0,0,0
2025-05-02 23:30,6,2,1,1,0,0,2,0,0,0,0,0,0,0
2025-05-02 23:45,7,3,0,0,0,2,2,0,0,0,0,0,0,0
2025-05-03 00:00,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03 00:15,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-03 00:30,4,1,0,0,0,1,2,0,0,0,0,0,0,0
2025-05-03 00:45,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-03 01:00,3,0,0,0,0,2,1,0,0,0,0,0,0,0
2025-05-03 01:15,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03 01:30,3,1,1,0,0,1,0,0,0,0,0,0,0,0
2025-05-03 01:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
