Datetime,100034983 (Warendorfer Straße),101034983 (Warendorfer Straße stadteinwärts),102034983 (Warendorfer Straße stadtauswärts),100034983-status,101034983-status,102034983-status
2024-06-01 00:00,15,7,8,0,0,0
2024-06-01 00:15,22,14,8,0,0,0
2024-06-01 00:30,23,9,14,0,0,0
2024-06-01 00:45,17,11,6,0,0,0
2024-06-01 01:00,8,3,5,0,0,0
2024-06-01 01:15,16,5,11,0,0,0
2024-06-01 01:30,15,3,12,0,0,0
2024-06-01 01:45,25,10,15,0,0,0
2024-06-01 02:00,5,1,4,0,0,0
2024-06-01 02:15,8,0,8,0,0,0
2024-06-01 02:30,8,1,7,0,0,0
2024-06-01 02:45,8,6,2,0,0,0
2024-06-01 03:00,5,0,5,0,0,0
2024-06-01 03:15,7,1,6,0,0,0
2024-06-01 03:30,4,2,2,0,0,0
2024-06-01 03:45,7,5,2,0,0,0
2024-06-01 04:00,4,1,3,0,0,0
2024-06-01 04:15,2,1,1,0,0,0
2024-06-01 04:30,1,1,0,0,0,0
2024-06-01 04:45,3,2,1,0,0,0
2024-06-01 05:00,3,1,2,0,0,0
2024-06-01 05:15,5,4,1,0,0,0
2024-06-01 05:30,13,7,6,0,0,0
2024-06-01 05:45,14,4,10,0,0,0
2024-06-01 06:00,5,2,3,0,0,0
2024-06-01 06:15,7,4,3,0,0,0
2024-06-01 06:30,5,4,1,0,0,0
2024-06-01 06:45,16,13,3,0,0,0
2024-06-01 07:00,9,8,1,0,0,0
2024-06-01 07:15,16,9,7,0,0,0
2024-06-01 07:30,28,18,10,0,0,0
2024-06-01 07:45,32,22,10,0,0,0
2024-06-01 08:00,35,21,14,0,0,0
2024-06-01 08:15,35,24,11,0,0,0
2024-06-01 08:30,45,35,10,0,0,0
2024-06-01 08:45,52,32,20,0,0,0
2024-06-01 09:00,39,30,9,0,0,0
2024-06-01 09:15,69,56,13,0,0,0
2024-06-01 09:30,71,64,7,0,0,0
2024-06-01 09:45,96,81,15,0,0,0
2024-06-01 10:00,99,77,22,0,0,0
2024-06-01 10:15,131,104,27,0,0,0
2024-06-01 10:30,132,107,25,0,0,0
2024-06-01 10:45,113,76,37,0,0,0
2024-06-01 11:00,123,95,28,0,0,0
2024-06-01 11:15,116,82,34,0,0,0
2024-06-01 11:30,128,84,44,0,0,0
2024-06-01 11:45,158,103,55,0,0,0
2024-06-01 12:00,112,86,26,0,0,0
2024-06-01 12:15,144,90,54,0,0,0
2024-06-01 12:30,154,103,51,0,0,0
2024-06-01 12:45,149,89,60,0,0,0
2024-06-01 13:00,152,100,52,0,0,0
2024-06-01 13:15,134,82,52,0,0,0
2024-06-01 13:30,133,76,57,0,0,0
2024-06-01 13:45,137,81,56,0,0,0
2024-06-01 14:00,137,87,50,0,0,0
2024-06-01 14:15,97,53,44,0,0,0
2024-06-01 14:30,125,71,54,0,0,0
2024-06-01 14:45,122,67,55,0,0,0
2024-06-01 15:00,107,52,55,0,0,0
2024-06-01 15:15,113,66,47,0,0,0
2024-06-01 15:30,107,64,43,0,0,0
2024-06-01 15:45,73,39,34,0,0,0
2024-06-01 16:00,111,52,59,0,0,0
2024-06-01 16:15,89,57,32,0,0,0
2024-06-01 16:30,89,52,37,0,0,0
2024-06-01 16:45,96,57,39,0,0,0
2024-06-01 17:00,89,47,42,0,0,0
2024-06-01 17:15,88,57,31,0,0,0
2024-06-01 17:30,98,60,38,0,0,0
2024-06-01 17:45,80,42,38,0,0,0
2024-06-01 18:00,80,42,38,0,0,0
2024-06-01 18:15,66,29,37,0,0,0
2024-06-01 18:30,87,56,31,0,0,0
2024-06-01 18:45,86,55,31,0,0,0
2024-06-01 19:00,84,55,29,0,0,0
2024-06-01 19:15,86,50,36,0,0,0
2024-06-01 19:30,55,31,24,0,0,0
2024-06-01 19:45,57,29,28,0,0,0
2024-06-01 20:00,65,43,22,0,0,0
2024-06-01 20:15,62,43,19,0,0,0
2024-06-01 20:30,53,19,34,0,0,0
2024-06-01 20:45,63,32,31,0,0,0
2024-06-01 21:00,45,18,27,0,0,0
2024-06-01 21:15,18,5,13,0,0,0
2024-06-01 21:30,31,19,12,0,0,0
2024-06-01 21:45,35,23,12,0,0,0
2024-06-01 22:00,24,13,11,0,0,0
2024-06-01 22:15,13,5,8,0,0,0
2024-06-01 22:30,20,12,8,0,0,0
2024-06-01 22:45,28,16,12,0,0,0
2024-06-01 23:00,46,16,30,0,0,0
2024-06-01 23:15,49,21,28,0,0,0
2024-06-01 23:30,59,33,26,0,0,0
2024-06-01 23:45,28,12,16,0,0,0
2024-06-02 00:00,31,15,16,0,0,0
2024-06-02 00:15,35,22,13,0,0,0
2024-06-02 00:30,27,21,6,0,0,0
2024-06-02 00:45,25,13,12,0,0,0
2024-06-02 01:00,18,10,8,0,0,0
2024-06-02 01:15,10,5,5,0,0,0
2024-06-02 01:30,8,2,6,0,0,0
2024-06-02 01:45,19,9,10,0,0,0
2024-06-02 02:00,11,5,6,0,0,0
2024-06-02 02:15,19,8,11,0,0,0
2024-06-02 02:30,14,6,8,0,0,0
2024-06-02 02:45,12,5,7,0,0,0
2024-06-02 03:00,11,4,7,0,0,0
2024-06-02 03:15,11,3,8,0,0,0
2024-06-02 03:30,5,1,4,0,0,0
2024-06-02 03:45,6,1,5,0,0,0
2024-06-02 04:00,7,4,3,0,0,0
2024-06-02 04:15,4,3,1,0,0,0
2024-06-02 04:30,1,0,1,0,0,0
2024-06-02 04:45,4,1,3,0,0,0
2024-06-02 05:00,2,2,0,0,0,0
2024-06-02 05:15,4,2,2,0,0,0
2024-06-02 05:30,7,3,4,0,0,0
2024-06-02 05:45,8,5,3,0,0,0
2024-06-02 06:00,5,4,1,0,0,0
2024-06-02 06:15,11,7,4,0,0,0
2024-06-02 06:30,2,0,2,0,0,0
2024-06-02 06:45,9,8,1,0,0,0
2024-06-02 07:00,4,3,1,0,0,0
2024-06-02 07:15,6,4,2,0,0,0
2024-06-02 07:30,7,5,2,0,0,0
2024-06-02 07:45,5,3,2,0,0,0
2024-06-02 08:00,6,5,1,0,0,0
2024-06-02 08:15,6,2,4,0,0,0
2024-06-02 08:30,11,5,6,0,0,0
2024-06-02 08:45,17,8,9,0,0,0
2024-06-02 09:00,24,18,6,0,0,0
2024-06-02 09:15,15,12,3,0,0,0
2024-06-02 09:30,37,30,7,0,0,0
2024-06-02 09:45,44,30,14,0,0,0
2024-06-02 10:00,47,20,27,0,0,0
2024-06-02 10:15,23,12,11,0,0,0
2024-06-02 10:30,36,27,9,0,0,0
2024-06-02 10:45,45,38,7,0,0,0
2024-06-02 11:00,24,16,8,0,0,0
2024-06-02 11:15,43,33,10,0,0,0
2024-06-02 11:30,36,23,13,0,0,0
2024-06-02 11:45,46,22,24,0,0,0
2024-06-02 12:00,39,29,10,0,0,0
2024-06-02 12:15,53,34,19,0,0,0
2024-06-02 12:30,59,35,24,0,0,0
2024-06-02 12:45,61,40,21,0,0,0
2024-06-02 13:00,54,37,17,0,0,0
2024-06-02 13:15,56,40,16,0,0,0
2024-06-02 13:30,56,31,25,0,0,0
2024-06-02 13:45,70,40,30,0,0,0
2024-06-02 14:00,82,55,27,0,0,0
2024-06-02 14:15,74,52,22,0,0,0
2024-06-02 14:30,69,49,20,0,0,0
2024-06-02 14:45,90,58,32,0,0,0
2024-06-02 15:00,63,40,23,0,0,0
2024-06-02 15:15,84,51,33,0,0,0
2024-06-02 15:30,74,49,25,0,0,0
2024-06-02 15:45,72,45,27,0,0,0
2024-06-02 16:00,64,28,36,0,0,0
2024-06-02 16:15,69,46,23,0,0,0
2024-06-02 16:30,83,59,24,0,0,0
2024-06-02 16:45,71,48,23,0,0,0
2024-06-02 17:00,65,42,23,0,0,0
2024-06-02 17:15,58,31,27,0,0,0
2024-06-02 17:30,59,37,22,0,0,0
2024-06-02 17:45,68,42,26,0,0,0
2024-06-02 18:00,57,37,20,0,0,0
2024-06-02 18:15,66,38,28,0,0,0
2024-06-02 18:30,60,32,28,0,0,0
2024-06-02 18:45,54,32,22,0,0,0
2024-06-02 19:00,52,22,30,0,0,0
2024-06-02 19:15,53,28,25,0,0,0
2024-06-02 19:30,45,21,24,0,0,0
2024-06-02 19:45,45,21,24,0,0,0
2024-06-02 20:00,40,24,16,0,0,0
2024-06-02 20:15,31,14,17,0,0,0
2024-06-02 20:30,23,12,11,0,0,0
2024-06-02 20:45,31,13,18,0,0,0
2024-06-02 21:00,36,18,18,0,0,0
2024-06-02 21:15,20,12,8,0,0,0
2024-06-02 21:30,35,20,15,0,0,0
2024-06-02 21:45,23,14,9,0,0,0
2024-06-02 22:00,26,14,12,0,0,0
2024-06-02 22:15,26,12,14,0,0,0
2024-06-02 22:30,17,9,8,0,0,0
2024-06-02 22:45,10,7,3,0,0,0
2024-06-02 23:00,10,4,6,0,0,0
2024-06-02 23:15,4,3,1,0,0,0
2024-06-02 23:30,6,3,3,0,0,0
2024-06-02 23:45,1,1,0,0,0,0
