Datetime,100034983 (Warendorfer Straße),101034983 (Warendorfer Straße stadteinwärts),102034983 (Warendorfer Straße stadtauswärts),100034983-status,101034983-status,102034983-status
2021-07-01 00:00,8,6,2,0,0,0
2021-07-01 00:15,5,2,3,0,0,0
2021-07-01 00:30,9,8,1,0,0,0
2021-07-01 00:45,8,2,6,0,0,0
2021-07-01 01:00,5,3,2,0,0,0
2021-07-01 01:15,0,0,0,0,0,0
2021-07-01 01:30,4,3,1,0,0,0
2021-07-01 01:45,5,2,3,0,0,0
2021-07-01 02:00,6,3,3,0,0,0
2021-07-01 02:15,6,0,6,0,0,0
2021-07-01 02:30,2,1,1,0,0,0
2021-07-01 02:45,6,2,4,0,0,0
2021-07-01 03:00,4,2,2,0,0,0
2021-07-01 03:15,5,3,2,0,0,0
2021-07-01 03:30,1,1,0,0,0,0
2021-07-01 03:45,2,1,1,0,0,0
2021-07-01 04:00,2,1,1,0,0,0
2021-07-01 04:15,3,1,2,0,0,0
2021-07-01 04:30,1,1,0,0,0,0
2021-07-01 04:45,2,0,2,0,0,0
2021-07-01 05:00,1,0,1,0,0,0
2021-07-01 05:15,3,2,1,0,0,0
2021-07-01 05:30,16,10,6,0,0,0
2021-07-01 05:45,14,5,9,0,0,0
2021-07-01 06:00,19,10,9,0,0,0
2021-07-01 06:15,37,23,14,0,0,0
2021-07-01 06:30,45,26,19,0,0,0
2021-07-01 06:45,49,32,17,0,0,0
2021-07-01 07:00,76,47,29,0,0,0
2021-07-01 07:15,92,56,36,0,0,0
2021-07-01 07:30,142,90,52,0,0,0
2021-07-01 07:45,238,171,67,0,0,0
2021-07-01 08:00,201,161,40,0,0,0
2021-07-01 08:15,148,107,41,0,0,0
2021-07-01 08:30,140,94,46,0,0,0
2021-07-01 08:45,146,100,46,0,0,0
2021-07-01 09:00,95,67,28,0,0,0
2021-07-01 09:15,95,70,25,0,0,0
2021-07-01 09:30,114,80,34,0,0,0
2021-07-01 09:45,115,77,38,0,0,0
2021-07-01 10:00,80,55,25,0,0,0
2021-07-01 10:15,81,58,23,0,0,0
2021-07-01 10:30,68,47,21,0,0,0
2021-07-01 10:45,68,40,28,0,0,0
2021-07-01 11:00,71,38,33,0,0,0
2021-07-01 11:15,69,39,30,0,0,0
2021-07-01 11:30,79,44,35,0,0,0
2021-07-01 11:45,70,40,30,0,0,0
2021-07-01 12:00,81,48,33,0,0,0
2021-07-01 12:15,85,41,44,0,0,0
2021-07-01 12:30,74,47,27,0,0,0
2021-07-01 12:45,100,56,44,0,0,0
2021-07-01 13:00,90,47,43,0,0,0
2021-07-01 13:15,85,30,55,0,0,0
2021-07-01 13:30,108,31,77,0,0,0
2021-07-01 13:45,99,61,38,0,0,0
2021-07-01 14:00,73,44,29,0,0,0
2021-07-01 14:15,106,60,46,0,0,0
2021-07-01 14:30,106,50,56,0,0,0
2021-07-01 14:45,104,72,32,0,0,0
2021-07-01 15:00,108,51,57,0,0,0
2021-07-01 15:15,93,56,37,0,0,0
2021-07-01 15:30,89,49,40,0,0,0
2021-07-01 15:45,127,79,48,0,0,0
2021-07-01 16:00,131,73,58,0,0,0
2021-07-01 16:15,141,83,58,0,0,0
2021-07-01 16:30,155,75,80,0,0,0
2021-07-01 16:45,141,88,53,0,0,0
2021-07-01 17:00,116,60,56,0,0,0
2021-07-01 17:15,148,84,64,0,0,0
2021-07-01 17:30,135,66,69,0,0,0
2021-07-01 17:45,153,79,74,0,0,0
2021-07-01 18:00,151,72,79,0,0,0
2021-07-01 18:15,118,68,50,0,0,0
2021-07-01 18:30,105,51,54,0,0,0
2021-07-01 18:45,94,49,45,0,0,0
2021-07-01 19:00,93,43,50,0,0,0
2021-07-01 19:15,85,39,46,0,0,0
2021-07-01 19:30,74,37,37,0,0,0
2021-07-01 19:45,68,32,36,0,0,0
2021-07-01 20:00,68,27,41,0,0,0
2021-07-01 20:15,68,29,39,0,0,0
2021-07-01 20:30,55,25,30,0,0,0
2021-07-01 20:45,42,20,22,0,0,0
2021-07-01 21:00,43,21,22,0,0,0
2021-07-01 21:15,30,8,22,0,0,0
2021-07-01 21:30,28,16,12,0,0,0
2021-07-01 21:45,36,13,23,0,0,0
2021-07-01 22:00,38,20,18,0,0,0
2021-07-01 22:15,45,28,17,0,0,0
2021-07-01 22:30,42,23,19,0,0,0
2021-07-01 22:45,35,19,16,0,0,0
2021-07-01 23:00,45,24,21,0,0,0
2021-07-01 23:15,27,12,15,0,0,0
2021-07-01 23:30,24,9,15,0,0,0
2021-07-01 23:45,15,6,9,0,0,0
2021-07-02 00:00,24,6,18,0,0,0
2021-07-02 00:15,8,4,4,0,0,0
2021-07-02 00:30,10,6,4,0,0,0
2021-07-02 00:45,13,6,7,0,0,0
2021-07-02 01:00,7,3,4,0,0,0
2021-07-02 01:15,5,4,1,0,0,0
2021-07-02 01:30,8,1,7,0,0,0
2021-07-02 01:45,3,2,1,0,0,0
2021-07-02 02:00,2,0,2,0,0,0
2021-07-02 02:15,7,0,7,0,0,0
2021-07-02 02:30,2,2,0,0,0,0
2021-07-02 02:45,2,0,2,0,0,0
2021-07-02 03:00,0,0,0,0,0,0
2021-07-02 03:15,0,0,0,0,0,0
2021-07-02 03:30,1,0,1,0,0,0
2021-07-02 03:45,0,0,0,0,0,0
2021-07-02 04:00,1,1,0,0,0,0
2021-07-02 04:15,0,0,0,0,0,0
2021-07-02 04:30,1,1,0,0,0,0
2021-07-02 04:45,4,1,3,0,0,0
2021-07-02 05:00,2,0,2,0,0,0
2021-07-02 05:15,5,5,0,0,0,0
2021-07-02 05:30,16,12,4,0,0,0
2021-07-02 05:45,14,8,6,0,0,0
2021-07-02 06:00,18,7,11,0,0,0
2021-07-02 06:15,25,13,12,0,0,0
2021-07-02 06:30,47,34,13,0,0,0
2021-07-02 06:45,62,38,24,0,0,0
2021-07-02 07:00,63,38,25,0,0,0
2021-07-02 07:15,95,63,32,0,0,0
2021-07-02 07:30,151,101,50,0,0,0
2021-07-02 07:45,248,178,70,0,0,0
2021-07-02 08:00,218,185,33,0,0,0
2021-07-02 08:15,126,86,40,0,0,0
2021-07-02 08:30,117,87,30,0,0,0
2021-07-02 08:45,148,114,34,0,0,0
2021-07-02 09:00,109,71,38,0,0,0
2021-07-02 09:15,98,68,30,0,0,0
2021-07-02 09:30,107,80,27,0,0,0
2021-07-02 09:45,114,78,36,0,0,0
2021-07-02 10:00,103,71,32,0,0,0
2021-07-02 10:15,101,69,32,0,0,0
2021-07-02 10:30,137,72,65,0,0,0
2021-07-02 10:45,141,79,62,0,0,0
2021-07-02 11:00,149,77,72,0,0,0
2021-07-02 11:15,121,67,54,0,0,0
2021-07-02 11:30,148,93,55,0,0,0
2021-07-02 11:45,120,74,46,0,0,0
2021-07-02 12:00,103,66,37,0,0,0
2021-07-02 12:15,131,74,57,0,0,0
2021-07-02 12:30,123,82,41,0,0,0
2021-07-02 12:45,152,91,61,0,0,0
2021-07-02 13:00,129,67,62,0,0,0
2021-07-02 13:15,122,72,50,0,0,0
2021-07-02 13:30,145,100,45,0,0,0
2021-07-02 13:45,128,78,50,0,0,0
2021-07-02 14:00,148,87,61,0,0,0
2021-07-02 14:15,146,98,48,0,0,0
2021-07-02 14:30,163,104,59,0,0,0
2021-07-02 14:45,141,82,59,0,0,0
2021-07-02 15:00,139,69,70,0,0,0
2021-07-02 15:15,137,76,61,0,0,0
2021-07-02 15:30,144,88,56,0,0,0
2021-07-02 15:45,146,93,53,0,0,0
2021-07-02 16:00,121,52,69,0,0,0
2021-07-02 16:15,133,74,59,0,0,0
2021-07-02 16:30,145,84,61,0,0,0
2021-07-02 16:45,124,80,44,0,0,0
2021-07-02 17:00,141,92,49,0,0,0
2021-07-02 17:15,154,87,67,0,0,0
2021-07-02 17:30,168,102,66,0,0,0
2021-07-02 17:45,141,70,71,0,0,0
2021-07-02 18:00,131,61,70,0,0,0
2021-07-02 18:15,110,49,61,0,0,0
2021-07-02 18:30,111,71,40,0,0,0
2021-07-02 18:45,138,79,59,0,0,0
2021-07-02 19:00,106,67,39,0,0,0
2021-07-02 19:15,113,71,42,0,0,0
2021-07-02 19:30,82,46,36,0,0,0
2021-07-02 19:45,85,49,36,0,0,0
2021-07-02 20:00,72,36,36,0,0,0
2021-07-02 20:15,75,41,34,0,0,0
2021-07-02 20:30,67,39,28,0,0,0
2021-07-02 20:45,64,33,31,0,0,0
2021-07-02 21:00,61,40,21,0,0,0
2021-07-02 21:15,50,20,30,0,0,0
2021-07-02 21:30,56,32,24,0,0,0
2021-07-02 21:45,18,7,11,0,0,0
2021-07-02 22:00,34,14,20,0,0,0
2021-07-02 22:15,39,23,16,0,0,0
2021-07-02 22:30,51,31,20,0,0,0
2021-07-02 22:45,36,19,17,0,0,0
2021-07-02 23:00,46,21,25,0,0,0
2021-07-02 23:15,48,22,26,0,0,0
2021-07-02 23:30,61,34,27,0,0,0
2021-07-02 23:45,25,9,16,0,0,0
2021-07-03 00:00,38,17,21,0,0,0
2021-07-03 00:15,29,13,16,0,0,0
2021-07-03 00:30,36,28,8,0,0,0
2021-07-03 00:45,18,10,8,0,0,0
2021-07-03 01:00,24,4,20,0,0,0
