Datetime,300037925 (Goldstraße),353413828 (Goldstraße [Bike Stadteinwärts]),353413829 (Goldstraße [Bike Stadtauswärts]),300037925-status,353413828-status,353413829-status
2024-12-01 00:00,13,4,9,0,0,0
2024-12-01 00:15,8,7,1,0,0,0
2024-12-01 00:30,4,3,1,0,0,0
2024-12-01 00:45,1,0,1,0,0,0
2024-12-01 01:00,8,3,5,0,0,0
2024-12-01 01:15,2,1,1,0,0,0
2024-12-01 01:30,6,3,3,0,0,0
2024-12-01 01:45,0,0,0,0,0,0
2024-12-01 02:00,7,0,7,0,0,0
2024-12-01 02:15,1,0,1,0,0,0
2024-12-01 02:30,2,2,0,0,0,0
2024-12-01 02:45,1,0,1,0,0,0
2024-12-01 03:00,1,0,1,0,0,0
2024-12-01 03:15,2,1,1,0,0,0
2024-12-01 03:30,1,0,1,0,0,0
2024-12-01 03:45,1,0,1,0,0,0
2024-12-01 04:00,0,0,0,0,0,0
2024-12-01 04:15,2,0,2,0,0,0
2024-12-01 04:30,0,0,0,0,0,0
2024-12-01 04:45,0,0,0,0,0,0
2024-12-01 05:00,0,0,0,0,0,0
2024-12-01 05:15,0,0,0,0,0,0
2024-12-01 05:30,3,0,3,0,0,0
2024-12-01 05:45,1,1,0,0,0,0
2024-12-01 06:00,1,0,1,0,0,0
2024-12-01 06:15,0,0,0,0,0,0
2024-12-01 06:30,0,0,0,0,0,0
2024-12-01 06:45,0,0,0,0,0,0
2024-12-01 07:00,1,1,0,0,0,0
2024-12-01 07:15,1,1,0,0,0,0
2024-12-01 07:30,0,0,0,0,0,0
2024-12-01 07:45,2,2,0,0,0,0
2024-12-01 08:00,4,1,3,0,0,0
2024-12-01 08:15,1,0,1,0,0,0
2024-12-01 08:30,5,3,2,0,0,0
2024-12-01 08:45,8,7,1,0,0,0
2024-12-01 09:00,3,1,2,0,0,0
2024-12-01 09:15,11,8,3,0,0,0
2024-12-01 09:30,6,2,4,0,0,0
2024-12-01 09:45,19,17,2,0,0,0
2024-12-01 10:00,5,4,1,0,0,0
2024-12-01 10:15,3,3,0,0,0,0
2024-12-01 10:30,7,5,2,0,0,0
2024-12-01 10:45,13,9,4,0,0,0
2024-12-01 11:00,11,8,3,0,0,0
2024-12-01 11:15,18,13,5,0,0,0
2024-12-01 11:30,12,8,4,0,0,0
2024-12-01 11:45,28,13,15,0,0,0
2024-12-01 12:00,16,4,12,0,0,0
2024-12-01 12:15,21,15,6,0,0,0
2024-12-01 12:30,20,16,4,0,0,0
2024-12-01 12:45,14,12,2,0,0,0
