Datetime,300037925 (Goldstraße),353413828 (Goldstraße [Bike Stadteinwärts]),353413829 (Goldstraße [Bike Stadtauswärts]),300037925-status,353413828-status,353413829-status
2024-09-01 00:00,23,2,21,0,0,0
2024-09-01 00:15,4,0,4,0,0,0
2024-09-01 00:30,6,2,4,0,0,0
2024-09-01 00:45,9,1,8,0,0,0
2024-09-01 01:00,9,1,8,0,0,0
2024-09-01 01:15,6,1,5,0,0,0
2024-09-01 01:30,5,0,5,0,0,0
2024-09-01 01:45,3,0,3,0,0,0
2024-09-01 02:00,3,0,3,0,0,0
2024-09-01 02:15,0,0,0,0,0,0
2024-09-01 02:30,1,1,0,0,0,0
2024-09-01 02:45,1,0,1,0,0,0
2024-09-01 03:00,0,0,0,0,0,0
2024-09-01 03:15,5,1,4,0,0,0
2024-09-01 03:30,1,0,1,0,0,0
2024-09-01 03:45,2,0,2,0,0,0
2024-09-01 04:00,0,0,0,0,0,0
2024-09-01 04:15,3,0,3,0,0,0
2024-09-01 04:30,0,0,0,0,0,0
2024-09-01 04:45,0,0,0,0,0,0
2024-09-01 05:00,1,0,1,0,0,0
2024-09-01 05:15,0,0,0,0,0,0
2024-09-01 05:30,2,2,0,0,0,0
2024-09-01 05:45,1,0,1,0,0,0
2024-09-01 06:00,0,0,0,0,0,0
2024-09-01 06:15,0,0,0,0,0,0
2024-09-01 06:30,3,3,0,0,0,0
2024-09-01 06:45,0,0,0,0,0,0
2024-09-01 07:00,2,2,0,0,0,0
2024-09-01 07:15,0,0,0,0,0,0
2024-09-01 07:30,1,1,0,0,0,0
2024-09-01 07:45,5,4,1,0,0,0
2024-09-01 08:00,4,4,0,0,0,0
2024-09-01 08:15,1,1,0,0,0,0
2024-09-01 08:30,9,4,5,0,0,0
2024-09-01 08:45,5,2,3,0,0,0
2024-09-01 09:00,3,3,0,0,0,0
2024-09-01 09:15,10,6,4,0,0,0
2024-09-01 09:30,11,9,2,0,0,0
2024-09-01 09:45,8,6,2,0,0,0
2024-09-01 10:00,10,3,7,0,0,0
2024-09-01 10:15,27,16,11,0,0,0
2024-09-01 10:30,11,8,3,0,0,0
2024-09-01 10:45,15,10,5,0,0,0
2024-09-01 11:00,18,6,12,0,0,0
2024-09-01 11:15,23,12,11,0,0,0
2024-09-01 11:30,19,11,8,0,0,0
2024-09-01 11:45,24,15,9,0,0,0
2024-09-01 12:00,17,12,5,0,0,0
2024-09-01 12:15,14,6,8,0,0,0
2024-09-01 12:30,21,11,10,0,0,0
2024-09-01 12:45,32,21,11,0,0,0
2024-09-01 13:00,24,10,14,0,0,0
2024-09-01 13:15,14,7,7,0,0,0
2024-09-01 13:30,19,9,10,0,0,0
2024-09-01 13:45,31,21,10,0,0,0
2024-09-01 14:00,16,8,8,0,0,0
2024-09-01 14:15,34,21,13,0,0,0
2024-09-01 14:30,18,9,9,0,0,0
2024-09-01 14:45,18,8,10,0,0,0
2024-09-01 15:00,25,20,5,0,0,0
2024-09-01 15:15,26,18,8,0,0,0
2024-09-01 15:30,20,10,10,0,0,0
2024-09-01 15:45,36,21,15,0,0,0
2024-09-01 16:00,13,6,7,0,0,0
2024-09-01 16:15,25,9,16,0,0,0
2024-09-01 16:30,21,13,8,0,0,0
2024-09-01 16:45,25,14,11,0,0,0
2024-09-01 17:00,31,16,15,0,0,0
2024-09-01 17:15,13,8,5,0,0,0
2024-09-01 17:30,23,15,8,0,0,0
2024-09-01 17:45,32,17,15,0,0,0
2024-09-01 18:00,21,14,7,0,0,0
2024-09-01 18:15,18,13,5,0,0,0
2024-09-01 18:30,20,11,9,0,0,0
2024-09-01 18:45,24,18,6,0,0,0
2024-09-01 19:00,12,7,5,0,0,0
2024-09-01 19:15,17,7,10,0,0,0
2024-09-01 19:30,12,9,3,0,0,0
2024-09-01 19:45,18,8,10,0,0,0
2024-09-01 20:00,16,11,5,0,0,0
2024-09-01 20:15,10,3,7,0,0,0
2024-09-01 20:30,11,5,6,0,0,0
2024-09-01 20:45,11,4,7,0,0,0
2024-09-01 21:00,5,1,4,0,0,0
2024-09-01 21:15,9,2,7,0,0,0
2024-09-01 21:30,7,2,5,0,0,0
2024-09-01 21:45,2,0,2,0,0,0
2024-09-01 22:00,1,1,0,0,0,0
2024-09-01 22:15,11,2,9,0,0,0
2024-09-01 22:30,1,1,0,0,0,0
2024-09-01 22:45,1,0,1,0,0,0
2024-09-01 23:00,1,1,0,0,0,0
2024-09-01 23:15,2,0,2,0,0,0
2024-09-01 23:30,0,0,0,0,0,0
2024-09-01 23:45,0,0,0,0,0,0
