Datetime,300037925 (Goldstraße),353413828 (Goldstraße Fahrräder Stadteinwärts),353413829 (Goldstraße Fahrräder Stadtauswärts),300037925-status,353413828-status,353413829-status
2025-10-01 00:00,1,0,1,0,0,0
2025-10-01 00:15,2,0,2,0,0,0
2025-10-01 00:30,1,0,1,0,0,0
2025-10-01 00:45,2,1,1,0,0,0
2025-10-01 01:00,2,1,1,0,0,0
2025-10-01 01:15,0,0,0,0,0,0
2025-10-01 01:30,1,0,1,0,0,0
2025-10-01 01:45,0,0,0,0,0,0
2025-10-01 02:00,3,2,1,0,0,0
2025-10-01 02:15,0,0,0,0,0,0
2025-10-01 02:30,0,0,0,0,0,0
2025-10-01 02:45,0,0,0,0,0,0
2025-10-01 03:00,0,0,0,0,0,0
2025-10-01 03:15,0,0,0,0,0,0
2025-10-01 03:30,0,0,0,0,0,0
2025-10-01 03:45,0,0,0,0,0,0
2025-10-01 04:00,0,0,0,0,0,0
2025-10-01 04:15,0,0,0,0,0,0
2025-10-01 04:30,0,0,0,0,0,0
2025-10-01 04:45,1,1,0,0,0,0
2025-10-01 05:00,2,2,0,0,0,0
2025-10-01 05:15,2,1,1,0,0,0
2025-10-01 05:30,5,5,0,0,0,0
2025-10-01 05:45,1,1,0,0,0,0
2025-10-01 06:00,6,3,3,0,0,0
2025-10-01 06:15,8,7,1,0,0,0
2025-10-01 06:30,7,7,0,0,0,0
2025-10-01 06:45,17,17,0,0,0,0
2025-10-01 07:00,31,22,9,0,0,0
2025-10-01 07:15,54,39,15,0,0,0
2025-10-01 07:30,95,84,11,0,0,0
2025-10-01 07:45,62,50,12,0,0,0
2025-10-01 08:00,36,25,11,0,0,0
2025-10-01 08:15,58,43,15,0,0,0
2025-10-01 08:30,31,26,5,0,0,0
2025-10-01 08:45,57,48,9,0,0,0
2025-10-01 09:00,32,24,8,0,0,0
2025-10-01 09:15,30,17,13,0,0,0
2025-10-01 09:30,39,30,9,0,0,0
2025-10-01 09:45,46,30,16,0,0,0
2025-10-01 10:00,31,22,9,0,0,0
2025-10-01 10:15,30,22,8,0,0,0
2025-10-01 10:30,35,28,7,0,0,0
2025-10-01 10:45,25,18,7,0,0,0
2025-10-01 11:00,29,21,8,0,0,0
2025-10-01 11:15,20,12,8,0,0,0
2025-10-01 11:30,33,16,17,0,0,0
2025-10-01 11:45,52,30,22,0,0,0
2025-10-01 12:00,35,22,13,0,0,0
2025-10-01 12:15,24,16,8,0,0,0
2025-10-01 12:30,41,18,23,0,0,0
2025-10-01 12:45,40,24,16,0,0,0
2025-10-01 13:00,39,16,23,0,0,0
2025-10-01 13:15,43,21,22,0,0,0
2025-10-01 13:30,31,14,17,0,0,0
2025-10-01 13:45,41,32,9,0,0,0
2025-10-01 14:00,47,13,34,0,0,0
2025-10-01 14:15,39,21,18,0,0,0
2025-10-01 14:30,22,11,11,0,0,0
2025-10-01 14:45,42,26,16,0,0,0
2025-10-01 15:00,42,21,21,0,0,0
2025-10-01 15:15,43,22,21,0,0,0
2025-10-01 15:30,58,19,39,0,0,0
2025-10-01 15:45,51,25,26,0,0,0
2025-10-01 16:00,44,24,20,0,0,0
2025-10-01 16:15,41,20,21,0,0,0
2025-10-01 16:30,35,17,18,0,0,0
2025-10-01 16:45,42,15,27,0,0,0
2025-10-01 17:00,29,11,18,0,0,0
2025-10-01 17:15,38,19,19,0,0,0
2025-10-01 17:30,51,25,26,0,0,0
2025-10-01 17:45,48,27,21,0,0,0
2025-10-01 18:00,43,22,21,0,0,0
2025-10-01 18:15,31,14,17,0,0,0
2025-10-01 18:30,40,10,30,0,0,0
2025-10-01 18:45,37,25,12,0,0,0
2025-10-01 19:00,9,1,8,0,0,0
2025-10-01 19:15,32,24,8,0,0,0
2025-10-01 19:30,16,11,5,0,0,0
2025-10-01 19:45,14,7,7,0,0,0
2025-10-01 20:00,19,8,11,0,0,0
2025-10-01 20:15,14,4,10,0,0,0
2025-10-01 20:30,5,0,5,0,0,0
2025-10-01 20:45,12,5,7,0,0,0
2025-10-01 21:00,6,2,4,0,0,0
2025-10-01 21:15,13,5,8,0,0,0
2025-10-01 21:30,5,1,4,0,0,0
2025-10-01 21:45,15,4,11,0,0,0
2025-10-01 22:00,11,7,4,0,0,0
2025-10-01 22:15,5,2,3,0,0,0
2025-10-01 22:30,8,4,4,0,0,0
2025-10-01 22:45,8,1,7,0,0,0
2025-10-01 23:00,7,2,5,0,0,0
2025-10-01 23:15,9,2,7,0,0,0
2025-10-01 23:30,4,3,1,0,0,0
2025-10-01 23:45,2,1,1,0,0,0
2025-10-02 00:00,0,0,0,0,0,0
2025-10-02 00:15,1,0,1,0,0,0
2025-10-02 00:30,2,2,0,0,0,0
2025-10-02 00:45,0,0,0,0,0,0
2025-10-02 01:00,2,0,2,0,0,0
2025-10-02 01:15,0,0,0,0,0,0
2025-10-02 01:30,0,0,0,0,0,0
2025-10-02 01:45,0,0,0,0,0,0
2025-10-02 02:00,0,0,0,0,0,0
2025-10-02 02:15,0,0,0,0,0,0
2025-10-02 02:30,0,0,0,0,0,0
2025-10-02 02:45,0,0,0,0,0,0
2025-10-02 03:00,0,0,0,0,0,0
2025-10-02 03:15,0,0,0,0,0,0
2025-10-02 03:30,0,0,0,0,0,0
2025-10-02 03:45,0,0,0,0,0,0
2025-10-02 04:00,0,0,0,0,0,0
2025-10-02 04:15,0,0,0,0,0,0
2025-10-02 04:30,1,1,0,0,0,0
2025-10-02 04:45,0,0,0,0,0,0
2025-10-02 05:00,1,1,0,0,0,0
2025-10-02 05:15,5,4,1,0,0,0
2025-10-02 05:30,1,1,0,0,0,0
2025-10-02 05:45,3,3,0,0,0,0
2025-10-02 06:00,6,5,1,0,0,0
2025-10-02 06:15,5,5,0,0,0,0
2025-10-02 06:30,6,6,0,0,0,0
2025-10-02 06:45,7,7,0,0,0,0
2025-10-02 07:00,19,17,2,0,0,0
2025-10-02 07:15,47,44,3,0,0,0
2025-10-02 07:30,78,66,12,0,0,0
2025-10-02 07:45,65,48,17,0,0,0
2025-10-02 08:00,41,23,18,0,0,0
2025-10-02 08:15,34,28,6,0,0,0
2025-10-02 08:30,34,28,6,0,0,0
2025-10-02 08:45,41,27,14,0,0,0
2025-10-02 09:00,22,19,3,0,0,0
2025-10-02 09:15,25,18,7,0,0,0
2025-10-02 09:30,14,11,3,0,0,0
2025-10-02 09:45,33,17,16,0,0,0
2025-10-02 10:00,24,17,7,0,0,0
2025-10-02 10:15,16,11,5,0,0,0
2025-10-02 10:30,21,17,4,0,0,0
2025-10-02 10:45,15,9,6,0,0,0
2025-10-02 11:00,21,14,7,0,0,0
2025-10-02 11:15,23,13,10,0,0,0
