Datetime,300037925 (Goldstraße),353413828 (Goldstraße [Bike Stadteinwärts]),353413829 (Goldstraße [Bike Stadtauswärts]),300037925-status,353413828-status,353413829-status
2025-01-01 00:00,0,0,0,0,0,0
2025-01-01 00:15,1,1,0,0,0,0
2025-01-01 00:30,1,0,1,0,0,0
2025-01-01 00:45,6,4,2,0,0,0
2025-01-01 01:00,7,5,2,0,0,0
2025-01-01 01:15,12,1,11,0,0,0
2025-01-01 01:30,5,5,0,0,0,0
2025-01-01 01:45,7,6,1,0,0,0
2025-01-01 02:00,7,2,5,0,0,0
2025-01-01 02:15,4,4,0,0,0,0
2025-01-01 02:30,5,4,1,0,0,0
2025-01-01 02:45,15,12,3,0,0,0
2025-01-01 03:00,9,4,5,0,0,0
2025-01-01 03:15,6,0,6,0,0,0
2025-01-01 03:30,6,3,3,0,0,0
2025-01-01 03:45,4,4,0,0,0,0
2025-01-01 04:00,5,1,4,0,0,0
2025-01-01 04:15,7,4,3,0,0,0
2025-01-01 04:30,2,1,1,0,0,0
2025-01-01 04:45,0,0,0,0,0,0
2025-01-01 05:00,0,0,0,0,0,0
2025-01-01 05:15,3,3,0,0,0,0
2025-01-01 05:30,3,3,0,0,0,0
2025-01-01 05:45,3,1,2,0,0,0
2025-01-01 06:00,2,2,0,0,0,0
2025-01-01 06:15,2,1,1,0,0,0
2025-01-01 06:30,1,0,1,0,0,0
2025-01-01 06:45,0,0,0,0,0,0
2025-01-01 07:00,0,0,0,0,0,0
2025-01-01 07:15,0,0,0,0,0,0
2025-01-01 07:30,1,0,1,0,0,0
2025-01-01 07:45,1,1,0,0,0,0
2025-01-01 08:00,0,0,0,0,0,0
2025-01-01 08:15,4,2,2,0,0,0
2025-01-01 08:30,0,0,0,0,0,0
2025-01-01 08:45,1,1,0,0,0,0
2025-01-01 09:00,0,0,0,0,0,0
2025-01-01 09:15,1,1,0,0,0,0
2025-01-01 09:30,2,1,1,0,0,0
2025-01-01 09:45,1,1,0,0,0,0
2025-01-01 10:00,0,0,0,0,0,0
2025-01-01 10:15,1,1,0,0,0,0
2025-01-01 10:30,0,0,0,0,0,0
2025-01-01 10:45,3,3,0,0,0,0
2025-01-01 11:00,3,2,1,0,0,0
2025-01-01 11:15,2,2,0,0,0,0
2025-01-01 11:30,2,2,0,0,0,0
2025-01-01 11:45,3,0,3,0,0,0
2025-01-01 12:00,3,3,0,0,0,0
2025-01-01 12:15,4,3,1,0,0,0
2025-01-01 12:30,2,0,2,0,0,0
2025-01-01 12:45,4,1,3,0,0,0
2025-01-01 13:00,3,1,2,0,0,0
2025-01-01 13:15,6,4,2,0,0,0
2025-01-01 13:30,4,2,2,0,0,0
2025-01-01 13:45,4,2,2,0,0,0
2025-01-01 14:00,7,3,4,0,0,0
2025-01-01 14:15,8,3,5,0,0,0
2025-01-01 14:30,1,0,1,0,0,0
2025-01-01 14:45,6,4,2,0,0,0
2025-01-01 15:00,4,2,2,0,0,0
2025-01-01 15:15,10,9,1,0,0,0
2025-01-01 15:30,10,8,2,0,0,0
2025-01-01 15:45,5,3,2,0,0,0
2025-01-01 16:00,10,8,2,0,0,0
2025-01-01 16:15,3,1,2,0,0,0
2025-01-01 16:30,9,2,7,0,0,0
2025-01-01 16:45,5,0,5,0,0,0
2025-01-01 17:00,7,4,3,0,0,0
2025-01-01 17:15,2,1,1,0,0,0
2025-01-01 17:30,7,5,2,0,0,0
2025-01-01 17:45,4,1,3,0,0,0
2025-01-01 18:00,4,2,2,0,0,0
2025-01-01 18:15,0,0,0,0,0,0
2025-01-01 18:30,3,1,2,0,0,0
2025-01-01 18:45,5,4,1,0,0,0
2025-01-01 19:00,0,0,0,0,0,0
