Datetime,300037925 (Goldstraße),353413828 (Goldstraße [Bike Stadteinwärts]),353413829 (Goldstraße [Bike Stadtauswärts]),300037925-status,353413828-status,353413829-status
2024-10-01 00:00,2,0,2,0,0,0
2024-10-01 00:15,0,0,0,0,0,0
2024-10-01 00:30,1,0,1,0,0,0
2024-10-01 00:45,1,0,1,0,0,0
2024-10-01 01:00,0,0,0,0,0,0
2024-10-01 01:15,0,0,0,0,0,0
2024-10-01 01:30,0,0,0,0,0,0
2024-10-01 01:45,0,0,0,0,0,0
2024-10-01 02:00,0,0,0,0,0,0
2024-10-01 02:15,0,0,0,0,0,0
2024-10-01 02:30,0,0,0,0,0,0
2024-10-01 02:45,0,0,0,0,0,0
2024-10-01 03:00,0,0,0,0,0,0
2024-10-01 03:15,1,1,0,0,0,0
2024-10-01 03:30,0,0,0,0,0,0
2024-10-01 03:45,0,0,0,0,0,0
2024-10-01 04:00,0,0,0,0,0,0
2024-10-01 04:15,0,0,0,0,0,0
2024-10-01 04:30,2,2,0,0,0,0
2024-10-01 04:45,0,0,0,0,0,0
2024-10-01 05:00,0,0,0,0,0,0
2024-10-01 05:15,4,4,0,0,0,0
2024-10-01 05:30,0,0,0,0,0,0
2024-10-01 05:45,3,3,0,0,0,0
2024-10-01 06:00,7,6,1,0,0,0
2024-10-01 06:15,1,1,0,0,0,0
2024-10-01 06:30,6,6,0,0,0,0
2024-10-01 06:45,16,14,2,0,0,0
2024-10-01 07:00,10,7,3,0,0,0
2024-10-01 07:15,36,33,3,0,0,0
2024-10-01 07:30,65,57,8,0,0,0
2024-10-01 07:45,47,35,12,0,0,0
2024-10-01 08:00,32,27,5,0,0,0
2024-10-01 08:15,38,30,8,0,0,0
2024-10-01 08:30,30,22,8,0,0,0
2024-10-01 08:45,26,18,8,0,0,0
2024-10-01 09:00,17,17,0,0,0,0
2024-10-01 09:15,15,12,3,0,0,0
2024-10-01 09:30,16,12,4,0,0,0
2024-10-01 09:45,22,14,8,0,0,0
2024-10-01 10:00,11,7,4,0,0,0
2024-10-01 10:15,7,2,5,0,0,0
2024-10-01 10:30,12,10,2,0,0,0
2024-10-01 10:45,12,5,7,0,0,0
2024-10-01 11:00,9,7,2,0,0,0
2024-10-01 11:15,14,4,10,0,0,0
2024-10-01 11:30,6,2,4,0,0,0
2024-10-01 11:45,11,9,2,0,0,0
2024-10-01 12:00,9,4,5,0,0,0
2024-10-01 12:15,12,5,7,0,0,0
2024-10-01 12:30,15,7,8,0,0,0
2024-10-01 12:45,14,9,5,0,0,0
2024-10-01 13:00,15,3,12,0,0,0
2024-10-01 13:15,16,5,11,0,0,0
2024-10-01 13:30,17,7,10,0,0,0
2024-10-01 13:45,16,11,5,0,0,0
2024-10-01 14:00,23,4,19,0,0,0
2024-10-01 14:15,22,7,15,0,0,0
2024-10-01 14:30,26,16,10,0,0,0
2024-10-01 14:45,17,9,8,0,0,0
2024-10-01 15:00,21,10,11,0,0,0
2024-10-01 15:15,13,7,6,0,0,0
2024-10-01 15:30,19,5,14,0,0,0
2024-10-01 15:45,32,23,9,0,0,0
2024-10-01 16:00,35,14,21,0,0,0
2024-10-01 16:15,26,9,17,0,0,0
2024-10-01 16:30,19,7,12,0,0,0
2024-10-01 16:45,22,11,11,0,0,0
2024-10-01 17:00,25,8,17,0,0,0
2024-10-01 17:15,27,11,16,0,0,0
2024-10-01 17:30,27,10,17,0,0,0
2024-10-01 17:45,34,13,21,0,0,0
2024-10-01 18:00,20,7,13,0,0,0
2024-10-01 18:15,23,13,10,0,0,0
2024-10-01 18:30,23,11,12,0,0,0
2024-10-01 18:45,16,4,12,0,0,0
2024-10-01 19:00,14,6,8,0,0,0
2024-10-01 19:15,4,0,4,0,0,0
2024-10-01 19:30,15,9,6,0,0,0
2024-10-01 19:45,12,8,4,0,0,0
2024-10-01 20:00,12,8,4,0,0,0
2024-10-01 20:15,1,0,1,0,0,0
2024-10-01 20:30,11,1,10,0,0,0
2024-10-01 20:45,4,2,2,0,0,0
2024-10-01 21:00,5,3,2,0,0,0
2024-10-01 21:15,4,1,3,0,0,0
2024-10-01 21:30,3,0,3,0,0,0
2024-10-01 21:45,5,0,5,0,0,0
2024-10-01 22:00,12,5,7,0,0,0
2024-10-01 22:15,6,2,4,0,0,0
2024-10-01 22:30,5,0,5,0,0,0
2024-10-01 22:45,1,0,1,0,0,0
2024-10-01 23:00,6,1,5,0,0,0
2024-10-01 23:15,4,0,4,0,0,0
2024-10-01 23:30,1,0,1,0,0,0
2024-10-01 23:45,1,1,0,0,0,0
