Datetime,300037928 (Kinderhauser Str.),353413835 (Kinderhauser Str. [Bike Stadteinwärts]),353413836 (Kinderhauser Str. [Bike Stadtauswärts]),300037928-status,353413835-status,353413836-status
2024-10-01 00:00,1,0,1,0,0,0
2024-10-01 00:15,0,0,0,0,0,0
2024-10-01 00:30,0,0,0,0,0,0
2024-10-01 00:45,0,0,0,0,0,0
2024-10-01 01:00,0,0,0,0,0,0
2024-10-01 01:15,0,0,0,0,0,0
2024-10-01 01:30,0,0,0,0,0,0
2024-10-01 01:45,0,0,0,0,0,0
2024-10-01 02:00,3,1,2,0,0,0
2024-10-01 02:15,0,0,0,0,0,0
2024-10-01 02:30,0,0,0,0,0,0
2024-10-01 02:45,1,0,1,0,0,0
2024-10-01 03:00,2,2,0,0,0,0
2024-10-01 03:15,0,0,0,0,0,0
2024-10-01 03:30,2,0,2,0,0,0
2024-10-01 03:45,0,0,0,0,0,0
2024-10-01 04:00,0,0,0,0,0,0
2024-10-01 04:15,0,0,0,0,0,0
2024-10-01 04:30,1,1,0,0,0,0
2024-10-01 04:45,0,0,0,0,0,0
2024-10-01 05:00,1,1,0,0,0,0
2024-10-01 05:15,1,1,0,0,0,0
2024-10-01 05:30,3,2,1,0,0,0
2024-10-01 05:45,1,0,1,0,0,0
2024-10-01 06:00,4,3,1,0,0,0
2024-10-01 06:15,8,6,2,0,0,0
2024-10-01 06:30,13,11,2,0,0,0
2024-10-01 06:45,8,3,5,0,0,0
2024-10-01 07:00,18,12,6,0,0,0
2024-10-01 07:15,43,37,6,0,0,0
2024-10-01 07:30,38,31,7,0,0,0
2024-10-01 07:45,43,29,14,0,0,0
2024-10-01 08:00,27,14,13,0,0,0
2024-10-01 08:15,18,7,11,0,0,0
2024-10-01 08:30,19,14,5,0,0,0
2024-10-01 08:45,11,5,6,0,0,0
2024-10-01 09:00,11,5,6,0,0,0
2024-10-01 09:15,13,7,6,0,0,0
2024-10-01 09:30,14,11,3,0,0,0
2024-10-01 09:45,12,10,2,0,0,0
2024-10-01 10:00,4,3,1,0,0,0
2024-10-01 10:15,5,3,2,0,0,0
2024-10-01 10:30,7,4,3,0,0,0
2024-10-01 10:45,5,1,4,0,0,0
2024-10-01 11:00,7,2,5,0,0,0
2024-10-01 11:15,9,2,7,0,0,0
2024-10-01 11:30,14,5,9,0,0,0
2024-10-01 11:45,13,6,7,0,0,0
2024-10-01 12:00,10,4,6,0,0,0
2024-10-01 12:15,7,0,7,0,0,0
2024-10-01 12:30,10,6,4,0,0,0
2024-10-01 12:45,6,4,2,0,0,0
2024-10-01 13:00,11,3,8,0,0,0
2024-10-01 13:15,20,6,14,0,0,0
2024-10-01 13:30,11,3,8,0,0,0
2024-10-01 13:45,18,9,9,0,0,0
2024-10-01 14:00,17,9,8,0,0,0
2024-10-01 14:15,16,8,8,0,0,0
2024-10-01 14:30,13,6,7,0,0,0
2024-10-01 14:45,13,7,6,0,0,0
2024-10-01 15:00,18,9,9,0,0,0
2024-10-01 15:15,14,7,7,0,0,0
2024-10-01 15:30,12,4,8,0,0,0
2024-10-01 15:45,18,3,15,0,0,0
2024-10-01 16:00,13,7,6,0,0,0
2024-10-01 16:15,24,5,19,0,0,0
2024-10-01 16:30,24,11,13,0,0,0
2024-10-01 16:45,25,13,12,0,0,0
2024-10-01 17:00,28,7,21,0,0,0
2024-10-01 17:15,28,5,23,0,0,0
2024-10-01 17:30,20,8,12,0,0,0
2024-10-01 17:45,16,8,8,0,0,0
2024-10-01 18:00,12,4,8,0,0,0
2024-10-01 18:15,18,9,9,0,0,0
2024-10-01 18:30,25,5,20,0,0,0
2024-10-01 18:45,21,10,11,0,0,0
2024-10-01 19:00,16,8,8,0,0,0
2024-10-01 19:15,14,7,7,0,0,0
2024-10-01 19:30,15,7,8,0,0,0
2024-10-01 19:45,10,2,8,0,0,0
2024-10-01 20:00,10,8,2,0,0,0
2024-10-01 20:15,4,3,1,0,0,0
2024-10-01 20:30,9,2,7,0,0,0
2024-10-01 20:45,8,4,4,0,0,0
2024-10-01 21:00,7,4,3,0,0,0
2024-10-01 21:15,4,3,1,0,0,0
2024-10-01 21:30,11,2,9,0,0,0
2024-10-01 21:45,8,3,5,0,0,0
2024-10-01 22:00,5,3,2,0,0,0
2024-10-01 22:15,6,4,2,0,0,0
2024-10-01 22:30,2,0,2,0,0,0
2024-10-01 22:45,6,1,5,0,0,0
2024-10-01 23:00,4,4,0,0,0,0
2024-10-01 23:15,2,1,1,0,0,0
2024-10-01 23:30,3,0,3,0,0,0
2024-10-01 23:45,1,0,1,0,0,0
2024-10-02 00:00,0,0,0,0,0,0
2024-10-02 00:15,1,0,1,0,0,0
2024-10-02 00:30,2,1,1,0,0,0
2024-10-02 00:45,0,0,0,0,0,0
2024-10-02 01:00,2,0,2,0,0,0
2024-10-02 01:15,0,0,0,0,0,0
2024-10-02 01:30,1,0,1,0,0,0
2024-10-02 01:45,0,0,0,0,0,0
2024-10-02 02:00,2,0,2,0,0,0
2024-10-02 02:15,2,0,2,0,0,0
2024-10-02 02:30,0,0,0,0,0,0
2024-10-02 02:45,0,0,0,0,0,0
2024-10-02 03:00,2,2,0,0,0,0
2024-10-02 03:15,0,0,0,0,0,0
2024-10-02 03:30,2,0,2,0,0,0
2024-10-02 03:45,0,0,0,0,0,0
2024-10-02 04:00,0,0,0,0,0,0
2024-10-02 04:15,0,0,0,0,0,0
2024-10-02 04:30,0,0,0,0,0,0
2024-10-02 04:45,2,1,1,0,0,0
2024-10-02 05:00,1,1,0,0,0,0
2024-10-02 05:15,3,3,0,0,0,0
2024-10-02 05:30,4,2,2,0,0,0
2024-10-02 05:45,3,2,1,0,0,0
2024-10-02 06:00,2,2,0,0,0,0
2024-10-02 06:15,5,4,1,0,0,0
2024-10-02 06:30,11,7,4,0,0,0
2024-10-02 06:45,7,5,2,0,0,0
2024-10-02 07:00,14,9,5,0,0,0
2024-10-02 07:15,28,18,10,0,0,0
2024-10-02 07:30,43,29,14,0,0,0
2024-10-02 07:45,35,23,12,0,0,0
2024-10-02 08:00,26,9,17,0,0,0
2024-10-02 08:15,18,7,11,0,0,0
2024-10-02 08:30,12,7,5,0,0,0
2024-10-02 08:45,18,9,9,0,0,0
2024-10-02 09:00,9,5,4,0,0,0
2024-10-02 09:15,10,6,4,0,0,0
2024-10-02 09:30,14,9,5,0,0,0
2024-10-02 09:45,12,6,6,0,0,0
2024-10-02 10:00,14,7,7,0,0,0
2024-10-02 10:15,9,5,4,0,0,0
2024-10-02 10:30,14,8,6,0,0,0
2024-10-02 10:45,17,8,9,0,0,0
2024-10-02 11:00,18,12,6,0,0,0
2024-10-02 11:15,21,14,7,0,0,0
2024-10-02 11:30,24,10,14,0,0,0
2024-10-02 11:45,21,10,11,0,0,0
2024-10-02 12:00,13,4,9,0,0,0
2024-10-02 12:15,13,6,7,0,0,0
2024-10-02 12:30,13,5,8,0,0,0
2024-10-02 12:45,22,11,11,0,0,0
2024-10-02 13:00,17,7,10,0,0,0
2024-10-02 13:15,28,8,20,0,0,0
2024-10-02 13:30,23,7,16,0,0,0
2024-10-02 13:45,15,9,6,0,0,0
2024-10-02 14:00,27,10,17,0,0,0
2024-10-02 14:15,25,10,15,0,0,0
2024-10-02 14:30,14,6,8,0,0,0
2024-10-02 14:45,22,9,13,0,0,0
2024-10-02 15:00,30,13,17,0,0,0
2024-10-02 15:15,22,7,15,0,0,0
2024-10-02 15:30,25,8,17,0,0,0
2024-10-02 15:45,27,13,14,0,0,0
2024-10-02 16:00,18,6,12,0,0,0
2024-10-02 16:15,14,8,6,0,0,0
2024-10-02 16:30,33,16,17,0,0,0
2024-10-02 16:45,24,9,15,0,0,0
2024-10-02 17:00,15,8,7,0,0,0
2024-10-02 17:15,20,10,10,0,0,0
2024-10-02 17:30,18,9,9,0,0,0
2024-10-02 17:45,18,11,7,0,0,0
2024-10-02 18:00,15,8,7,0,0,0
2024-10-02 18:15,19,6,13,0,0,0
2024-10-02 18:30,15,8,7,0,0,0
2024-10-02 18:45,18,8,10,0,0,0
2024-10-02 19:00,13,5,8,0,0,0
2024-10-02 19:15,15,8,7,0,0,0
2024-10-02 19:30,10,4,6,0,0,0
2024-10-02 19:45,8,6,2,0,0,0
2024-10-02 20:00,15,6,9,0,0,0
2024-10-02 20:15,13,7,6,0,0,0
2024-10-02 20:30,10,6,4,0,0,0
2024-10-02 20:45,8,3,5,0,0,0
2024-10-02 21:00,3,2,1,0,0,0
2024-10-02 21:15,5,2,3,0,0,0
2024-10-02 21:30,7,2,5,0,0,0
2024-10-02 21:45,6,2,4,0,0,0
2024-10-02 22:00,9,5,4,0,0,0
2024-10-02 22:15,8,2,6,0,0,0
2024-10-02 22:30,7,0,7,0,0,0
2024-10-02 22:45,1,0,1,0,0,0
2024-10-02 23:00,4,4,0,0,0,0
2024-10-02 23:15,3,1,2,0,0,0
2024-10-02 23:30,2,2,0,0,0,0
2024-10-02 23:45,3,0,3,0,0,0
2024-10-03 00:00,4,0,4,0,0,0
2024-10-03 00:15,4,0,4,0,0,0
2024-10-03 00:30,2,0,2,0,0,0
2024-10-03 00:45,4,0,4,0,0,0
2024-10-03 01:00,0,0,0,0,0,0
2024-10-03 01:15,1,0,1,0,0,0
2024-10-03 01:30,3,2,1,0,0,0
2024-10-03 01:45,6,0,6,0,0,0
2024-10-03 02:00,2,0,2,0,0,0
2024-10-03 02:15,0,0,0,0,0,0
2024-10-03 02:30,4,0,4,0,0,0
2024-10-03 02:45,0,0,0,0,0,0
2024-10-03 03:00,1,0,1,0,0,0
2024-10-03 03:15,3,0,3,0,0,0
2024-10-03 03:30,2,0,2,0,0,0
2024-10-03 03:45,0,0,0,0,0,0
2024-10-03 04:00,4,0,4,0,0,0
2024-10-03 04:15,3,0,3,0,0,0
2024-10-03 04:30,0,0,0,0,0,0
2024-10-03 04:45,0,0,0,0,0,0
2024-10-03 05:00,1,1,0,0,0,0
2024-10-03 05:15,0,0,0,0,0,0
2024-10-03 05:30,1,1,0,0,0,0
2024-10-03 05:45,7,3,4,0,0,0
2024-10-03 06:00,4,2,2,0,0,0
2024-10-03 06:15,2,1,1,0,0,0
2024-10-03 06:30,3,3,0,0,0,0
2024-10-03 06:45,1,0,1,0,0,0
2024-10-03 07:00,2,2,0,0,0,0
2024-10-03 07:15,3,2,1,0,0,0
2024-10-03 07:30,3,2,1,0,0,0
2024-10-03 07:45,2,1,1,0,0,0
2024-10-03 08:00,1,1,0,0,0,0
2024-10-03 08:15,1,1,0,0,0,0
2024-10-03 08:30,3,2,1,0,0,0
2024-10-03 08:45,2,1,1,0,0,0
2024-10-03 09:00,2,0,2,0,0,0
2024-10-03 09:15,8,7,1,0,0,0
2024-10-03 09:30,8,6,2,0,0,0
2024-10-03 09:45,5,3,2,0,0,0
2024-10-03 10:00,6,2,4,0,0,0
2024-10-03 10:15,3,2,1,0,0,0
2024-10-03 10:30,8,2,6,0,0,0
2024-10-03 10:45,7,3,4,0,0,0
2024-10-03 11:00,11,5,6,0,0,0
2024-10-03 11:15,7,2,5,0,0,0
2024-10-03 11:30,11,4,7,0,0,0
2024-10-03 11:45,26,13,13,0,0,0
2024-10-03 12:00,15,7,8,0,0,0
2024-10-03 12:15,12,9,3,0,0,0
2024-10-03 12:30,11,4,7,0,0,0
2024-10-03 12:45,12,5,7,0,0,0
2024-10-03 13:00,15,6,9,0,0,0
2024-10-03 13:15,15,7,8,0,0,0
2024-10-03 13:30,11,4,7,0,0,0
2024-10-03 13:45,14,8,6,0,0,0
2024-10-03 14:00,22,11,11,0,0,0
2024-10-03 14:15,19,7,12,0,0,0
2024-10-03 14:30,12,9,3,0,0,0
2024-10-03 14:45,17,11,6,0,0,0
2024-10-03 15:00,18,4,14,0,0,0
2024-10-03 15:15,11,5,6,0,0,0
2024-10-03 15:30,17,9,8,0,0,0
2024-10-03 15:45,13,8,5,0,0,0
2024-10-03 16:00,13,8,5,0,0,0
2024-10-03 16:15,15,11,4,0,0,0
2024-10-03 16:30,7,4,3,0,0,0
2024-10-03 16:45,13,9,4,0,0,0
2024-10-03 17:00,3,1,2,0,0,0
2024-10-03 17:15,11,3,8,0,0,0
2024-10-03 17:30,11,7,4,0,0,0
2024-10-03 17:45,25,11,14,0,0,0
2024-10-03 18:00,18,5,13,0,0,0
2024-10-03 18:15,16,5,11,0,0,0
2024-10-03 18:30,8,3,5,0,0,0
2024-10-03 18:45,9,6,3,0,0,0
2024-10-03 19:00,10,6,4,0,0,0
2024-10-03 19:15,7,3,4,0,0,0
2024-10-03 19:30,10,5,5,0,0,0
2024-10-03 19:45,11,6,5,0,0,0
2024-10-03 20:00,9,2,7,0,0,0
2024-10-03 20:15,7,4,3,0,0,0
2024-10-03 20:30,6,4,2,0,0,0
2024-10-03 20:45,3,1,2,0,0,0
2024-10-03 21:00,9,3,6,0,0,0
2024-10-03 21:15,5,2,3,0,0,0
2024-10-03 21:30,6,1,5,0,0,0
2024-10-03 21:45,3,1,2,0,0,0
2024-10-03 22:00,1,1,0,0,0,0
