Datetime,300037928 (Kinderhauser Str.),353413835 (Kinderhauser Str. [Bike Stadteinwärts]),353413836 (Kinderhauser Str. [Bike Stadtauswärts]),300037928-status,353413835-status,353413836-status
2024-05-01 00:00,2,0,2,0,0,0
2024-05-01 00:15,2,0,2,0,0,0
2024-05-01 00:30,7,4,3,0,0,0
2024-05-01 00:45,7,1,6,0,0,0
2024-05-01 01:00,4,3,1,0,0,0
2024-05-01 01:15,7,1,6,0,0,0
2024-05-01 01:30,5,0,5,0,0,0
2024-05-01 01:45,2,0,2,0,0,0
2024-05-01 02:00,1,0,1,0,0,0
2024-05-01 02:15,1,0,1,0,0,0
2024-05-01 02:30,3,0,3,0,0,0
2024-05-01 02:45,4,1,3,0,0,0
2024-05-01 03:00,4,0,4,0,0,0
2024-05-01 03:15,1,0,1,0,0,0
2024-05-01 03:30,4,1,3,0,0,0
2024-05-01 03:45,0,0,0,0,0,0
2024-05-01 04:00,0,0,0,0,0,0
2024-05-01 04:15,0,0,0,0,0,0
2024-05-01 04:30,1,0,1,0,0,0
2024-05-01 04:45,1,0,1,0,0,0
2024-05-01 05:00,2,0,2,0,0,0
2024-05-01 05:15,1,1,0,0,0,0
2024-05-01 05:30,0,0,0,0,0,0
2024-05-01 05:45,0,0,0,0,0,0
2024-05-01 06:00,4,3,1,0,0,0
2024-05-01 06:15,5,3,2,0,0,0
2024-05-01 06:30,1,1,0,0,0,0
2024-05-01 06:45,1,0,1,0,0,0
2024-05-01 07:00,3,0,3,0,0,0
2024-05-01 07:15,3,1,2,0,0,0
2024-05-01 07:30,2,2,0,0,0,0
2024-05-01 07:45,3,1,2,0,0,0
2024-05-01 08:00,2,2,0,0,0,0
2024-05-01 08:15,1,0,1,0,0,0
2024-05-01 08:30,8,7,1,0,0,0
2024-05-01 08:45,9,5,4,0,0,0
2024-05-01 09:00,8,2,6,0,0,0
2024-05-01 09:15,4,1,3,0,0,0
2024-05-01 09:30,11,5,6,0,0,0
2024-05-01 09:45,16,9,7,0,0,0
2024-05-01 10:00,5,3,2,0,0,0
2024-05-01 10:15,16,7,9,0,0,0
2024-05-01 10:30,17,8,9,0,0,0
2024-05-01 10:45,13,4,9,0,0,0
2024-05-01 11:00,25,14,11,0,0,0
2024-05-01 11:15,20,7,13,0,0,0
2024-05-01 11:30,18,5,13,0,0,0
2024-05-01 11:45,27,5,22,0,0,0
