Datetime,300037928 (Kinderhauser Str.),353413835 (Kinderhauser Str. Fahrräder Stadteinwärts),353413836 (Kinderhauser Str. Fahrräder Stadtauswärts),300037928-status,353413835-status,353413836-status
2024-11-01 00:00,8,4,4,0,0,0
2024-11-01 00:15,5,3,2,0,0,0
2024-11-01 00:30,2,0,2,0,0,0
2024-11-01 00:45,6,1,5,0,0,0
2024-11-01 01:00,5,4,1,0,0,0
2024-11-01 01:15,10,6,4,0,0,0
2024-11-01 01:30,4,0,4,0,0,0
2024-11-01 01:45,5,3,2,0,0,0
2024-11-01 02:00,5,3,2,0,0,0
2024-11-01 02:15,3,0,3,0,0,0
2024-11-01 02:30,4,0,4,0,0,0
2024-11-01 02:45,2,1,1,0,0,0
2024-11-01 03:00,6,4,2,0,0,0
2024-11-01 03:15,7,0,7,0,0,0
2024-11-01 03:30,7,0,7,0,0,0
2024-11-01 03:45,1,0,1,0,0,0
2024-11-01 04:00,2,0,2,0,0,0
2024-11-01 04:15,0,0,0,0,0,0
2024-11-01 04:30,8,1,7,0,0,0
2024-11-01 04:45,5,0,5,0,0,0
2024-11-01 05:00,0,0,0,0,0,0
2024-11-01 05:15,5,2,3,0,0,0
2024-11-01 05:30,1,0,1,0,0,0
2024-11-01 05:45,1,1,0,0,0,0
2024-11-01 06:00,7,2,5,0,0,0
2024-11-01 06:15,5,1,4,0,0,0
2024-11-01 06:30,3,2,1,0,0,0
2024-11-01 06:45,1,1,0,0,0,0
2024-11-01 07:00,6,3,3,0,0,0
2024-11-01 07:15,6,3,3,0,0,0
2024-11-01 07:30,2,2,0,0,0,0
2024-11-01 07:45,6,6,0,0,0,0
2024-11-01 08:00,4,2,2,0,0,0
2024-11-01 08:15,3,1,2,0,0,0
2024-11-01 08:30,0,0,0,0,0,0
2024-11-01 08:45,3,2,1,0,0,0
2024-11-01 09:00,6,4,2,0,0,0
2024-11-01 09:15,2,0,2,0,0,0
2024-11-01 09:30,5,3,2,0,0,0
2024-11-01 09:45,13,6,7,0,0,0
2024-11-01 10:00,7,7,0,0,0,0
2024-11-01 10:15,2,2,0,0,0,0
2024-11-01 10:30,5,4,1,0,0,0
2024-11-01 10:45,4,1,3,0,0,0
2024-11-01 11:00,4,3,1,0,0,0
2024-11-01 11:15,2,0,2,0,0,0
2024-11-01 11:30,5,2,3,0,0,0
2024-11-01 11:45,12,5,7,0,0,0
2024-11-01 12:00,11,6,5,0,0,0
2024-11-01 12:15,10,4,6,0,0,0
2024-11-01 12:30,10,6,4,0,0,0
2024-11-01 12:45,15,5,10,0,0,0
2024-11-01 13:00,8,3,5,0,0,0
2024-11-01 13:15,15,6,9,0,0,0
2024-11-01 13:30,8,5,3,0,0,0
2024-11-01 13:45,11,7,4,0,0,0
2024-11-01 14:00,9,2,7,0,0,0
2024-11-01 14:15,26,17,9,0,0,0
