Datetime,300037932 (Schmeddingstraße),353413849 (Schmeddingstraße [Bike Stadteinwärts]),353413850 (Schmeddingstraße [Bike Stadtauswärts]),300037932-status,353413849-status,353413850-status
2026-02-01 00:00,32,11,21,0,0,0
2026-02-01 01:00,19,7,12,0,0,0
2026-02-01 02:00,28,4,24,0,0,0
2026-02-01 03:00,16,1,15,0,0,0
2026-02-01 04:00,10,2,8,0,0,0
2026-02-01 05:00,4,2,2,0,0,0
2026-02-01 06:00,10,7,3,0,0,0
2026-02-01 07:00,11,10,1,0,0,0
2026-02-01 08:00,33,22,11,0,0,0
2026-02-01 09:00,75,56,19,0,0,0
2026-02-01 10:00,75,49,26,0,0,0
2026-02-01 11:00,92,46,46,0,0,0
2026-02-01 12:00,84,38,46,0,0,0
2026-02-01 13:00,119,57,62,0,0,0
2026-02-01 14:00,136,76,60,0,0,0
2026-02-01 15:00,119,53,66,0,0,0
2026-02-01 16:00,96,37,59,0,0,0
2026-02-01 17:00,101,33,68,0,0,0
2026-02-01 18:00,47,16,31,0,0,0
2026-02-01 19:00,46,30,16,0,0,0
2026-02-01 20:00,44,15,29,0,0,0
2026-02-01 21:00,38,15,23,0,0,0
2026-02-01 22:00,13,1,12,0,0,0
2026-02-01 23:00,7,2,5,0,0,0
2026-02-02 00:00,3,0,3,0,0,0
2026-02-02 01:00,0,0,0,0,0,0
2026-02-02 02:00,2,0,2,0,0,0
2026-02-02 03:00,0,0,0,0,0,0
2026-02-02 04:00,4,4,0,0,0,0
2026-02-02 05:00,15,11,4,0,0,0
2026-02-02 06:00,95,65,30,0,0,0
2026-02-02 07:00,364,262,102,0,0,0
2026-02-02 08:00,319,194,125,0,0,0
2026-02-02 09:00,139,89,50,0,0,0
2026-02-02 10:00,102,69,33,0,0,0
2026-02-02 11:00,168,103,65,0,0,0
2026-02-02 12:00,171,66,105,0,0,0
2026-02-02 13:00,193,67,126,0,0,0
2026-02-02 14:00,216,87,129,0,0,0
2026-02-02 15:00,293,146,147,0,0,0
2026-02-02 16:00,250,102,148,0,0,0
2026-02-02 17:00,260,86,174,0,0,0
2026-02-02 18:00,193,67,126,0,0,0
2026-02-02 19:00,115,52,63,0,0,0
2026-02-02 20:00,67,21,46,0,0,0
2026-02-02 21:00,65,15,50,0,0,0
2026-02-02 22:00,39,13,26,0,0,0
2026-02-02 23:00,12,4,8,0,0,0
2026-02-03 00:00,8,3,5,0,0,0
2026-02-03 01:00,1,0,1,0,0,0
2026-02-03 02:00,1,0,1,0,0,0
2026-02-03 03:00,0,0,0,0,0,0
2026-02-03 04:00,6,5,1,0,0,0
2026-02-03 05:00,19,14,5,0,0,0
2026-02-03 06:00,76,51,25,0,0,0
2026-02-03 07:00,361,258,103,0,0,0
2026-02-03 08:00,291,205,86,0,0,0
2026-02-03 09:00,178,126,52,0,0,0
2026-02-03 10:00,125,76,49,0,0,0
2026-02-03 11:00,136,76,60,0,0,0
2026-02-03 12:00,143,57,86,0,0,0
2026-02-03 13:00,167,47,120,0,0,0
2026-02-03 14:00,227,91,136,0,0,0
2026-02-03 15:00,236,101,135,0,0,0
2026-02-03 16:00,196,85,111,0,0,0
2026-02-03 17:00,224,92,132,0,0,0
2026-02-03 18:00,141,51,90,0,0,0
2026-02-03 19:00,105,31,74,0,0,0
2026-02-03 20:00,64,24,40,0,0,0
2026-02-03 21:00,54,22,32,0,0,0
2026-02-03 22:00,37,13,24,0,0,0
2026-02-03 23:00,7,4,3,0,0,0
2026-02-04 00:00,7,0,7,0,0,0
2026-02-04 01:00,0,0,0,0,0,0
2026-02-04 02:00,2,2,0,0,0,0
2026-02-04 03:00,1,1,0,0,0,0
2026-02-04 04:00,4,4,0,0,0,0
2026-02-04 05:00,20,15,5,0,0,0
2026-02-04 06:00,71,44,27,0,0,0
2026-02-04 07:00,335,256,79,0,0,0
2026-02-04 08:00,270,182,88,0,0,0
2026-02-04 09:00,180,122,58,0,0,0
2026-02-04 10:00,117,65,52,0,0,0
2026-02-04 11:00,124,76,48,0,0,0
2026-02-04 12:00,168,78,90,0,0,0
2026-02-04 13:00,215,68,147,0,0,0
2026-02-04 14:00,197,83,114,0,0,0
