Datetime,300037932 (Schmeddingstraße),353413849 (Schmeddingstraße [Bike Stadteinwärts]),353413850 (Schmeddingstraße [Bike Stadtauswärts]),300037932-status,353413849-status,353413850-status
2026-03-01 00:00,31,11,20,0,0,0
2026-03-01 01:00,17,4,13,0,0,0
2026-03-01 02:00,9,3,6,0,0,0
2026-03-01 03:00,21,3,18,0,0,0
2026-03-01 04:00,6,2,4,0,0,0
2026-03-01 05:00,6,2,4,0,0,0
2026-03-01 06:00,13,8,5,0,0,0
2026-03-01 07:00,12,10,2,0,0,0
2026-03-01 08:00,44,28,16,0,0,0
2026-03-01 09:00,86,67,19,0,0,0
2026-03-01 10:00,101,61,40,0,0,0
2026-03-01 11:00,118,57,61,0,0,0
2026-03-01 12:00,132,76,56,0,0,0
2026-03-01 13:00,157,78,79,0,0,0
2026-03-01 14:00,174,86,88,0,0,0
2026-03-01 15:00,183,101,82,0,0,0
2026-03-01 16:00,151,72,79,0,0,0
2026-03-01 17:00,130,61,69,0,0,0
2026-03-01 18:00,109,52,57,0,0,0
2026-03-01 19:00,94,30,64,0,0,0
2026-03-01 20:00,47,10,37,0,0,0
2026-03-01 21:00,44,15,29,0,0,0
2026-03-01 22:00,29,7,22,0,0,0
2026-03-01 23:00,8,4,4,0,0,0
2026-03-02 00:00,8,2,6,0,0,0
2026-03-02 01:00,1,0,1,0,0,0
2026-03-02 02:00,1,0,1,0,0,0
2026-03-02 03:00,0,0,0,0,0,0
2026-03-02 04:00,5,4,1,0,0,0
2026-03-02 05:00,18,13,5,0,0,0
2026-03-02 06:00,101,74,27,0,0,0
2026-03-02 07:00,446,318,128,0,0,0
2026-03-02 08:00,335,200,135,0,0,0
2026-03-02 09:00,181,114,67,0,0,0
2026-03-02 10:00,113,79,34,0,0,0
2026-03-02 11:00,139,79,60,0,0,0
2026-03-02 12:00,198,75,123,0,0,0
2026-03-02 13:00,253,102,151,0,0,0
2026-03-02 14:00,280,103,177,0,0,0
2026-03-02 15:00,325,138,187,0,0,0
2026-03-02 16:00,332,150,182,0,0,0
2026-03-02 17:00,291,121,170,0,0,0
2026-03-02 18:00,234,80,154,0,0,0
2026-03-02 19:00,123,55,68,0,0,0
2026-03-02 20:00,71,25,46,0,0,0
2026-03-02 21:00,78,21,57,0,0,0
2026-03-02 22:00,41,5,36,0,0,0
2026-03-02 23:00,31,4,27,0,0,0
2026-03-03 00:00,4,1,3,0,0,0
2026-03-03 01:00,0,0,0,0,0,0
2026-03-03 02:00,1,0,1,0,0,0
2026-03-03 03:00,1,0,1,0,0,0
2026-03-03 04:00,4,4,0,0,0,0
2026-03-03 05:00,27,22,5,0,0,0
2026-03-03 06:00,95,62,33,0,0,0
2026-03-03 07:00,503,370,133,0,0,0
2026-03-03 08:00,350,214,136,0,0,0
2026-03-03 09:00,174,114,60,0,0,0
2026-03-03 10:00,153,99,54,0,0,0
2026-03-03 11:00,169,100,69,0,0,0
2026-03-03 12:00,172,78,94,0,0,0
2026-03-03 13:00,249,81,168,0,0,0
2026-03-03 14:00,299,126,173,0,0,0
2026-03-03 15:00,333,139,194,0,0,0
2026-03-03 16:00,336,139,197,0,0,0
2026-03-03 17:00,356,137,219,0,0,0
2026-03-03 18:00,223,85,138,0,0,0
2026-03-03 19:00,143,59,84,0,0,0
2026-03-03 20:00,90,33,57,0,0,0
2026-03-03 21:00,77,23,54,0,0,0
2026-03-03 22:00,57,8,49,0,0,0
2026-03-03 23:00,17,4,13,0,0,0
2026-03-04 00:00,6,2,4,0,0,0
2026-03-04 01:00,7,2,5,0,0,0
2026-03-04 02:00,1,0,1,0,0,0
2026-03-04 03:00,1,0,1,0,0,0
2026-03-04 04:00,5,5,0,0,0,0
2026-03-04 05:00,19,15,4,0,0,0
2026-03-04 06:00,88,60,28,0,0,0
2026-03-04 07:00,435,326,109,0,0,0
2026-03-04 08:00,346,207,139,0,0,0
2026-03-04 09:00,177,125,52,0,0,0
2026-03-04 10:00,151,84,67,0,0,0
2026-03-04 11:00,164,85,79,0,0,0
2026-03-04 12:00,210,91,119,0,0,0
2026-03-04 13:00,263,87,176,0,0,0
2026-03-04 14:00,295,113,182,0,0,0
2026-03-04 15:00,369,150,219,0,0,0
2026-03-04 16:00,322,143,179,0,0,0
2026-03-04 17:00,339,161,178,0,0,0
2026-03-04 18:00,258,112,146,0,0,0
2026-03-04 19:00,169,80,89,0,0,0
2026-03-04 20:00,99,28,71,0,0,0
2026-03-04 21:00,100,28,72,0,0,0
2026-03-04 22:00,48,9,39,0,0,0
2026-03-04 23:00,29,6,23,0,0,0
2026-03-05 00:00,12,1,11,0,0,0
2026-03-05 01:00,4,1,3,0,0,0
2026-03-05 02:00,3,0,3,0,0,0
2026-03-05 03:00,1,0,1,0,0,0
2026-03-05 04:00,6,5,1,0,0,0
2026-03-05 05:00,20,17,3,0,0,0
2026-03-05 06:00,103,73,30,0,0,0
2026-03-05 07:00,455,339,116,0,0,0
2026-03-05 08:00,377,223,154,0,0,0
2026-03-05 09:00,197,123,74,0,0,0
2026-03-05 10:00,130,78,52,0,0,0
2026-03-05 11:00,138,87,51,0,0,0
2026-03-05 12:00,201,102,99,0,0,0
2026-03-05 13:00,246,93,153,0,0,0
2026-03-05 14:00,300,128,172,0,0,0
2026-03-05 15:00,389,191,198,0,0,0
2026-03-05 16:00,351,158,193,0,0,0
2026-03-05 17:00,299,124,175,0,0,0
2026-03-05 18:00,230,97,133,0,0,0
2026-03-05 19:00,170,63,107,0,0,0
2026-03-05 20:00,102,29,73,0,0,0
2026-03-05 21:00,65,24,41,0,0,0
2026-03-05 22:00,57,7,50,0,0,0
2026-03-05 23:00,32,11,21,0,0,0
2026-03-06 00:00,11,1,10,0,0,0
2026-03-06 01:00,6,1,5,0,0,0
2026-03-06 02:00,0,0,0,0,0,0
2026-03-06 03:00,0,0,0,0,0,0
2026-03-06 04:00,5,3,2,0,0,0
2026-03-06 05:00,18,15,3,0,0,0
2026-03-06 06:00,79,48,31,0,0,0
2026-03-06 07:00,384,293,91,0,0,0
2026-03-06 08:00,307,197,110,0,0,0
2026-03-06 09:00,163,101,62,0,0,0
2026-03-06 10:00,142,90,52,0,0,0
2026-03-06 11:00,178,98,80,0,0,0
2026-03-06 12:00,208,90,118,0,0,0
2026-03-06 13:00,271,95,176,0,0,0
2026-03-06 14:00,288,128,160,0,0,0
2026-03-06 15:00,254,124,130,0,0,0
2026-03-06 16:00,235,117,118,0,0,0
2026-03-06 17:00,241,122,119,0,0,0
2026-03-06 18:00,194,97,97,0,0,0
2026-03-06 19:00,153,80,73,0,0,0
2026-03-06 20:00,105,39,66,0,0,0
2026-03-06 21:00,69,14,55,0,0,0
2026-03-06 22:00,78,15,63,0,0,0
2026-03-06 23:00,61,11,50,0,0,0
2026-03-07 00:00,30,6,24,0,0,0
2026-03-07 01:00,34,11,23,0,0,0
2026-03-07 02:00,20,2,18,0,0,0
2026-03-07 03:00,1,1,0,0,0,0
2026-03-07 04:00,4,1,3,0,0,0
2026-03-07 05:00,7,5,2,0,0,0
2026-03-07 06:00,22,13,9,0,0,0
2026-03-07 07:00,44,28,16,0,0,0
2026-03-07 08:00,83,57,26,0,0,0
2026-03-07 09:00,140,95,45,0,0,0
2026-03-07 10:00,162,110,52,0,0,0
2026-03-07 11:00,181,123,58,0,0,0
2026-03-07 12:00,205,124,81,0,0,0
2026-03-07 13:00,206,110,96,0,0,0
2026-03-07 14:00,246,92,154,0,0,0
2026-03-07 15:00,198,96,102,0,0,0
2026-03-07 16:00,186,83,103,0,0,0
2026-03-07 17:00,206,82,124,0,0,0
2026-03-07 18:00,188,78,110,0,0,0
2026-03-07 19:00,113,57,56,0,0,0
2026-03-07 20:00,101,56,45,0,0,0
2026-03-07 21:00,58,29,29,0,0,0
2026-03-07 22:00,57,13,44,0,0,0
2026-03-07 23:00,48,7,41,0,0,0
2026-03-08 00:00,36,11,25,0,0,0
2026-03-08 01:00,32,7,25,0,0,0
2026-03-08 02:00,13,4,9,0,0,0
2026-03-08 03:00,15,1,14,0,0,0
2026-03-08 04:00,3,1,2,0,0,0
2026-03-08 05:00,7,3,4,0,0,0
2026-03-08 06:00,13,7,6,0,0,0
2026-03-08 07:00,18,15,3,0,0,0
2026-03-08 08:00,54,34,20,0,0,0
2026-03-08 09:00,81,50,31,0,0,0
2026-03-08 10:00,125,87,38,0,0,0
2026-03-08 11:00,119,80,39,0,0,0
2026-03-08 12:00,214,120,94,0,0,0
2026-03-08 13:00,194,116,78,0,0,0
2026-03-08 14:00,217,115,102,0,0,0
2026-03-08 15:00,259,138,121,0,0,0
2026-03-08 16:00,254,121,133,0,0,0
2026-03-08 17:00,215,80,135,0,0,0
2026-03-08 18:00,156,77,79,0,0,0
2026-03-08 19:00,76,30,46,0,0,0
2026-03-08 20:00,74,33,41,0,0,0
2026-03-08 21:00,44,14,30,0,0,0
2026-03-08 22:00,28,10,18,0,0,0
2026-03-08 23:00,11,4,7,0,0,0
2026-03-09 00:00,2,1,1,0,0,0
2026-03-09 01:00,2,1,1,0,0,0
2026-03-09 02:00,2,0,2,0,0,0
2026-03-09 03:00,2,1,1,0,0,0
2026-03-09 04:00,5,5,0,0,0,0
2026-03-09 05:00,25,20,5,0,0,0
2026-03-09 06:00,95,70,25,0,0,0
2026-03-09 07:00,440,339,101,0,0,0
2026-03-09 08:00,315,193,122,0,0,0
2026-03-09 09:00,161,111,50,0,0,0
2026-03-09 10:00,126,77,49,0,0,0
2026-03-09 11:00,154,69,85,0,0,0
2026-03-09 12:00,188,77,111,0,0,0
2026-03-09 13:00,244,93,151,0,0,0
2026-03-09 14:00,251,98,153,0,0,0
2026-03-09 15:00,367,183,184,0,0,0
2026-03-09 16:00,295,113,182,0,0,0
2026-03-09 17:00,321,127,194,0,0,0
2026-03-09 18:00,223,88,135,0,0,0
2026-03-09 19:00,151,70,81,0,0,0
2026-03-09 20:00,94,23,71,0,0,0
2026-03-09 21:00,75,15,60,0,0,0
2026-03-09 22:00,49,8,41,0,0,0
2026-03-09 23:00,16,1,15,0,0,0
2026-03-10 00:00,4,4,0,0,0,0
2026-03-10 01:00,2,1,1,0,0,0
2026-03-10 02:00,1,0,1,0,0,0
2026-03-10 03:00,1,0,1,0,0,0
2026-03-10 04:00,4,4,0,0,0,0
2026-03-10 05:00,24,19,5,0,0,0
2026-03-10 06:00,88,63,25,0,0,0
2026-03-10 07:00,439,328,111,0,0,0
2026-03-10 08:00,363,221,142,0,0,0
2026-03-10 09:00,161,104,57,0,0,0
2026-03-10 10:00,105,67,38,0,0,0
2026-03-10 11:00,154,94,60,0,0,0
