Datetime,100035541 (Neutor),101035541 (Neutor stadteinwärts),102035541 (Neutor stadtauswärts),100035541-status,101035541-status,102035541-status
2022-04-01 00:00,30,14,16,0,0,0
2022-04-01 00:15,17,7,10,0,0,0
2022-04-01 00:30,7,1,6,0,0,0
2022-04-01 00:45,16,5,11,0,0,0
2022-04-01 01:00,14,6,8,0,0,0
2022-04-01 01:15,18,5,13,0,0,0
2022-04-01 01:30,19,0,19,0,0,0
2022-04-01 01:45,7,1,6,0,0,0
2022-04-01 02:00,17,6,11,0,0,0
2022-04-01 02:15,8,4,4,0,0,0
2022-04-01 02:30,4,1,3,0,0,0
2022-04-01 02:45,12,3,9,0,0,0
2022-04-01 03:00,6,3,3,0,0,0
2022-04-01 03:15,6,0,6,0,0,0
2022-04-01 03:30,10,1,9,0,0,0
2022-04-01 03:45,2,0,2,0,0,0
2022-04-01 04:00,10,3,7,0,0,0
2022-04-01 04:15,6,3,3,0,0,0
2022-04-01 04:30,7,3,4,0,0,0
2022-04-01 04:45,14,5,9,0,0,0
2022-04-01 05:00,11,6,5,0,0,0
2022-04-01 05:15,5,0,5,0,0,0
2022-04-01 05:30,22,12,10,0,0,0
2022-04-01 05:45,17,13,4,0,0,0
2022-04-01 06:00,28,17,11,0,0,0
2022-04-01 06:15,21,13,8,0,0,0
2022-04-01 06:30,25,17,8,0,0,0
2022-04-01 06:45,52,33,19,0,0,0
2022-04-01 07:00,58,42,16,0,0,0
2022-04-01 07:15,96,69,27,0,0,0
2022-04-01 07:30,199,146,53,0,0,0
2022-04-01 07:45,184,118,66,0,0,0
2022-04-01 08:00,110,66,44,0,0,0
2022-04-01 08:15,117,82,35,0,0,0
2022-04-01 08:30,122,71,51,0,0,0
2022-04-01 08:45,144,71,73,0,0,0
2022-04-01 09:00,105,68,37,0,0,0
2022-04-01 09:15,93,56,37,0,0,0
2022-04-01 09:30,89,60,29,0,0,0
2022-04-01 09:45,99,67,32,0,0,0
2022-04-01 10:00,66,36,30,0,0,0
2022-04-01 10:15,65,39,26,0,0,0
2022-04-01 10:30,59,30,29,0,0,0
2022-04-01 10:45,78,48,30,0,0,0
2022-04-01 11:00,57,26,31,0,0,0
2022-04-01 11:15,78,43,35,0,0,0
2022-04-01 11:30,81,44,37,0,0,0
2022-04-01 11:45,89,53,36,0,0,0
2022-04-01 12:00,83,40,43,0,0,0
2022-04-01 12:15,90,37,53,0,0,0
2022-04-01 12:30,84,31,53,0,0,0
2022-04-01 12:45,96,52,44,0,0,0
2022-04-01 13:00,134,48,86,0,0,0
2022-04-01 13:15,123,39,84,0,0,0
2022-04-01 13:30,105,59,46,0,0,0
2022-04-01 13:45,111,59,52,0,0,0
2022-04-01 14:00,94,38,56,0,0,0
2022-04-01 14:15,97,44,53,0,0,0
2022-04-01 14:30,105,50,55,0,0,0
2022-04-01 14:45,104,46,58,0,0,0
2022-04-01 15:00,97,44,53,0,0,0
2022-04-01 15:15,95,49,46,0,0,0
2022-04-01 15:30,108,52,56,0,0,0
2022-04-01 15:45,102,48,54,0,0,0
2022-04-01 16:00,107,40,67,0,0,0
2022-04-01 16:15,121,50,71,0,0,0
2022-04-01 16:30,107,69,38,0,0,0
2022-04-01 16:45,116,70,46,0,0,0
2022-04-01 17:00,101,39,62,0,0,0
2022-04-01 17:15,108,64,44,0,0,0
2022-04-01 17:30,110,43,67,0,0,0
2022-04-01 17:45,120,72,48,0,0,0
2022-04-01 18:00,113,46,67,0,0,0
2022-04-01 18:15,97,51,46,0,0,0
2022-04-01 18:30,111,64,47,0,0,0
2022-04-01 18:45,110,65,45,0,0,0
2022-04-01 19:00,99,49,50,0,0,0
2022-04-01 19:15,94,46,48,0,0,0
2022-04-01 19:30,93,51,42,0,0,0
2022-04-01 19:45,83,50,33,0,0,0
2022-04-01 20:00,82,41,41,0,0,0
2022-04-01 20:15,94,49,45,0,0,0
2022-04-01 20:30,76,33,43,0,0,0
2022-04-01 20:45,68,35,33,0,0,0
2022-04-01 21:00,62,26,36,0,0,0
2022-04-01 21:15,49,21,28,0,0,0
2022-04-01 21:30,46,21,25,0,0,0
2022-04-01 21:45,61,40,21,0,0,0
2022-04-01 22:00,44,14,30,0,0,0
2022-04-01 22:15,47,21,26,0,0,0
2022-04-01 22:30,37,14,23,0,0,0
2022-04-01 22:45,46,23,23,0,0,0
2022-04-01 23:00,37,19,18,0,0,0
2022-04-01 23:15,34,8,26,0,0,0
2022-04-01 23:30,37,15,22,0,0,0
2022-04-01 23:45,27,9,18,0,0,0
2022-04-02 00:00,41,18,23,0,0,0
2022-04-02 00:15,37,19,18,0,0,0
2022-04-02 00:30,38,20,18,0,0,0
2022-04-02 00:45,37,13,24,0,0,0
2022-04-02 01:00,25,9,16,0,0,0
2022-04-02 01:15,40,20,20,0,0,0
2022-04-02 01:30,29,11,18,0,0,0
2022-04-02 01:45,22,4,18,0,0,0
2022-04-02 02:00,22,6,16,0,0,0
2022-04-02 02:15,34,9,25,0,0,0
2022-04-02 02:30,9,1,8,0,0,0
2022-04-02 02:45,29,6,23,0,0,0
2022-04-02 03:00,27,7,20,0,0,0
2022-04-02 03:15,24,1,23,0,0,0
2022-04-02 03:30,30,10,20,0,0,0
2022-04-02 03:45,15,3,12,0,0,0
2022-04-02 04:00,15,3,12,0,0,0
2022-04-02 04:15,15,3,12,0,0,0
2022-04-02 04:30,11,4,7,0,0,0
2022-04-02 04:45,9,0,9,0,0,0
2022-04-02 05:00,17,2,15,0,0,0
2022-04-02 05:15,17,4,13,0,0,0
2022-04-02 05:30,22,6,16,0,0,0
2022-04-02 05:45,19,8,11,0,0,0
2022-04-02 06:00,15,4,11,0,0,0
2022-04-02 06:15,11,4,7,0,0,0
2022-04-02 06:30,13,2,11,0,0,0
2022-04-02 06:45,16,8,8,0,0,0
2022-04-02 07:00,11,6,5,0,0,0
2022-04-02 07:15,15,10,5,0,0,0
2022-04-02 07:30,23,17,6,0,0,0
2022-04-02 07:45,31,22,9,0,0,0
2022-04-02 08:00,24,13,11,0,0,0
2022-04-02 08:15,17,11,6,0,0,0
2022-04-02 08:30,40,30,10,0,0,0
2022-04-02 08:45,39,23,16,0,0,0
2022-04-02 09:00,40,34,6,0,0,0
2022-04-02 09:15,49,34,15,0,0,0
2022-04-02 09:30,57,30,27,0,0,0
2022-04-02 09:45,89,63,26,0,0,0
2022-04-02 10:00,75,57,18,0,0,0
2022-04-02 10:15,80,56,24,0,0,0
2022-04-02 10:30,72,56,16,0,0,0
2022-04-02 10:45,89,58,31,0,0,0
2022-04-02 11:00,79,56,23,0,0,0
2022-04-02 11:15,80,64,16,0,0,0
2022-04-02 11:30,87,52,35,0,0,0
2022-04-02 11:45,90,51,39,0,0,0
2022-04-02 12:00,89,46,43,0,0,0
2022-04-02 12:15,119,65,54,0,0,0
2022-04-02 12:30,100,56,44,0,0,0
2022-04-02 12:45,106,65,41,0,0,0
2022-04-02 13:00,118,73,45,0,0,0
2022-04-02 13:15,109,55,54,0,0,0
2022-04-02 13:30,101,57,44,0,0,0
2022-04-02 13:45,122,67,55,0,0,0
2022-04-02 14:00,102,50,52,0,0,0
2022-04-02 14:15,123,60,63,0,0,0
2022-04-02 14:30,102,53,49,0,0,0
2022-04-02 14:45,138,62,76,0,0,0
2022-04-02 15:00,111,52,59,0,0,0
2022-04-02 15:15,97,44,53,0,0,0
2022-04-02 15:30,91,40,51,0,0,0
2022-04-02 15:45,92,53,39,0,0,0
2022-04-02 16:00,112,46,66,0,0,0
2022-04-02 16:15,121,53,68,0,0,0
2022-04-02 16:30,85,41,44,0,0,0
2022-04-02 16:45,112,50,62,0,0,0
2022-04-02 17:00,97,48,49,0,0,0
2022-04-02 17:15,91,53,38,0,0,0
2022-04-02 17:30,111,54,57,0,0,0
2022-04-02 17:45,124,54,70,0,0,0
2022-04-02 18:00,101,37,64,0,0,0
2022-04-02 18:15,126,52,74,0,0,0
2022-04-02 18:30,101,40,61,0,0,0
2022-04-02 18:45,119,64,55,0,0,0
2022-04-02 19:00,98,48,50,0,0,0
2022-04-02 19:15,86,48,38,0,0,0
2022-04-02 19:30,94,47,47,0,0,0
2022-04-02 19:45,92,43,49,0,0,0
2022-04-02 20:00,83,41,42,0,0,0
2022-04-02 20:15,67,37,30,0,0,0
2022-04-02 20:30,60,35,25,0,0,0
2022-04-02 20:45,69,29,40,0,0,0
2022-04-02 21:00,61,30,31,0,0,0
2022-04-02 21:15,53,32,21,0,0,0
2022-04-02 21:30,60,26,34,0,0,0
2022-04-02 21:45,65,24,41,0,0,0
2022-04-02 22:00,45,13,32,0,0,0
2022-04-02 22:15,49,20,29,0,0,0
2022-04-02 22:30,38,15,23,0,0,0
2022-04-02 22:45,37,14,23,0,0,0
2022-04-02 23:00,44,20,24,0,0,0
2022-04-02 23:15,43,27,16,0,0,0
2022-04-02 23:30,49,26,23,0,0,0
2022-04-02 23:45,44,16,28,0,0,0
2022-04-03 00:00,58,23,35,0,0,0
2022-04-03 00:15,51,19,32,0,0,0
2022-04-03 00:30,37,11,26,0,0,0
2022-04-03 00:45,44,23,21,0,0,0
2022-04-03 01:00,33,10,23,0,0,0
2022-04-03 01:15,41,19,22,0,0,0
2022-04-03 01:30,29,10,19,0,0,0
2022-04-03 01:45,28,4,24,0,0,0
2022-04-03 02:00,23,9,14,0,0,0
2022-04-03 02:15,28,5,23,0,0,0
2022-04-03 02:30,15,5,10,0,0,0
2022-04-03 02:45,16,2,14,0,0,0
2022-04-03 03:00,19,5,14,0,0,0
2022-04-03 03:15,21,3,18,0,0,0
2022-04-03 03:30,24,2,22,0,0,0
2022-04-03 03:45,36,7,29,0,0,0
2022-04-03 04:00,22,3,19,0,0,0
2022-04-03 04:15,14,0,14,0,0,0
2022-04-03 04:30,16,2,14,0,0,0
2022-04-03 04:45,7,1,6,0,0,0
2022-04-03 05:00,15,2,13,0,0,0
2022-04-03 05:15,5,1,4,0,0,0
2022-04-03 05:30,13,1,12,0,0,0
2022-04-03 05:45,11,4,7,0,0,0
2022-04-03 06:00,3,0,3,0,0,0
2022-04-03 06:15,14,4,10,0,0,0
2022-04-03 06:30,9,2,7,0,0,0
2022-04-03 06:45,6,0,6,0,0,0
2022-04-03 07:00,4,3,1,0,0,0
2022-04-03 07:15,9,2,7,0,0,0
2022-04-03 07:30,8,4,4,0,0,0
2022-04-03 07:45,14,8,6,0,0,0
2022-04-03 08:00,8,6,2,0,0,0
2022-04-03 08:15,16,10,6,0,0,0
2022-04-03 08:30,19,12,7,0,0,0
2022-04-03 08:45,13,10,3,0,0,0
2022-04-03 09:00,18,15,3,0,0,0
2022-04-03 09:15,16,7,9,0,0,0
2022-04-03 09:30,49,37,12,0,0,0
2022-04-03 09:45,91,68,23,0,0,0
2022-04-03 10:00,58,42,16,0,0,0
2022-04-03 10:15,57,26,31,0,0,0
2022-04-03 10:30,43,31,12,0,0,0
