Datetime,100034982 (Hüfferstraße),101034982 (Hüfferstraße stadteinwärts),102034982 (Hüfferstraße stadtauswärts),100034982-status,101034982-status,102034982-status
2021-09-01 00:00,7,2,5,0,0,0
2021-09-01 00:15,3,1,2,0,0,0
2021-09-01 00:30,4,1,3,0,0,0
2021-09-01 00:45,4,1,3,0,0,0
2021-09-01 01:00,0,0,0,0,0,0
2021-09-01 01:15,4,2,2,0,0,0
2021-09-01 01:30,0,0,0,0,0,0
2021-09-01 01:45,2,0,2,0,0,0
2021-09-01 02:00,1,0,1,0,0,0
2021-09-01 02:15,0,0,0,0,0,0
2021-09-01 02:30,2,0,2,0,0,0
2021-09-01 02:45,1,1,0,0,0,0
2021-09-01 03:00,1,0,1,0,0,0
2021-09-01 03:15,0,0,0,0,0,0
2021-09-01 03:30,0,0,0,0,0,0
2021-09-01 03:45,2,1,1,0,0,0
2021-09-01 04:00,0,0,0,0,0,0
2021-09-01 04:15,2,1,1,0,0,0
2021-09-01 04:30,0,0,0,0,0,0
2021-09-01 04:45,0,0,0,0,0,0
2021-09-01 05:00,2,2,0,0,0,0
2021-09-01 05:15,3,3,0,0,0,0
2021-09-01 05:30,10,2,8,0,0,0
2021-09-01 05:45,6,3,3,0,0,0
2021-09-01 06:00,6,4,2,0,0,0
2021-09-01 06:15,27,13,14,0,0,0
2021-09-01 06:30,39,18,21,0,0,0
2021-09-01 06:45,59,19,40,0,0,0
2021-09-01 07:00,57,20,37,0,0,0
2021-09-01 07:15,79,34,45,0,0,0
2021-09-01 07:30,132,69,63,0,0,0
2021-09-01 07:45,235,145,90,0,0,0
2021-09-01 08:00,206,145,61,0,0,0
2021-09-01 08:15,130,59,71,0,0,0
2021-09-01 08:30,118,61,57,0,0,0
2021-09-01 08:45,149,72,77,0,0,0
2021-09-01 09:00,105,46,59,0,0,0
2021-09-01 09:15,79,42,37,0,0,0
2021-09-01 09:30,96,60,36,0,0,0
2021-09-01 09:45,100,58,42,0,0,0
2021-09-01 10:00,74,32,42,0,0,0
2021-09-01 10:15,75,34,41,0,0,0
2021-09-01 10:30,74,37,37,0,0,0
2021-09-01 10:45,90,48,42,0,0,0
2021-09-01 11:00,88,43,45,0,0,0
2021-09-01 11:15,84,48,36,0,0,0
2021-09-01 11:30,89,35,54,0,0,0
2021-09-01 11:45,87,40,47,0,0,0
2021-09-01 12:00,93,46,47,0,0,0
2021-09-01 12:15,88,41,47,0,0,0
2021-09-01 12:30,95,42,53,0,0,0
2021-09-01 12:45,105,48,57,0,0,0
2021-09-01 13:00,103,49,54,0,0,0
2021-09-01 13:15,119,51,68,0,0,0
2021-09-01 13:30,166,56,110,0,0,0
2021-09-01 13:45,108,41,67,0,0,0
2021-09-01 14:00,91,37,54,0,0,0
2021-09-01 14:15,114,51,63,0,0,0
2021-09-01 14:30,117,33,84,0,0,0
2021-09-01 14:45,101,43,58,0,0,0
2021-09-01 15:00,105,39,66,0,0,0
2021-09-01 15:15,103,54,49,0,0,0
2021-09-01 15:30,105,41,64,0,0,0
2021-09-01 15:45,126,63,63,0,0,0
2021-09-01 16:00,150,67,83,0,0,0
2021-09-01 16:15,108,61,47,0,0,0
2021-09-01 16:30,128,67,61,0,0,0
2021-09-01 16:45,146,65,81,0,0,0
2021-09-01 17:00,94,46,48,0,0,0
2021-09-01 17:15,105,48,57,0,0,0
2021-09-01 17:30,108,52,56,0,0,0
2021-09-01 17:45,133,68,65,0,0,0
2021-09-01 18:00,96,40,56,0,0,0
2021-09-01 18:15,95,37,58,0,0,0
2021-09-01 18:30,94,38,56,0,0,0
2021-09-01 18:45,84,38,46,0,0,0
2021-09-01 19:00,67,31,36,0,0,0
2021-09-01 19:15,80,45,35,0,0,0
2021-09-01 19:30,46,18,28,0,0,0
2021-09-01 19:45,59,22,37,0,0,0
2021-09-01 20:00,76,37,39,0,0,0
2021-09-01 20:15,65,26,39,0,0,0
2021-09-01 20:30,39,9,30,0,0,0
2021-09-01 20:45,39,13,26,0,0,0
2021-09-01 21:00,74,31,43,0,0,0
2021-09-01 21:15,54,18,36,0,0,0
2021-09-01 21:30,32,9,23,0,0,0
2021-09-01 21:45,18,7,11,0,0,0
2021-09-01 22:00,21,4,17,0,0,0
2021-09-01 22:15,24,9,15,0,0,0
2021-09-01 22:30,21,9,12,0,0,0
2021-09-01 22:45,14,6,8,0,0,0
2021-09-01 23:00,8,0,8,0,0,0
2021-09-01 23:15,12,4,8,0,0,0
2021-09-01 23:30,10,5,5,0,0,0
2021-09-01 23:45,12,3,9,0,0,0
