Datetime,100053305 (Kanalpromenade),101053305 (Kanalpromenade Fahrräder Richtung Osttor),102053305 (Kanalpromenade Fahrräder Richtung Zentrum),103053305 (Kanalpromenade Fahrräder Richtung Osttor),104053305 (Kanalpromenade Fahrräder Richtung Zentrum),100053305-status,101053305-status,102053305-status,103053305-status,104053305-status
2022-05-01 00:00,4,0,3,0,1,0,0,0,0,0
2022-05-01 00:15,3,0,3,0,0,0,0,0,0,0
2022-05-01 00:30,2,2,0,0,0,0,0,0,0,0
2022-05-01 00:45,0,0,0,0,0,0,0,0,0,0
2022-05-01 01:00,1,0,1,0,0,0,0,0,0,0
2022-05-01 01:15,1,1,0,0,0,0,0,0,0,0
2022-05-01 01:30,0,0,0,0,0,0,0,0,0,0
2022-05-01 01:45,0,0,0,0,0,0,0,0,0,0
2022-05-01 02:00,0,0,0,0,0,0,0,0,0,0
2022-05-01 02:15,0,0,0,0,0,0,0,0,0,0
2022-05-01 02:30,2,0,1,1,0,0,0,0,0,0
2022-05-01 02:45,1,0,0,1,0,0,0,0,0,0
2022-05-01 03:00,0,0,0,0,0,0,0,0,0,0
2022-05-01 03:15,0,0,0,0,0,0,0,0,0,0
2022-05-01 03:30,2,1,0,1,0,0,0,0,0,0
2022-05-01 03:45,0,0,0,0,0,0,0,0,0,0
2022-05-01 04:00,2,1,0,1,0,0,0,0,0,0
2022-05-01 04:15,0,0,0,0,0,0,0,0,0,0
2022-05-01 04:30,0,0,0,0,0,0,0,0,0,0
2022-05-01 04:45,2,0,0,2,0,0,0,0,0,0
2022-05-01 05:00,0,0,0,0,0,0,0,0,0,0
2022-05-01 05:15,1,0,0,1,0,0,0,0,0,0
2022-05-01 05:30,0,0,0,0,0,0,0,0,0,0
2022-05-01 05:45,2,1,1,0,0,0,0,0,0,0
2022-05-01 06:00,0,0,0,0,0,0,0,0,0,0
2022-05-01 06:15,0,0,0,0,0,0,0,0,0,0
2022-05-01 06:30,0,0,0,0,0,0,0,0,0,0
2022-05-01 06:45,2,1,1,0,0,0,0,0,0,0
2022-05-01 07:00,3,2,1,0,0,0,0,0,0,0
2022-05-01 07:15,0,0,0,0,0,0,0,0,0,0
2022-05-01 07:30,1,0,1,0,0,0,0,0,0,0
2022-05-01 07:45,2,0,1,1,0,0,0,0,0,0
2022-05-01 08:00,2,1,0,1,0,0,0,0,0,0
2022-05-01 08:15,2,0,2,0,0,0,0,0,0,0
