Datetime,100053305 (Kanalpromenade),101053305 (Kanalpromenade Fahrräder Richtung Osttor),102053305 (Kanalpromenade Fahrräder Richtung Zentrum),103053305 (Kanalpromenade Fahrräder Richtung Osttor),104053305 (Kanalpromenade Fahrräder Richtung Zentrum),100053305-status,101053305-status,102053305-status,103053305-status,104053305-status
2022-11-01 00:00,0,0,0,0,0,0,0,0,0,0
2022-11-01 00:15,2,0,2,0,0,0,0,0,0,0
2022-11-01 00:30,0,0,0,0,0,0,0,0,0,0
2022-11-01 00:45,0,0,0,0,0,0,0,0,0,0
2022-11-01 01:00,0,0,0,0,0,0,0,0,0,0
2022-11-01 01:15,0,0,0,0,0,0,0,0,0,0
2022-11-01 01:30,0,0,0,0,0,0,0,0,0,0
2022-11-01 01:45,3,1,2,0,0,0,0,0,0,0
2022-11-01 02:00,0,0,0,0,0,0,0,0,0,0
2022-11-01 02:15,2,2,0,0,0,0,0,0,0,0
2022-11-01 02:30,0,0,0,0,0,0,0,0,0,0
2022-11-01 02:45,1,1,0,0,0,0,0,0,0,0
2022-11-01 03:00,0,0,0,0,0,0,0,0,0,0
2022-11-01 03:15,0,0,0,0,0,0,0,0,0,0
2022-11-01 03:30,0,0,0,0,0,0,0,0,0,0
2022-11-01 03:45,0,0,0,0,0,0,0,0,0,0
2022-11-01 04:00,1,1,0,0,0,0,0,0,0,0
2022-11-01 04:15,0,0,0,0,0,0,0,0,0,0
2022-11-01 04:30,0,0,0,0,0,0,0,0,0,0
2022-11-01 04:45,0,0,0,0,0,0,0,0,0,0
2022-11-01 05:00,0,0,0,0,0,0,0,0,0,0
2022-11-01 05:15,2,0,0,2,0,0,0,0,0,0
2022-11-01 05:30,1,0,0,1,0,0,0,0,0,0
2022-11-01 05:45,2,2,0,0,0,0,0,0,0,0
2022-11-01 06:00,0,0,0,0,0,0,0,0,0,0
2022-11-01 06:15,0,0,0,0,0,0,0,0,0,0
2022-11-01 06:30,1,0,1,0,0,0,0,0,0,0
2022-11-01 06:45,4,0,3,0,1,0,0,0,0,0
2022-11-01 07:00,0,0,0,0,0,0,0,0,0,0
2022-11-01 07:15,0,0,0,0,0,0,0,0,0,0
2022-11-01 07:30,0,0,0,0,0,0,0,0,0,0
2022-11-01 07:45,0,0,0,0,0,0,0,0,0,0
2022-11-01 08:00,2,1,0,1,0,0,0,0,0,0
2022-11-01 08:15,2,1,0,1,0,0,0,0,0,0
2022-11-01 08:30,4,0,1,3,0,0,0,0,0,0
2022-11-01 08:45,4,2,1,1,0,0,0,0,0,0
2022-11-01 09:00,3,1,1,1,0,0,0,0,0,0
2022-11-01 09:15,2,0,1,1,0,0,0,0,0,0
2022-11-01 09:30,7,1,1,5,0,0,0,0,0,0
2022-11-01 09:45,6,0,3,3,0,0,0,0,0,0
2022-11-01 10:00,5,0,1,4,0,0,0,0,0,0
2022-11-01 10:15,16,6,6,4,0,0,0,0,0,0
2022-11-01 10:30,16,4,3,9,0,0,0,0,0,0
2022-11-01 10:45,14,4,7,3,0,0,0,0,0,0
2022-11-01 11:00,7,0,6,1,0,0,0,0,0,0
2022-11-01 11:15,27,9,5,11,2,0,0,0,0,0
2022-11-01 11:30,28,4,17,7,0,0,0,0,0,0
2022-11-01 11:45,33,5,16,12,0,0,0,0,0,0
2022-11-01 12:00,29,6,17,6,0,0,0,0,0,0
2022-11-01 12:15,34,6,14,14,0,0,0,0,0,0
2022-11-01 12:30,26,2,16,4,4,0,0,0,0,0
2022-11-01 12:45,23,4,9,10,0,0,0,0,0,0
2022-11-01 13:00,28,3,14,9,2,0,0,0,0,0
2022-11-01 13:15,26,2,15,7,2,0,0,0,0,0
2022-11-01 13:30,45,7,21,11,6,0,0,0,0,0
2022-11-01 13:45,50,9,26,13,2,0,0,0,0,0
2022-11-01 14:00,31,7,16,8,0,0,0,0,0,0
2022-11-01 14:15,35,7,21,7,0,0,0,0,0,0
2022-11-01 14:30,45,1,29,14,1,0,0,0,0,0
2022-11-01 14:45,45,3,30,10,2,0,0,0,0,0
2022-11-01 15:00,35,5,23,7,0,0,0,0,0,0
2022-11-01 15:15,58,9,35,14,0,0,0,0,0,0
2022-11-01 15:30,35,7,23,5,0,0,0,0,0,0
2022-11-01 15:45,29,6,14,6,3,0,0,0,0,0
2022-11-01 16:00,26,4,15,6,1,0,0,0,0,0
2022-11-01 16:15,23,5,13,4,1,0,0,0,0,0
2022-11-01 16:30,20,2,13,3,2,0,0,0,0,0
2022-11-01 16:45,16,3,9,4,0,0,0,0,0,0
2022-11-01 17:00,21,3,13,4,1,0,0,0,0,0
2022-11-01 17:15,11,0,8,3,0,0,0,0,0,0
2022-11-01 17:30,15,1,12,2,0,0,0,0,0,0
2022-11-01 17:45,5,0,5,0,0,0,0,0,0,0
2022-11-01 18:00,9,2,4,3,0,0,0,0,0,0
