Datetime,100053305 (Kanalpromenade),101053305 (Kanalpromenade Fahrräder Richtung Osttor),102053305 (Kanalpromenade Fahrräder Richtung Zentrum),103053305 (Kanalpromenade Fahrräder Richtung Osttor),104053305 (Kanalpromenade Fahrräder Richtung Zentrum),100053305-status,101053305-status,102053305-status,103053305-status,104053305-status
2023-03-01 00:00,0,0,0,0,0,0,0,0,0,0
2023-03-01 00:15,0,0,0,0,0,0,0,0,0,0
2023-03-01 00:30,0,0,0,0,0,0,0,0,0,0
2023-03-01 00:45,0,0,0,0,0,0,0,0,0,0
2023-03-01 01:00,0,0,0,0,0,0,0,0,0,0
2023-03-01 01:15,0,0,0,0,0,0,0,0,0,0
2023-03-01 01:30,0,0,0,0,0,0,0,0,0,0
2023-03-01 01:45,0,0,0,0,0,0,0,0,0,0
2023-03-01 02:00,0,0,0,0,0,0,0,0,0,0
2023-03-01 02:15,0,0,0,0,0,0,0,0,0,0
2023-03-01 02:30,0,0,0,0,0,0,0,0,0,0
2023-03-01 02:45,0,0,0,0,0,0,0,0,0,0
2023-03-01 03:00,0,0,0,0,0,0,0,0,0,0
2023-03-01 03:15,0,0,0,0,0,0,0,0,0,0
2023-03-01 03:30,0,0,0,0,0,0,0,0,0,0
2023-03-01 03:45,0,0,0,0,0,0,0,0,0,0
2023-03-01 04:00,0,0,0,0,0,0,0,0,0,0
2023-03-01 04:15,0,0,0,0,0,0,0,0,0,0
2023-03-01 04:30,0,0,0,0,0,0,0,0,0,0
2023-03-01 04:45,1,0,1,0,0,0,0,0,0,0
2023-03-01 05:00,2,1,1,0,0,0,0,0,0,0
2023-03-01 05:15,4,0,3,1,0,0,0,0,0,0
2023-03-01 05:30,1,0,1,0,0,0,0,0,0,0
2023-03-01 05:45,5,0,4,1,0,0,0,0,0,0
2023-03-01 06:00,5,0,3,2,0,0,0,0,0,0
2023-03-01 06:15,12,0,8,4,0,0,0,0,0,0
2023-03-01 06:30,15,1,12,2,0,0,0,0,0,0
2023-03-01 06:45,14,0,9,5,0,0,0,0,0,0
2023-03-01 07:00,28,0,23,5,0,0,0,0,0,0
2023-03-01 07:15,27,1,22,4,0,0,0,0,0,0
2023-03-01 07:30,29,6,10,13,0,0,0,0,0,0
2023-03-01 07:45,26,1,15,10,0,0,0,0,0,0
2023-03-01 08:00,13,1,6,6,0,0,0,0,0,0
2023-03-01 08:15,12,1,6,5,0,0,0,0,0,0
2023-03-01 08:30,9,0,7,2,0,0,0,0,0,0
2023-03-01 08:45,8,0,4,4,0,0,0,0,0,0
2023-03-01 09:00,10,1,1,8,0,0,0,0,0,0
2023-03-01 09:15,5,0,2,3,0,0,0,0,0,0
2023-03-01 09:30,5,0,4,1,0,0,0,0,0,0
2023-03-01 09:45,6,2,2,2,0,0,0,0,0,0
2023-03-01 10:00,5,1,2,2,0,0,0,0,0,0
2023-03-01 10:15,4,0,1,3,0,0,0,0,0,0
2023-03-01 10:30,9,1,5,3,0,0,0,0,0,0
2023-03-01 10:45,7,2,4,1,0,0,0,0,0,0
2023-03-01 11:00,7,0,6,1,0,0,0,0,0,0
2023-03-01 11:15,7,0,6,1,0,0,0,0,0,0
2023-03-01 11:30,6,0,3,3,0,0,0,0,0,0
2023-03-01 11:45,17,6,5,6,0,0,0,0,0,0
2023-03-01 12:00,9,2,4,3,0,0,0,0,0,0
2023-03-01 12:15,10,2,4,4,0,0,0,0,0,0
2023-03-01 12:30,7,0,5,2,0,0,0,0,0,0
2023-03-01 12:45,14,1,5,8,0,0,0,0,0,0
2023-03-01 13:00,14,1,8,5,0,0,0,0,0,0
2023-03-01 13:15,16,1,11,3,1,0,0,0,0,0
2023-03-01 13:30,17,1,10,5,1,0,0,0,0,0
2023-03-01 13:45,12,0,4,8,0,0,0,0,0,0
2023-03-01 14:00,10,1,3,6,0,0,0,0,0,0
2023-03-01 14:15,12,1,8,3,0,0,0,0,0,0
2023-03-01 14:30,27,5,14,7,1,0,0,0,0,0
2023-03-01 14:45,15,5,5,2,3,0,0,0,0,0
2023-03-01 15:00,23,5,16,2,0,0,0,0,0,0
2023-03-01 15:15,29,12,13,4,0,0,0,0,0,0
2023-03-01 15:30,32,12,13,7,0,0,0,0,0,0
2023-03-01 15:45,18,4,7,7,0,0,0,0,0,0
2023-03-01 16:00,16,4,6,6,0,0,0,0,0,0
2023-03-01 16:15,35,4,13,17,1,0,0,0,0,0
2023-03-01 16:30,29,6,4,19,0,0,0,0,0,0
2023-03-01 16:45,31,4,13,14,0,0,0,0,0,0
2023-03-01 17:00,13,1,2,10,0,0,0,0,0,0
2023-03-01 17:15,12,2,2,5,3,0,0,0,0,0
2023-03-01 17:30,15,1,7,7,0,0,0,0,0,0
2023-03-01 17:45,12,2,7,3,0,0,0,0,0,0
2023-03-01 18:00,14,0,9,4,1,0,0,0,0,0
2023-03-01 18:15,13,0,8,5,0,0,0,0,0,0
2023-03-01 18:30,8,2,5,1,0,0,0,0,0,0
2023-03-01 18:45,4,1,3,0,0,0,0,0,0,0
2023-03-01 19:00,5,1,2,2,0,0,0,0,0,0
2023-03-01 19:15,5,2,1,2,0,0,0,0,0,0
2023-03-01 19:30,4,1,1,2,0,0,0,0,0,0
2023-03-01 19:45,2,0,2,0,0,0,0,0,0,0
2023-03-01 20:00,4,1,1,2,0,0,0,0,0,0
2023-03-01 20:15,6,2,2,2,0,0,0,0,0,0
2023-03-01 20:30,5,0,4,0,1,0,0,0,0,0
2023-03-01 20:45,5,2,1,2,0,0,0,0,0,0
2023-03-01 21:00,2,1,0,0,1,0,0,0,0,0
2023-03-01 21:15,2,1,0,1,0,0,0,0,0,0
2023-03-01 21:30,1,0,1,0,0,0,0,0,0,0
2023-03-01 21:45,3,0,1,2,0,0,0,0,0,0
2023-03-01 22:00,3,0,3,0,0,0,0,0,0,0
2023-03-01 22:15,2,2,0,0,0,0,0,0,0,0
2023-03-01 22:30,2,0,1,1,0,0,0,0,0,0
2023-03-01 22:45,0,0,0,0,0,0,0,0,0,0
2023-03-01 23:00,3,0,1,2,0,0,0,0,0,0
2023-03-01 23:15,0,0,0,0,0,0,0,0,0,0
2023-03-01 23:30,1,1,0,0,0,0,0,0,0,0
2023-03-01 23:45,1,0,0,1,0,0,0,0,0,0
2023-03-02 00:00,1,1,0,0,0,0,0,0,0,0
2023-03-02 00:15,1,0,0,1,0,0,0,0,0,0
2023-03-02 00:30,0,0,0,0,0,0,0,0,0,0
2023-03-02 00:45,0,0,0,0,0,0,0,0,0,0
2023-03-02 01:00,0,0,0,0,0,0,0,0,0,0
2023-03-02 01:15,0,0,0,0,0,0,0,0,0,0
2023-03-02 01:30,0,0,0,0,0,0,0,0,0,0
2023-03-02 01:45,0,0,0,0,0,0,0,0,0,0
2023-03-02 02:00,0,0,0,0,0,0,0,0,0,0
2023-03-02 02:15,0,0,0,0,0,0,0,0,0,0
2023-03-02 02:30,0,0,0,0,0,0,0,0,0,0
2023-03-02 02:45,1,0,1,0,0,0,0,0,0,0
2023-03-02 03:00,0,0,0,0,0,0,0,0,0,0
2023-03-02 03:15,0,0,0,0,0,0,0,0,0,0
2023-03-02 03:30,0,0,0,0,0,0,0,0,0,0
2023-03-02 03:45,0,0,0,0,0,0,0,0,0,0
2023-03-02 04:00,0,0,0,0,0,0,0,0,0,0
2023-03-02 04:15,0,0,0,0,0,0,0,0,0,0
2023-03-02 04:30,0,0,0,0,0,0,0,0,0,0
2023-03-02 04:45,2,0,1,1,0,0,0,0,0,0
2023-03-02 05:00,2,0,1,1,0,0,0,0,0,0
2023-03-02 05:15,1,0,1,0,0,0,0,0,0,0
2023-03-02 05:30,1,0,1,0,0,0,0,0,0,0
2023-03-02 05:45,6,1,5,0,0,0,0,0,0,0
2023-03-02 06:00,7,0,3,4,0,0,0,0,0,0
2023-03-02 06:15,8,0,6,2,0,0,0,0,0,0
2023-03-02 06:30,10,0,8,2,0,0,0,0,0,0
2023-03-02 06:45,16,1,12,2,1,0,0,0,0,0
2023-03-02 07:00,18,1,14,3,0,0,0,0,0,0
2023-03-02 07:15,40,0,32,8,0,0,0,0,0,0
2023-03-02 07:30,31,3,15,13,0,0,0,0,0,0
2023-03-02 07:45,22,3,12,7,0,0,0,0,0,0
2023-03-02 08:00,11,2,5,4,0,0,0,0,0,0
2023-03-02 08:15,11,0,6,5,0,0,0,0,0,0
2023-03-02 08:30,5,0,1,4,0,0,0,0,0,0
2023-03-02 08:45,3,0,1,2,0,0,0,0,0,0
2023-03-02 09:00,7,1,3,3,0,0,0,0,0,0
2023-03-02 09:15,5,0,2,3,0,0,0,0,0,0
2023-03-02 09:30,11,1,6,3,1,0,0,0,0,0
2023-03-02 09:45,8,1,5,2,0,0,0,0,0,0
2023-03-02 10:00,6,1,2,3,0,0,0,0,0,0
2023-03-02 10:15,4,1,2,1,0,0,0,0,0,0
2023-03-02 10:30,9,1,6,2,0,0,0,0,0,0
2023-03-02 10:45,11,1,4,5,1,0,0,0,0,0
2023-03-02 11:00,5,1,2,2,0,0,0,0,0,0
2023-03-02 11:15,6,1,3,1,1,0,0,0,0,0
2023-03-02 11:30,10,2,4,4,0,0,0,0,0,0
2023-03-02 11:45,7,0,4,3,0,0,0,0,0,0
2023-03-02 12:00,10,1,7,2,0,0,0,0,0,0
2023-03-02 12:15,14,2,4,8,0,0,0,0,0,0
2023-03-02 12:30,15,4,5,6,0,0,0,0,0,0
2023-03-02 12:45,6,0,4,2,0,0,0,0,0,0
2023-03-02 13:00,10,0,4,6,0,0,0,0,0,0
2023-03-02 13:15,21,5,12,4,0,0,0,0,0,0
2023-03-02 13:30,26,1,18,4,3,0,0,0,0,0
2023-03-02 13:45,9,1,2,6,0,0,0,0,0,0
2023-03-02 14:00,14,1,9,4,0,0,0,0,0,0
2023-03-02 14:15,13,2,4,7,0,0,0,0,0,0
2023-03-02 14:30,19,3,8,8,0,0,0,0,0,0
2023-03-02 14:45,15,1,5,9,0,0,0,0,0,0
2023-03-02 15:00,15,0,8,7,0,0,0,0,0,0
2023-03-02 15:15,28,3,15,10,0,0,0,0,0,0
2023-03-02 15:30,23,1,9,13,0,0,0,0,0,0
2023-03-02 15:45,25,4,8,13,0,0,0,0,0,0
