Datetime,100053305 (Kanalpromenade),101053305 (Kanalpromenade Fahrräder Richtung Osttor),102053305 (Kanalpromenade Fahrräder Richtung Zentrum),103053305 (Kanalpromenade Fahrräder Richtung Osttor),104053305 (Kanalpromenade Fahrräder Richtung Zentrum),100053305-status,101053305-status,102053305-status,103053305-status,104053305-status
2021-07-01 00:00,1,1,0,0,0,0,0,0,0,0
2021-07-01 00:15,0,0,0,0,0,0,0,0,0,0
2021-07-01 00:30,1,1,0,0,0,0,0,0,0,0
2021-07-01 00:45,0,0,0,0,0,0,0,0,0,0
2021-07-01 01:00,0,0,0,0,0,0,0,0,0,0
2021-07-01 01:15,0,0,0,0,0,0,0,0,0,0
2021-07-01 01:30,0,0,0,0,0,0,0,0,0,0
2021-07-01 01:45,0,0,0,0,0,0,0,0,0,0
2021-07-01 02:00,0,0,0,0,0,0,0,0,0,0
2021-07-01 02:15,0,0,0,0,0,0,0,0,0,0
2021-07-01 02:30,0,0,0,0,0,0,0,0,0,0
2021-07-01 02:45,0,0,0,0,0,0,0,0,0,0
2021-07-01 03:00,0,0,0,0,0,0,0,0,0,0
2021-07-01 03:15,0,0,0,0,0,0,0,0,0,0
2021-07-01 03:30,0,0,0,0,0,0,0,0,0,0
2021-07-01 03:45,0,0,0,0,0,0,0,0,0,0
2021-07-01 04:00,0,0,0,0,0,0,0,0,0,0
2021-07-01 04:15,0,0,0,0,0,0,0,0,0,0
2021-07-01 04:30,0,0,0,0,0,0,0,0,0,0
2021-07-01 04:45,1,0,1,0,0,0,0,0,0,0
2021-07-01 05:00,2,0,2,0,0,0,0,0,0,0
2021-07-01 05:15,3,0,3,0,0,0,0,0,0,0
2021-07-01 05:30,0,0,0,0,0,0,0,0,0,0
2021-07-01 05:45,3,0,3,0,0,0,0,0,0,0
2021-07-01 06:00,2,0,2,0,0,0,0,0,0,0
2021-07-01 06:15,5,0,2,3,0,0,0,0,0,0
2021-07-01 06:30,9,0,5,2,2,0,0,0,0,0
2021-07-01 06:45,10,0,7,3,0,0,0,0,0,0
2021-07-01 07:00,18,0,13,5,0,0,0,0,0,0
2021-07-01 07:15,27,5,12,10,0,0,0,0,0,0
2021-07-01 07:30,26,6,11,9,0,0,0,0,0,0
2021-07-01 07:45,14,0,9,5,0,0,0,0,0,0
2021-07-01 08:00,13,0,10,3,0,0,0,0,0,0
2021-07-01 08:15,5,0,5,0,0,0,0,0,0,0
2021-07-01 08:30,8,0,6,2,0,0,0,0,0,0
2021-07-01 08:45,5,0,3,2,0,0,0,0,0,0
2021-07-01 09:00,5,0,1,4,0,0,0,0,0,0
2021-07-01 09:15,4,0,3,1,0,0,0,0,0,0
2021-07-01 09:30,8,3,2,3,0,0,0,0,0,0
2021-07-01 09:45,4,1,0,3,0,0,0,0,0,0
2021-07-01 10:00,4,1,1,2,0,0,0,0,0,0
2021-07-01 10:15,5,1,2,2,0,0,0,0,0,0
2021-07-01 10:30,4,0,0,4,0,0,0,0,0,0
2021-07-01 10:45,9,1,4,4,0,0,0,0,0,0
2021-07-01 11:00,3,1,0,2,0,0,0,0,0,0
2021-07-01 11:15,5,0,4,1,0,0,0,0,0,0
2021-07-01 11:30,5,1,0,4,0,0,0,0,0,0
2021-07-01 11:45,4,1,1,2,0,0,0,0,0,0
2021-07-01 12:00,4,0,1,3,0,0,0,0,0,0
2021-07-01 12:15,10,0,4,6,0,0,0,0,0,0
2021-07-01 12:30,1,0,0,1,0,0,0,0,0,0
2021-07-01 12:45,7,0,4,3,0,0,0,0,0,0
2021-07-01 13:00,13,0,9,3,1,0,0,0,0,0
2021-07-01 13:15,17,0,11,5,1,0,0,0,0,0
2021-07-01 13:30,14,0,12,0,2,0,0,0,0,0
2021-07-01 13:45,3,0,2,1,0,0,0,0,0,0
2021-07-01 14:00,7,1,4,2,0,0,0,0,0,0
2021-07-01 14:15,6,0,2,4,0,0,0,0,0,0
2021-07-01 14:30,6,1,1,4,0,0,0,0,0,0
2021-07-01 14:45,3,1,0,2,0,0,0,0,0,0
2021-07-01 15:00,6,0,3,3,0,0,0,0,0,0
2021-07-01 15:15,2,1,0,1,0,0,0,0,0,0
2021-07-01 15:30,3,1,1,1,0,0,0,0,0,0
2021-07-01 15:45,13,1,5,7,0,0,0,0,0,0
2021-07-01 16:00,14,3,4,7,0,0,0,0,0,0
2021-07-01 16:15,15,4,1,10,0,0,0,0,0,0
2021-07-01 16:30,14,1,6,7,0,0,0,0,0,0
2021-07-01 16:45,19,4,4,11,0,0,0,0,0,0
2021-07-01 17:00,8,0,2,6,0,0,0,0,0,0
