Datetime,"100053305 (Kanalpromenade, Abschnitt 5)","101053305 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Osttor)","102053305 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Zentrum)","103053305 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Osttor)","104053305 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Zentrum)","353306596 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Osttor)","353306597 (Kanalpromenade, Abschnitt 5 Fahrräder Richtung Zentrum)",100053305-status,101053305-status,102053305-status,103053305-status,104053305-status,353306596-status,353306597-status
2024-06-01 00:00,4,0,3,0,1,,,0,0,0,0,0,,
2024-06-01 00:15,4,1,1,2,0,,,0,0,0,0,0,,
2024-06-01 00:30,2,0,2,0,0,,,0,0,0,0,0,,
2024-06-01 00:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-01 01:00,1,0,0,1,0,,,0,0,0,0,0,,
2024-06-01 01:15,2,0,2,0,0,,,0,0,0,0,0,,
2024-06-01 01:30,1,1,0,0,0,,,0,0,0,0,0,,
2024-06-01 01:45,2,0,2,0,0,,,0,0,0,0,0,,
2024-06-01 02:00,5,0,3,2,0,,,0,0,0,0,0,,
2024-06-01 02:15,3,0,3,0,0,,,0,0,0,0,0,,
2024-06-01 02:30,2,0,2,0,0,,,0,0,0,0,0,,
2024-06-01 02:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-01 03:00,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-01 03:15,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-01 03:30,2,0,2,0,0,,,0,0,0,0,0,,
2024-06-01 03:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-01 04:00,3,0,3,0,0,,,0,0,0,0,0,,
2024-06-01 04:15,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-01 04:30,7,0,5,0,2,,,0,0,0,0,0,,
2024-06-01 04:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-01 05:00,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-01 05:15,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-01 05:30,3,0,3,0,0,,,0,0,0,0,0,,
2024-06-01 05:45,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-01 06:00,3,1,1,1,0,,,0,0,0,0,0,,
2024-06-01 06:15,1,0,0,1,0,,,0,0,0,0,0,,
2024-06-01 06:30,2,0,2,0,0,,,0,0,0,0,0,,
2024-06-01 06:45,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-01 07:00,2,0,2,0,0,,,0,0,0,0,0,,
2024-06-01 07:15,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-01 07:30,2,0,1,1,0,,,0,0,0,0,0,,
2024-06-01 07:45,4,0,3,1,0,,,0,0,0,0,0,,
2024-06-01 08:00,6,1,3,2,0,,,0,0,0,0,0,,
2024-06-01 08:15,2,0,1,1,0,,,0,0,0,0,0,,
2024-06-01 08:30,5,1,4,0,0,,,0,0,0,0,0,,
2024-06-01 08:45,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-01 09:00,10,1,6,3,0,,,0,0,0,0,0,,
2024-06-01 09:15,4,0,3,1,0,,,0,0,0,0,0,,
2024-06-01 09:30,6,1,3,2,0,,,0,0,0,0,0,,
2024-06-01 09:45,23,10,3,10,0,,,0,0,0,0,0,,
2024-06-01 10:00,24,6,11,3,4,,,0,0,0,0,0,,
2024-06-01 10:15,22,3,15,3,1,,,0,0,0,0,0,,
2024-06-01 10:30,13,0,10,3,0,,,0,0,0,0,0,,
2024-06-01 10:45,24,5,15,4,0,,,0,0,0,0,0,,
2024-06-01 11:00,16,2,10,4,0,,,0,0,0,0,0,,
2024-06-01 11:15,21,2,14,5,0,,,0,0,0,0,0,,
2024-06-01 11:30,9,2,3,4,0,,,0,0,0,0,0,,
2024-06-01 11:45,16,1,10,5,0,,,0,0,0,0,0,,
2024-06-01 12:00,23,1,14,7,1,,,0,0,0,0,0,,
2024-06-01 12:15,14,2,6,6,0,,,0,0,0,0,0,,
2024-06-01 12:30,19,4,10,4,1,,,0,0,0,0,0,,
2024-06-01 12:45,31,2,16,13,0,,,0,0,0,0,0,,
2024-06-01 13:00,43,7,21,15,0,,,0,0,0,0,0,,
2024-06-01 13:15,23,3,14,6,0,,,0,0,0,0,0,,
2024-06-01 13:30,15,2,5,8,0,,,0,0,0,0,0,,
2024-06-01 13:45,27,3,11,12,1,,,0,0,0,0,0,,
2024-06-01 14:00,33,1,23,9,0,,,0,0,0,0,0,,
2024-06-01 14:15,32,3,17,12,0,,,0,0,0,0,0,,
2024-06-01 14:30,37,4,20,13,0,,,0,0,0,0,0,,
2024-06-01 14:45,27,4,18,4,1,,,0,0,0,0,0,,
2024-06-01 15:00,26,3,13,10,0,,,0,0,0,0,0,,
2024-06-01 15:15,30,5,9,15,1,,,0,0,0,0,0,,
2024-06-01 15:30,42,5,14,22,1,,,0,0,0,0,0,,
2024-06-01 15:45,36,13,7,16,0,,,0,0,0,0,0,,
2024-06-01 16:00,40,6,17,17,0,,,0,0,0,0,0,,
2024-06-01 16:15,33,14,14,5,0,,,0,0,0,0,0,,
2024-06-01 16:30,41,8,14,19,0,,,0,0,0,0,0,,
2024-06-01 16:45,16,2,9,3,2,,,0,0,0,0,0,,
2024-06-01 17:00,19,3,6,10,0,,,0,0,0,0,0,,
2024-06-01 17:15,12,2,6,4,0,,,0,0,0,0,0,,
2024-06-01 17:30,25,3,16,5,1,,,0,0,0,0,0,,
2024-06-01 17:45,25,3,15,7,0,,,0,0,0,0,0,,
2024-06-01 18:00,21,7,7,7,0,,,0,0,0,0,0,,
2024-06-01 18:15,18,4,9,5,0,,,0,0,0,0,0,,
2024-06-01 18:30,10,2,5,2,1,,,0,0,0,0,0,,
2024-06-01 18:45,21,7,9,4,1,,,0,0,0,0,0,,
2024-06-01 19:00,18,2,9,6,1,,,0,0,0,0,0,,
2024-06-01 19:15,16,5,5,5,1,,,0,0,0,0,0,,
2024-06-01 19:30,18,2,11,4,1,,,0,0,0,0,0,,
2024-06-01 19:45,11,2,8,1,0,,,0,0,0,0,0,,
2024-06-01 20:00,11,3,2,6,0,,,0,0,0,0,0,,
2024-06-01 20:15,11,2,5,4,0,,,0,0,0,0,0,,
2024-06-01 20:30,6,3,2,1,0,,,0,0,0,0,0,,
2024-06-01 20:45,2,0,1,1,0,,,0,0,0,0,0,,
2024-06-01 21:00,10,1,3,6,0,,,0,0,0,0,0,,
2024-06-01 21:15,3,0,2,1,0,,,0,0,0,0,0,,
2024-06-01 21:30,8,0,7,0,1,,,0,0,0,0,0,,
2024-06-01 21:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-01 22:00,5,2,1,1,1,,,0,0,0,0,0,,
2024-06-01 22:15,4,2,0,2,0,,,0,0,0,0,0,,
2024-06-01 22:30,3,1,1,1,0,,,0,0,0,0,0,,
2024-06-01 22:45,6,2,1,3,0,,,0,0,0,0,0,,
2024-06-01 23:00,5,1,2,1,1,,,0,0,0,0,0,,
2024-06-01 23:15,3,1,2,0,0,,,0,0,0,0,0,,
2024-06-01 23:30,7,2,2,2,1,,,0,0,0,0,0,,
2024-06-01 23:45,3,1,1,1,0,,,0,0,0,0,0,,
2024-06-02 00:00,4,2,0,2,0,,,0,0,0,0,0,,
2024-06-02 00:15,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 00:30,2,1,1,0,0,,,0,0,0,0,0,,
2024-06-02 00:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 01:00,4,1,1,1,1,,,0,0,0,0,0,,
2024-06-02 01:15,2,1,1,0,0,,,0,0,0,0,0,,
2024-06-02 01:30,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 01:45,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-02 02:00,2,2,0,0,0,,,0,0,0,0,0,,
2024-06-02 02:15,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 02:30,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 02:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 03:00,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 03:15,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 03:30,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 03:45,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-02 04:00,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-02 04:15,1,0,0,1,0,,,0,0,0,0,0,,
2024-06-02 04:30,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 04:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 05:00,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 05:15,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 05:30,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 05:45,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-02 06:00,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-02 06:15,2,0,1,1,0,,,0,0,0,0,0,,
2024-06-02 06:30,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 06:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 07:00,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 07:15,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-02 07:30,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 07:45,0,0,0,0,0,,,0,0,0,0,0,,
2024-06-02 08:00,6,0,1,5,0,,,0,0,0,0,0,,
2024-06-02 08:15,2,0,2,0,0,,,0,0,0,0,0,,
2024-06-02 08:30,3,1,2,0,0,,,0,0,0,0,0,,
2024-06-02 08:45,2,0,0,2,0,,,0,0,0,0,0,,
2024-06-02 09:00,1,0,1,0,0,,,0,0,0,0,0,,
2024-06-02 09:15,4,1,0,3,0,,,0,0,0,0,0,,
2024-06-02 09:30,8,0,6,1,1,,,0,0,0,0,0,,
2024-06-02 09:45,10,2,4,4,0,,,0,0,0,0,0,,
2024-06-02 10:00,10,3,1,5,1,,,0,0,0,0,0,,
2024-06-02 10:15,13,6,4,3,0,,,0,0,0,0,0,,
2024-06-02 10:30,11,2,5,3,1,,,0,0,0,0,0,,
2024-06-02 10:45,13,3,5,4,1,,,0,0,0,0,0,,
2024-06-02 11:00,10,1,3,6,0,,,0,0,0,0,0,,
2024-06-02 11:15,10,3,2,5,0,,,0,0,0,0,0,,
2024-06-02 11:30,22,2,14,5,1,,,0,0,0,0,0,,
2024-06-02 11:45,25,7,8,9,1,,,0,0,0,0,0,,
2024-06-02 12:00,27,1,18,8,0,,,0,0,0,0,0,,
2024-06-02 12:15,21,6,10,5,0,,,0,0,0,0,0,,
2024-06-02 12:30,19,4,9,6,0,,,0,0,0,0,0,,
2024-06-02 12:45,18,5,8,5,0,,,0,0,0,0,0,,
2024-06-02 13:00,24,2,17,5,0,,,0,0,0,0,0,,
2024-06-02 13:15,35,11,15,9,0,,,0,0,0,0,0,,
2024-06-02 13:30,27,9,5,13,0,,,0,0,0,0,0,,
2024-06-02 13:45,53,4,38,11,0,,,0,0,0,0,0,,
2024-06-02 14:00,43,11,23,8,1,,,0,0,0,0,0,,
2024-06-02 14:15,41,7,21,12,1,,,0,0,0,0,0,,
2024-06-02 14:30,52,9,28,15,0,,,0,0,0,0,0,,
2024-06-02 14:45,66,15,23,28,0,,,0,0,0,0,0,,
2024-06-02 15:00,41,10,24,7,0,,,0,0,0,0,0,,
2024-06-02 15:15,70,12,36,20,2,,,0,0,0,0,0,,
2024-06-02 15:30,34,3,23,8,0,,,0,0,0,0,0,,
2024-06-02 15:45,33,4,21,6,2,,,0,0,0,0,0,,
2024-06-02 16:00,20,5,8,7,0,,,0,0,0,0,0,,
2024-06-02 16:15,33,5,21,7,0,,,0,0,0,0,0,,
2024-06-02 16:30,43,11,15,17,0,,,0,0,0,0,0,,
2024-06-02 16:45,30,5,13,12,0,,,0,0,0,0,0,,
2024-06-02 17:00,50,10,20,20,0,,,0,0,0,0,0,,
2024-06-02 17:15,37,9,16,10,2,,,0,0,0,0,0,,
2024-06-02 17:30,45,8,20,15,2,,,0,0,0,0,0,,
2024-06-02 17:45,24,5,10,8,1,,,0,0,0,0,0,,
2024-06-02 18:00,20,5,9,6,0,,,0,0,0,0,0,,
2024-06-02 18:15,14,2,8,4,0,,,0,0,0,0,0,,
2024-06-02 18:30,17,4,10,3,0,,,0,0,0,0,0,,
2024-06-02 18:45,19,3,11,4,1,,,0,0,0,0,0,,
2024-06-02 19:00,11,3,5,3,0,,,0,0,0,0,0,,
2024-06-02 19:15,24,4,10,10,0,,,0,0,0,0,0,,
2024-06-02 19:30,14,4,8,2,0,,,0,0,0,0,0,,
2024-06-02 19:45,17,1,7,9,0,,,0,0,0,0,0,,
2024-06-02 20:00,6,0,6,0,0,,,0,0,0,0,0,,
2024-06-02 20:15,8,0,7,1,0,,,0,0,0,0,0,,
2024-06-02 20:30,10,3,5,2,0,,,0,0,0,0,0,,
2024-06-02 20:45,10,1,7,2,0,,,0,0,0,0,0,,
2024-06-02 21:00,6,2,2,2,0,,,0,0,0,0,0,,
2024-06-02 21:15,6,1,2,3,0,,,0,0,0,0,0,,
2024-06-02 21:30,6,0,4,2,0,,,0,0,0,0,0,,
2024-06-02 21:45,2,0,2,0,0,,,0,0,0,0,0,,
2024-06-02 22:00,3,0,2,1,0,,,0,0,0,0,0,,
2024-06-02 22:15,2,1,0,1,0,,,0,0,0,0,0,,
2024-06-02 22:30,3,0,3,0,0,,,0,0,0,0,0,,
