Datetime,100053305 (Kanalpromenade),101053305 (Kanalpromenade Fahrräder Richtung Osttor),102053305 (Kanalpromenade Fahrräder Richtung Zentrum),103053305 (Kanalpromenade Fahrräder Richtung Osttor),104053305 (Kanalpromenade Fahrräder Richtung Zentrum),100053305-status,101053305-status,102053305-status,103053305-status,104053305-status
2023-08-01 00:00,1,0,0,1,0,0,0,0,0,0
2023-08-01 00:15,0,0,0,0,0,0,0,0,0,0
2023-08-01 00:30,1,0,0,1,0,0,0,0,0,0
2023-08-01 00:45,0,0,0,0,0,0,0,0,0,0
2023-08-01 01:00,0,0,0,0,0,0,0,0,0,0
2023-08-01 01:15,0,0,0,0,0,0,0,0,0,0
2023-08-01 01:30,0,0,0,0,0,0,0,0,0,0
2023-08-01 01:45,0,0,0,0,0,0,0,0,0,0
2023-08-01 02:00,0,0,0,0,0,0,0,0,0,0
2023-08-01 02:15,0,0,0,0,0,0,0,0,0,0
2023-08-01 02:30,0,0,0,0,0,0,0,0,0,0
2023-08-01 02:45,0,0,0,0,0,0,0,0,0,0
2023-08-01 03:00,0,0,0,0,0,0,0,0,0,0
2023-08-01 03:15,0,0,0,0,0,0,0,0,0,0
2023-08-01 03:30,0,0,0,0,0,0,0,0,0,0
2023-08-01 03:45,0,0,0,0,0,0,0,0,0,0
2023-08-01 04:00,0,0,0,0,0,0,0,0,0,0
2023-08-01 04:15,1,1,0,0,0,0,0,0,0,0
2023-08-01 04:30,0,0,0,0,0,0,0,0,0,0
2023-08-01 04:45,2,0,2,0,0,0,0,0,0,0
2023-08-01 05:00,2,1,1,0,0,0,0,0,0,0
2023-08-01 05:15,3,1,1,1,0,0,0,0,0,0
2023-08-01 05:30,3,0,3,0,0,0,0,0,0,0
2023-08-01 05:45,5,0,4,1,0,0,0,0,0,0
2023-08-01 06:00,6,0,6,0,0,0,0,0,0,0
2023-08-01 06:15,8,0,5,2,1,0,0,0,0,0
2023-08-01 06:30,10,0,8,2,0,0,0,0,0,0
2023-08-01 06:45,27,1,23,3,0,0,0,0,0,0
2023-08-01 07:00,16,0,14,2,0,0,0,0,0,0
2023-08-01 07:15,19,0,15,4,0,0,0,0,0,0
2023-08-01 07:30,31,2,24,4,1,0,0,0,0,0
2023-08-01 07:45,14,0,10,4,0,0,0,0,0,0
2023-08-01 08:00,12,1,6,5,0,0,0,0,0,0
2023-08-01 08:15,5,0,3,2,0,0,0,0,0,0
2023-08-01 08:30,9,1,4,4,0,0,0,0,0,0
2023-08-01 08:45,5,1,2,2,0,0,0,0,0,0
2023-08-01 09:00,11,0,6,5,0,0,0,0,0,0
2023-08-01 09:15,8,4,3,1,0,0,0,0,0,0
2023-08-01 09:30,4,0,4,0,0,0,0,0,0,0
2023-08-01 09:45,4,1,1,2,0,0,0,0,0,0
2023-08-01 10:00,9,2,1,6,0,0,0,0,0,0
2023-08-01 10:15,12,2,2,8,0,0,0,0,0,0
2023-08-01 10:30,5,1,1,3,0,0,0,0,0,0
2023-08-01 10:45,6,1,1,3,1,0,0,0,0,0
2023-08-01 11:00,5,0,3,2,0,0,0,0,0,0
2023-08-01 11:15,3,0,1,2,0,0,0,0,0,0
2023-08-01 11:30,9,1,4,4,0,0,0,0,0,0
2023-08-01 11:45,10,3,4,3,0,0,0,0,0,0
2023-08-01 12:00,5,2,1,2,0,0,0,0,0,0
2023-08-01 12:15,5,0,4,1,0,0,0,0,0,0
2023-08-01 12:30,9,1,5,3,0,0,0,0,0,0
2023-08-01 12:45,3,0,1,2,0,0,0,0,0,0
2023-08-01 13:00,5,0,3,1,1,0,0,0,0,0
2023-08-01 13:15,7,0,6,1,0,0,0,0,0,0
2023-08-01 13:30,15,2,6,7,0,0,0,0,0,0
2023-08-01 13:45,3,0,1,2,0,0,0,0,0,0
2023-08-01 14:00,12,0,4,7,1,0,0,0,0,0
2023-08-01 14:15,15,1,9,4,1,0,0,0,0,0
2023-08-01 14:30,10,1,5,4,0,0,0,0,0,0
2023-08-01 14:45,9,1,4,4,0,0,0,0,0,0
2023-08-01 15:00,11,0,6,5,0,0,0,0,0,0
2023-08-01 15:15,8,0,4,4,0,0,0,0,0,0
2023-08-01 15:30,17,2,4,11,0,0,0,0,0,0
2023-08-01 15:45,17,1,7,9,0,0,0,0,0,0
2023-08-01 16:00,29,4,9,16,0,0,0,0,0,0
2023-08-01 16:15,27,2,9,16,0,0,0,0,0,0
2023-08-01 16:30,21,1,10,10,0,0,0,0,0,0
2023-08-01 16:45,25,2,7,15,1,0,0,0,0,0
2023-08-01 17:00,15,1,7,7,0,0,0,0,0,0
2023-08-01 17:15,19,0,10,9,0,0,0,0,0,0
2023-08-01 17:30,19,0,9,10,0,0,0,0,0,0
2023-08-01 17:45,28,2,19,7,0,0,0,0,0,0
2023-08-01 18:00,22,1,9,11,1,0,0,0,0,0
2023-08-01 18:15,21,6,4,11,0,0,0,0,0,0
2023-08-01 18:30,15,3,6,5,1,0,0,0,0,0
2023-08-01 18:45,23,7,6,9,1,0,0,0,0,0
2023-08-01 19:00,17,0,10,7,0,0,0,0,0,0
2023-08-01 19:15,22,2,14,5,1,0,0,0,0,0
2023-08-01 19:30,19,2,12,5,0,0,0,0,0,0
2023-08-01 19:45,14,1,7,6,0,0,0,0,0,0
2023-08-01 20:00,6,3,1,2,0,0,0,0,0,0
2023-08-01 20:15,10,1,5,4,0,0,0,0,0,0
2023-08-01 20:30,9,1,6,2,0,0,0,0,0,0
2023-08-01 20:45,4,1,2,1,0,0,0,0,0,0
2023-08-01 21:00,3,0,2,0,1,0,0,0,0,0
2023-08-01 21:15,7,0,6,1,0,0,0,0,0,0
2023-08-01 21:30,2,0,1,0,1,0,0,0,0,0
2023-08-01 21:45,5,0,4,1,0,0,0,0,0,0
2023-08-01 22:00,1,0,1,0,0,0,0,0,0,0
2023-08-01 22:15,3,0,3,0,0,0,0,0,0,0
2023-08-01 22:30,1,0,1,0,0,0,0,0,0,0
2023-08-01 22:45,1,0,0,1,0,0,0,0,0,0
2023-08-01 23:00,5,2,0,3,0,0,0,0,0,0
2023-08-01 23:15,0,0,0,0,0,0,0,0,0,0
2023-08-01 23:30,0,0,0,0,0,0,0,0,0,0
2023-08-01 23:45,0,0,0,0,0,0,0,0,0,0
2023-08-02 00:00,0,0,0,0,0,0,0,0,0,0
2023-08-02 00:15,0,0,0,0,0,0,0,0,0,0
2023-08-02 00:30,0,0,0,0,0,0,0,0,0,0
2023-08-02 00:45,0,0,0,0,0,0,0,0,0,0
2023-08-02 01:00,0,0,0,0,0,0,0,0,0,0
2023-08-02 01:15,0,0,0,0,0,0,0,0,0,0
2023-08-02 01:30,0,0,0,0,0,0,0,0,0,0
2023-08-02 01:45,0,0,0,0,0,0,0,0,0,0
2023-08-02 02:00,0,0,0,0,0,0,0,0,0,0
2023-08-02 02:15,0,0,0,0,0,0,0,0,0,0
2023-08-02 02:30,0,0,0,0,0,0,0,0,0,0
2023-08-02 02:45,0,0,0,0,0,0,0,0,0,0
2023-08-02 03:00,0,0,0,0,0,0,0,0,0,0
2023-08-02 03:15,0,0,0,0,0,0,0,0,0,0
2023-08-02 03:30,0,0,0,0,0,0,0,0,0,0
2023-08-02 03:45,0,0,0,0,0,0,0,0,0,0
2023-08-02 04:00,0,0,0,0,0,0,0,0,0,0
2023-08-02 04:15,0,0,0,0,0,0,0,0,0,0
2023-08-02 04:30,2,0,2,0,0,0,0,0,0,0
2023-08-02 04:45,1,0,1,0,0,0,0,0,0,0
2023-08-02 05:00,5,2,1,2,0,0,0,0,0,0
2023-08-02 05:15,2,0,1,1,0,0,0,0,0,0
2023-08-02 05:30,3,0,2,1,0,0,0,0,0,0
2023-08-02 05:45,4,0,3,1,0,0,0,0,0,0
2023-08-02 06:00,5,0,4,1,0,0,0,0,0,0
2023-08-02 06:15,9,0,7,1,1,0,0,0,0,0
2023-08-02 06:30,13,0,10,3,0,0,0,0,0,0
2023-08-02 06:45,17,0,15,1,1,0,0,0,0,0
2023-08-02 07:00,22,0,18,4,0,0,0,0,0,0
2023-08-02 07:15,16,0,14,2,0,0,0,0,0,0
2023-08-02 07:30,19,0,14,5,0,0,0,0,0,0
2023-08-02 07:45,14,0,12,2,0,0,0,0,0,0
2023-08-02 08:00,18,0,8,10,0,0,0,0,0,0
2023-08-02 08:15,6,0,4,2,0,0,0,0,0,0
2023-08-02 08:30,16,1,11,4,0,0,0,0,0,0
2023-08-02 08:45,4,0,2,2,0,0,0,0,0,0
2023-08-02 09:00,6,0,3,2,1,0,0,0,0,0
2023-08-02 09:15,7,0,3,4,0,0,0,0,0,0
2023-08-02 09:30,1,0,1,0,0,0,0,0,0,0
2023-08-02 09:45,2,0,1,1,0,0,0,0,0,0
2023-08-02 10:00,1,0,0,1,0,0,0,0,0,0
2023-08-02 10:15,6,0,4,2,0,0,0,0,0,0
2023-08-02 10:30,10,1,2,7,0,0,0,0,0,0
2023-08-02 10:45,3,0,2,0,1,0,0,0,0,0
2023-08-02 11:00,2,0,2,0,0,0,0,0,0,0
2023-08-02 11:15,1,0,1,0,0,0,0,0,0,0
2023-08-02 11:30,2,2,0,0,0,0,0,0,0,0
2023-08-02 11:45,2,0,2,0,0,0,0,0,0,0
2023-08-02 12:00,2,2,0,0,0,0,0,0,0,0
2023-08-02 12:15,2,0,1,1,0,0,0,0,0,0
