Datetime,100053305 (Kanalpromenade),101053305 (Kanalpromenade Fahrräder Richtung Osttor),102053305 (Kanalpromenade Fahrräder Richtung Zentrum),103053305 (Kanalpromenade Fahrräder Richtung Osttor),104053305 (Kanalpromenade Fahrräder Richtung Zentrum),353306596 (Kanalpromenade Fahrräder Richtung Osttor),353306597 (Kanalpromenade Fahrräder Richtung Zentrum),100053305-status,101053305-status,102053305-status,103053305-status,104053305-status,353306596-status,353306597-status
2023-10-01 00:00,7,4,3,0,0,,,0,0,0,0,0,,
2023-10-01 00:15,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 00:30,2,0,1,1,0,,,0,0,0,0,0,,
2023-10-01 00:45,2,1,0,1,0,,,0,0,0,0,0,,
2023-10-01 01:00,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 01:15,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 01:30,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 01:45,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 02:00,2,0,2,0,0,,,0,0,0,0,0,,
2023-10-01 02:15,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 02:30,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 02:45,1,1,0,0,0,,,0,0,0,0,0,,
2023-10-01 03:00,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 03:15,1,0,1,0,0,,,0,0,0,0,0,,
2023-10-01 03:30,1,0,0,1,0,,,0,0,0,0,0,,
2023-10-01 03:45,2,1,0,1,0,,,0,0,0,0,0,,
2023-10-01 04:00,1,0,1,0,0,,,0,0,0,0,0,,
2023-10-01 04:15,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 04:30,1,0,0,1,0,,,0,0,0,0,0,,
2023-10-01 04:45,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 05:00,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 05:15,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 05:30,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 05:45,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 06:00,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 06:15,1,0,0,1,0,,,0,0,0,0,0,,
2023-10-01 06:30,1,0,1,0,0,,,0,0,0,0,0,,
2023-10-01 06:45,1,0,1,0,0,,,0,0,0,0,0,,
2023-10-01 07:00,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 07:15,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 07:30,2,0,1,1,0,,,0,0,0,0,0,,
2023-10-01 07:45,2,0,1,0,1,,,0,0,0,0,0,,
2023-10-01 08:00,3,0,2,1,0,,,0,0,0,0,0,,
2023-10-01 08:15,1,0,1,0,0,,,0,0,0,0,0,,
2023-10-01 08:30,5,0,4,1,0,,,0,0,0,0,0,,
2023-10-01 08:45,0,0,0,0,0,,,0,0,0,0,0,,
2023-10-01 09:00,6,0,3,2,1,,,0,0,0,0,0,,
2023-10-01 09:15,6,0,3,2,1,,,0,0,0,0,0,,
2023-10-01 09:30,9,0,5,3,1,,,0,0,0,0,0,,
2023-10-01 09:45,18,7,6,5,0,,,0,0,0,0,0,,
2023-10-01 10:00,13,2,8,3,0,,,0,0,0,0,0,,
2023-10-01 10:15,8,1,4,3,0,,,0,0,0,0,0,,
2023-10-01 10:30,28,4,12,11,1,,,0,0,0,0,0,,
2023-10-01 10:45,18,3,9,6,0,,,0,0,0,0,0,,
2023-10-01 11:00,28,9,11,8,0,,,0,0,0,0,0,,
2023-10-01 11:15,33,4,20,9,0,,,0,0,0,0,0,,
2023-10-01 11:30,44,8,26,10,0,,,0,0,0,0,0,,
2023-10-01 11:45,55,6,25,24,0,,,0,0,0,0,0,,
2023-10-01 12:00,37,3,25,9,0,,,0,0,0,0,0,,
2023-10-01 12:15,37,12,15,10,0,,,0,0,0,0,0,,
2023-10-01 12:30,81,20,32,28,1,,,0,0,0,0,0,,
2023-10-01 12:45,56,11,26,19,0,,,0,0,0,0,0,,
2023-10-01 13:00,55,12,26,16,1,,,0,0,0,0,0,,
2023-10-01 13:15,59,11,30,16,2,,,0,0,0,0,0,,
2023-10-01 13:30,73,9,35,27,2,,,0,0,0,0,0,,
2023-10-01 13:45,83,11,39,31,2,,,0,0,0,0,0,,
2023-10-01 14:00,62,8,29,23,2,,,0,0,0,0,0,,
