Datetime,100053305 (Kanalpromenade),101053305 (Kanalpromenade Fahrräder Richtung Osttor),102053305 (Kanalpromenade Fahrräder Richtung Zentrum),103053305 (Kanalpromenade Fahrräder Richtung Osttor),104053305 (Kanalpromenade Fahrräder Richtung Zentrum),100053305-status,101053305-status,102053305-status,103053305-status,104053305-status
2021-11-01 00:00,2,1,0,1,0,0,0,0,0,0
2021-11-01 00:15,0,0,0,0,0,0,0,0,0,0
2021-11-01 00:30,0,0,0,0,0,0,0,0,0,0
2021-11-01 00:45,2,1,0,1,0,0,0,0,0,0
2021-11-01 01:00,0,0,0,0,0,0,0,0,0,0
2021-11-01 01:15,0,0,0,0,0,0,0,0,0,0
2021-11-01 01:30,1,0,1,0,0,0,0,0,0,0
2021-11-01 01:45,2,0,1,0,1,0,0,0,0,0
2021-11-01 02:00,0,0,0,0,0,0,0,0,0,0
2021-11-01 02:15,0,0,0,0,0,0,0,0,0,0
2021-11-01 02:30,1,0,1,0,0,0,0,0,0,0
2021-11-01 02:45,0,0,0,0,0,0,0,0,0,0
2021-11-01 03:00,2,0,0,2,0,0,0,0,0,0
2021-11-01 03:15,0,0,0,0,0,0,0,0,0,0
2021-11-01 03:30,0,0,0,0,0,0,0,0,0,0
2021-11-01 03:45,1,0,1,0,0,0,0,0,0,0
2021-11-01 04:00,0,0,0,0,0,0,0,0,0,0
2021-11-01 04:15,2,0,2,0,0,0,0,0,0,0
2021-11-01 04:30,0,0,0,0,0,0,0,0,0,0
2021-11-01 04:45,1,0,1,0,0,0,0,0,0,0
2021-11-01 05:00,0,0,0,0,0,0,0,0,0,0
2021-11-01 05:15,0,0,0,0,0,0,0,0,0,0
2021-11-01 05:30,2,0,0,2,0,0,0,0,0,0
2021-11-01 05:45,0,0,0,0,0,0,0,0,0,0
2021-11-01 06:00,0,0,0,0,0,0,0,0,0,0
2021-11-01 06:15,0,0,0,0,0,0,0,0,0,0
2021-11-01 06:30,0,0,0,0,0,0,0,0,0,0
2021-11-01 06:45,0,0,0,0,0,0,0,0,0,0
2021-11-01 07:00,2,0,1,1,0,0,0,0,0,0
2021-11-01 07:15,1,1,0,0,0,0,0,0,0,0
2021-11-01 07:30,3,1,1,1,0,0,0,0,0,0
2021-11-01 07:45,1,0,1,0,0,0,0,0,0,0
2021-11-01 08:00,2,0,0,2,0,0,0,0,0,0
2021-11-01 08:15,1,1,0,0,0,0,0,0,0,0
2021-11-01 08:30,4,2,1,1,0,0,0,0,0,0
2021-11-01 08:45,4,0,1,2,1,0,0,0,0,0
2021-11-01 09:00,1,1,0,0,0,0,0,0,0,0
2021-11-01 09:15,1,0,1,0,0,0,0,0,0,0
2021-11-01 09:30,2,0,1,1,0,0,0,0,0,0
2021-11-01 09:45,8,1,1,5,1,0,0,0,0,0
2021-11-01 10:00,9,2,7,0,0,0,0,0,0,0
2021-11-01 10:15,6,2,2,2,0,0,0,0,0,0
2021-11-01 10:30,17,4,5,8,0,0,0,0,0,0
2021-11-01 10:45,5,3,1,1,0,0,0,0,0,0
2021-11-01 11:00,13,2,4,5,2,0,0,0,0,0
2021-11-01 11:15,11,3,1,6,1,0,0,0,0,0
2021-11-01 11:30,10,0,4,6,0,0,0,0,0,0
2021-11-01 11:45,17,3,6,8,0,0,0,0,0,0
2021-11-01 12:00,8,1,6,1,0,0,0,0,0,0
2021-11-01 12:15,13,2,7,4,0,0,0,0,0,0
2021-11-01 12:30,21,4,3,14,0,0,0,0,0,0
2021-11-01 12:45,13,0,12,0,1,0,0,0,0,0
2021-11-01 13:00,14,2,8,4,0,0,0,0,0,0
2021-11-01 13:15,22,3,13,6,0,0,0,0,0,0
2021-11-01 13:30,10,1,5,4,0,0,0,0,0,0
2021-11-01 13:45,19,3,8,7,1,0,0,0,0,0
2021-11-01 14:00,24,6,13,4,1,0,0,0,0,0
