Datetime,100031300 (Hafenstraße),101031300 (Channel 1 IN),102031300 (Channel 2 OUT),100031300-status,101031300-status,102031300-status
2023-03-01 00:00,7,0,7,0,0,0
2023-03-01 00:15,5,1,4,0,0,0
2023-03-01 00:30,8,2,6,0,0,0
2023-03-01 00:45,7,3,4,0,0,0
2023-03-01 01:00,1,0,1,0,0,0
2023-03-01 01:15,5,1,4,0,0,0
2023-03-01 01:30,5,2,3,0,0,0
2023-03-01 01:45,4,1,3,0,0,0
2023-03-01 02:00,3,1,2,0,0,0
2023-03-01 02:15,0,0,0,0,0,0
2023-03-01 02:30,0,0,0,0,0,0
2023-03-01 02:45,2,0,2,0,0,0
2023-03-01 03:00,3,0,3,0,0,0
2023-03-01 03:15,0,0,0,0,0,0
2023-03-01 03:30,2,2,0,0,0,0
2023-03-01 03:45,0,0,0,0,0,0
2023-03-01 04:00,0,0,0,0,0,0
2023-03-01 04:15,1,0,1,0,0,0
2023-03-01 04:30,4,2,2,0,0,0
2023-03-01 04:45,12,5,7,0,0,0
2023-03-01 05:00,3,3,0,0,0,0
2023-03-01 05:15,15,5,10,0,0,0
2023-03-01 05:30,25,7,18,0,0,0
2023-03-01 05:45,29,20,9,0,0,0
2023-03-01 06:00,23,7,16,0,0,0
2023-03-01 06:15,53,22,31,0,0,0
2023-03-01 06:30,39,23,16,0,0,0
2023-03-01 06:45,77,46,31,0,0,0
2023-03-01 07:00,87,46,41,0,0,0
2023-03-01 07:15,108,55,53,0,0,0
2023-03-01 07:30,144,63,81,0,0,0
2023-03-01 07:45,162,93,69,0,0,0
2023-03-01 08:00,140,68,72,0,0,0
2023-03-01 08:15,153,74,79,0,0,0
2023-03-01 08:30,114,64,50,0,0,0
2023-03-01 08:45,189,92,97,0,0,0
2023-03-01 09:00,93,43,50,0,0,0
2023-03-01 09:15,103,34,69,0,0,0
2023-03-01 09:30,92,32,60,0,0,0
2023-03-01 09:45,97,41,56,0,0,0
2023-03-01 10:00,87,31,56,0,0,0
2023-03-01 10:15,90,32,58,0,0,0
2023-03-01 10:30,83,26,57,0,0,0
2023-03-01 10:45,78,24,54,0,0,0
2023-03-01 11:00,94,37,57,0,0,0
2023-03-01 11:15,100,47,53,0,0,0
2023-03-01 11:30,85,27,58,0,0,0
2023-03-01 11:45,95,43,52,0,0,0
2023-03-01 12:00,104,45,59,0,0,0
2023-03-01 12:15,115,52,63,0,0,0
2023-03-01 12:30,99,39,60,0,0,0
2023-03-01 12:45,89,43,46,0,0,0
2023-03-01 13:00,124,56,68,0,0,0
2023-03-01 13:15,117,59,58,0,0,0
2023-03-01 13:30,116,56,60,0,0,0
2023-03-01 13:45,126,62,64,0,0,0
2023-03-01 14:00,108,47,61,0,0,0
2023-03-01 14:15,132,68,64,0,0,0
2023-03-01 14:30,131,61,70,0,0,0
2023-03-01 14:45,79,34,45,0,0,0
2023-03-01 15:00,113,56,57,0,0,0
2023-03-01 15:15,126,59,67,0,0,0
2023-03-01 15:30,133,75,58,0,0,0
2023-03-01 15:45,132,61,71,0,0,0
2023-03-01 16:00,138,67,71,0,0,0
2023-03-01 16:15,146,72,74,0,0,0
2023-03-01 16:30,130,55,75,0,0,0
2023-03-01 16:45,165,69,96,0,0,0
2023-03-01 17:00,192,88,104,0,0,0
2023-03-01 17:15,183,84,99,0,0,0
2023-03-01 17:30,166,65,101,0,0,0
2023-03-01 17:45,168,90,78,0,0,0
2023-03-01 18:00,154,77,77,0,0,0
2023-03-01 18:15,153,87,66,0,0,0
2023-03-01 18:30,115,55,60,0,0,0
2023-03-01 18:45,106,55,51,0,0,0
2023-03-01 19:00,130,64,66,0,0,0
2023-03-01 19:15,120,65,55,0,0,0
2023-03-01 19:30,102,48,54,0,0,0
2023-03-01 19:45,79,36,43,0,0,0
2023-03-01 20:00,92,49,43,0,0,0
2023-03-01 20:15,81,41,40,0,0,0
2023-03-01 20:30,56,22,34,0,0,0
2023-03-01 20:45,90,42,48,0,0,0
2023-03-01 21:00,62,23,39,0,0,0
2023-03-01 21:15,48,21,27,0,0,0
2023-03-01 21:30,47,20,27,0,0,0
2023-03-01 21:45,49,19,30,0,0,0
2023-03-01 22:00,53,27,26,0,0,0
2023-03-01 22:15,61,21,40,0,0,0
2023-03-01 22:30,40,12,28,0,0,0
2023-03-01 22:45,27,15,12,0,0,0
2023-03-01 23:00,17,7,10,0,0,0
2023-03-01 23:15,21,9,12,0,0,0
2023-03-01 23:30,18,6,12,0,0,0
2023-03-01 23:45,23,5,18,0,0,0
2023-03-02 00:00,11,4,7,0,0,0
2023-03-02 00:15,20,7,13,0,0,0
2023-03-02 00:30,16,4,12,0,0,0
2023-03-02 00:45,8,6,2,0,0,0
2023-03-02 01:00,7,3,4,0,0,0
2023-03-02 01:15,16,10,6,0,0,0
2023-03-02 01:30,9,5,4,0,0,0
2023-03-02 01:45,9,2,7,0,0,0
2023-03-02 02:00,7,5,2,0,0,0
2023-03-02 02:15,3,1,2,0,0,0
2023-03-02 02:30,3,0,3,0,0,0
2023-03-02 02:45,2,0,2,0,0,0
2023-03-02 03:00,3,1,2,0,0,0
2023-03-02 03:15,3,2,1,0,0,0
2023-03-02 03:30,3,3,0,0,0,0
2023-03-02 03:45,0,0,0,0,0,0
2023-03-02 04:00,2,1,1,0,0,0
2023-03-02 04:15,1,1,0,0,0,0
2023-03-02 04:30,1,0,1,0,0,0
2023-03-02 04:45,7,3,4,0,0,0
2023-03-02 05:00,6,4,2,0,0,0
2023-03-02 05:15,15,9,6,0,0,0
2023-03-02 05:30,20,5,15,0,0,0
2023-03-02 05:45,19,11,8,0,0,0
2023-03-02 06:00,23,8,15,0,0,0
2023-03-02 06:15,39,17,22,0,0,0
2023-03-02 06:30,63,33,30,0,0,0
2023-03-02 06:45,65,34,31,0,0,0
2023-03-02 07:00,93,49,44,0,0,0
2023-03-02 07:15,121,43,78,0,0,0
2023-03-02 07:30,169,75,94,0,0,0
2023-03-02 07:45,167,91,76,0,0,0
2023-03-02 08:00,132,66,66,0,0,0
2023-03-02 08:15,148,81,67,0,0,0
2023-03-02 08:30,142,69,73,0,0,0
