Datetime,100031300 (Hafenstraße),101031300 (Channel 1 IN),102031300 (Channel 2 OUT),100031300-status,101031300-status,102031300-status
2022-01-01 00:00,4,1,3,0,0,0
2022-01-01 00:15,9,2,7,0,0,0
2022-01-01 00:30,16,8,8,0,0,0
2022-01-01 00:45,22,13,9,0,0,0
2022-01-01 01:00,19,7,12,0,0,0
2022-01-01 01:15,20,7,13,0,0,0
2022-01-01 01:30,16,7,9,0,0,0
2022-01-01 01:45,24,9,15,0,0,0
2022-01-01 02:00,25,11,14,0,0,0
2022-01-01 02:15,11,3,8,0,0,0
2022-01-01 02:30,16,7,9,0,0,0
2022-01-01 02:45,35,15,20,0,0,0
2022-01-01 03:00,14,4,10,0,0,0
2022-01-01 03:15,18,8,10,0,0,0
2022-01-01 03:30,21,15,6,0,0,0
2022-01-01 03:45,25,3,22,0,0,0
2022-01-01 04:00,23,7,16,0,0,0
2022-01-01 04:15,12,5,7,0,0,0
2022-01-01 04:30,16,8,8,0,0,0
2022-01-01 04:45,14,4,10,0,0,0
2022-01-01 05:00,5,5,0,0,0,0
2022-01-01 05:15,10,5,5,0,0,0
2022-01-01 05:30,10,2,8,0,0,0
2022-01-01 05:45,8,4,4,0,0,0
2022-01-01 06:00,4,3,1,0,0,0
2022-01-01 06:15,5,4,1,0,0,0
2022-01-01 06:30,5,1,4,0,0,0
2022-01-01 06:45,3,2,1,0,0,0
2022-01-01 07:00,3,0,3,0,0,0
2022-01-01 07:15,9,2,7,0,0,0
2022-01-01 07:30,4,1,3,0,0,0
2022-01-01 07:45,4,0,4,0,0,0
2022-01-01 08:00,1,1,0,0,0,0
2022-01-01 08:15,2,0,2,0,0,0
2022-01-01 08:30,9,0,9,0,0,0
2022-01-01 08:45,9,5,4,0,0,0
2022-01-01 09:00,5,3,2,0,0,0
2022-01-01 09:15,5,2,3,0,0,0
2022-01-01 09:30,9,3,6,0,0,0
2022-01-01 09:45,13,9,4,0,0,0
2022-01-01 10:00,11,9,2,0,0,0
2022-01-01 10:15,10,3,7,0,0,0
2022-01-01 10:30,15,3,12,0,0,0
2022-01-01 10:45,11,7,4,0,0,0
2022-01-01 11:00,20,5,15,0,0,0
2022-01-01 11:15,23,5,18,0,0,0
2022-01-01 11:30,10,4,6,0,0,0
2022-01-01 11:45,25,9,16,0,0,0
2022-01-01 12:00,20,4,16,0,0,0
2022-01-01 12:15,22,7,15,0,0,0
2022-01-01 12:30,20,9,11,0,0,0
2022-01-01 12:45,34,20,14,0,0,0
2022-01-01 13:00,27,14,13,0,0,0
2022-01-01 13:15,34,11,23,0,0,0
2022-01-01 13:30,24,8,16,0,0,0
2022-01-01 13:45,54,19,35,0,0,0
2022-01-01 14:00,37,17,20,0,0,0
2022-01-01 14:15,48,28,20,0,0,0
2022-01-01 14:30,44,10,34,0,0,0
2022-01-01 14:45,53,12,41,0,0,0
2022-01-01 15:00,44,21,23,0,0,0
2022-01-01 15:15,30,15,15,0,0,0
2022-01-01 15:30,60,25,35,0,0,0
2022-01-01 15:45,40,24,16,0,0,0
2022-01-01 16:00,43,20,23,0,0,0
2022-01-01 16:15,57,26,31,0,0,0
2022-01-01 16:30,49,33,16,0,0,0
2022-01-01 16:45,39,15,24,0,0,0
2022-01-01 17:00,45,13,32,0,0,0
2022-01-01 17:15,30,10,20,0,0,0
2022-01-01 17:30,38,22,16,0,0,0
2022-01-01 17:45,53,26,27,0,0,0
2022-01-01 18:00,25,9,16,0,0,0
2022-01-01 18:15,29,18,11,0,0,0
2022-01-01 18:30,31,19,12,0,0,0
2022-01-01 18:45,34,19,15,0,0,0
2022-01-01 19:00,39,13,26,0,0,0
2022-01-01 19:15,34,15,19,0,0,0
2022-01-01 19:30,31,14,17,0,0,0
2022-01-01 19:45,22,8,14,0,0,0
2022-01-01 20:00,19,6,13,0,0,0
2022-01-01 20:15,33,20,13,0,0,0
2022-01-01 20:30,17,5,12,0,0,0
2022-01-01 20:45,17,7,10,0,0,0
2022-01-01 21:00,25,8,17,0,0,0
2022-01-01 21:15,11,5,6,0,0,0
2022-01-01 21:30,15,7,8,0,0,0
2022-01-01 21:45,19,8,11,0,0,0
2022-01-01 22:00,33,10,23,0,0,0
2022-01-01 22:15,23,7,16,0,0,0
2022-01-01 22:30,17,4,13,0,0,0
2022-01-01 22:45,9,0,9,0,0,0
2022-01-01 23:00,13,4,9,0,0,0
2022-01-01 23:15,14,6,8,0,0,0
2022-01-01 23:30,15,4,11,0,0,0
2022-01-01 23:45,10,4,6,0,0,0
