Datetime,100031300 (Hafenstraße),101031300 (Hafenstraße Fahrräder IN),102031300 (Hafenstraße Fahrräder OUT),100031300-status,101031300-status,102031300-status
2025-01-01 00:00,7,4,3,0,0,0
2025-01-01 00:15,34,19,15,0,0,0
2025-01-01 00:30,33,19,14,0,0,0
2025-01-01 00:45,41,26,15,0,0,0
2025-01-01 01:00,41,21,20,0,0,0
2025-01-01 01:15,41,23,18,0,0,0
2025-01-01 01:30,61,31,30,0,0,0
2025-01-01 01:45,64,32,32,0,0,0
2025-01-01 02:00,58,31,27,0,0,0
2025-01-01 02:15,53,30,23,0,0,0
2025-01-01 02:30,48,17,31,0,0,0
2025-01-01 02:45,24,8,16,0,0,0
2025-01-01 03:00,31,18,13,0,0,0
2025-01-01 03:15,39,5,34,0,0,0
2025-01-01 03:30,48,17,31,0,0,0
2025-01-01 03:45,49,14,35,0,0,0
2025-01-01 04:00,33,16,17,0,0,0
2025-01-01 04:15,23,5,18,0,0,0
2025-01-01 04:30,62,23,39,0,0,0
2025-01-01 04:45,20,2,18,0,0,0
2025-01-01 05:00,12,3,9,0,0,0
2025-01-01 05:15,15,3,12,0,0,0
2025-01-01 05:30,16,4,12,0,0,0
2025-01-01 05:45,20,6,14,0,0,0
2025-01-01 06:00,17,1,16,0,0,0
2025-01-01 06:15,17,1,16,0,0,0
2025-01-01 06:30,22,6,16,0,0,0
2025-01-01 06:45,11,3,8,0,0,0
2025-01-01 07:00,9,0,9,0,0,0
2025-01-01 07:15,6,1,5,0,0,0
2025-01-01 07:30,16,2,14,0,0,0
2025-01-01 07:45,8,2,6,0,0,0
2025-01-01 08:00,4,1,3,0,0,0
2025-01-01 08:15,8,0,8,0,0,0
2025-01-01 08:30,3,1,2,0,0,0
2025-01-01 08:45,10,4,6,0,0,0
2025-01-01 09:00,12,3,9,0,0,0
2025-01-01 09:15,12,3,9,0,0,0
2025-01-01 09:30,19,3,16,0,0,0
2025-01-01 09:45,13,2,11,0,0,0
2025-01-01 10:00,15,7,8,0,0,0
2025-01-01 10:15,11,4,7,0,0,0
2025-01-01 10:30,9,2,7,0,0,0
2025-01-01 10:45,6,2,4,0,0,0
2025-01-01 11:00,15,6,9,0,0,0
2025-01-01 11:15,13,3,10,0,0,0
2025-01-01 11:30,17,2,15,0,0,0
2025-01-01 11:45,26,15,11,0,0,0
2025-01-01 12:00,25,3,22,0,0,0
2025-01-01 12:15,13,6,7,0,0,0
2025-01-01 12:30,31,11,20,0,0,0
2025-01-01 12:45,28,10,18,0,0,0
2025-01-01 13:00,21,5,16,0,0,0
2025-01-01 13:15,19,10,9,0,0,0
2025-01-01 13:30,35,13,22,0,0,0
2025-01-01 13:45,40,9,31,0,0,0
2025-01-01 14:00,45,15,30,0,0,0
2025-01-01 14:15,24,9,15,0,0,0
2025-01-01 14:30,35,11,24,0,0,0
2025-01-01 14:45,21,1,20,0,0,0
2025-01-01 15:00,30,5,25,0,0,0
2025-01-01 15:15,25,9,16,0,0,0
2025-01-01 15:30,24,8,16,0,0,0
2025-01-01 15:45,41,17,24,0,0,0
2025-01-01 16:00,26,7,19,0,0,0
2025-01-01 16:15,27,11,16,0,0,0
2025-01-01 16:30,35,7,28,0,0,0
2025-01-01 16:45,28,8,20,0,0,0
2025-01-01 17:00,28,11,17,0,0,0
2025-01-01 17:15,31,15,16,0,0,0
2025-01-01 17:30,24,8,16,0,0,0
2025-01-01 17:45,20,10,10,0,0,0
2025-01-01 18:00,24,10,14,0,0,0
2025-01-01 18:15,19,7,12,0,0,0
2025-01-01 18:30,31,11,20,0,0,0
2025-01-01 18:45,17,6,11,0,0,0
2025-01-01 19:00,26,12,14,0,0,0
2025-01-01 19:15,16,7,9,0,0,0
2025-01-01 19:30,23,6,17,0,0,0
2025-01-01 19:45,27,7,20,0,0,0
2025-01-01 20:00,14,7,7,0,0,0
2025-01-01 20:15,17,3,14,0,0,0
2025-01-01 20:30,22,12,10,0,0,0
2025-01-01 20:45,9,5,4,0,0,0
2025-01-01 21:00,17,9,8,0,0,0
2025-01-01 21:15,13,3,10,0,0,0
2025-01-01 21:30,8,2,6,0,0,0
2025-01-01 21:45,6,4,2,0,0,0
2025-01-01 22:00,3,1,2,0,0,0
2025-01-01 22:15,2,2,0,0,0,0
2025-01-01 22:30,10,3,7,0,0,0
2025-01-01 22:45,9,3,6,0,0,0
2025-01-01 23:00,5,2,3,0,0,0
2025-01-01 23:15,13,4,9,0,0,0
2025-01-01 23:30,8,2,6,0,0,0
2025-01-01 23:45,1,0,1,0,0,0
2025-01-02 00:00,5,2,3,0,0,0
2025-01-02 00:15,2,2,0,0,0,0
2025-01-02 00:30,2,1,1,0,0,0
2025-01-02 00:45,1,1,0,0,0,0
2025-01-02 01:00,1,1,0,0,0,0
2025-01-02 01:15,0,0,0,0,0,0
2025-01-02 01:30,3,2,1,0,0,0
2025-01-02 01:45,0,0,0,0,0,0
2025-01-02 02:00,3,3,0,0,0,0
2025-01-02 02:15,1,0,1,0,0,0
2025-01-02 02:30,0,0,0,0,0,0
2025-01-02 02:45,4,1,3,0,0,0
2025-01-02 03:00,0,0,0,0,0,0
2025-01-02 03:15,1,0,1,0,0,0
2025-01-02 03:30,0,0,0,0,0,0
2025-01-02 03:45,0,0,0,0,0,0
2025-01-02 04:00,0,0,0,0,0,0
2025-01-02 04:15,1,1,0,0,0,0
2025-01-02 04:30,5,1,4,0,0,0
2025-01-02 04:45,7,6,1,0,0,0
2025-01-02 05:00,5,1,4,0,0,0
2025-01-02 05:15,2,1,1,0,0,0
2025-01-02 05:30,12,3,9,0,0,0
2025-01-02 05:45,20,5,15,0,0,0
2025-01-02 06:00,15,6,9,0,0,0
2025-01-02 06:15,22,9,13,0,0,0
2025-01-02 06:30,30,13,17,0,0,0
2025-01-02 06:45,31,15,16,0,0,0
2025-01-02 07:00,34,13,21,0,0,0
2025-01-02 07:15,50,27,23,0,0,0
2025-01-02 07:30,47,32,15,0,0,0
2025-01-02 07:45,73,40,33,0,0,0
2025-01-02 08:00,76,39,37,0,0,0
2025-01-02 08:15,46,22,24,0,0,0
2025-01-02 08:30,48,25,23,0,0,0
2025-01-02 08:45,75,37,38,0,0,0
2025-01-02 09:00,48,19,29,0,0,0
2025-01-02 09:15,40,17,23,0,0,0
2025-01-02 09:30,61,25,36,0,0,0
2025-01-02 09:45,57,23,34,0,0,0
2025-01-02 10:00,60,20,40,0,0,0
2025-01-02 10:15,41,17,24,0,0,0
2025-01-02 10:30,62,27,35,0,0,0
2025-01-02 10:45,69,32,37,0,0,0
2025-01-02 11:00,65,29,36,0,0,0
2025-01-02 11:15,68,22,46,0,0,0
2025-01-02 11:30,66,21,45,0,0,0
2025-01-02 11:45,82,37,45,0,0,0
2025-01-02 12:00,94,44,50,0,0,0
2025-01-02 12:15,70,36,34,0,0,0
2025-01-02 12:30,83,28,55,0,0,0
2025-01-02 12:45,85,29,56,0,0,0
2025-01-02 13:00,86,28,58,0,0,0
2025-01-02 13:15,102,45,57,0,0,0
2025-01-02 13:30,84,38,46,0,0,0
2025-01-02 13:45,83,48,35,0,0,0
2025-01-02 14:00,105,49,56,0,0,0
2025-01-02 14:15,83,27,56,0,0,0
2025-01-02 14:30,92,36,56,0,0,0
2025-01-02 14:45,114,53,61,0,0,0
2025-01-02 15:00,92,42,50,0,0,0
2025-01-02 15:15,102,43,59,0,0,0
2025-01-02 15:30,108,48,60,0,0,0
2025-01-02 15:45,118,55,63,0,0,0
2025-01-02 16:00,122,54,68,0,0,0
2025-01-02 16:15,118,56,62,0,0,0
2025-01-02 16:30,111,44,67,0,0,0
2025-01-02 16:45,122,56,66,0,0,0
2025-01-02 17:00,129,56,73,0,0,0
2025-01-02 17:15,93,37,56,0,0,0
2025-01-02 17:30,86,42,44,0,0,0
2025-01-02 17:45,106,53,53,0,0,0
2025-01-02 18:00,98,45,53,0,0,0
2025-01-02 18:15,71,37,34,0,0,0
2025-01-02 18:30,78,30,48,0,0,0
2025-01-02 18:45,60,34,26,0,0,0
2025-01-02 19:00,60,31,29,0,0,0
2025-01-02 19:15,64,27,37,0,0,0
2025-01-02 19:30,78,37,41,0,0,0
2025-01-02 19:45,69,31,38,0,0,0
2025-01-02 20:00,42,20,22,0,0,0
2025-01-02 20:15,40,23,17,0,0,0
2025-01-02 20:30,58,32,26,0,0,0
2025-01-02 20:45,39,17,22,0,0,0
2025-01-02 21:00,37,19,18,0,0,0
2025-01-02 21:15,29,8,21,0,0,0
2025-01-02 21:30,28,13,15,0,0,0
2025-01-02 21:45,28,16,12,0,0,0
2025-01-02 22:00,23,10,13,0,0,0
2025-01-02 22:15,30,7,23,0,0,0
2025-01-02 22:30,29,3,26,0,0,0
2025-01-02 22:45,20,7,13,0,0,0
2025-01-02 23:00,20,5,15,0,0,0
2025-01-02 23:15,14,3,11,0,0,0
2025-01-02 23:30,13,6,7,0,0,0
2025-01-02 23:45,23,1,22,0,0,0
2025-01-03 00:00,12,3,9,0,0,0
2025-01-03 00:15,6,4,2,0,0,0
2025-01-03 00:30,11,5,6,0,0,0
2025-01-03 00:45,7,1,6,0,0,0
2025-01-03 01:00,5,3,2,0,0,0
2025-01-03 01:15,10,4,6,0,0,0
