Datetime,100031300 (Hafenstraße),101031300 (Hafenstraße Fahrräder IN),102031300 (Hafenstraße Fahrräder OUT),100031300-status,101031300-status,102031300-status
2024-06-01 00:00,47,26,21,0,0,0
2024-06-01 00:15,40,10,30,0,0,0
2024-06-01 00:30,50,18,32,0,0,0
2024-06-01 00:45,38,10,28,0,0,0
2024-06-01 01:00,46,22,24,0,0,0
2024-06-01 01:15,32,16,16,0,0,0
2024-06-01 01:30,24,12,12,0,0,0
2024-06-01 01:45,24,4,20,0,0,0
2024-06-01 02:00,16,8,8,0,0,0
2024-06-01 02:15,15,9,6,0,0,0
2024-06-01 02:30,22,4,18,0,0,0
2024-06-01 02:45,21,10,11,0,0,0
2024-06-01 03:00,12,4,8,0,0,0
2024-06-01 03:15,13,3,10,0,0,0
2024-06-01 03:30,4,1,3,0,0,0
2024-06-01 03:45,23,3,20,0,0,0
2024-06-01 04:00,13,2,11,0,0,0
2024-06-01 04:15,10,1,9,0,0,0
2024-06-01 04:30,9,2,7,0,0,0
2024-06-01 04:45,27,3,24,0,0,0
2024-06-01 05:00,8,2,6,0,0,0
2024-06-01 05:15,6,3,3,0,0,0
2024-06-01 05:30,12,2,10,0,0,0
2024-06-01 05:45,11,5,6,0,0,0
2024-06-01 06:00,11,2,9,0,0,0
2024-06-01 06:15,15,5,10,0,0,0
2024-06-01 06:30,4,1,3,0,0,0
2024-06-01 06:45,16,8,8,0,0,0
2024-06-01 07:00,11,3,8,0,0,0
2024-06-01 07:15,21,5,16,0,0,0
2024-06-01 07:30,14,8,6,0,0,0
2024-06-01 07:45,18,6,12,0,0,0
2024-06-01 08:00,30,11,19,0,0,0
2024-06-01 08:15,21,11,10,0,0,0
2024-06-01 08:30,30,16,14,0,0,0
2024-06-01 08:45,24,6,18,0,0,0
2024-06-01 09:00,28,14,14,0,0,0
2024-06-01 09:15,41,13,28,0,0,0
2024-06-01 09:30,44,19,25,0,0,0
2024-06-01 09:45,69,26,43,0,0,0
2024-06-01 10:00,59,20,39,0,0,0
2024-06-01 10:15,63,28,35,0,0,0
2024-06-01 10:30,75,35,40,0,0,0
2024-06-01 10:45,94,50,44,0,0,0
2024-06-01 11:00,81,33,48,0,0,0
2024-06-01 11:15,93,40,53,0,0,0
2024-06-01 11:30,102,39,63,0,0,0
2024-06-01 11:45,52,16,36,0,0,0
2024-06-01 12:00,84,38,46,0,0,0
2024-06-01 12:15,83,33,50,0,0,0
2024-06-01 12:30,125,65,60,0,0,0
2024-06-01 12:45,98,47,51,0,0,0
2024-06-01 13:00,88,36,52,0,0,0
2024-06-01 13:15,91,41,50,0,0,0
2024-06-01 13:30,95,36,59,0,0,0
2024-06-01 13:45,104,58,46,0,0,0
2024-06-01 14:00,111,59,52,0,0,0
2024-06-01 14:15,94,52,42,0,0,0
2024-06-01 14:30,122,50,72,0,0,0
2024-06-01 14:45,106,51,55,0,0,0
2024-06-01 15:00,105,50,55,0,0,0
2024-06-01 15:15,111,56,55,0,0,0
2024-06-01 15:30,91,54,37,0,0,0
2024-06-01 15:45,92,45,47,0,0,0
2024-06-01 16:00,73,33,40,0,0,0
2024-06-01 16:15,100,47,53,0,0,0
2024-06-01 16:30,94,45,49,0,0,0
2024-06-01 16:45,134,72,62,0,0,0
2024-06-01 17:00,106,52,54,0,0,0
2024-06-01 17:15,105,49,56,0,0,0
2024-06-01 17:30,96,48,48,0,0,0
2024-06-01 17:45,116,62,54,0,0,0
2024-06-01 18:00,128,59,69,0,0,0
2024-06-01 18:15,95,52,43,0,0,0
2024-06-01 18:30,101,47,54,0,0,0
2024-06-01 18:45,100,56,44,0,0,0
2024-06-01 19:00,109,67,42,0,0,0
2024-06-01 19:15,102,57,45,0,0,0
2024-06-01 19:30,75,37,38,0,0,0
2024-06-01 19:45,124,79,45,0,0,0
2024-06-01 20:00,119,83,36,0,0,0
2024-06-01 20:15,133,93,40,0,0,0
2024-06-01 20:30,90,55,35,0,0,0
2024-06-01 20:45,73,37,36,0,0,0
2024-06-01 21:00,58,31,27,0,0,0
2024-06-01 21:15,43,28,15,0,0,0
2024-06-01 21:30,34,15,19,0,0,0
2024-06-01 21:45,46,13,33,0,0,0
2024-06-01 22:00,64,29,35,0,0,0
2024-06-01 22:15,28,15,13,0,0,0
2024-06-01 22:30,43,12,31,0,0,0
2024-06-01 22:45,29,13,16,0,0,0
2024-06-01 23:00,85,29,56,0,0,0
2024-06-01 23:15,116,51,65,0,0,0
2024-06-01 23:30,88,37,51,0,0,0
2024-06-01 23:45,72,23,49,0,0,0
2024-06-02 00:00,59,26,33,0,0,0
2024-06-02 00:15,55,25,30,0,0,0
2024-06-02 00:30,54,31,23,0,0,0
2024-06-02 00:45,58,24,34,0,0,0
2024-06-02 01:00,40,17,23,0,0,0
2024-06-02 01:15,43,14,29,0,0,0
2024-06-02 01:30,32,11,21,0,0,0
2024-06-02 01:45,40,11,29,0,0,0
2024-06-02 02:00,21,6,15,0,0,0
2024-06-02 02:15,19,3,16,0,0,0
2024-06-02 02:30,19,4,15,0,0,0
2024-06-02 02:45,22,5,17,0,0,0
2024-06-02 03:00,27,4,23,0,0,0
2024-06-02 03:15,31,5,26,0,0,0
2024-06-02 03:30,32,3,29,0,0,0
2024-06-02 03:45,20,3,17,0,0,0
2024-06-02 04:00,15,1,14,0,0,0
2024-06-02 04:15,25,1,24,0,0,0
2024-06-02 04:30,17,4,13,0,0,0
2024-06-02 04:45,9,2,7,0,0,0
2024-06-02 05:00,2,0,2,0,0,0
2024-06-02 05:15,11,0,11,0,0,0
2024-06-02 05:30,8,4,4,0,0,0
2024-06-02 05:45,11,3,8,0,0,0
2024-06-02 06:00,5,2,3,0,0,0
2024-06-02 06:15,7,2,5,0,0,0
2024-06-02 06:30,8,2,6,0,0,0
2024-06-02 06:45,8,6,2,0,0,0
2024-06-02 07:00,5,1,4,0,0,0
2024-06-02 07:15,5,1,4,0,0,0
2024-06-02 07:30,6,0,6,0,0,0
2024-06-02 07:45,8,5,3,0,0,0
2024-06-02 08:00,3,0,3,0,0,0
2024-06-02 08:15,10,2,8,0,0,0
2024-06-02 08:30,7,2,5,0,0,0
2024-06-02 08:45,19,8,11,0,0,0
2024-06-02 09:00,11,2,9,0,0,0
2024-06-02 09:15,19,9,10,0,0,0
2024-06-02 09:30,21,9,12,0,0,0
2024-06-02 09:45,36,22,14,0,0,0
2024-06-02 10:00,38,17,21,0,0,0
2024-06-02 10:15,30,16,14,0,0,0
2024-06-02 10:30,36,21,15,0,0,0
2024-06-02 10:45,45,21,24,0,0,0
2024-06-02 11:00,49,21,28,0,0,0
2024-06-02 11:15,66,23,43,0,0,0
2024-06-02 11:30,56,16,40,0,0,0
2024-06-02 11:45,54,30,24,0,0,0
2024-06-02 12:00,63,20,43,0,0,0
2024-06-02 12:15,62,27,35,0,0,0
2024-06-02 12:30,68,23,45,0,0,0
2024-06-02 12:45,56,32,24,0,0,0
2024-06-02 13:00,72,26,46,0,0,0
2024-06-02 13:15,55,20,35,0,0,0
2024-06-02 13:30,64,26,38,0,0,0
2024-06-02 13:45,78,32,46,0,0,0
2024-06-02 14:00,66,32,34,0,0,0
2024-06-02 14:15,89,48,41,0,0,0
2024-06-02 14:30,88,39,49,0,0,0
2024-06-02 14:45,81,40,41,0,0,0
2024-06-02 15:00,88,36,52,0,0,0
2024-06-02 15:15,92,47,45,0,0,0
2024-06-02 15:30,73,30,43,0,0,0
2024-06-02 15:45,87,45,42,0,0,0
2024-06-02 16:00,81,39,42,0,0,0
