Datetime,100031300 (Hafenstraße),101031300 (Hafenstraße Fahrräder IN),102031300 (Hafenstraße Fahrräder OUT),100031300-status,101031300-status,102031300-status
2024-04-01 00:00,12,6,6,0,0,0
2024-04-01 00:15,16,8,8,0,0,0
2024-04-01 00:30,14,8,6,0,0,0
2024-04-01 00:45,26,16,10,0,0,0
2024-04-01 01:00,13,7,6,0,0,0
2024-04-01 01:15,20,11,9,0,0,0
2024-04-01 01:30,8,6,2,0,0,0
2024-04-01 01:45,8,4,4,0,0,0
2024-04-01 02:00,7,1,6,0,0,0
2024-04-01 02:15,4,0,4,0,0,0
2024-04-01 02:30,12,4,8,0,0,0
2024-04-01 02:45,5,0,5,0,0,0
2024-04-01 03:00,10,2,8,0,0,0
2024-04-01 03:15,5,0,5,0,0,0
2024-04-01 03:30,8,0,8,0,0,0
2024-04-01 03:45,11,3,8,0,0,0
2024-04-01 04:00,11,2,9,0,0,0
2024-04-01 04:15,5,0,5,0,0,0
2024-04-01 04:30,14,2,12,0,0,0
2024-04-01 04:45,4,2,2,0,0,0
2024-04-01 05:00,1,0,1,0,0,0
2024-04-01 05:15,6,0,6,0,0,0
2024-04-01 05:30,5,1,4,0,0,0
2024-04-01 05:45,7,1,6,0,0,0
2024-04-01 06:00,5,3,2,0,0,0
2024-04-01 06:15,0,0,0,0,0,0
2024-04-01 06:30,2,2,0,0,0,0
2024-04-01 06:45,4,1,3,0,0,0
2024-04-01 07:00,11,4,7,0,0,0
2024-04-01 07:15,3,1,2,0,0,0
2024-04-01 07:30,2,0,2,0,0,0
2024-04-01 07:45,4,2,2,0,0,0
2024-04-01 08:00,2,1,1,0,0,0
2024-04-01 08:15,1,1,0,0,0,0
2024-04-01 08:30,5,0,5,0,0,0
2024-04-01 08:45,6,1,5,0,0,0
2024-04-01 09:00,9,1,8,0,0,0
2024-04-01 09:15,7,3,4,0,0,0
2024-04-01 09:30,22,3,19,0,0,0
2024-04-01 09:45,17,8,9,0,0,0
2024-04-01 10:00,17,6,11,0,0,0
2024-04-01 10:15,19,8,11,0,0,0
2024-04-01 10:30,20,3,17,0,0,0
2024-04-01 10:45,13,6,7,0,0,0
2024-04-01 11:00,19,7,12,0,0,0
2024-04-01 11:15,18,7,11,0,0,0
2024-04-01 11:30,20,7,13,0,0,0
2024-04-01 11:45,27,17,10,0,0,0
2024-04-01 12:00,24,7,17,0,0,0
2024-04-01 12:15,30,9,21,0,0,0
2024-04-01 12:30,38,15,23,0,0,0
2024-04-01 12:45,26,6,20,0,0,0
2024-04-01 13:00,25,9,16,0,0,0
2024-04-01 13:15,34,15,19,0,0,0
2024-04-01 13:30,24,7,17,0,0,0
2024-04-01 13:45,35,17,18,0,0,0
2024-04-01 14:00,25,14,11,0,0,0
2024-04-01 14:15,23,13,10,0,0,0
2024-04-01 14:30,24,11,13,0,0,0
2024-04-01 14:45,35,12,23,0,0,0
2024-04-01 15:00,30,8,22,0,0,0
2024-04-01 15:15,28,10,18,0,0,0
2024-04-01 15:30,46,14,32,0,0,0
2024-04-01 15:45,36,9,27,0,0,0
2024-04-01 16:00,19,5,14,0,0,0
2024-04-01 16:15,52,18,34,0,0,0
2024-04-01 16:30,39,15,24,0,0,0
2024-04-01 16:45,39,10,29,0,0,0
2024-04-01 17:00,53,19,34,0,0,0
2024-04-01 17:15,61,23,38,0,0,0
2024-04-01 17:30,47,16,31,0,0,0
2024-04-01 17:45,48,25,23,0,0,0
2024-04-01 18:00,45,20,25,0,0,0
2024-04-01 18:15,46,19,27,0,0,0
2024-04-01 18:30,48,17,31,0,0,0
2024-04-01 18:45,39,16,23,0,0,0
2024-04-01 19:00,39,13,26,0,0,0
2024-04-01 19:15,39,14,25,0,0,0
2024-04-01 19:30,42,16,26,0,0,0
2024-04-01 19:45,30,12,18,0,0,0
2024-04-01 20:00,31,15,16,0,0,0
2024-04-01 20:15,37,8,29,0,0,0
2024-04-01 20:30,37,11,26,0,0,0
2024-04-01 20:45,30,15,15,0,0,0
2024-04-01 21:00,32,14,18,0,0,0
2024-04-01 21:15,40,11,29,0,0,0
2024-04-01 21:30,27,13,14,0,0,0
2024-04-01 21:45,20,6,14,0,0,0
2024-04-01 22:00,38,8,30,0,0,0
2024-04-01 22:15,21,8,13,0,0,0
2024-04-01 22:30,25,7,18,0,0,0
2024-04-01 22:45,22,4,18,0,0,0
2024-04-01 23:00,8,0,8,0,0,0
2024-04-01 23:15,14,7,7,0,0,0
2024-04-01 23:30,16,7,9,0,0,0
2024-04-01 23:45,8,4,4,0,0,0
2024-04-02 00:00,3,2,1,0,0,0
2024-04-02 00:15,11,3,8,0,0,0
2024-04-02 00:30,4,2,2,0,0,0
2024-04-02 00:45,3,0,3,0,0,0
2024-04-02 01:00,1,1,0,0,0,0
2024-04-02 01:15,1,0,1,0,0,0
2024-04-02 01:30,7,2,5,0,0,0
2024-04-02 01:45,0,0,0,0,0,0
