Datetime,100031300 (Hafenstraße),101031300 (Hafenstraße Fahrräder IN),102031300 (Hafenstraße Fahrräder OUT),100031300-status,101031300-status,102031300-status
2023-10-01 00:00,54,31,23,0,0,0
2023-10-01 00:15,56,25,31,0,0,0
2023-10-01 00:30,53,22,31,0,0,0
2023-10-01 00:45,41,27,14,0,0,0
2023-10-01 01:00,43,17,26,0,0,0
2023-10-01 01:15,40,23,17,0,0,0
2023-10-01 01:30,48,11,37,0,0,0
2023-10-01 01:45,41,15,26,0,0,0
2023-10-01 02:00,20,11,9,0,0,0
2023-10-01 02:15,29,10,19,0,0,0
2023-10-01 02:30,36,15,21,0,0,0
2023-10-01 02:45,18,5,13,0,0,0
2023-10-01 03:00,40,10,30,0,0,0
2023-10-01 03:15,37,8,29,0,0,0
2023-10-01 03:30,39,6,33,0,0,0
2023-10-01 03:45,25,3,22,0,0,0
2023-10-01 04:00,19,6,13,0,0,0
2023-10-01 04:15,16,1,15,0,0,0
2023-10-01 04:30,15,3,12,0,0,0
2023-10-01 04:45,10,2,8,0,0,0
2023-10-01 05:00,8,0,8,0,0,0
2023-10-01 05:15,11,0,11,0,0,0
2023-10-01 05:30,16,0,16,0,0,0
2023-10-01 05:45,9,0,9,0,0,0
2023-10-01 06:00,5,2,3,0,0,0
2023-10-01 06:15,7,0,7,0,0,0
2023-10-01 06:30,6,0,6,0,0,0
2023-10-01 06:45,11,3,8,0,0,0
2023-10-01 07:00,10,4,6,0,0,0
2023-10-01 07:15,11,2,9,0,0,0
2023-10-01 07:30,6,2,4,0,0,0
2023-10-01 07:45,16,4,12,0,0,0
2023-10-01 08:00,12,2,10,0,0,0
2023-10-01 08:15,7,3,4,0,0,0
2023-10-01 08:30,9,4,5,0,0,0
2023-10-01 08:45,16,7,9,0,0,0
2023-10-01 09:00,28,11,17,0,0,0
2023-10-01 09:15,33,8,25,0,0,0
2023-10-01 09:30,21,10,11,0,0,0
2023-10-01 09:45,47,29,18,0,0,0
2023-10-01 10:00,38,15,23,0,0,0
2023-10-01 10:15,35,16,19,0,0,0
2023-10-01 10:30,50,27,23,0,0,0
2023-10-01 10:45,65,42,23,0,0,0
2023-10-01 11:00,47,18,29,0,0,0
2023-10-01 11:15,65,30,35,0,0,0
2023-10-01 11:30,74,27,47,0,0,0
2023-10-01 11:45,48,18,30,0,0,0
2023-10-01 12:00,70,34,36,0,0,0
2023-10-01 12:15,60,24,36,0,0,0
2023-10-01 12:30,67,30,37,0,0,0
2023-10-01 12:45,61,28,33,0,0,0
2023-10-01 13:00,60,34,26,0,0,0
2023-10-01 13:15,102,40,62,0,0,0
2023-10-01 13:30,85,37,48,0,0,0
2023-10-01 13:45,92,28,64,0,0,0
2023-10-01 14:00,101,52,49,0,0,0
2023-10-01 14:15,98,55,43,0,0,0
2023-10-01 14:30,99,50,49,0,0,0
2023-10-01 14:45,112,65,47,0,0,0
2023-10-01 15:00,76,32,44,0,0,0
2023-10-01 15:15,89,38,51,0,0,0
2023-10-01 15:30,79,41,38,0,0,0
2023-10-01 15:45,109,46,63,0,0,0
2023-10-01 16:00,85,31,54,0,0,0
2023-10-01 16:15,82,42,40,0,0,0
2023-10-01 16:30,98,39,59,0,0,0
2023-10-01 16:45,81,33,48,0,0,0
2023-10-01 17:00,103,35,68,0,0,0
2023-10-01 17:15,91,38,53,0,0,0
2023-10-01 17:30,77,33,44,0,0,0
2023-10-01 17:45,60,19,41,0,0,0
2023-10-01 18:00,87,39,48,0,0,0
2023-10-01 18:15,80,33,47,0,0,0
2023-10-01 18:30,79,36,43,0,0,0
2023-10-01 18:45,86,36,50,0,0,0
