Datetime,300037931 (Gasselstiege),353413846 (Gasselstiege Fahrräder Stadteinwärts),353413847 (Gasselstiege Fahrräder Stadtauswärts),353426663 (Gasselstiege Fahrräder Stadteinwärts),353426665 (Gasselstiege Fahrräder Stadteinwärts),353426666 (Gasselstiege Fahrräder Stadtauswärts),353426668 (Gasselstiege Fahrräder Stadtauswärts),300037931-status,353413846-status,353413847-status,353426663-status,353426665-status,353426666-status,353426668-status
2025-12-01 00:00,2,2,0,,,,,0,0,0,,,,
2025-12-01 00:15,2,0,2,,,,,0,0,0,,,,
2025-12-01 00:30,0,0,0,,,,,0,0,0,,,,
2025-12-01 00:45,0,0,0,,,,,0,0,0,,,,
2025-12-01 01:00,0,0,0,,,,,0,0,0,,,,
2025-12-01 01:15,0,0,0,,,,,0,0,0,,,,
2025-12-01 01:30,0,0,0,,,,,0,0,0,,,,
2025-12-01 01:45,2,0,2,,,,,0,0,0,,,,
2025-12-01 02:00,0,0,0,,,,,0,0,0,,,,
2025-12-01 02:15,0,0,0,,,,,0,0,0,,,,
2025-12-01 02:30,0,0,0,,,,,0,0,0,,,,
2025-12-01 02:45,0,0,0,,,,,0,0,0,,,,
2025-12-01 03:00,0,0,0,,,,,0,0,0,,,,
2025-12-01 03:15,0,0,0,,,,,0,0,0,,,,
2025-12-01 03:30,2,1,1,,,,,0,0,0,,,,
2025-12-01 03:45,0,0,0,,,,,0,0,0,,,,
2025-12-01 04:00,1,0,1,,,,,0,0,0,,,,
2025-12-01 04:15,2,2,0,,,,,0,0,0,,,,
2025-12-01 04:30,2,1,1,,,,,0,0,0,,,,
2025-12-01 04:45,5,4,1,,,,,0,0,0,,,,
2025-12-01 05:00,2,2,0,,,,,0,0,0,,,,
2025-12-01 05:15,6,5,1,,,,,0,0,0,,,,
2025-12-01 05:30,10,9,1,,,,,0,0,0,,,,
2025-12-01 05:45,10,4,6,,,,,0,0,0,,,,
2025-12-01 06:00,10,7,3,,,,,0,0,0,,,,
2025-12-01 06:15,12,9,3,,,,,0,0,0,,,,
2025-12-01 06:30,23,17,6,,,,,0,0,0,,,,
2025-12-01 06:45,25,16,9,,,,,0,0,0,,,,
2025-12-01 07:00,31,23,8,,,,,0,0,0,,,,
2025-12-01 07:15,59,45,14,,,,,0,0,0,,,,
2025-12-01 07:30,106,82,24,,,,,0,0,0,,,,
2025-12-01 07:45,105,82,23,,,,,0,0,0,,,,
2025-12-01 08:00,80,58,22,,,,,0,0,0,,,,
2025-12-01 08:15,79,51,28,,,,,0,0,0,,,,
2025-12-01 08:30,76,51,25,,,,,0,0,0,,,,
2025-12-01 08:45,67,52,15,,,,,0,0,0,,,,
2025-12-01 09:00,38,26,12,,,,,0,0,0,,,,
2025-12-01 09:15,44,34,10,,,,,0,0,0,,,,
2025-12-01 09:30,30,21,9,,,,,0,0,0,,,,
2025-12-01 09:45,42,27,15,,,,,0,0,0,,,,
2025-12-01 10:00,65,46,19,,,,,0,0,0,,,,
2025-12-01 10:15,36,19,17,,,,,0,0,0,,,,
2025-12-01 10:30,38,24,14,,,,,0,0,0,,,,
2025-12-01 10:45,37,27,10,,,,,0,0,0,,,,
2025-12-01 11:00,40,26,14,,,,,0,0,0,,,,
2025-12-01 11:15,32,14,18,,,,,0,0,0,,,,
2025-12-01 11:30,41,20,21,,,,,0,0,0,,,,
2025-12-01 11:45,54,25,29,,,,,0,0,0,,,,
2025-12-01 12:00,40,25,15,,,,,0,0,0,,,,
2025-12-01 12:15,53,23,30,,,,,0,0,0,,,,
2025-12-01 12:30,48,23,25,,,,,0,0,0,,,,
2025-12-01 12:45,61,29,32,,,,,0,0,0,,,,
2025-12-01 13:00,36,15,21,,,,,0,0,0,,,,
2025-12-01 13:15,49,18,31,,,,,0,0,0,,,,
2025-12-01 13:30,51,29,22,,,,,0,0,0,,,,
2025-12-01 13:45,54,23,31,,,,,0,0,0,,,,
2025-12-01 14:00,55,20,35,,,,,0,0,0,,,,
2025-12-01 14:15,45,25,20,,,,,0,0,0,,,,
2025-12-01 14:30,66,37,29,,,,,0,0,0,,,,
2025-12-01 14:45,57,28,29,,,,,0,0,0,,,,
2025-12-01 15:00,62,24,38,,,,,0,0,0,,,,
2025-12-01 15:15,79,36,43,,,,,0,0,0,,,,
2025-12-01 15:30,82,24,58,,,,,0,0,0,,,,
2025-12-01 15:45,115,39,76,,,,,0,0,0,,,,
2025-12-01 16:00,83,34,49,,,,,0,0,0,,,,
2025-12-01 16:15,82,30,52,,,,,0,0,0,,,,
2025-12-01 16:30,79,28,51,,,,,0,0,0,,,,
2025-12-01 16:45,73,29,44,,,,,0,0,0,,,,
2025-12-01 17:00,69,20,49,,,,,0,0,0,,,,
2025-12-01 17:15,80,36,44,,,,,0,0,0,,,,
2025-12-01 17:30,73,20,53,,,,,0,0,0,,,,
2025-12-01 17:45,74,34,40,,,,,0,0,0,,,,
2025-12-01 18:00,76,20,56,,,,,0,0,0,,,,
2025-12-01 18:15,56,23,33,,,,,0,0,0,,,,
2025-12-01 18:30,58,18,40,,,,,0,0,0,,,,
2025-12-01 18:45,47,20,27,,,,,0,0,0,,,,
2025-12-01 19:00,34,14,20,,,,,0,0,0,,,,
2025-12-01 19:15,37,11,26,,,,,0,0,0,,,,
2025-12-01 19:30,44,14,30,,,,,0,0,0,,,,
2025-12-01 19:45,41,14,27,,,,,0,0,0,,,,
2025-12-01 20:00,29,9,20,,,,,0,0,0,,,,
2025-12-01 20:15,31,10,21,,,,,0,0,0,,,,
2025-12-01 20:30,26,11,15,,,,,0,0,0,,,,
2025-12-01 20:45,24,10,14,,,,,0,0,0,,,,
2025-12-01 21:00,11,1,10,,,,,0,0,0,,,,
2025-12-01 21:15,28,8,20,,,,,0,0,0,,,,
2025-12-01 21:30,21,12,9,,,,,0,0,0,,,,
2025-12-01 21:45,18,6,12,,,,,0,0,0,,,,
2025-12-01 22:00,23,8,15,,,,,0,0,0,,,,
2025-12-01 22:15,14,6,8,,,,,0,0,0,,,,
2025-12-01 22:30,11,2,9,,,,,0,0,0,,,,
2025-12-01 22:45,5,3,2,,,,,0,0,0,,,,
2025-12-01 23:00,3,0,3,,,,,0,0,0,,,,
2025-12-01 23:15,7,2,5,,,,,0,0,0,,,,
2025-12-01 23:30,6,3,3,,,,,0,0,0,,,,
2025-12-01 23:45,2,2,0,,,,,0,0,0,,,,
2025-12-02 00:00,1,1,0,,,,,0,0,0,,,,
2025-12-02 00:15,1,0,1,,,,,0,0,0,,,,
2025-12-02 00:30,0,0,0,,,,,0,0,0,,,,
2025-12-02 00:45,1,0,1,,,,,0,0,0,,,,
