Datetime,300037931 (Gasselstiege),353413846 (Gasselstiege Fahrräder Stadteinwärts),353413847 (Gasselstiege Fahrräder Stadtauswärts),353426663 (Gasselstiege Fahrräder Stadteinwärts),353426665 (Gasselstiege Fahrräder Stadteinwärts),353426666 (Gasselstiege Fahrräder Stadtauswärts),353426668 (Gasselstiege Fahrräder Stadtauswärts),300037931-status,353413846-status,353413847-status,353426663-status,353426665-status,353426666-status,353426668-status
2024-12-01 00:00,9,4,5,,,,,0,0,0,,,,
2024-12-01 00:15,9,1,8,,,,,0,0,0,,,,
2024-12-01 00:30,1,0,1,,,,,0,0,0,,,,
2024-12-01 00:45,3,2,1,,,,,0,0,0,,,,
2024-12-01 01:00,6,3,3,,,,,0,0,0,,,,
2024-12-01 01:15,8,1,7,,,,,0,0,0,,,,
2024-12-01 01:30,9,4,5,,,,,0,0,0,,,,
2024-12-01 01:45,5,0,5,,,,,0,0,0,,,,
2024-12-01 02:00,5,2,3,,,,,0,0,0,,,,
2024-12-01 02:15,5,1,4,,,,,0,0,0,,,,
2024-12-01 02:30,5,1,4,,,,,0,0,0,,,,
2024-12-01 02:45,5,0,5,,,,,0,0,0,,,,
2024-12-01 03:00,2,0,2,,,,,0,0,0,,,,
2024-12-01 03:15,4,1,3,,,,,0,0,0,,,,
2024-12-01 03:30,1,0,1,,,,,0,0,0,,,,
2024-12-01 03:45,3,0,3,,,,,0,0,0,,,,
2024-12-01 04:00,2,1,1,,,,,0,0,0,,,,
2024-12-01 04:15,2,0,2,,,,,0,0,0,,,,
2024-12-01 04:30,3,1,2,,,,,0,0,0,,,,
2024-12-01 04:45,1,1,0,,,,,0,0,0,,,,
2024-12-01 05:00,2,1,1,,,,,0,0,0,,,,
2024-12-01 05:15,3,2,1,,,,,0,0,0,,,,
2024-12-01 05:30,2,2,0,,,,,0,0,0,,,,
2024-12-01 05:45,1,0,1,,,,,0,0,0,,,,
2024-12-01 06:00,2,2,0,,,,,0,0,0,,,,
2024-12-01 06:15,4,0,4,,,,,0,0,0,,,,
2024-12-01 06:30,1,1,0,,,,,0,0,0,,,,
2024-12-01 06:45,4,2,2,,,,,0,0,0,,,,
2024-12-01 07:00,3,0,3,,,,,0,0,0,,,,
2024-12-01 07:15,3,2,1,,,,,0,0,0,,,,
2024-12-01 07:30,1,1,0,,,,,0,0,0,,,,
2024-12-01 07:45,7,2,5,,,,,0,0,0,,,,
2024-12-01 08:00,5,1,4,,,,,0,0,0,,,,
2024-12-01 08:15,4,2,2,,,,,0,0,0,,,,
2024-12-01 08:30,11,6,5,,,,,0,0,0,,,,
2024-12-01 08:45,8,5,3,,,,,0,0,0,,,,
2024-12-01 09:00,6,3,3,,,,,0,0,0,,,,
2024-12-01 09:15,12,6,6,,,,,0,0,0,,,,
2024-12-01 09:30,11,7,4,,,,,0,0,0,,,,
2024-12-01 09:45,17,9,8,,,,,0,0,0,,,,
2024-12-01 10:00,14,12,2,,,,,0,0,0,,,,
2024-12-01 10:15,20,14,6,,,,,0,0,0,,,,
2024-12-01 10:30,26,18,8,,,,,0,0,0,,,,
2024-12-01 10:45,24,17,7,,,,,0,0,0,,,,
2024-12-01 11:00,27,17,10,,,,,0,0,0,,,,
2024-12-01 11:15,31,17,14,,,,,0,0,0,,,,
2024-12-01 11:30,31,21,10,,,,,0,0,0,,,,
2024-12-01 11:45,35,19,16,,,,,0,0,0,,,,
2024-12-01 12:00,23,15,8,,,,,0,0,0,,,,
2024-12-01 12:15,40,24,16,,,,,0,0,0,,,,
2024-12-01 12:30,32,17,15,,,,,0,0,0,,,,
2024-12-01 12:45,32,14,18,,,,,0,0,0,,,,
2024-12-01 13:00,40,19,21,,,,,0,0,0,,,,
2024-12-01 13:15,39,24,15,,,,,0,0,0,,,,
2024-12-01 13:30,24,12,12,,,,,0,0,0,,,,
2024-12-01 13:45,40,28,12,,,,,0,0,0,,,,
2024-12-01 14:00,54,29,25,,,,,0,0,0,,,,
2024-12-01 14:15,44,18,26,,,,,0,0,0,,,,
2024-12-01 14:30,56,29,27,,,,,0,0,0,,,,
2024-12-01 14:45,44,22,22,,,,,0,0,0,,,,
2024-12-01 15:00,75,41,34,,,,,0,0,0,,,,
2024-12-01 15:15,33,17,16,,,,,0,0,0,,,,
2024-12-01 15:30,50,30,20,,,,,0,0,0,,,,
2024-12-01 15:45,54,31,23,,,,,0,0,0,,,,
2024-12-01 16:00,36,20,16,,,,,0,0,0,,,,
2024-12-01 16:15,43,21,22,,,,,0,0,0,,,,
2024-12-01 16:30,50,25,25,,,,,0,0,0,,,,
2024-12-01 16:45,27,8,19,,,,,0,0,0,,,,
2024-12-01 17:00,37,18,19,,,,,0,0,0,,,,
2024-12-01 17:15,29,11,18,,,,,0,0,0,,,,
