Datetime,300037931 (Gasselstiege),353413846 (Gasselstiege Fahrräder Stadteinwärts),353413847 (Gasselstiege Fahrräder Stadtauswärts),353426663 (Gasselstiege Fahrräder Stadteinwärts),353426665 (Gasselstiege Fahrräder Stadteinwärts),353426666 (Gasselstiege Fahrräder Stadtauswärts),353426668 (Gasselstiege Fahrräder Stadtauswärts),300037931-status,353413846-status,353413847-status,353426663-status,353426665-status,353426666-status,353426668-status
2025-07-01 00:00,2,1,1,,,,,0,0,0,,,,
2025-07-01 00:15,3,1,2,,,,,0,0,0,,,,
2025-07-01 00:30,4,3,1,,,,,0,0,0,,,,
2025-07-01 00:45,3,0,3,,,,,0,0,0,,,,
2025-07-01 01:00,3,2,1,,,,,0,0,0,,,,
2025-07-01 01:15,1,0,1,,,,,0,0,0,,,,
2025-07-01 01:30,2,0,2,,,,,0,0,0,,,,
2025-07-01 01:45,0,0,0,,,,,0,0,0,,,,
2025-07-01 02:00,1,0,1,,,,,0,0,0,,,,
2025-07-01 02:15,0,0,0,,,,,0,0,0,,,,
2025-07-01 02:30,0,0,0,,,,,0,0,0,,,,
2025-07-01 02:45,1,1,0,,,,,0,0,0,,,,
2025-07-01 03:00,0,0,0,,,,,0,0,0,,,,
2025-07-01 03:15,0,0,0,,,,,0,0,0,,,,
2025-07-01 03:30,1,0,1,,,,,0,0,0,,,,
2025-07-01 03:45,4,2,2,,,,,0,0,0,,,,
2025-07-01 04:00,1,0,1,,,,,0,0,0,,,,
2025-07-01 04:15,4,4,0,,,,,0,0,0,,,,
2025-07-01 04:30,2,2,0,,,,,0,0,0,,,,
2025-07-01 04:45,3,3,0,,,,,0,0,0,,,,
2025-07-01 05:00,7,7,0,,,,,0,0,0,,,,
2025-07-01 05:15,9,6,3,,,,,0,0,0,,,,
2025-07-01 05:30,12,10,2,,,,,0,0,0,,,,
2025-07-01 05:45,12,10,2,,,,,0,0,0,,,,
2025-07-01 06:00,23,18,5,,,,,0,0,0,,,,
2025-07-01 06:15,26,21,5,,,,,0,0,0,,,,
2025-07-01 06:30,32,26,6,,,,,0,0,0,,,,
2025-07-01 06:45,52,34,18,,,,,0,0,0,,,,
2025-07-01 07:00,47,38,9,,,,,0,0,0,,,,
2025-07-01 07:15,85,66,19,,,,,0,0,0,,,,
2025-07-01 07:30,108,85,23,,,,,0,0,0,,,,
2025-07-01 07:45,106,74,32,,,,,0,0,0,,,,
2025-07-01 08:00,100,76,24,,,,,0,0,0,,,,
2025-07-01 08:15,106,76,30,,,,,0,0,0,,,,
2025-07-01 08:30,83,58,25,,,,,0,0,0,,,,
2025-07-01 08:45,67,50,17,,,,,0,0,0,,,,
2025-07-01 09:00,68,47,21,,,,,0,0,0,,,,
2025-07-01 09:15,63,37,26,,,,,0,0,0,,,,
2025-07-01 09:30,63,36,27,,,,,0,0,0,,,,
2025-07-01 09:45,73,46,27,,,,,0,0,0,,,,
2025-07-01 10:00,66,46,20,,,,,0,0,0,,,,
2025-07-01 10:15,65,34,31,,,,,0,0,0,,,,
2025-07-01 10:30,47,25,22,,,,,0,0,0,,,,
2025-07-01 10:45,56,36,20,,,,,0,0,0,,,,
2025-07-01 11:00,57,30,27,,,,,0,0,0,,,,
2025-07-01 11:15,53,27,26,,,,,0,0,0,,,,
2025-07-01 11:30,50,24,26,,,,,0,0,0,,,,
2025-07-01 11:45,56,30,26,,,,,0,0,0,,,,
2025-07-01 12:00,52,29,23,,,,,0,0,0,,,,
2025-07-01 12:15,45,13,32,,,,,0,0,0,,,,
2025-07-01 12:30,63,30,33,,,,,0,0,0,,,,
2025-07-01 12:45,72,25,47,,,,,0,0,0,,,,
2025-07-01 13:00,46,19,27,,,,,0,0,0,,,,
2025-07-01 13:15,63,22,41,,,,,0,0,0,,,,
2025-07-01 13:30,55,16,39,,,,,0,0,0,,,,
2025-07-01 13:45,77,33,44,,,,,0,0,0,,,,
2025-07-01 14:00,65,33,32,,,,,0,0,0,,,,
2025-07-01 14:15,50,21,29,,,,,0,0,0,,,,
2025-07-01 14:30,62,22,40,,,,,0,0,0,,,,
2025-07-01 14:45,79,36,43,,,,,0,0,0,,,,
2025-07-01 15:00,56,15,41,,,,,0,0,0,,,,
2025-07-01 15:15,77,23,54,,,,,0,0,0,,,,
2025-07-01 15:30,55,25,30,,,,,0,0,0,,,,
2025-07-01 15:45,94,37,57,,,,,0,0,0,,,,
2025-07-01 16:00,63,21,42,,,,,0,0,0,,,,
2025-07-01 16:15,86,35,51,,,,,0,0,0,,,,
2025-07-01 16:30,71,20,51,,,,,0,0,0,,,,
2025-07-01 16:45,81,29,52,,,,,0,0,0,,,,
2025-07-01 17:00,51,18,33,,,,,0,0,0,,,,
2025-07-01 17:15,70,19,51,,,,,0,0,0,,,,
2025-07-01 17:30,85,27,58,,,,,0,0,0,,,,
2025-07-01 17:45,66,27,39,,,,,0,0,0,,,,
2025-07-01 18:00,65,22,43,,,,,0,0,0,,,,
2025-07-01 18:15,59,19,40,,,,,0,0,0,,,,
2025-07-01 18:30,65,24,41,,,,,0,0,0,,,,
2025-07-01 18:45,69,31,38,,,,,0,0,0,,,,
2025-07-01 19:00,55,21,34,,,,,0,0,0,,,,
2025-07-01 19:15,56,18,38,,,,,0,0,0,,,,
2025-07-01 19:30,55,19,36,,,,,0,0,0,,,,
2025-07-01 19:45,45,19,26,,,,,0,0,0,,,,
2025-07-01 20:00,42,12,30,,,,,0,0,0,,,,
2025-07-01 20:15,40,13,27,,,,,0,0,0,,,,
2025-07-01 20:30,32,10,22,,,,,0,0,0,,,,
2025-07-01 20:45,39,9,30,,,,,0,0,0,,,,
2025-07-01 21:00,40,17,23,,,,,0,0,0,,,,
2025-07-01 21:15,31,10,21,,,,,0,0,0,,,,
2025-07-01 21:30,29,10,19,,,,,0,0,0,,,,
2025-07-01 21:45,32,15,17,,,,,0,0,0,,,,
2025-07-01 22:00,33,12,21,,,,,0,0,0,,,,
2025-07-01 22:15,32,11,21,,,,,0,0,0,,,,
2025-07-01 22:30,21,8,13,,,,,0,0,0,,,,
2025-07-01 22:45,17,9,8,,,,,0,0,0,,,,
2025-07-01 23:00,7,4,3,,,,,0,0,0,,,,
2025-07-01 23:15,17,5,12,,,,,0,0,0,,,,
2025-07-01 23:30,8,2,6,,,,,0,0,0,,,,
2025-07-01 23:45,7,2,5,,,,,0,0,0,,,,
2025-07-02 00:00,6,2,4,,,,,0,0,0,,,,
2025-07-02 00:15,3,2,1,,,,,0,0,0,,,,
2025-07-02 00:30,3,1,2,,,,,0,0,0,,,,
2025-07-02 00:45,2,0,2,,,,,0,0,0,,,,
2025-07-02 01:00,1,1,0,,,,,0,0,0,,,,
2025-07-02 01:15,0,0,0,,,,,0,0,0,,,,
2025-07-02 01:30,1,0,1,,,,,0,0,0,,,,
2025-07-02 01:45,0,0,0,,,,,0,0,0,,,,
2025-07-02 02:00,0,0,0,,,,,0,0,0,,,,
2025-07-02 02:15,1,1,0,,,,,0,0,0,,,,
2025-07-02 02:30,1,0,1,,,,,0,0,0,,,,
2025-07-02 02:45,0,0,0,,,,,0,0,0,,,,
2025-07-02 03:00,1,0,1,,,,,0,0,0,,,,
2025-07-02 03:15,0,0,0,,,,,0,0,0,,,,
2025-07-02 03:30,1,1,0,,,,,0,0,0,,,,
2025-07-02 03:45,0,0,0,,,,,0,0,0,,,,
2025-07-02 04:00,0,0,0,,,,,0,0,0,,,,
2025-07-02 04:15,1,1,0,,,,,0,0,0,,,,
2025-07-02 04:30,2,1,1,,,,,0,0,0,,,,
2025-07-02 04:45,2,1,1,,,,,0,0,0,,,,
2025-07-02 05:00,1,1,0,,,,,0,0,0,,,,
2025-07-02 05:15,16,10,6,,,,,0,0,0,,,,
2025-07-02 05:30,15,12,3,,,,,0,0,0,,,,
2025-07-02 05:45,16,12,4,,,,,0,0,0,,,,
2025-07-02 06:00,18,16,2,,,,,0,0,0,,,,
2025-07-02 06:15,25,17,8,,,,,0,0,0,,,,
2025-07-02 06:30,45,33,12,,,,,0,0,0,,,,
2025-07-02 06:45,43,29,14,,,,,0,0,0,,,,
2025-07-02 07:00,46,33,13,,,,,0,0,0,,,,
2025-07-02 07:15,82,65,17,,,,,0,0,0,,,,
2025-07-02 07:30,108,78,30,,,,,0,0,0,,,,
2025-07-02 07:45,113,84,29,,,,,0,0,0,,,,
2025-07-02 08:00,85,60,25,,,,,0,0,0,,,,
2025-07-02 08:15,101,62,39,,,,,0,0,0,,,,
2025-07-02 08:30,73,53,20,,,,,0,0,0,,,,
2025-07-02 08:45,80,55,25,,,,,0,0,0,,,,
2025-07-02 09:00,66,50,16,,,,,0,0,0,,,,
2025-07-02 09:15,70,46,24,,,,,0,0,0,,,,
2025-07-02 09:30,79,47,32,,,,,0,0,0,,,,
2025-07-02 09:45,55,38,17,,,,,0,0,0,,,,
2025-07-02 10:00,70,46,24,,,,,0,0,0,,,,
2025-07-02 10:15,44,22,22,,,,,0,0,0,,,,
2025-07-02 10:30,54,24,30,,,,,0,0,0,,,,
2025-07-02 10:45,46,24,22,,,,,0,0,0,,,,
2025-07-02 11:00,34,17,17,,,,,0,0,0,,,,
2025-07-02 11:15,47,16,31,,,,,0,0,0,,,,
2025-07-02 11:30,68,26,42,,,,,0,0,0,,,,
2025-07-02 11:45,74,39,35,,,,,0,0,0,,,,
2025-07-02 12:00,60,39,21,,,,,0,0,0,,,,
2025-07-02 12:15,58,23,35,,,,,0,0,0,,,,
2025-07-02 12:30,54,22,32,,,,,0,0,0,,,,
2025-07-02 12:45,45,23,22,,,,,0,0,0,,,,
2025-07-02 13:00,51,22,29,,,,,0,0,0,,,,
2025-07-02 13:15,45,18,27,,,,,0,0,0,,,,
2025-07-02 13:30,41,15,26,,,,,0,0,0,,,,
2025-07-02 13:45,54,21,33,,,,,0,0,0,,,,
2025-07-02 14:00,53,20,33,,,,,0,0,0,,,,
2025-07-02 14:15,60,23,37,,,,,0,0,0,,,,
2025-07-02 14:30,58,23,35,,,,,0,0,0,,,,
2025-07-02 14:45,53,15,38,,,,,0,0,0,,,,
2025-07-02 15:00,61,15,46,,,,,0,0,0,,,,
2025-07-02 15:15,54,20,34,,,,,0,0,0,,,,
2025-07-02 15:30,69,26,43,,,,,0,0,0,,,,
2025-07-02 15:45,67,25,42,,,,,0,0,0,,,,
2025-07-02 16:00,57,16,41,,,,,0,0,0,,,,
2025-07-02 16:15,74,15,59,,,,,0,0,0,,,,
2025-07-02 16:30,63,22,41,,,,,0,0,0,,,,
2025-07-02 16:45,53,17,36,,,,,0,0,0,,,,
2025-07-02 17:00,57,25,32,,,,,0,0,0,,,,
2025-07-02 17:15,57,17,40,,,,,0,0,0,,,,
2025-07-02 17:30,78,19,59,,,,,0,0,0,,,,
2025-07-02 17:45,81,28,53,,,,,0,0,0,,,,
2025-07-02 18:00,39,14,25,,,,,0,0,0,,,,
2025-07-02 18:15,29,12,17,,,,,0,0,0,,,,
2025-07-02 18:30,29,5,24,,,,,0,0,0,,,,
2025-07-02 18:45,21,6,15,,,,,0,0,0,,,,
2025-07-02 19:00,17,5,12,,,,,0,0,0,,,,
2025-07-02 19:15,18,7,11,,,,,0,0,0,,,,
2025-07-02 19:30,14,4,10,,,,,0,0,0,,,,
2025-07-02 19:45,18,8,10,,,,,0,0,0,,,,
2025-07-02 20:00,21,4,17,,,,,0,0,0,,,,
2025-07-02 20:15,17,5,12,,,,,0,0,0,,,,
2025-07-02 20:30,23,5,18,,,,,0,0,0,,,,
2025-07-02 20:45,8,1,7,,,,,0,0,0,,,,
2025-07-02 21:00,19,6,13,,,,,0,0,0,,,,
2025-07-02 21:15,12,3,9,,,,,0,0,0,,,,
2025-07-02 21:30,17,6,11,,,,,0,0,0,,,,
2025-07-02 21:45,10,5,5,,,,,0,0,0,,,,
2025-07-02 22:00,14,8,6,,,,,0,0,0,,,,
2025-07-02 22:15,13,4,9,,,,,0,0,0,,,,
2025-07-02 22:30,9,1,8,,,,,0,0,0,,,,
2025-07-02 22:45,7,2,5,,,,,0,0,0,,,,
2025-07-02 23:00,4,1,3,,,,,0,0,0,,,,
2025-07-02 23:15,3,1,2,,,,,0,0,0,,,,
2025-07-02 23:30,5,1,4,,,,,0,0,0,,,,
2025-07-02 23:45,9,5,4,,,,,0,0,0,,,,
2025-07-03 00:00,1,0,1,,,,,0,0,0,,,,
2025-07-03 00:15,3,0,3,,,,,0,0,0,,,,
2025-07-03 00:30,1,0,1,,,,,0,0,0,,,,
2025-07-03 00:45,1,0,1,,,,,0,0,0,,,,
2025-07-03 01:00,0,0,0,,,,,0,0,0,,,,
2025-07-03 01:15,3,0,3,,,,,0,0,0,,,,
2025-07-03 01:30,1,0,1,,,,,0,0,0,,,,
2025-07-03 01:45,1,1,0,,,,,0,0,0,,,,
