Datetime,300037931 (Gasselstiege),353413846 (Gasselstiege Fahrräder Stadteinwärts),353413847 (Gasselstiege Fahrräder Stadtauswärts),353426663 (Gasselstiege Fahrräder Stadteinwärts),353426665 (Gasselstiege Fahrräder Stadteinwärts),353426666 (Gasselstiege Fahrräder Stadtauswärts),353426668 (Gasselstiege Fahrräder Stadtauswärts),300037931-status,353413846-status,353413847-status,353426663-status,353426665-status,353426666-status,353426668-status
2025-05-01 00:00,8,3,5,,,,,0,0,0,,,,
2025-05-01 00:15,7,7,0,,,,,0,0,0,,,,
2025-05-01 00:30,10,5,5,,,,,0,0,0,,,,
2025-05-01 00:45,9,1,8,,,,,0,0,0,,,,
2025-05-01 01:00,5,1,4,,,,,0,0,0,,,,
2025-05-01 01:15,11,5,6,,,,,0,0,0,,,,
2025-05-01 01:30,10,5,5,,,,,0,0,0,,,,
2025-05-01 01:45,27,26,1,,,,,0,0,0,,,,
2025-05-01 02:00,7,3,4,,,,,0,0,0,,,,
2025-05-01 02:15,7,2,5,,,,,0,0,0,,,,
2025-05-01 02:30,3,1,2,,,,,0,0,0,,,,
2025-05-01 02:45,5,1,4,,,,,0,0,0,,,,
2025-05-01 03:00,7,1,6,,,,,0,0,0,,,,
2025-05-01 03:15,5,1,4,,,,,0,0,0,,,,
2025-05-01 03:30,2,1,1,,,,,0,0,0,,,,
2025-05-01 03:45,0,0,0,,,,,0,0,0,,,,
2025-05-01 04:00,1,0,1,,,,,0,0,0,,,,
2025-05-01 04:15,1,0,1,,,,,0,0,0,,,,
2025-05-01 04:30,2,1,1,,,,,0,0,0,,,,
2025-05-01 04:45,3,1,2,,,,,0,0,0,,,,
2025-05-01 05:00,1,0,1,,,,,0,0,0,,,,
2025-05-01 05:15,1,1,0,,,,,0,0,0,,,,
2025-05-01 05:30,8,4,4,,,,,0,0,0,,,,
2025-05-01 05:45,3,1,2,,,,,0,0,0,,,,
2025-05-01 06:00,5,5,0,,,,,0,0,0,,,,
2025-05-01 06:15,4,0,4,,,,,0,0,0,,,,
2025-05-01 06:30,6,3,3,,,,,0,0,0,,,,
2025-05-01 06:45,9,3,6,,,,,0,0,0,,,,
2025-05-01 07:00,6,2,4,,,,,0,0,0,,,,
2025-05-01 07:15,11,5,6,,,,,0,0,0,,,,
2025-05-01 07:30,5,4,1,,,,,0,0,0,,,,
2025-05-01 07:45,7,3,4,,,,,0,0,0,,,,
2025-05-01 08:00,7,2,5,,,,,0,0,0,,,,
2025-05-01 08:15,10,8,2,,,,,0,0,0,,,,
2025-05-01 08:30,9,7,2,,,,,0,0,0,,,,
2025-05-01 08:45,10,4,6,,,,,0,0,0,,,,
2025-05-01 09:00,13,4,9,,,,,0,0,0,,,,
2025-05-01 09:15,20,9,11,,,,,0,0,0,,,,
2025-05-01 09:30,32,14,18,,,,,0,0,0,,,,
2025-05-01 09:45,40,20,20,,,,,0,0,0,,,,
2025-05-01 10:00,36,23,13,,,,,0,0,0,,,,
2025-05-01 10:15,44,22,22,,,,,0,0,0,,,,
2025-05-01 10:30,38,18,20,,,,,0,0,0,,,,
2025-05-01 10:45,61,31,30,,,,,0,0,0,,,,
2025-05-01 11:00,76,34,42,,,,,0,0,0,,,,
2025-05-01 11:15,60,21,39,,,,,0,0,0,,,,
2025-05-01 11:30,90,43,47,,,,,0,0,0,,,,
2025-05-01 11:45,88,35,53,,,,,0,0,0,,,,
2025-05-01 12:00,47,21,26,,,,,0,0,0,,,,
2025-05-01 12:15,71,45,26,,,,,0,0,0,,,,
2025-05-01 12:30,68,35,33,,,,,0,0,0,,,,
2025-05-01 12:45,91,51,40,,,,,0,0,0,,,,
2025-05-01 13:00,81,34,47,,,,,0,0,0,,,,
2025-05-01 13:15,71,47,24,,,,,0,0,0,,,,
2025-05-01 13:30,77,32,45,,,,,0,0,0,,,,
2025-05-01 13:45,123,72,51,,,,,0,0,0,,,,
2025-05-01 14:00,63,41,22,,,,,0,0,0,,,,
2025-05-01 14:15,118,72,46,,,,,0,0,0,,,,
2025-05-01 14:30,83,43,40,,,,,0,0,0,,,,
2025-05-01 14:45,102,68,34,,,,,0,0,0,,,,
2025-05-01 15:00,100,39,61,,,,,0,0,0,,,,
2025-05-01 15:15,84,48,36,,,,,0,0,0,,,,
2025-05-01 15:30,54,32,22,,,,,0,0,0,,,,
2025-05-01 15:45,74,39,35,,,,,0,0,0,,,,
2025-05-01 16:00,91,64,27,,,,,0,0,0,,,,
2025-05-01 16:15,77,52,25,,,,,0,0,0,,,,
2025-05-01 16:30,103,56,47,,,,,0,0,0,,,,
2025-05-01 16:45,82,43,39,,,,,0,0,0,,,,
2025-05-01 17:00,60,31,29,,,,,0,0,0,,,,
2025-05-01 17:15,68,39,29,,,,,0,0,0,,,,
2025-05-01 17:30,71,36,35,,,,,0,0,0,,,,
2025-05-01 17:45,102,42,60,,,,,0,0,0,,,,
2025-05-01 18:00,43,25,18,,,,,0,0,0,,,,
2025-05-01 18:15,57,29,28,,,,,0,0,0,,,,
2025-05-01 18:30,93,60,33,,,,,0,0,0,,,,
2025-05-01 18:45,72,36,36,,,,,0,0,0,,,,
2025-05-01 19:00,57,30,27,,,,,0,0,0,,,,
2025-05-01 19:15,60,21,39,,,,,0,0,0,,,,
2025-05-01 19:30,56,21,35,,,,,0,0,0,,,,
2025-05-01 19:45,67,39,28,,,,,0,0,0,,,,
2025-05-01 20:00,41,18,23,,,,,0,0,0,,,,
2025-05-01 20:15,50,25,25,,,,,0,0,0,,,,
2025-05-01 20:30,39,20,19,,,,,0,0,0,,,,
2025-05-01 20:45,21,11,10,,,,,0,0,0,,,,
2025-05-01 21:00,22,8,14,,,,,0,0,0,,,,
2025-05-01 21:15,37,18,19,,,,,0,0,0,,,,
2025-05-01 21:30,20,8,12,,,,,0,0,0,,,,
2025-05-01 21:45,12,7,5,,,,,0,0,0,,,,
2025-05-01 22:00,26,13,13,,,,,0,0,0,,,,
2025-05-01 22:15,22,9,13,,,,,0,0,0,,,,
2025-05-01 22:30,14,5,9,,,,,0,0,0,,,,
2025-05-01 22:45,7,3,4,,,,,0,0,0,,,,
