Datetime,300037933 (Weißenburg Str.),353413852 (Weißenburg Str. [Bike Stadteinwärts]),353413853 (Weißenburg Str. [Bike Stadtauswärts]),300037933-status,353413852-status,353413853-status
2025-03-01 00:00,2,1,1,0,0,0
2025-03-01 00:15,2,2,0,0,0,0
2025-03-01 00:30,2,1,1,0,0,0
2025-03-01 00:45,0,0,0,0,0,0
2025-03-01 01:00,0,0,0,0,0,0
2025-03-01 01:15,1,1,0,0,0,0
2025-03-01 01:30,1,1,0,0,0,0
2025-03-01 01:45,2,0,2,0,0,0
2025-03-01 02:00,1,0,1,0,0,0
2025-03-01 02:15,3,2,1,0,0,0
2025-03-01 02:30,1,1,0,0,0,0
2025-03-01 02:45,3,2,1,0,0,0
2025-03-01 03:00,0,0,0,0,0,0
2025-03-01 03:15,0,0,0,0,0,0
2025-03-01 03:30,1,1,0,0,0,0
2025-03-01 03:45,0,0,0,0,0,0
2025-03-01 04:00,1,1,0,0,0,0
2025-03-01 04:15,1,0,1,0,0,0
2025-03-01 04:30,0,0,0,0,0,0
2025-03-01 04:45,0,0,0,0,0,0
2025-03-01 05:00,1,1,0,0,0,0
2025-03-01 05:15,2,1,1,0,0,0
2025-03-01 05:30,4,3,1,0,0,0
2025-03-01 05:45,3,0,3,0,0,0
2025-03-01 06:00,2,1,1,0,0,0
2025-03-01 06:15,3,2,1,0,0,0
2025-03-01 06:30,1,1,0,0,0,0
2025-03-01 06:45,3,2,1,0,0,0
2025-03-01 07:00,5,3,2,0,0,0
2025-03-01 07:15,4,1,3,0,0,0
2025-03-01 07:30,5,0,5,0,0,0
2025-03-01 07:45,4,3,1,0,0,0
2025-03-01 08:00,6,4,2,0,0,0
2025-03-01 08:15,8,5,3,0,0,0
2025-03-01 08:30,5,1,4,0,0,0
2025-03-01 08:45,14,7,7,0,0,0
2025-03-01 09:00,4,1,3,0,0,0
2025-03-01 09:15,10,1,9,0,0,0
2025-03-01 09:30,9,3,6,0,0,0
2025-03-01 09:45,12,4,8,0,0,0
2025-03-01 10:00,23,7,16,0,0,0
2025-03-01 10:15,20,10,10,0,0,0
2025-03-01 10:30,11,4,7,0,0,0
2025-03-01 10:45,16,4,12,0,0,0
2025-03-01 11:00,17,7,10,0,0,0
2025-03-01 11:15,14,2,12,0,0,0
2025-03-01 11:30,25,12,13,0,0,0
2025-03-01 11:45,24,12,12,0,0,0
2025-03-01 12:00,14,6,8,0,0,0
2025-03-01 12:15,23,11,12,0,0,0
2025-03-01 12:30,21,13,8,0,0,0
2025-03-01 12:45,17,7,10,0,0,0
2025-03-01 13:00,15,11,4,0,0,0
2025-03-01 13:15,26,12,14,0,0,0
2025-03-01 13:30,9,4,5,0,0,0
2025-03-01 13:45,23,16,7,0,0,0
2025-03-01 14:00,14,5,9,0,0,0
2025-03-01 14:15,20,11,9,0,0,0
2025-03-01 14:30,10,3,7,0,0,0
2025-03-01 14:45,16,6,10,0,0,0
2025-03-01 15:00,12,6,6,0,0,0
2025-03-01 15:15,26,16,10,0,0,0
2025-03-01 15:30,19,12,7,0,0,0
2025-03-01 15:45,19,8,11,0,0,0
2025-03-01 16:00,15,10,5,0,0,0
2025-03-01 16:15,6,3,3,0,0,0
2025-03-01 16:30,15,9,6,0,0,0
2025-03-01 16:45,19,8,11,0,0,0
2025-03-01 17:00,11,7,4,0,0,0
2025-03-01 17:15,13,5,8,0,0,0
2025-03-01 17:30,16,7,9,0,0,0
2025-03-01 17:45,14,10,4,0,0,0
2025-03-01 18:00,12,8,4,0,0,0
2025-03-01 18:15,7,6,1,0,0,0
2025-03-01 18:30,14,7,7,0,0,0
2025-03-01 18:45,20,13,7,0,0,0
2025-03-01 19:00,21,11,10,0,0,0
2025-03-01 19:15,21,12,9,0,0,0
2025-03-01 19:30,9,4,5,0,0,0
2025-03-01 19:45,11,6,5,0,0,0
2025-03-01 20:00,8,3,5,0,0,0
2025-03-01 20:15,6,4,2,0,0,0
2025-03-01 20:30,6,2,4,0,0,0
2025-03-01 20:45,5,2,3,0,0,0
2025-03-01 21:00,4,3,1,0,0,0
2025-03-01 21:15,6,4,2,0,0,0
2025-03-01 21:30,4,2,2,0,0,0
2025-03-01 21:45,7,0,7,0,0,0
2025-03-01 22:00,11,6,5,0,0,0
2025-03-01 22:15,6,1,5,0,0,0
2025-03-01 22:30,4,3,1,0,0,0
2025-03-01 22:45,4,1,3,0,0,0
2025-03-01 23:00,9,6,3,0,0,0
2025-03-01 23:15,2,2,0,0,0,0
2025-03-01 23:30,1,0,1,0,0,0
2025-03-01 23:45,2,2,0,0,0,0
