Datetime,300037933 (Weißenburg Str.),353413852 (Weißenburg Str. [Bike Stadteinwärts]),353413853 (Weißenburg Str. [Bike Stadtauswärts]),300037933-status,353413852-status,353413853-status
2024-05-01 00:00,7,2,5,0,0,0
2024-05-01 00:15,5,5,0,0,0,0
2024-05-01 00:30,3,2,1,0,0,0
2024-05-01 00:45,4,3,1,0,0,0
2024-05-01 01:00,5,5,0,0,0,0
2024-05-01 01:15,5,4,1,0,0,0
2024-05-01 01:30,4,3,1,0,0,0
2024-05-01 01:45,4,2,2,0,0,0
2024-05-01 02:00,7,4,3,0,0,0
2024-05-01 02:15,4,2,2,0,0,0
2024-05-01 02:30,1,1,0,0,0,0
2024-05-01 02:45,0,0,0,0,0,0
2024-05-01 03:00,2,0,2,0,0,0
2024-05-01 03:15,3,3,0,0,0,0
2024-05-01 03:30,1,1,0,0,0,0
2024-05-01 03:45,1,0,1,0,0,0
2024-05-01 04:00,3,2,1,0,0,0
2024-05-01 04:15,0,0,0,0,0,0
2024-05-01 04:30,1,1,0,0,0,0
2024-05-01 04:45,1,0,1,0,0,0
2024-05-01 05:00,0,0,0,0,0,0
2024-05-01 05:15,2,1,1,0,0,0
2024-05-01 05:30,4,2,2,0,0,0
2024-05-01 05:45,1,1,0,0,0,0
2024-05-01 06:00,3,1,2,0,0,0
2024-05-01 06:15,1,1,0,0,0,0
2024-05-01 06:30,1,0,1,0,0,0
2024-05-01 06:45,1,0,1,0,0,0
2024-05-01 07:00,0,0,0,0,0,0
2024-05-01 07:15,3,3,0,0,0,0
2024-05-01 07:30,4,1,3,0,0,0
2024-05-01 07:45,4,1,3,0,0,0
2024-05-01 08:00,4,3,1,0,0,0
2024-05-01 08:15,2,1,1,0,0,0
2024-05-01 08:30,7,2,5,0,0,0
2024-05-01 08:45,7,5,2,0,0,0
2024-05-01 09:00,11,8,3,0,0,0
2024-05-01 09:15,7,2,5,0,0,0
2024-05-01 09:30,9,1,8,0,0,0
2024-05-01 09:45,11,7,4,0,0,0
2024-05-01 10:00,19,10,9,0,0,0
2024-05-01 10:15,17,6,11,0,0,0
2024-05-01 10:30,12,4,8,0,0,0
2024-05-01 10:45,26,9,17,0,0,0
2024-05-01 11:00,30,18,12,0,0,0
2024-05-01 11:15,14,7,7,0,0,0
2024-05-01 11:30,22,10,12,0,0,0
2024-05-01 11:45,31,16,15,0,0,0
2024-05-01 12:00,17,9,8,0,0,0
2024-05-01 12:15,37,13,24,0,0,0
2024-05-01 12:30,32,16,16,0,0,0
2024-05-01 12:45,25,10,15,0,0,0
2024-05-01 13:00,30,12,18,0,0,0
2024-05-01 13:15,25,12,13,0,0,0
2024-05-01 13:30,20,6,14,0,0,0
2024-05-01 13:45,29,9,20,0,0,0
2024-05-01 14:00,31,17,14,0,0,0
2024-05-01 14:15,29,9,20,0,0,0
2024-05-01 14:30,17,9,8,0,0,0
2024-05-01 14:45,29,13,16,0,0,0
2024-05-01 15:00,21,9,12,0,0,0
2024-05-01 15:15,27,10,17,0,0,0
2024-05-01 15:30,25,11,14,0,0,0
2024-05-01 15:45,18,3,15,0,0,0
2024-05-01 16:00,12,6,6,0,0,0
2024-05-01 16:15,29,13,16,0,0,0
2024-05-01 16:30,22,9,13,0,0,0
2024-05-01 16:45,20,6,14,0,0,0
2024-05-01 17:00,32,26,6,0,0,0
2024-05-01 17:15,23,10,13,0,0,0
2024-05-01 17:30,27,11,16,0,0,0
2024-05-01 17:45,31,14,17,0,0,0
2024-05-01 18:00,19,13,6,0,0,0
2024-05-01 18:15,29,10,19,0,0,0
2024-05-01 18:30,18,8,10,0,0,0
2024-05-01 18:45,17,8,9,0,0,0
2024-05-01 19:00,22,11,11,0,0,0
2024-05-01 19:15,10,3,7,0,0,0
2024-05-01 19:30,26,10,16,0,0,0
2024-05-01 19:45,16,5,11,0,0,0
2024-05-01 20:00,25,15,10,0,0,0
2024-05-01 20:15,15,6,9,0,0,0
2024-05-01 20:30,6,2,4,0,0,0
2024-05-01 20:45,19,12,7,0,0,0
2024-05-01 21:00,18,9,9,0,0,0
2024-05-01 21:15,10,7,3,0,0,0
2024-05-01 21:30,13,5,8,0,0,0
2024-05-01 21:45,13,5,8,0,0,0
2024-05-01 22:00,15,9,6,0,0,0
2024-05-01 22:15,4,4,0,0,0,0
2024-05-01 22:30,10,5,5,0,0,0
2024-05-01 22:45,6,4,2,0,0,0
2024-05-01 23:00,8,5,3,0,0,0
2024-05-01 23:15,10,8,2,0,0,0
2024-05-01 23:30,0,0,0,0,0,0
2024-05-01 23:45,0,0,0,0,0,0
2024-05-02 00:00,2,1,1,0,0,0
2024-05-02 00:15,1,0,1,0,0,0
2024-05-02 00:30,1,0,1,0,0,0
2024-05-02 00:45,1,1,0,0,0,0
2024-05-02 01:00,0,0,0,0,0,0
2024-05-02 01:15,0,0,0,0,0,0
2024-05-02 01:30,0,0,0,0,0,0
2024-05-02 01:45,0,0,0,0,0,0
