Datetime,300037933 (Weißenburg Str.),353413852 (Weißenburg Str. [Bike Stadteinwärts]),353413853 (Weißenburg Str. [Bike Stadtauswärts]),300037933-status,353413852-status,353413853-status
2024-10-01 00:00,0,0,0,0,0,0
2024-10-01 00:15,0,0,0,0,0,0
2024-10-01 00:30,0,0,0,0,0,0
2024-10-01 00:45,0,0,0,0,0,0
2024-10-01 01:00,0,0,0,0,0,0
2024-10-01 01:15,0,0,0,0,0,0
2024-10-01 01:30,2,2,0,0,0,0
2024-10-01 01:45,0,0,0,0,0,0
2024-10-01 02:00,1,1,0,0,0,0
2024-10-01 02:15,0,0,0,0,0,0
2024-10-01 02:30,1,1,0,0,0,0
2024-10-01 02:45,0,0,0,0,0,0
2024-10-01 03:00,0,0,0,0,0,0
2024-10-01 03:15,1,0,1,0,0,0
2024-10-01 03:30,0,0,0,0,0,0
2024-10-01 03:45,1,0,1,0,0,0
2024-10-01 04:00,0,0,0,0,0,0
2024-10-01 04:15,0,0,0,0,0,0
2024-10-01 04:30,1,0,1,0,0,0
2024-10-01 04:45,1,0,1,0,0,0
2024-10-01 05:00,3,2,1,0,0,0
2024-10-01 05:15,0,0,0,0,0,0
2024-10-01 05:30,0,0,0,0,0,0
2024-10-01 05:45,3,2,1,0,0,0
2024-10-01 06:00,4,1,3,0,0,0
2024-10-01 06:15,2,1,1,0,0,0
2024-10-01 06:30,4,2,2,0,0,0
2024-10-01 06:45,13,4,9,0,0,0
2024-10-01 07:00,6,2,4,0,0,0
2024-10-01 07:15,49,7,42,0,0,0
2024-10-01 07:30,95,10,85,0,0,0
2024-10-01 07:45,16,8,8,0,0,0
2024-10-01 08:00,21,8,13,0,0,0
2024-10-01 08:15,20,7,13,0,0,0
2024-10-01 08:30,14,5,9,0,0,0
2024-10-01 08:45,17,6,11,0,0,0
2024-10-01 09:00,7,2,5,0,0,0
2024-10-01 09:15,16,3,13,0,0,0
2024-10-01 09:30,13,4,9,0,0,0
2024-10-01 09:45,11,3,8,0,0,0
2024-10-01 10:00,9,3,6,0,0,0
2024-10-01 10:15,12,11,1,0,0,0
2024-10-01 10:30,6,5,1,0,0,0
2024-10-01 10:45,7,4,3,0,0,0
2024-10-01 11:00,7,2,5,0,0,0
2024-10-01 11:15,11,6,5,0,0,0
2024-10-01 11:30,13,6,7,0,0,0
2024-10-01 11:45,10,6,4,0,0,0
2024-10-01 12:00,7,4,3,0,0,0
2024-10-01 12:15,18,15,3,0,0,0
2024-10-01 12:30,30,26,4,0,0,0
2024-10-01 12:45,17,7,10,0,0,0
2024-10-01 13:00,18,11,7,0,0,0
2024-10-01 13:15,16,12,4,0,0,0
2024-10-01 13:30,25,16,9,0,0,0
2024-10-01 13:45,48,43,5,0,0,0
2024-10-01 14:00,18,15,3,0,0,0
2024-10-01 14:15,14,10,4,0,0,0
2024-10-01 14:30,20,12,8,0,0,0
2024-10-01 14:45,16,15,1,0,0,0
2024-10-01 15:00,24,18,6,0,0,0
2024-10-01 15:15,21,12,9,0,0,0
2024-10-01 15:30,26,20,6,0,0,0
2024-10-01 15:45,25,14,11,0,0,0
2024-10-01 16:00,28,14,14,0,0,0
2024-10-01 16:15,12,9,3,0,0,0
2024-10-01 16:30,15,8,7,0,0,0
2024-10-01 16:45,17,7,10,0,0,0
2024-10-01 17:00,23,9,14,0,0,0
2024-10-01 17:15,28,22,6,0,0,0
2024-10-01 17:30,23,10,13,0,0,0
2024-10-01 17:45,24,17,7,0,0,0
2024-10-01 18:00,17,11,6,0,0,0
2024-10-01 18:15,14,7,7,0,0,0
2024-10-01 18:30,20,12,8,0,0,0
2024-10-01 18:45,23,8,15,0,0,0
2024-10-01 19:00,10,4,6,0,0,0
2024-10-01 19:15,15,7,8,0,0,0
2024-10-01 19:30,3,1,2,0,0,0
2024-10-01 19:45,22,13,9,0,0,0
2024-10-01 20:00,8,7,1,0,0,0
2024-10-01 20:15,8,6,2,0,0,0
2024-10-01 20:30,8,6,2,0,0,0
2024-10-01 20:45,4,2,2,0,0,0
2024-10-01 21:00,7,5,2,0,0,0
2024-10-01 21:15,8,7,1,0,0,0
2024-10-01 21:30,7,3,4,0,0,0
2024-10-01 21:45,5,1,4,0,0,0
2024-10-01 22:00,7,7,0,0,0,0
2024-10-01 22:15,10,8,2,0,0,0
2024-10-01 22:30,4,4,0,0,0,0
2024-10-01 22:45,1,1,0,0,0,0
2024-10-01 23:00,3,1,2,0,0,0
2024-10-01 23:15,3,2,1,0,0,0
2024-10-01 23:30,0,0,0,0,0,0
2024-10-01 23:45,3,3,0,0,0,0
2024-10-02 00:00,3,3,0,0,0,0
2024-10-02 00:15,3,1,2,0,0,0
2024-10-02 00:30,0,0,0,0,0,0
2024-10-02 00:45,1,1,0,0,0,0
2024-10-02 01:00,0,0,0,0,0,0
2024-10-02 01:15,2,2,0,0,0,0
2024-10-02 01:30,1,0,1,0,0,0
2024-10-02 01:45,0,0,0,0,0,0
