Datetime,300037933 (Weißenburgstraße),353413852 (Weißenburgstraße Fahrräder Stadteinwärts),353413853 (Weißenburgstraße Fahrräder Stadtauswärts),300037933-status,353413852-status,353413853-status
2025-08-01 00:00,0,0,0,0,0,0
2025-08-01 00:15,1,0,1,0,0,0
2025-08-01 00:30,5,1,4,0,0,0
2025-08-01 00:45,1,0,1,0,0,0
2025-08-01 01:00,0,0,0,0,0,0
2025-08-01 01:15,1,0,1,0,0,0
2025-08-01 01:30,1,0,1,0,0,0
2025-08-01 01:45,1,1,0,0,0,0
2025-08-01 02:00,3,3,0,0,0,0
2025-08-01 02:15,1,0,1,0,0,0
2025-08-01 02:30,0,0,0,0,0,0
2025-08-01 02:45,0,0,0,0,0,0
2025-08-01 03:00,1,0,1,0,0,0
2025-08-01 03:15,0,0,0,0,0,0
2025-08-01 03:30,1,1,0,0,0,0
2025-08-01 03:45,0,0,0,0,0,0
2025-08-01 04:00,0,0,0,0,0,0
2025-08-01 04:15,0,0,0,0,0,0
2025-08-01 04:30,3,2,1,0,0,0
2025-08-01 04:45,2,1,1,0,0,0
2025-08-01 05:00,1,0,1,0,0,0
2025-08-01 05:15,0,0,0,0,0,0
2025-08-01 05:30,2,0,2,0,0,0
2025-08-01 05:45,0,0,0,0,0,0
2025-08-01 06:00,3,2,1,0,0,0
2025-08-01 06:15,4,3,1,0,0,0
2025-08-01 06:30,13,7,6,0,0,0
2025-08-01 06:45,4,3,1,0,0,0
2025-08-01 07:00,24,16,8,0,0,0
2025-08-01 07:15,25,10,15,0,0,0
2025-08-01 07:30,19,11,8,0,0,0
2025-08-01 07:45,20,9,11,0,0,0
2025-08-01 08:00,18,8,10,0,0,0
2025-08-01 08:15,16,8,8,0,0,0
2025-08-01 08:30,22,15,7,0,0,0
2025-08-01 08:45,15,12,3,0,0,0
2025-08-01 09:00,14,6,8,0,0,0
2025-08-01 09:15,9,8,1,0,0,0
2025-08-01 09:30,18,14,4,0,0,0
2025-08-01 09:45,14,13,1,0,0,0
2025-08-01 10:00,14,10,4,0,0,0
2025-08-01 10:15,13,8,5,0,0,0
2025-08-01 10:30,22,9,13,0,0,0
2025-08-01 10:45,13,8,5,0,0,0
2025-08-01 11:00,23,11,12,0,0,0
2025-08-01 11:15,7,4,3,0,0,0
2025-08-01 11:30,10,5,5,0,0,0
2025-08-01 11:45,19,10,9,0,0,0
2025-08-01 12:00,14,8,6,0,0,0
2025-08-01 12:15,21,8,13,0,0,0
2025-08-01 12:30,18,8,10,0,0,0
2025-08-01 12:45,23,12,11,0,0,0
2025-08-01 13:00,15,10,5,0,0,0
2025-08-01 13:15,10,4,6,0,0,0
2025-08-01 13:30,11,6,5,0,0,0
2025-08-01 13:45,18,11,7,0,0,0
2025-08-01 14:00,9,5,4,0,0,0
2025-08-01 14:15,18,7,11,0,0,0
2025-08-01 14:30,18,6,12,0,0,0
2025-08-01 14:45,14,5,9,0,0,0
2025-08-01 15:00,5,2,3,0,0,0
2025-08-01 15:15,13,6,7,0,0,0
2025-08-01 15:30,15,8,7,0,0,0
2025-08-01 15:45,17,5,12,0,0,0
2025-08-01 16:00,13,4,9,0,0,0
2025-08-01 16:15,24,10,14,0,0,0
2025-08-01 16:30,23,11,12,0,0,0
2025-08-01 16:45,13,7,6,0,0,0
2025-08-01 17:00,13,7,6,0,0,0
2025-08-01 17:15,22,13,9,0,0,0
2025-08-01 17:30,27,20,7,0,0,0
2025-08-01 17:45,12,5,7,0,0,0
2025-08-01 18:00,14,5,9,0,0,0
2025-08-01 18:15,15,9,6,0,0,0
2025-08-01 18:30,17,10,7,0,0,0
2025-08-01 18:45,8,3,5,0,0,0
2025-08-01 19:00,14,6,8,0,0,0
2025-08-01 19:15,8,1,7,0,0,0
2025-08-01 19:30,7,5,2,0,0,0
2025-08-01 19:45,17,12,5,0,0,0
2025-08-01 20:00,12,4,8,0,0,0
2025-08-01 20:15,12,5,7,0,0,0
2025-08-01 20:30,7,4,3,0,0,0
2025-08-01 20:45,11,7,4,0,0,0
2025-08-01 21:00,10,3,7,0,0,0
2025-08-01 21:15,13,3,10,0,0,0
2025-08-01 21:30,14,4,10,0,0,0
2025-08-01 21:45,2,2,0,0,0,0
2025-08-01 22:00,7,2,5,0,0,0
2025-08-01 22:15,6,3,3,0,0,0
2025-08-01 22:30,7,1,6,0,0,0
2025-08-01 22:45,7,4,3,0,0,0
2025-08-01 23:00,7,3,4,0,0,0
2025-08-01 23:15,2,0,2,0,0,0
2025-08-01 23:30,11,3,8,0,0,0
2025-08-01 23:45,8,5,3,0,0,0
2025-08-02 00:00,7,1,6,0,0,0
2025-08-02 00:15,1,0,1,0,0,0
2025-08-02 00:30,6,2,4,0,0,0
2025-08-02 00:45,1,1,0,0,0,0
2025-08-02 01:00,2,1,1,0,0,0
2025-08-02 01:15,4,2,2,0,0,0
2025-08-02 01:30,2,1,1,0,0,0
2025-08-02 01:45,0,0,0,0,0,0
