Datetime,300037933 (Weißenburgstraße),353413852 (Weißenburgstraße Fahrräder Stadteinwärts),353413853 (Weißenburgstraße Fahrräder Stadtauswärts),300037933-status,353413852-status,353413853-status
2026-09-01 00:00,0,0,0,0,0,0
2026-09-01 00:15,1,0,1,0,0,0
2026-09-01 00:30,3,2,1,0,0,0
2026-09-01 00:45,4,2,2,0,0,0
2026-09-01 01:00,2,1,1,0,0,0
2026-09-01 01:15,1,1,0,0,0,0
2026-09-01 01:30,0,0,0,0,0,0
2026-09-01 01:45,1,1,0,0,0,0
2026-09-01 02:00,0,0,0,0,0,0
2026-09-01 02:15,0,0,0,0,0,0
2026-09-01 02:30,1,0,1,0,0,0
2026-09-01 02:45,4,4,0,0,0,0
2026-09-01 03:00,1,1,0,0,0,0
2026-09-01 03:15,0,0,0,0,0,0
2026-09-01 03:30,0,0,0,0,0,0
2026-09-01 03:45,2,1,1,0,0,0
2026-09-01 04:00,0,0,0,0,0,0
2026-09-01 04:15,0,0,0,0,0,0
2026-09-01 04:30,2,1,1,0,0,0
2026-09-01 04:45,1,0,1,0,0,0
2026-09-01 05:00,1,0,1,0,0,0
2026-09-01 05:15,1,0,1,0,0,0
2026-09-01 05:30,3,2,1,0,0,0
2026-09-01 05:45,8,6,2,0,0,0
2026-09-01 06:00,1,0,1,0,0,0
2026-09-01 06:15,7,3,4,0,0,0
2026-09-01 06:30,9,4,5,0,0,0
2026-09-01 06:45,19,4,15,0,0,0
2026-09-01 07:00,19,2,17,0,0,0
2026-09-01 07:15,32,9,23,0,0,0
2026-09-01 07:30,27,9,18,0,0,0
2026-09-01 07:45,35,11,24,0,0,0
2026-09-01 08:00,24,9,15,0,0,0
2026-09-01 08:15,33,12,21,0,0,0
2026-09-01 08:30,32,12,20,0,0,0
2026-09-01 08:45,37,17,20,0,0,0
2026-09-01 09:00,21,5,16,0,0,0
2026-09-01 09:15,15,8,7,0,0,0
2026-09-01 09:30,22,7,15,0,0,0
2026-09-01 09:45,25,7,18,0,0,0
2026-09-01 10:00,22,7,15,0,0,0
2026-09-01 10:15,10,4,6,0,0,0
2026-09-01 10:30,7,1,6,0,0,0
2026-09-01 10:45,9,3,6,0,0,0
2026-09-01 11:00,15,8,7,0,0,0
2026-09-01 11:15,25,11,14,0,0,0
2026-09-01 11:30,25,14,11,0,0,0
2026-09-01 11:45,15,3,12,0,0,0
2026-09-01 12:00,22,9,13,0,0,0
2026-09-01 12:15,19,12,7,0,0,0
2026-09-01 12:30,30,17,13,0,0,0
2026-09-01 12:45,12,9,3,0,0,0
2026-09-01 13:00,15,9,6,0,0,0
2026-09-01 13:15,15,8,7,0,0,0
2026-09-01 13:30,13,8,5,0,0,0
2026-09-01 13:45,32,12,20,0,0,0
2026-09-01 14:00,14,8,6,0,0,0
2026-09-01 14:15,18,9,9,0,0,0
2026-09-01 14:30,31,18,13,0,0,0
2026-09-01 14:45,34,19,15,0,0,0
2026-09-01 15:00,32,20,12,0,0,0
2026-09-01 15:15,37,23,14,0,0,0
2026-09-01 15:30,27,12,15,0,0,0
2026-09-01 15:45,32,20,12,0,0,0
2026-09-01 16:00,42,26,16,0,0,0
2026-09-01 16:15,42,28,14,0,0,0
2026-09-01 16:30,38,24,14,0,0,0
2026-09-01 16:45,36,24,12,0,0,0
2026-09-01 17:00,33,20,13,0,0,0
2026-09-01 17:15,51,33,18,0,0,0
2026-09-01 17:30,40,25,15,0,0,0
