Datetime,300037933 (Weißenburg Str.),353413852 (Weißenburg Str. [Bike Stadteinwärts]),353413853 (Weißenburg Str. [Bike Stadtauswärts]),300037933-status,353413852-status,353413853-status
2025-01-01 00:00,1,1,0,0,0,0
2025-01-01 00:15,1,0,1,0,0,0
2025-01-01 00:30,7,4,3,0,0,0
2025-01-01 00:45,0,0,0,0,0,0
2025-01-01 01:00,9,5,4,0,0,0
2025-01-01 01:15,5,1,4,0,0,0
2025-01-01 01:30,1,0,1,0,0,0
2025-01-01 01:45,4,3,1,0,0,0
2025-01-01 02:00,5,3,2,0,0,0
2025-01-01 02:15,6,4,2,0,0,0
2025-01-01 02:30,9,6,3,0,0,0
2025-01-01 02:45,11,7,4,0,0,0
2025-01-01 03:00,8,2,6,0,0,0
2025-01-01 03:15,11,8,3,0,0,0
2025-01-01 03:30,12,9,3,0,0,0
2025-01-01 03:45,3,2,1,0,0,0
2025-01-01 04:00,1,0,1,0,0,0
2025-01-01 04:15,2,1,1,0,0,0
2025-01-01 04:30,2,2,0,0,0,0
2025-01-01 04:45,2,1,1,0,0,0
2025-01-01 05:00,2,2,0,0,0,0
2025-01-01 05:15,1,1,0,0,0,0
2025-01-01 05:30,5,4,1,0,0,0
2025-01-01 05:45,0,0,0,0,0,0
2025-01-01 06:00,1,1,0,0,0,0
2025-01-01 06:15,3,2,1,0,0,0
2025-01-01 06:30,1,0,1,0,0,0
2025-01-01 06:45,5,2,3,0,0,0
2025-01-01 07:00,1,1,0,0,0,0
2025-01-01 07:15,2,2,0,0,0,0
2025-01-01 07:30,0,0,0,0,0,0
2025-01-01 07:45,0,0,0,0,0,0
2025-01-01 08:00,1,0,1,0,0,0
2025-01-01 08:15,0,0,0,0,0,0
2025-01-01 08:30,2,0,2,0,0,0
2025-01-01 08:45,2,1,1,0,0,0
2025-01-01 09:00,1,1,0,0,0,0
2025-01-01 09:15,1,0,1,0,0,0
2025-01-01 09:30,0,0,0,0,0,0
2025-01-01 09:45,2,0,2,0,0,0
2025-01-01 10:00,0,0,0,0,0,0
2025-01-01 10:15,3,2,1,0,0,0
2025-01-01 10:30,2,1,1,0,0,0
2025-01-01 10:45,1,1,0,0,0,0
2025-01-01 11:00,4,0,4,0,0,0
2025-01-01 11:15,2,0,2,0,0,0
2025-01-01 11:30,3,2,1,0,0,0
2025-01-01 11:45,2,1,1,0,0,0
2025-01-01 12:00,3,0,3,0,0,0
2025-01-01 12:15,3,2,1,0,0,0
2025-01-01 12:30,5,4,1,0,0,0
2025-01-01 12:45,2,0,2,0,0,0
2025-01-01 13:00,5,1,4,0,0,0
2025-01-01 13:15,4,2,2,0,0,0
2025-01-01 13:30,2,2,0,0,0,0
2025-01-01 13:45,8,4,4,0,0,0
2025-01-01 14:00,5,1,4,0,0,0
2025-01-01 14:15,9,3,6,0,0,0
2025-01-01 14:30,6,1,5,0,0,0
2025-01-01 14:45,6,2,4,0,0,0
2025-01-01 15:00,6,4,2,0,0,0
2025-01-01 15:15,10,1,9,0,0,0
2025-01-01 15:30,11,4,7,0,0,0
2025-01-01 15:45,8,1,7,0,0,0
2025-01-01 16:00,9,5,4,0,0,0
2025-01-01 16:15,10,7,3,0,0,0
2025-01-01 16:30,9,4,5,0,0,0
2025-01-01 16:45,6,3,3,0,0,0
2025-01-01 17:00,9,5,4,0,0,0
2025-01-01 17:15,1,0,1,0,0,0
2025-01-01 17:30,5,3,2,0,0,0
2025-01-01 17:45,4,3,1,0,0,0
2025-01-01 18:00,9,5,4,0,0,0
2025-01-01 18:15,3,3,0,0,0,0
2025-01-01 18:30,10,3,7,0,0,0
2025-01-01 18:45,3,1,2,0,0,0
2025-01-01 19:00,2,1,1,0,0,0
2025-01-01 19:15,2,1,1,0,0,0
2025-01-01 19:30,2,1,1,0,0,0
2025-01-01 19:45,3,0,3,0,0,0
2025-01-01 20:00,1,0,1,0,0,0
2025-01-01 20:15,1,0,1,0,0,0
2025-01-01 20:30,2,2,0,0,0,0
2025-01-01 20:45,3,1,2,0,0,0
2025-01-01 21:00,4,1,3,0,0,0
2025-01-01 21:15,2,2,0,0,0,0
