Datetime,300037933 (Weißenburgstraße),353413852 (Weißenburgstraße Fahrräder Stadteinwärts),353413853 (Weißenburgstraße Fahrräder Stadtauswärts),300037933-status,353413852-status,353413853-status
2026-04-01 00:00,2,2,0,0,0,0
2026-04-01 00:15,2,0,2,0,0,0
2026-04-01 00:30,1,1,0,0,0,0
2026-04-01 00:45,1,0,1,0,0,0
2026-04-01 01:00,0,0,0,0,0,0
2026-04-01 01:15,0,0,0,0,0,0
2026-04-01 01:30,0,0,0,0,0,0
2026-04-01 01:45,0,0,0,0,0,0
2026-04-01 02:00,0,0,0,0,0,0
2026-04-01 02:15,1,1,0,0,0,0
2026-04-01 02:30,2,0,2,0,0,0
2026-04-01 02:45,1,0,1,0,0,0
2026-04-01 03:00,0,0,0,0,0,0
2026-04-01 03:15,0,0,0,0,0,0
2026-04-01 03:30,1,0,1,0,0,0
2026-04-01 03:45,0,0,0,0,0,0
2026-04-01 04:00,0,0,0,0,0,0
2026-04-01 04:15,0,0,0,0,0,0
2026-04-01 04:30,3,0,3,0,0,0
2026-04-01 04:45,1,0,1,0,0,0
2026-04-01 05:00,1,0,1,0,0,0
2026-04-01 05:15,3,2,1,0,0,0
2026-04-01 05:30,4,1,3,0,0,0
2026-04-01 05:45,4,2,2,0,0,0
2026-04-01 06:00,5,1,4,0,0,0
2026-04-01 06:15,8,5,3,0,0,0
2026-04-01 06:30,12,4,8,0,0,0
2026-04-01 06:45,13,7,6,0,0,0
2026-04-01 07:00,13,5,8,0,0,0
2026-04-01 07:15,13,7,6,0,0,0
2026-04-01 07:30,21,4,17,0,0,0
2026-04-01 07:45,17,5,12,0,0,0
2026-04-01 08:00,16,5,11,0,0,0
2026-04-01 08:15,17,6,11,0,0,0
2026-04-01 08:30,22,10,12,0,0,0
2026-04-01 08:45,22,9,13,0,0,0
2026-04-01 09:00,13,5,8,0,0,0
2026-04-01 09:15,21,5,16,0,0,0
2026-04-01 09:30,17,9,8,0,0,0
2026-04-01 09:45,25,11,14,0,0,0
2026-04-01 10:00,19,10,9,0,0,0
2026-04-01 10:15,17,8,9,0,0,0
2026-04-01 10:30,17,11,6,0,0,0
2026-04-01 10:45,23,9,14,0,0,0
2026-04-01 11:00,18,8,10,0,0,0
2026-04-01 11:15,19,5,14,0,0,0
2026-04-01 11:30,19,6,13,0,0,0
2026-04-01 11:45,29,11,18,0,0,0
2026-04-01 12:00,31,16,15,0,0,0
2026-04-01 12:15,17,10,7,0,0,0
2026-04-01 12:30,25,11,14,0,0,0
2026-04-01 12:45,27,14,13,0,0,0
2026-04-01 13:00,16,10,6,0,0,0
2026-04-01 13:15,10,6,4,0,0,0
2026-04-01 13:30,14,6,8,0,0,0
2026-04-01 13:45,20,11,9,0,0,0
2026-04-01 14:00,16,6,10,0,0,0
2026-04-01 14:15,18,11,7,0,0,0
2026-04-01 14:30,21,16,5,0,0,0
2026-04-01 14:45,25,9,16,0,0,0
2026-04-01 15:00,22,15,7,0,0,0
2026-04-01 15:15,23,14,9,0,0,0
2026-04-01 15:30,22,14,8,0,0,0
2026-04-01 15:45,45,25,20,0,0,0
2026-04-01 16:00,18,12,6,0,0,0
2026-04-01 16:15,30,22,8,0,0,0
2026-04-01 16:30,36,15,21,0,0,0
2026-04-01 16:45,20,9,11,0,0,0
2026-04-01 17:00,26,14,12,0,0,0
2026-04-01 17:15,43,27,16,0,0,0
2026-04-01 17:30,30,22,8,0,0,0
2026-04-01 17:45,29,14,15,0,0,0
2026-04-01 18:00,19,6,13,0,0,0
2026-04-01 18:15,24,9,15,0,0,0
2026-04-01 18:30,28,15,13,0,0,0
2026-04-01 18:45,18,10,8,0,0,0
2026-04-01 19:00,17,9,8,0,0,0
2026-04-01 19:15,13,8,5,0,0,0
2026-04-01 19:30,9,3,6,0,0,0
2026-04-01 19:45,14,10,4,0,0,0
2026-04-01 20:00,14,6,8,0,0,0
2026-04-01 20:15,6,3,3,0,0,0
2026-04-01 20:30,7,3,4,0,0,0
2026-04-01 20:45,18,8,10,0,0,0
2026-04-01 21:00,12,6,6,0,0,0
2026-04-01 21:15,18,13,5,0,0,0
2026-04-01 21:30,14,8,6,0,0,0
2026-04-01 21:45,5,2,3,0,0,0
2026-04-01 22:00,5,5,0,0,0,0
2026-04-01 22:15,12,5,7,0,0,0
2026-04-01 22:30,10,8,2,0,0,0
2026-04-01 22:45,3,1,2,0,0,0
2026-04-01 23:00,5,2,3,0,0,0
2026-04-01 23:15,4,4,0,0,0,0
2026-04-01 23:30,3,1,2,0,0,0
2026-04-01 23:45,1,1,0,0,0,0
2026-04-02 00:00,3,3,0,0,0,0
2026-04-02 00:15,1,1,0,0,0,0
2026-04-02 00:30,0,0,0,0,0,0
2026-04-02 00:45,0,0,0,0,0,0
2026-04-02 01:00,1,0,1,0,0,0
2026-04-02 01:15,0,0,0,0,0,0
2026-04-02 01:30,0,0,0,0,0,0
2026-04-02 01:45,2,1,1,0,0,0
2026-04-02 02:00,2,2,0,0,0,0
2026-04-02 02:15,2,2,0,0,0,0
2026-04-02 02:30,1,0,1,0,0,0
2026-04-02 02:45,0,0,0,0,0,0
2026-04-02 03:00,0,0,0,0,0,0
2026-04-02 03:15,2,1,1,0,0,0
2026-04-02 03:30,0,0,0,0,0,0
2026-04-02 03:45,0,0,0,0,0,0
2026-04-02 04:00,0,0,0,0,0,0
2026-04-02 04:15,0,0,0,0,0,0
2026-04-02 04:30,4,1,3,0,0,0
2026-04-02 04:45,0,0,0,0,0,0
2026-04-02 05:00,1,0,1,0,0,0
2026-04-02 05:15,3,3,0,0,0,0
2026-04-02 05:30,2,1,1,0,0,0
2026-04-02 05:45,4,1,3,0,0,0
2026-04-02 06:00,2,0,2,0,0,0
2026-04-02 06:15,5,3,2,0,0,0
2026-04-02 06:30,10,4,6,0,0,0
2026-04-02 06:45,5,2,3,0,0,0
2026-04-02 07:00,13,5,8,0,0,0
2026-04-02 07:15,15,3,12,0,0,0
2026-04-02 07:30,23,8,15,0,0,0
2026-04-02 07:45,21,5,16,0,0,0
2026-04-02 08:00,28,14,14,0,0,0
2026-04-02 08:15,20,6,14,0,0,0
2026-04-02 08:30,25,5,20,0,0,0
2026-04-02 08:45,25,9,16,0,0,0
2026-04-02 09:00,13,7,6,0,0,0
2026-04-02 09:15,11,6,5,0,0,0
2026-04-02 09:30,22,10,12,0,0,0
2026-04-02 09:45,21,9,12,0,0,0
2026-04-02 10:00,22,4,18,0,0,0
2026-04-02 10:15,10,6,4,0,0,0
2026-04-02 10:30,21,11,10,0,0,0
2026-04-02 10:45,10,3,7,0,0,0
2026-04-02 11:00,24,8,16,0,0,0
2026-04-02 11:15,12,6,6,0,0,0
2026-04-02 11:30,19,11,8,0,0,0
2026-04-02 11:45,17,12,5,0,0,0
2026-04-02 12:00,22,10,12,0,0,0
2026-04-02 12:15,25,13,12,0,0,0
2026-04-02 12:30,17,11,6,0,0,0
2026-04-02 12:45,17,4,13,0,0,0
2026-04-02 13:00,17,12,5,0,0,0
2026-04-02 13:15,22,12,10,0,0,0
2026-04-02 13:30,10,4,6,0,0,0
2026-04-02 13:45,12,4,8,0,0,0
2026-04-02 14:00,11,2,9,0,0,0
2026-04-02 14:15,28,16,12,0,0,0
2026-04-02 14:30,22,15,7,0,0,0
2026-04-02 14:45,19,7,12,0,0,0
2026-04-02 15:00,20,6,14,0,0,0
2026-04-02 15:15,20,12,8,0,0,0
2026-04-02 15:30,24,9,15,0,0,0
2026-04-02 15:45,36,19,17,0,0,0
2026-04-02 16:00,24,16,8,0,0,0
2026-04-02 16:15,23,13,10,0,0,0
2026-04-02 16:30,17,10,7,0,0,0
2026-04-02 16:45,34,23,11,0,0,0
2026-04-02 17:00,19,11,8,0,0,0
2026-04-02 17:15,26,16,10,0,0,0
2026-04-02 17:30,13,7,6,0,0,0
2026-04-02 17:45,33,22,11,0,0,0
2026-04-02 18:00,23,12,11,0,0,0
2026-04-02 18:15,28,19,9,0,0,0
2026-04-02 18:30,16,7,9,0,0,0
2026-04-02 18:45,26,19,7,0,0,0
2026-04-02 19:00,11,6,5,0,0,0
2026-04-02 19:15,7,5,2,0,0,0
2026-04-02 19:30,15,7,8,0,0,0
2026-04-02 19:45,10,9,1,0,0,0
2026-04-02 20:00,11,3,8,0,0,0
2026-04-02 20:15,12,8,4,0,0,0
2026-04-02 20:30,12,5,7,0,0,0
2026-04-02 20:45,8,5,3,0,0,0
2026-04-02 21:00,6,4,2,0,0,0
2026-04-02 21:15,10,6,4,0,0,0
2026-04-02 21:30,5,1,4,0,0,0
2026-04-02 21:45,9,7,2,0,0,0
2026-04-02 22:00,5,4,1,0,0,0
2026-04-02 22:15,10,5,5,0,0,0
2026-04-02 22:30,3,2,1,0,0,0
2026-04-02 22:45,2,2,0,0,0,0
2026-04-02 23:00,2,1,1,0,0,0
2026-04-02 23:15,2,1,1,0,0,0
2026-04-02 23:30,1,0,1,0,0,0
2026-04-02 23:45,2,2,0,0,0,0
2026-04-03 00:00,4,3,1,0,0,0
2026-04-03 00:15,5,4,1,0,0,0
2026-04-03 00:30,3,0,3,0,0,0
2026-04-03 00:45,5,5,0,0,0,0
2026-04-03 01:00,1,1,0,0,0,0
2026-04-03 01:15,3,2,1,0,0,0
2026-04-03 01:30,3,2,1,0,0,0
2026-04-03 01:45,1,0,1,0,0,0
