Datetime,100020113 (Wolbecker Straße),101020113 (FR stadteinwärts),102020113 (FR stadtauswärts),100020113-status,101020113-status,102020113-status
2026-03-01 00:00,29,29,0,0,0,0
2026-03-01 00:15,28,28,0,0,0,0
2026-03-01 00:30,17,17,0,0,0,0
2026-03-01 00:45,15,15,0,0,0,0
2026-03-01 01:00,26,26,0,0,0,0
2026-03-01 01:15,17,17,0,0,0,0
2026-03-01 01:30,11,11,0,0,0,0
2026-03-01 01:45,10,10,0,0,0,0
2026-03-01 02:00,15,15,0,0,0,0
2026-03-01 02:15,17,17,0,0,0,0
2026-03-01 02:30,5,5,0,0,0,0
2026-03-01 02:45,12,12,0,0,0,0
2026-03-01 03:00,1,1,0,0,0,0
2026-03-01 03:15,5,5,0,0,0,0
2026-03-01 03:30,6,6,0,0,0,0
2026-03-01 03:45,3,3,0,0,0,0
2026-03-01 04:00,4,4,0,0,0,0
2026-03-01 04:15,2,2,0,0,0,0
2026-03-01 04:30,1,1,0,0,0,0
2026-03-01 04:45,2,2,0,0,0,0
2026-03-01 05:00,1,1,0,0,0,0
2026-03-01 05:15,3,3,0,0,0,0
2026-03-01 05:30,2,2,0,0,0,0
2026-03-01 05:45,4,4,0,0,0,0
2026-03-01 06:00,6,6,0,0,0,0
2026-03-01 06:15,1,1,0,0,0,0
2026-03-01 06:30,2,2,0,0,0,0
2026-03-01 06:45,2,2,0,0,0,0
2026-03-01 07:00,2,2,0,0,0,0
2026-03-01 07:15,2,2,0,0,0,0
2026-03-01 07:30,4,4,0,0,0,0
2026-03-01 07:45,8,8,0,0,0,0
2026-03-01 08:00,2,2,0,0,0,0
2026-03-01 08:15,8,8,0,0,0,0
2026-03-01 08:30,8,8,0,0,0,0
2026-03-01 08:45,13,13,0,0,0,0
2026-03-01 09:00,11,11,0,0,0,0
2026-03-01 09:15,5,5,0,0,0,0
2026-03-01 09:30,24,24,0,0,0,0
2026-03-01 09:45,24,24,0,0,0,0
2026-03-01 10:00,23,23,0,0,0,0
2026-03-01 10:15,20,20,0,0,0,0
2026-03-01 10:30,20,20,0,0,0,0
2026-03-01 10:45,32,32,0,0,0,0
2026-03-01 11:00,25,25,0,0,0,0
2026-03-01 11:15,30,30,0,0,0,0
2026-03-01 11:30,19,19,0,0,0,0
2026-03-01 11:45,26,26,0,0,0,0
2026-03-01 12:00,30,30,0,0,0,0
2026-03-01 12:15,29,29,0,0,0,0
2026-03-01 12:30,46,46,0,0,0,0
2026-03-01 12:45,58,58,0,0,0,0
2026-03-01 13:00,43,43,0,0,0,0
2026-03-01 13:15,55,55,0,0,0,0
2026-03-01 13:30,44,44,0,0,0,0
2026-03-01 13:45,47,47,0,0,0,0
2026-03-01 14:00,49,49,0,0,0,0
2026-03-01 14:15,61,61,0,0,0,0
2026-03-01 14:30,50,50,0,0,0,0
2026-03-01 14:45,62,62,0,0,0,0
2026-03-01 15:00,36,36,0,0,0,0
2026-03-01 15:15,53,53,0,0,0,0
2026-03-01 15:30,57,57,0,0,0,0
2026-03-01 15:45,64,64,0,0,0,0
2026-03-01 16:00,56,56,0,0,0,0
2026-03-01 16:15,43,43,0,0,0,0
2026-03-01 16:30,37,37,0,0,0,0
2026-03-01 16:45,52,52,0,0,0,0
2026-03-01 17:00,53,53,0,0,0,0
2026-03-01 17:15,44,44,0,0,0,0
2026-03-01 17:30,45,45,0,0,0,0
2026-03-01 17:45,52,52,0,0,0,0
2026-03-01 18:00,72,72,0,0,0,0
2026-03-01 18:15,38,38,0,0,0,0
2026-03-01 18:30,47,47,0,0,0,0
2026-03-01 18:45,41,41,0,0,0,0
2026-03-01 19:00,34,34,0,0,0,0
2026-03-01 19:15,34,34,0,0,0,0
2026-03-01 19:30,48,48,0,0,0,0
2026-03-01 19:45,38,38,0,0,0,0
2026-03-01 20:00,44,44,0,0,0,0
2026-03-01 20:15,30,30,0,0,0,0
2026-03-01 20:30,13,13,0,0,0,0
2026-03-01 20:45,15,15,0,0,0,0
2026-03-01 21:00,27,27,0,0,0,0
2026-03-01 21:15,22,22,0,0,0,0
2026-03-01 21:30,23,23,0,0,0,0
2026-03-01 21:45,15,15,0,0,0,0
2026-03-01 22:00,10,10,0,0,0,0
2026-03-01 22:15,7,7,0,0,0,0
2026-03-01 22:30,12,12,0,0,0,0
2026-03-01 22:45,11,11,0,0,0,0
2026-03-01 23:00,5,5,0,0,0,0
2026-03-01 23:15,0,0,0,0,0,0
2026-03-01 23:30,3,3,0,0,0,0
2026-03-01 23:45,4,4,0,0,0,0
2026-03-02 00:00,0,0,0,0,0,0
2026-03-02 00:15,1,1,0,0,0,0
2026-03-02 00:30,3,3,0,0,0,0
2026-03-02 00:45,0,0,0,0,0,0
2026-03-02 01:00,0,0,0,0,0,0
2026-03-02 01:15,0,0,0,0,0,0
2026-03-02 01:30,1,1,0,0,0,0
2026-03-02 01:45,1,1,0,0,0,0
2026-03-02 02:00,0,0,0,0,0,0
2026-03-02 02:15,0,0,0,0,0,0
2026-03-02 02:30,1,1,0,0,0,0
2026-03-02 02:45,0,0,0,0,0,0
2026-03-02 03:00,1,1,0,0,0,0
2026-03-02 03:15,1,1,0,0,0,0
2026-03-02 03:30,0,0,0,0,0,0
2026-03-02 03:45,1,1,0,0,0,0
2026-03-02 04:00,0,0,0,0,0,0
2026-03-02 04:15,0,0,0,0,0,0
2026-03-02 04:30,2,2,0,0,0,0
2026-03-02 04:45,6,6,0,0,0,0
