Datetime,100020113 (Wolbecker Straße),101020113 (FR stadteinwärts),102020113 (FR stadtauswärts),100020113-status,101020113-status,102020113-status
2026-07-01 00:00,10,10,0,0,0,0
2026-07-01 00:15,6,6,0,0,0,0
2026-07-01 00:30,6,6,0,0,0,0
2026-07-01 00:45,4,4,0,0,0,0
2026-07-01 01:00,3,3,0,0,0,0
2026-07-01 01:15,7,7,0,0,0,0
2026-07-01 01:30,2,2,0,0,0,0
2026-07-01 01:45,5,5,0,0,0,0
2026-07-01 02:00,1,1,0,0,0,0
2026-07-01 02:15,0,0,0,0,0,0
2026-07-01 02:30,0,0,0,0,0,0
2026-07-01 02:45,0,0,0,0,0,0
2026-07-01 03:00,1,1,0,0,0,0
2026-07-01 03:15,2,2,0,0,0,0
2026-07-01 03:30,0,0,0,0,0,0
2026-07-01 03:45,1,1,0,0,0,0
2026-07-01 04:00,1,1,0,0,0,0
2026-07-01 04:15,2,2,0,0,0,0
2026-07-01 04:30,2,2,0,0,0,0
2026-07-01 04:45,6,6,0,0,0,0
2026-07-01 05:00,2,2,0,0,0,0
2026-07-01 05:15,10,10,0,0,0,0
2026-07-01 05:30,10,10,0,0,0,0
2026-07-01 05:45,17,17,0,0,0,0
2026-07-01 06:00,16,16,0,0,0,0
2026-07-01 06:15,17,17,0,0,0,0
2026-07-01 06:30,31,31,0,0,0,0
2026-07-01 06:45,46,46,0,0,0,0
2026-07-01 07:00,46,46,0,0,0,0
2026-07-01 07:15,41,41,0,0,0,0
2026-07-01 07:30,82,82,0,0,0,0
2026-07-01 07:45,99,99,0,0,0,0
2026-07-01 08:00,81,81,0,0,0,0
2026-07-01 08:15,85,85,0,0,0,0
2026-07-01 08:30,80,80,0,0,0,0
2026-07-01 08:45,85,85,0,0,0,0
2026-07-01 09:00,50,50,0,0,0,0
2026-07-01 09:15,58,58,0,0,0,0
2026-07-01 09:30,49,49,0,0,0,0
2026-07-01 09:45,48,48,0,0,0,0
2026-07-01 10:00,55,55,0,0,0,0
2026-07-01 10:15,55,55,0,0,0,0
2026-07-01 10:30,69,69,0,0,0,0
2026-07-01 10:45,50,50,0,0,0,0
2026-07-01 11:00,64,64,0,0,0,0
2026-07-01 11:15,58,58,0,0,0,0
2026-07-01 11:30,75,75,0,0,0,0
2026-07-01 11:45,83,83,0,0,0,0
2026-07-01 12:00,90,90,0,0,0,0
2026-07-01 12:15,90,90,0,0,0,0
2026-07-01 12:30,130,130,0,0,0,0
2026-07-01 12:45,84,84,0,0,0,0
2026-07-01 13:00,151,151,0,0,0,0
2026-07-01 13:15,123,123,0,0,0,0
2026-07-01 13:30,105,105,0,0,0,0
2026-07-01 13:45,108,108,0,0,0,0
2026-07-01 14:00,130,130,0,0,0,0
2026-07-01 14:15,101,101,0,0,0,0
2026-07-01 14:30,94,94,0,0,0,0
2026-07-01 14:45,117,117,0,0,0,0
2026-07-01 15:00,100,100,0,0,0,0
2026-07-01 15:15,115,115,0,0,0,0
2026-07-01 15:30,133,133,0,0,0,0
2026-07-01 15:45,145,145,0,0,0,0
2026-07-01 16:00,146,146,0,0,0,0
2026-07-01 16:15,155,155,0,0,0,0
2026-07-01 16:30,143,143,0,0,0,0
2026-07-01 16:45,157,157,0,0,0,0
2026-07-01 17:00,133,133,0,0,0,0
2026-07-01 17:15,158,158,0,0,0,0
2026-07-01 17:30,122,122,0,0,0,0
2026-07-01 17:45,161,161,0,0,0,0
2026-07-01 18:00,158,158,0,0,0,0
2026-07-01 18:15,127,127,0,0,0,0
2026-07-01 18:30,116,116,0,0,0,0
2026-07-01 18:45,122,122,0,0,0,0
2026-07-01 19:00,101,101,0,0,0,0
2026-07-01 19:15,117,117,0,0,0,0
2026-07-01 19:30,104,104,0,0,0,0
2026-07-01 19:45,120,120,0,0,0,0
2026-07-01 20:00,101,101,0,0,0,0
2026-07-01 20:15,75,75,0,0,0,0
2026-07-01 20:30,83,83,0,0,0,0
2026-07-01 20:45,58,58,0,0,0,0
2026-07-01 21:00,65,65,0,0,0,0
2026-07-01 21:15,78,78,0,0,0,0
2026-07-01 21:30,56,56,0,0,0,0
2026-07-01 21:45,61,61,0,0,0,0
2026-07-01 22:00,51,51,0,0,0,0
2026-07-01 22:15,65,65,0,0,0,0
2026-07-01 22:30,58,58,0,0,0,0
2026-07-01 22:45,56,56,0,0,0,0
2026-07-01 23:00,31,31,0,0,0,0
2026-07-01 23:15,20,20,0,0,0,0
2026-07-01 23:30,23,23,0,0,0,0
2026-07-01 23:45,18,18,0,0,0,0
2026-07-02 00:00,15,15,0,0,0,0
2026-07-02 00:15,10,10,0,0,0,0
2026-07-02 00:30,11,11,0,0,0,0
2026-07-02 00:45,6,6,0,0,0,0
2026-07-02 01:00,9,9,0,0,0,0
2026-07-02 01:15,4,4,0,0,0,0
2026-07-02 01:30,13,13,0,0,0,0
2026-07-02 01:45,6,6,0,0,0,0
2026-07-02 02:00,7,7,0,0,0,0
2026-07-02 02:15,2,2,0,0,0,0
2026-07-02 02:30,5,5,0,0,0,0
2026-07-02 02:45,4,4,0,0,0,0
2026-07-02 03:00,2,2,0,0,0,0
2026-07-02 03:15,2,2,0,0,0,0
2026-07-02 03:30,6,6,0,0,0,0
2026-07-02 03:45,4,4,0,0,0,0
2026-07-02 04:00,1,1,0,0,0,0
2026-07-02 04:15,2,2,0,0,0,0
2026-07-02 04:30,0,0,0,0,0,0
2026-07-02 04:45,5,5,0,0,0,0
