Datetime,100020113 (Wolbecker Straße),101020113 (FR stdteinwärts),102020113 (FR stadtauswärts),100020113-status,101020113-status,102020113-status
2024-09-01 00:00,90,66,24,0,0,0
2024-09-01 00:15,75,42,33,0,0,0
2024-09-01 00:30,62,39,23,0,0,0
2024-09-01 00:45,51,23,28,0,0,0
2024-09-01 01:00,28,16,12,0,0,0
2024-09-01 01:15,33,19,14,0,0,0
2024-09-01 01:30,36,19,17,0,0,0
2024-09-01 01:45,23,10,13,0,0,0
2024-09-01 02:00,14,10,4,0,0,0
2024-09-01 02:15,16,13,3,0,0,0
2024-09-01 02:30,23,14,9,0,0,0
2024-09-01 02:45,19,7,12,0,0,0
2024-09-01 03:00,15,10,5,0,0,0
2024-09-01 03:15,11,5,6,0,0,0
2024-09-01 03:30,16,7,9,0,0,0
2024-09-01 03:45,17,9,8,0,0,0
2024-09-01 04:00,15,9,6,0,0,0
2024-09-01 04:15,10,2,8,0,0,0
2024-09-01 04:30,15,7,8,0,0,0
2024-09-01 04:45,11,0,11,0,0,0
2024-09-01 05:00,1,1,0,0,0,0
2024-09-01 05:15,12,4,8,0,0,0
2024-09-01 05:30,11,0,11,0,0,0
2024-09-01 05:45,8,2,6,0,0,0
2024-09-01 06:00,10,5,5,0,0,0
2024-09-01 06:15,11,4,7,0,0,0
2024-09-01 06:30,7,2,5,0,0,0
2024-09-01 06:45,15,7,8,0,0,0
2024-09-01 07:00,9,4,5,0,0,0
2024-09-01 07:15,6,3,3,0,0,0
2024-09-01 07:30,14,4,10,0,0,0
2024-09-01 07:45,13,4,9,0,0,0
2024-09-01 08:00,13,8,5,0,0,0
2024-09-01 08:15,16,5,11,0,0,0
2024-09-01 08:30,31,10,21,0,0,0
2024-09-01 08:45,29,13,16,0,0,0
2024-09-01 09:00,30,15,15,0,0,0
2024-09-01 09:15,33,18,15,0,0,0
2024-09-01 09:30,52,21,31,0,0,0
2024-09-01 09:45,87,28,59,0,0,0
2024-09-01 10:00,48,24,24,0,0,0
2024-09-01 10:15,77,34,43,0,0,0
2024-09-01 10:30,84,31,53,0,0,0
2024-09-01 10:45,85,32,53,0,0,0
2024-09-01 11:00,92,37,55,0,0,0
2024-09-01 11:15,95,48,47,0,0,0
2024-09-01 11:30,78,27,51,0,0,0
2024-09-01 11:45,117,46,71,0,0,0
2024-09-01 12:00,107,46,61,0,0,0
2024-09-01 12:15,103,46,57,0,0,0
2024-09-01 12:30,118,52,66,0,0,0
2024-09-01 12:45,112,46,66,0,0,0
2024-09-01 13:00,111,45,66,0,0,0
2024-09-01 13:15,116,53,63,0,0,0
2024-09-01 13:30,111,40,71,0,0,0
2024-09-01 13:45,152,64,88,0,0,0
2024-09-01 14:00,100,43,57,0,0,0
2024-09-01 14:15,122,51,71,0,0,0
2024-09-01 14:30,112,53,59,0,0,0
2024-09-01 14:45,116,58,58,0,0,0
2024-09-01 15:00,154,79,75,0,0,0
2024-09-01 15:15,118,54,64,0,0,0
2024-09-01 15:30,128,52,76,0,0,0
2024-09-01 15:45,121,48,73,0,0,0
2024-09-01 16:00,121,59,62,0,0,0
2024-09-01 16:15,105,44,61,0,0,0
2024-09-01 16:30,145,67,78,0,0,0
2024-09-01 16:45,136,75,61,0,0,0
2024-09-01 17:00,117,69,48,0,0,0
2024-09-01 17:15,124,60,64,0,0,0
2024-09-01 17:30,126,62,64,0,0,0
2024-09-01 17:45,178,104,74,0,0,0
2024-09-01 18:00,127,64,63,0,0,0
2024-09-01 18:15,145,71,74,0,0,0
2024-09-01 18:30,124,68,56,0,0,0
2024-09-01 18:45,122,58,64,0,0,0
2024-09-01 19:00,133,66,67,0,0,0
2024-09-01 19:15,144,62,82,0,0,0
2024-09-01 19:30,101,37,64,0,0,0
2024-09-01 19:45,106,40,66,0,0,0
2024-09-01 20:00,90,42,48,0,0,0
2024-09-01 20:15,112,60,52,0,0,0
2024-09-01 20:30,100,43,57,0,0,0
2024-09-01 20:45,85,35,50,0,0,0
2024-09-01 21:00,77,32,45,0,0,0
2024-09-01 21:15,52,21,31,0,0,0
2024-09-01 21:30,35,14,21,0,0,0
2024-09-01 21:45,49,21,28,0,0,0
2024-09-01 22:00,53,24,29,0,0,0
2024-09-01 22:15,50,30,20,0,0,0
2024-09-01 22:30,42,12,30,0,0,0
2024-09-01 22:45,25,17,8,0,0,0
2024-09-01 23:00,15,8,7,0,0,0
2024-09-01 23:15,15,6,9,0,0,0
2024-09-01 23:30,16,5,11,0,0,0
2024-09-01 23:45,14,5,9,0,0,0
2024-09-02 00:00,7,1,6,0,0,0
2024-09-02 00:15,5,2,3,0,0,0
2024-09-02 00:30,4,1,3,0,0,0
2024-09-02 00:45,5,1,4,0,0,0
2024-09-02 01:00,1,0,1,0,0,0
2024-09-02 01:15,4,3,1,0,0,0
2024-09-02 01:30,5,3,2,0,0,0
2024-09-02 01:45,3,1,2,0,0,0
2024-09-02 02:00,4,1,3,0,0,0
2024-09-02 02:15,2,0,2,0,0,0
2024-09-02 02:30,0,0,0,0,0,0
2024-09-02 02:45,1,0,1,0,0,0
2024-09-02 03:00,0,0,0,0,0,0
2024-09-02 03:15,2,0,2,0,0,0
2024-09-02 03:30,2,2,0,0,0,0
2024-09-02 03:45,1,0,1,0,0,0
2024-09-02 04:00,2,0,2,0,0,0
2024-09-02 04:15,1,1,0,0,0,0
2024-09-02 04:30,1,0,1,0,0,0
2024-09-02 04:45,1,1,0,0,0,0
2024-09-02 05:00,9,9,0,0,0,0
2024-09-02 05:15,10,3,7,0,0,0
2024-09-02 05:30,22,9,13,0,0,0
2024-09-02 05:45,42,12,30,0,0,0
2024-09-02 06:00,23,7,16,0,0,0
2024-09-02 06:15,49,23,26,0,0,0
2024-09-02 06:30,54,21,33,0,0,0
2024-09-02 06:45,75,29,46,0,0,0
2024-09-02 07:00,105,37,68,0,0,0
2024-09-02 07:15,189,40,149,0,0,0
2024-09-02 07:30,363,94,269,0,0,0
2024-09-02 07:45,288,99,189,0,0,0
2024-09-02 08:00,206,80,126,0,0,0
2024-09-02 08:15,212,78,134,0,0,0
2024-09-02 08:30,189,52,137,0,0,0
2024-09-02 08:45,185,59,126,0,0,0
2024-09-02 09:00,123,34,89,0,0,0
2024-09-02 09:15,156,47,109,0,0,0
2024-09-02 09:30,141,42,99,0,0,0
2024-09-02 09:45,145,48,97,0,0,0
2024-09-02 10:00,135,51,84,0,0,0
2024-09-02 10:15,106,47,59,0,0,0
2024-09-02 10:30,113,49,64,0,0,0
2024-09-02 10:45,129,39,90,0,0,0
2024-09-02 11:00,140,52,88,0,0,0
2024-09-02 11:15,142,53,89,0,0,0
2024-09-02 11:30,130,54,76,0,0,0
2024-09-02 11:45,155,73,82,0,0,0
2024-09-02 12:00,145,78,67,0,0,0
2024-09-02 12:15,133,60,73,0,0,0
2024-09-02 12:30,153,81,72,0,0,0
2024-09-02 12:45,147,67,80,0,0,0
2024-09-02 13:00,175,95,80,0,0,0
2024-09-02 13:15,169,99,70,0,0,0
2024-09-02 13:30,141,70,71,0,0,0
2024-09-02 13:45,167,84,83,0,0,0
2024-09-02 14:00,169,78,91,0,0,0
2024-09-02 14:15,191,103,88,0,0,0
2024-09-02 14:30,180,78,102,0,0,0
2024-09-02 14:45,197,93,104,0,0,0
2024-09-02 15:00,187,92,95,0,0,0
2024-09-02 15:15,212,109,103,0,0,0
2024-09-02 15:30,211,118,93,0,0,0
2024-09-02 15:45,228,123,105,0,0,0
2024-09-02 16:00,236,139,97,0,0,0
2024-09-02 16:15,242,137,105,0,0,0
2024-09-02 16:30,237,125,112,0,0,0
2024-09-02 16:45,232,131,101,0,0,0
2024-09-02 17:00,210,90,120,0,0,0
2024-09-02 17:15,243,126,117,0,0,0
2024-09-02 17:30,235,125,110,0,0,0
2024-09-02 17:45,233,131,102,0,0,0
2024-09-02 18:00,269,159,110,0,0,0
2024-09-02 18:15,203,102,101,0,0,0
2024-09-02 18:30,184,87,97,0,0,0
2024-09-02 18:45,183,89,94,0,0,0
2024-09-02 19:00,153,90,63,0,0,0
2024-09-02 19:15,169,76,93,0,0,0
2024-09-02 19:30,155,71,84,0,0,0
2024-09-02 19:45,124,66,58,0,0,0
2024-09-02 20:00,117,58,59,0,0,0
2024-09-02 20:15,106,68,38,0,0,0
2024-09-02 20:30,111,51,60,0,0,0
2024-09-02 20:45,89,48,41,0,0,0
2024-09-02 21:00,73,33,40,0,0,0
2024-09-02 21:15,80,39,41,0,0,0
2024-09-02 21:30,72,32,40,0,0,0
2024-09-02 21:45,56,25,31,0,0,0
2024-09-02 22:00,63,35,28,0,0,0
2024-09-02 22:15,64,32,32,0,0,0
2024-09-02 22:30,41,16,25,0,0,0
2024-09-02 22:45,35,18,17,0,0,0
2024-09-02 23:00,25,15,10,0,0,0
2024-09-02 23:15,18,6,12,0,0,0
2024-09-02 23:30,16,9,7,0,0,0
2024-09-02 23:45,19,8,11,0,0,0
