Datetime,100020113 (Wolbecker Straße),101020113 (FR stdteinwärts),102020113 (FR stadtauswärts),100020113-status,101020113-status,102020113-status
2025-08-01 00:00,11,5,6,0,0,0
2025-08-01 00:15,15,5,10,0,0,0
2025-08-01 00:30,11,4,7,0,0,0
2025-08-01 00:45,6,2,4,0,0,0
2025-08-01 01:00,10,6,4,0,0,0
2025-08-01 01:15,6,1,5,0,0,0
2025-08-01 01:30,9,2,7,0,0,0
2025-08-01 01:45,4,2,2,0,0,0
2025-08-01 02:00,5,4,1,0,0,0
2025-08-01 02:15,0,0,0,0,0,0
2025-08-01 02:30,6,2,4,0,0,0
2025-08-01 02:45,5,2,3,0,0,0
2025-08-01 03:00,0,0,0,0,0,0
2025-08-01 03:15,4,1,3,0,0,0
2025-08-01 03:30,5,2,3,0,0,0
2025-08-01 03:45,4,2,2,0,0,0
2025-08-01 04:00,3,2,1,0,0,0
2025-08-01 04:15,2,2,0,0,0,0
2025-08-01 04:30,0,0,0,0,0,0
2025-08-01 04:45,8,3,5,0,0,0
2025-08-01 05:00,4,3,1,0,0,0
2025-08-01 05:15,6,4,2,0,0,0
2025-08-01 05:30,16,5,11,0,0,0
2025-08-01 05:45,16,7,9,0,0,0
2025-08-01 06:00,22,6,16,0,0,0
2025-08-01 06:15,34,10,24,0,0,0
2025-08-01 06:30,47,21,26,0,0,0
2025-08-01 06:45,52,14,38,0,0,0
2025-08-01 07:00,70,18,52,0,0,0
2025-08-01 07:15,84,23,61,0,0,0
2025-08-01 07:30,137,27,110,0,0,0
2025-08-01 07:45,136,47,89,0,0,0
2025-08-01 08:00,118,44,74,0,0,0
2025-08-01 08:15,102,40,62,0,0,0
2025-08-01 08:30,112,30,82,0,0,0
2025-08-01 08:45,108,39,69,0,0,0
2025-08-01 09:00,87,32,55,0,0,0
2025-08-01 09:15,85,24,61,0,0,0
2025-08-01 09:30,83,22,61,0,0,0
2025-08-01 09:45,121,26,95,0,0,0
2025-08-01 10:00,78,22,56,0,0,0
2025-08-01 10:15,75,29,46,0,0,0
2025-08-01 10:30,95,40,55,0,0,0
2025-08-01 10:45,107,38,69,0,0,0
2025-08-01 11:00,87,35,52,0,0,0
2025-08-01 11:15,99,36,63,0,0,0
2025-08-01 11:30,104,38,66,0,0,0
2025-08-01 11:45,123,62,61,0,0,0
2025-08-01 12:00,107,52,55,0,0,0
2025-08-01 12:15,130,55,75,0,0,0
2025-08-01 12:30,95,47,48,0,0,0
2025-08-01 12:45,144,64,80,0,0,0
2025-08-01 13:00,149,70,79,0,0,0
2025-08-01 13:15,145,88,57,0,0,0
2025-08-01 13:30,86,41,45,0,0,0
2025-08-01 13:45,150,74,76,0,0,0
2025-08-01 14:00,149,68,81,0,0,0
2025-08-01 14:15,152,69,83,0,0,0
2025-08-01 14:30,131,71,60,0,0,0
2025-08-01 14:45,65,39,26,0,0,0
2025-08-01 15:00,60,38,22,0,0,0
2025-08-01 15:15,91,65,26,0,0,0
2025-08-01 15:30,99,52,47,0,0,0
2025-08-01 15:45,131,85,46,0,0,0
2025-08-01 16:00,154,77,77,0,0,0
2025-08-01 16:15,130,64,66,0,0,0
2025-08-01 16:30,102,55,47,0,0,0
2025-08-01 16:45,130,62,68,0,0,0
2025-08-01 17:00,133,77,56,0,0,0
2025-08-01 17:15,117,55,62,0,0,0
2025-08-01 17:30,108,58,50,0,0,0
2025-08-01 17:45,97,57,40,0,0,0
2025-08-01 18:00,109,59,50,0,0,0
