Datetime,100020113 (Wolbecker Straße),101020113 (FR stdteinwärts),102020113 (FR stadtauswärts),100020113-status,101020113-status,102020113-status
2024-04-01 00:00,11,4,7,0,0,0
2024-04-01 00:15,13,6,7,0,0,0
2024-04-01 00:30,8,4,4,0,0,0
2024-04-01 00:45,11,8,3,0,0,0
2024-04-01 01:00,1,0,1,0,0,0
2024-04-01 01:15,5,2,3,0,0,0
2024-04-01 01:30,3,1,2,0,0,0
2024-04-01 01:45,6,3,3,0,0,0
2024-04-01 02:00,6,6,0,0,0,0
2024-04-01 02:15,4,2,2,0,0,0
2024-04-01 02:30,4,2,2,0,0,0
2024-04-01 02:45,4,3,1,0,0,0
2024-04-01 03:00,4,1,3,0,0,0
2024-04-01 03:15,4,0,4,0,0,0
2024-04-01 03:30,2,2,0,0,0,0
2024-04-01 03:45,4,2,2,0,0,0
2024-04-01 04:00,3,1,2,0,0,0
2024-04-01 04:15,4,1,3,0,0,0
2024-04-01 04:30,2,1,1,0,0,0
2024-04-01 04:45,1,0,1,0,0,0
2024-04-01 05:00,1,0,1,0,0,0
2024-04-01 05:15,2,1,1,0,0,0
2024-04-01 05:30,5,1,4,0,0,0
2024-04-01 05:45,9,3,6,0,0,0
2024-04-01 06:00,2,0,2,0,0,0
2024-04-01 06:15,5,0,5,0,0,0
2024-04-01 06:30,7,2,5,0,0,0
2024-04-01 06:45,4,2,2,0,0,0
2024-04-01 07:00,3,1,2,0,0,0
2024-04-01 07:15,5,3,2,0,0,0
2024-04-01 07:30,2,0,2,0,0,0
2024-04-01 07:45,5,3,2,0,0,0
2024-04-01 08:00,2,0,2,0,0,0
2024-04-01 08:15,5,1,4,0,0,0
2024-04-01 08:30,7,1,6,0,0,0
2024-04-01 08:45,8,3,5,0,0,0
2024-04-01 09:00,5,2,3,0,0,0
2024-04-01 09:15,9,4,5,0,0,0
2024-04-01 09:30,13,6,7,0,0,0
2024-04-01 09:45,16,3,13,0,0,0
2024-04-01 10:00,12,7,5,0,0,0
2024-04-01 10:15,13,7,6,0,0,0
2024-04-01 10:30,10,4,6,0,0,0
2024-04-01 10:45,14,6,8,0,0,0
2024-04-01 11:00,7,2,5,0,0,0
2024-04-01 11:15,22,8,14,0,0,0
2024-04-01 11:30,21,9,12,0,0,0
2024-04-01 11:45,19,8,11,0,0,0
2024-04-01 12:00,12,7,5,0,0,0
2024-04-01 12:15,25,14,11,0,0,0
2024-04-01 12:30,32,16,16,0,0,0
2024-04-01 12:45,17,7,10,0,0,0
2024-04-01 13:00,32,22,10,0,0,0
2024-04-01 13:15,21,13,8,0,0,0
2024-04-01 13:30,33,14,19,0,0,0
2024-04-01 13:45,28,11,17,0,0,0
2024-04-01 14:00,29,16,13,0,0,0
2024-04-01 14:15,23,8,15,0,0,0
2024-04-01 14:30,32,16,16,0,0,0
2024-04-01 14:45,33,14,19,0,0,0
2024-04-01 15:00,26,16,10,0,0,0
2024-04-01 15:15,27,10,17,0,0,0
2024-04-01 15:30,26,10,16,0,0,0
2024-04-01 15:45,29,12,17,0,0,0
2024-04-01 16:00,35,25,10,0,0,0
2024-04-01 16:15,43,19,24,0,0,0
2024-04-01 16:30,24,9,15,0,0,0
2024-04-01 16:45,48,23,25,0,0,0
2024-04-01 17:00,47,16,31,0,0,0
2024-04-01 17:15,34,17,17,0,0,0
2024-04-01 17:30,44,20,24,0,0,0
2024-04-01 17:45,56,29,27,0,0,0
2024-04-01 18:00,41,19,22,0,0,0
2024-04-01 18:15,45,24,21,0,0,0
2024-04-01 18:30,42,22,20,0,0,0
2024-04-01 18:45,53,19,34,0,0,0
2024-04-01 19:00,41,18,23,0,0,0
2024-04-01 19:15,39,18,21,0,0,0
2024-04-01 19:30,65,33,32,0,0,0
2024-04-01 19:45,41,24,17,0,0,0
2024-04-01 20:00,42,18,24,0,0,0
2024-04-01 20:15,35,17,18,0,0,0
2024-04-01 20:30,29,13,16,0,0,0
2024-04-01 20:45,29,16,13,0,0,0
2024-04-01 21:00,34,12,22,0,0,0
2024-04-01 21:15,30,12,18,0,0,0
2024-04-01 21:30,24,13,11,0,0,0
2024-04-01 21:45,30,11,19,0,0,0
2024-04-01 22:00,34,8,26,0,0,0
2024-04-01 22:15,24,9,15,0,0,0
2024-04-01 22:30,21,12,9,0,0,0
2024-04-01 22:45,13,5,8,0,0,0
2024-04-01 23:00,21,10,11,0,0,0
2024-04-01 23:15,16,9,7,0,0,0
2024-04-01 23:30,9,7,2,0,0,0
2024-04-01 23:45,7,3,4,0,0,0
2024-04-02 00:00,7,4,3,0,0,0
2024-04-02 00:15,3,0,3,0,0,0
2024-04-02 00:30,0,0,0,0,0,0
2024-04-02 00:45,5,1,4,0,0,0
2024-04-02 01:00,5,3,2,0,0,0
2024-04-02 01:15,1,1,0,0,0,0
2024-04-02 01:30,5,4,1,0,0,0
2024-04-02 01:45,1,0,1,0,0,0
2024-04-02 02:00,1,1,0,0,0,0
2024-04-02 02:15,0,0,0,0,0,0
2024-04-02 02:30,1,0,1,0,0,0
2024-04-02 02:45,3,2,1,0,0,0
2024-04-02 03:00,1,0,1,0,0,0
2024-04-02 03:15,1,1,0,0,0,0
2024-04-02 03:30,3,2,1,0,0,0
2024-04-02 03:45,2,1,1,0,0,0
2024-04-02 04:00,1,1,0,0,0,0
2024-04-02 04:15,2,0,2,0,0,0
2024-04-02 04:30,1,1,0,0,0,0
2024-04-02 04:45,8,4,4,0,0,0
2024-04-02 05:00,4,3,1,0,0,0
2024-04-02 05:15,8,4,4,0,0,0
2024-04-02 05:30,20,7,13,0,0,0
2024-04-02 05:45,18,5,13,0,0,0
2024-04-02 06:00,16,4,12,0,0,0
2024-04-02 06:15,38,15,23,0,0,0
2024-04-02 06:30,55,18,37,0,0,0
2024-04-02 06:45,65,28,37,0,0,0
2024-04-02 07:00,74,25,49,0,0,0
2024-04-02 07:15,79,29,50,0,0,0
2024-04-02 07:30,132,40,92,0,0,0
2024-04-02 07:45,170,48,122,0,0,0
2024-04-02 08:00,130,32,98,0,0,0
2024-04-02 08:15,155,56,99,0,0,0
2024-04-02 08:30,127,30,97,0,0,0
2024-04-02 08:45,144,53,91,0,0,0
2024-04-02 09:00,95,43,52,0,0,0
2024-04-02 09:15,113,22,91,0,0,0
2024-04-02 09:30,89,32,57,0,0,0
2024-04-02 09:45,107,35,72,0,0,0
2024-04-02 10:00,102,44,58,0,0,0
2024-04-02 10:15,85,35,50,0,0,0
2024-04-02 10:30,86,33,53,0,0,0
2024-04-02 10:45,87,31,56,0,0,0
2024-04-02 11:00,96,34,62,0,0,0
2024-04-02 11:15,104,44,60,0,0,0
2024-04-02 11:30,117,45,72,0,0,0
2024-04-02 11:45,114,39,75,0,0,0
2024-04-02 12:00,103,48,55,0,0,0
2024-04-02 12:15,125,63,62,0,0,0
2024-04-02 12:30,97,39,58,0,0,0
2024-04-02 12:45,124,55,69,0,0,0
2024-04-02 13:00,118,60,58,0,0,0
2024-04-02 13:15,135,62,73,0,0,0
2024-04-02 13:30,107,59,48,0,0,0
2024-04-02 13:45,110,44,66,0,0,0
2024-04-02 14:00,125,66,59,0,0,0
2024-04-02 14:15,108,56,52,0,0,0
2024-04-02 14:30,123,52,71,0,0,0
2024-04-02 14:45,99,50,49,0,0,0
2024-04-02 15:00,106,63,43,0,0,0
2024-04-02 15:15,94,49,45,0,0,0
2024-04-02 15:30,119,63,56,0,0,0
2024-04-02 15:45,138,86,52,0,0,0
2024-04-02 16:00,164,93,71,0,0,0
2024-04-02 16:15,140,81,59,0,0,0
2024-04-02 16:30,162,83,79,0,0,0
2024-04-02 16:45,189,116,73,0,0,0
2024-04-02 17:00,147,79,68,0,0,0
2024-04-02 17:15,130,75,55,0,0,0
2024-04-02 17:30,153,75,78,0,0,0
2024-04-02 17:45,187,91,96,0,0,0
2024-04-02 18:00,173,105,68,0,0,0
2024-04-02 18:15,143,81,62,0,0,0
2024-04-02 18:30,110,57,53,0,0,0
2024-04-02 18:45,111,61,50,0,0,0
2024-04-02 19:00,106,65,41,0,0,0
2024-04-02 19:15,102,59,43,0,0,0
2024-04-02 19:30,102,53,49,0,0,0
2024-04-02 19:45,91,52,39,0,0,0
2024-04-02 20:00,91,46,45,0,0,0
2024-04-02 20:15,75,36,39,0,0,0
2024-04-02 20:30,72,37,35,0,0,0
2024-04-02 20:45,58,27,31,0,0,0
2024-04-02 21:00,47,20,27,0,0,0
2024-04-02 21:15,47,29,18,0,0,0
2024-04-02 21:30,43,24,19,0,0,0
2024-04-02 21:45,40,20,20,0,0,0
2024-04-02 22:00,31,18,13,0,0,0
2024-04-02 22:15,46,28,18,0,0,0
2024-04-02 22:30,44,27,17,0,0,0
2024-04-02 22:45,46,26,20,0,0,0
2024-04-02 23:00,41,19,22,0,0,0
2024-04-02 23:15,24,12,12,0,0,0
2024-04-02 23:30,24,19,5,0,0,0
2024-04-02 23:45,31,21,10,0,0,0
2024-04-03 00:00,13,3,10,0,0,0
2024-04-03 00:15,16,3,13,0,0,0
2024-04-03 00:30,16,10,6,0,0,0
2024-04-03 00:45,14,8,6,0,0,0
2024-04-03 01:00,3,2,1,0,0,0
2024-04-03 01:15,8,3,5,0,0,0
2024-04-03 01:30,10,1,9,0,0,0
2024-04-03 01:45,3,1,2,0,0,0
2024-04-03 02:00,5,1,4,0,0,0
2024-04-03 02:15,5,1,4,0,0,0
2024-04-03 02:30,7,1,6,0,0,0
2024-04-03 02:45,5,1,4,0,0,0
2024-04-03 03:00,4,2,2,0,0,0
2024-04-03 03:15,4,0,4,0,0,0
2024-04-03 03:30,7,0,7,0,0,0
2024-04-03 03:45,4,0,4,0,0,0
2024-04-03 04:00,7,3,4,0,0,0
2024-04-03 04:15,10,0,10,0,0,0
2024-04-03 04:30,6,2,4,0,0,0
2024-04-03 04:45,6,4,2,0,0,0
2024-04-03 05:00,3,3,0,0,0,0
2024-04-03 05:15,11,6,5,0,0,0
2024-04-03 05:30,16,5,11,0,0,0
2024-04-03 05:45,19,3,16,0,0,0
2024-04-03 06:00,11,1,10,0,0,0
2024-04-03 06:15,32,14,18,0,0,0
2024-04-03 06:30,46,13,33,0,0,0
2024-04-03 06:45,67,26,41,0,0,0
2024-04-03 07:00,60,19,41,0,0,0
2024-04-03 07:15,79,29,50,0,0,0
2024-04-03 07:30,111,34,77,0,0,0
2024-04-03 07:45,163,60,103,0,0,0
2024-04-03 08:00,145,53,92,0,0,0
2024-04-03 08:15,116,33,83,0,0,0
2024-04-03 08:30,148,45,103,0,0,0
2024-04-03 08:45,157,47,110,0,0,0
2024-04-03 09:00,92,35,57,0,0,0
2024-04-03 09:15,118,23,95,0,0,0
2024-04-03 09:30,91,23,68,0,0,0
2024-04-03 09:45,126,51,75,0,0,0
2024-04-03 10:00,84,34,50,0,0,0
