Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2024-05-01 00:00,43,17,26,0,0,0
2024-05-01 00:15,43,15,28,0,0,0
2024-05-01 00:30,71,30,41,0,0,0
2024-05-01 00:45,56,17,39,0,0,0
2024-05-01 01:00,59,17,42,0,0,0
2024-05-01 01:15,36,11,25,0,0,0
2024-05-01 01:30,32,8,24,0,0,0
2024-05-01 01:45,29,13,16,0,0,0
2024-05-01 02:00,29,7,22,0,0,0
2024-05-01 02:15,36,15,21,0,0,0
2024-05-01 02:30,28,6,22,0,0,0
2024-05-01 02:45,14,4,10,0,0,0
2024-05-01 03:00,13,1,12,0,0,0
2024-05-01 03:15,12,2,10,0,0,0
2024-05-01 03:30,18,6,12,0,0,0
2024-05-01 03:45,15,3,12,0,0,0
2024-05-01 04:00,5,1,4,0,0,0
2024-05-01 04:15,8,3,5,0,0,0
2024-05-01 04:30,9,3,6,0,0,0
2024-05-01 04:45,1,0,1,0,0,0
2024-05-01 05:00,6,2,4,0,0,0
2024-05-01 05:15,5,3,2,0,0,0
2024-05-01 05:30,7,6,1,0,0,0
2024-05-01 05:45,6,2,4,0,0,0
2024-05-01 06:00,4,1,3,0,0,0
2024-05-01 06:15,7,4,3,0,0,0
2024-05-01 06:30,6,5,1,0,0,0
2024-05-01 06:45,7,3,4,0,0,0
2024-05-01 07:00,4,3,1,0,0,0
2024-05-01 07:15,4,3,1,0,0,0
2024-05-01 07:30,6,5,1,0,0,0
2024-05-01 07:45,10,6,4,0,0,0
2024-05-01 08:00,10,6,4,0,0,0
2024-05-01 08:15,20,15,5,0,0,0
2024-05-01 08:30,16,9,7,0,0,0
2024-05-01 08:45,23,15,8,0,0,0
2024-05-01 09:00,25,19,6,0,0,0
2024-05-01 09:15,35,22,13,0,0,0
2024-05-01 09:30,45,31,14,0,0,0
2024-05-01 09:45,63,31,32,0,0,0
2024-05-01 10:00,54,32,22,0,0,0
2024-05-01 10:15,61,39,22,0,0,0
2024-05-01 10:30,82,50,32,0,0,0
2024-05-01 10:45,102,59,43,0,0,0
2024-05-01 11:00,107,57,50,0,0,0
2024-05-01 11:15,92,68,24,0,0,0
2024-05-01 11:30,100,58,42,0,0,0
2024-05-01 11:45,129,75,54,0,0,0
2024-05-01 12:00,117,64,53,0,0,0
2024-05-01 12:15,117,62,55,0,0,0
2024-05-01 12:30,102,56,46,0,0,0
2024-05-01 12:45,103,71,32,0,0,0
2024-05-01 13:00,100,56,44,0,0,0
2024-05-01 13:15,130,72,58,0,0,0
2024-05-01 13:30,114,62,52,0,0,0
2024-05-01 13:45,147,76,71,0,0,0
2024-05-01 14:00,126,68,58,0,0,0
2024-05-01 14:15,155,77,78,0,0,0
2024-05-01 14:30,118,60,58,0,0,0
2024-05-01 14:45,170,73,97,0,0,0
2024-05-01 15:00,135,70,65,0,0,0
2024-05-01 15:15,140,67,73,0,0,0
2024-05-01 15:30,109,55,54,0,0,0
2024-05-01 15:45,150,63,87,0,0,0
2024-05-01 16:00,106,52,54,0,0,0
2024-05-01 16:15,116,55,61,0,0,0
2024-05-01 16:30,118,49,69,0,0,0
2024-05-01 16:45,146,56,90,0,0,0
2024-05-01 17:00,137,48,89,0,0,0
2024-05-01 17:15,113,38,75,0,0,0
2024-05-01 17:30,121,57,64,0,0,0
2024-05-01 17:45,146,44,102,0,0,0
2024-05-01 18:00,114,47,67,0,0,0
2024-05-01 18:15,133,63,70,0,0,0
2024-05-01 18:30,110,41,69,0,0,0
2024-05-01 18:45,139,70,69,0,0,0
2024-05-01 19:00,114,41,73,0,0,0
2024-05-01 19:15,121,49,72,0,0,0
2024-05-01 19:30,118,57,61,0,0,0
2024-05-01 19:45,93,35,58,0,0,0
2024-05-01 20:00,100,44,56,0,0,0
2024-05-01 20:15,114,32,82,0,0,0
2024-05-01 20:30,106,50,56,0,0,0
2024-05-01 20:45,95,42,53,0,0,0
2024-05-01 21:00,73,32,41,0,0,0
2024-05-01 21:15,50,19,31,0,0,0
2024-05-01 21:30,52,22,30,0,0,0
2024-05-01 21:45,44,19,25,0,0,0
2024-05-01 22:00,47,17,30,0,0,0
2024-05-01 22:15,34,15,19,0,0,0
2024-05-01 22:30,45,19,26,0,0,0
2024-05-01 22:45,38,16,22,0,0,0
2024-05-01 23:00,78,46,32,0,0,0
2024-05-01 23:15,58,25,33,0,0,0
2024-05-01 23:30,22,11,11,0,0,0
