Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2024-01-01 00:00,0,0,0,0,0,0
2024-01-01 00:15,7,0,7,0,0,0
2024-01-01 00:30,16,4,12,0,0,0
2024-01-01 00:45,15,8,7,0,0,0
2024-01-01 01:00,23,9,14,0,0,0
2024-01-01 01:15,23,12,11,0,0,0
2024-01-01 01:30,32,13,19,0,0,0
2024-01-01 01:45,37,26,11,0,0,0
2024-01-01 02:00,26,17,9,0,0,0
2024-01-01 02:15,35,13,22,0,0,0
2024-01-01 02:30,39,20,19,0,0,0
2024-01-01 02:45,55,27,28,0,0,0
2024-01-01 03:00,33,13,20,0,0,0
2024-01-01 03:15,44,11,33,0,0,0
2024-01-01 03:30,36,20,16,0,0,0
2024-01-01 03:45,22,9,13,0,0,0
2024-01-01 04:00,29,9,20,0,0,0
2024-01-01 04:15,18,0,18,0,0,0
2024-01-01 04:30,20,10,10,0,0,0
2024-01-01 04:45,11,5,6,0,0,0
2024-01-01 05:00,22,3,19,0,0,0
2024-01-01 05:15,13,3,10,0,0,0
2024-01-01 05:30,7,2,5,0,0,0
2024-01-01 05:45,6,1,5,0,0,0
2024-01-01 06:00,5,4,1,0,0,0
2024-01-01 06:15,10,3,7,0,0,0
2024-01-01 06:30,9,1,8,0,0,0
2024-01-01 06:45,2,0,2,0,0,0
2024-01-01 07:00,1,0,1,0,0,0
2024-01-01 07:15,3,2,1,0,0,0
2024-01-01 07:30,9,2,7,0,0,0
2024-01-01 07:45,3,0,3,0,0,0
2024-01-01 08:00,2,1,1,0,0,0
2024-01-01 08:15,4,3,1,0,0,0
2024-01-01 08:30,2,2,0,0,0,0
2024-01-01 08:45,6,2,4,0,0,0
2024-01-01 09:00,5,4,1,0,0,0
2024-01-01 09:15,3,2,1,0,0,0
2024-01-01 09:30,4,3,1,0,0,0
2024-01-01 09:45,10,7,3,0,0,0
2024-01-01 10:00,11,6,5,0,0,0
2024-01-01 10:15,8,3,5,0,0,0
2024-01-01 10:30,11,6,5,0,0,0
2024-01-01 10:45,9,8,1,0,0,0
2024-01-01 11:00,9,4,5,0,0,0
2024-01-01 11:15,19,6,13,0,0,0
2024-01-01 11:30,18,10,8,0,0,0
2024-01-01 11:45,16,7,9,0,0,0
2024-01-01 12:00,19,7,12,0,0,0
2024-01-01 12:15,20,7,13,0,0,0
2024-01-01 12:30,13,5,8,0,0,0
2024-01-01 12:45,12,4,8,0,0,0
2024-01-01 13:00,25,5,20,0,0,0
2024-01-01 13:15,11,3,8,0,0,0
2024-01-01 13:30,24,10,14,0,0,0
2024-01-01 13:45,18,6,12,0,0,0
2024-01-01 14:00,18,11,7,0,0,0
2024-01-01 14:15,27,11,16,0,0,0
2024-01-01 14:30,23,11,12,0,0,0
2024-01-01 14:45,37,14,23,0,0,0
2024-01-01 15:00,23,13,10,0,0,0
2024-01-01 15:15,14,4,10,0,0,0
2024-01-01 15:30,24,16,8,0,0,0
2024-01-01 15:45,23,13,10,0,0,0
2024-01-01 16:00,20,12,8,0,0,0
2024-01-01 16:15,22,12,10,0,0,0
2024-01-01 16:30,26,9,17,0,0,0
2024-01-01 16:45,24,13,11,0,0,0
2024-01-01 17:00,21,8,13,0,0,0
2024-01-01 17:15,21,11,10,0,0,0
2024-01-01 17:30,14,4,10,0,0,0
2024-01-01 17:45,20,11,9,0,0,0
2024-01-01 18:00,22,6,16,0,0,0
2024-01-01 18:15,21,9,12,0,0,0
2024-01-01 18:30,24,11,13,0,0,0
2024-01-01 18:45,22,11,11,0,0,0
2024-01-01 19:00,23,14,9,0,0,0
2024-01-01 19:15,21,13,8,0,0,0
2024-01-01 19:30,17,5,12,0,0,0
2024-01-01 19:45,10,1,9,0,0,0
2024-01-01 20:00,14,4,10,0,0,0
2024-01-01 20:15,18,12,6,0,0,0
2024-01-01 20:30,14,7,7,0,0,0
2024-01-01 20:45,11,6,5,0,0,0
2024-01-01 21:00,14,7,7,0,0,0
2024-01-01 21:15,11,4,7,0,0,0
2024-01-01 21:30,8,2,6,0,0,0
2024-01-01 21:45,8,3,5,0,0,0
2024-01-01 22:00,5,1,4,0,0,0
2024-01-01 22:15,13,1,12,0,0,0
2024-01-01 22:30,8,3,5,0,0,0
2024-01-01 22:45,3,2,1,0,0,0
2024-01-01 23:00,0,0,0,0,0,0
2024-01-01 23:15,2,1,1,0,0,0
2024-01-01 23:30,5,0,5,0,0,0
2024-01-01 23:45,1,1,0,0,0,0
2024-01-02 00:00,2,0,2,0,0,0
2024-01-02 00:15,0,0,0,0,0,0
2024-01-02 00:30,2,0,2,0,0,0
2024-01-02 00:45,5,3,2,0,0,0
2024-01-02 01:00,4,0,4,0,0,0
2024-01-02 01:15,0,0,0,0,0,0
2024-01-02 01:30,4,0,4,0,0,0
2024-01-02 01:45,2,1,1,0,0,0
2024-01-02 02:00,0,0,0,0,0,0
2024-01-02 02:15,1,0,1,0,0,0
2024-01-02 02:30,0,0,0,0,0,0
2024-01-02 02:45,0,0,0,0,0,0
2024-01-02 03:00,0,0,0,0,0,0
2024-01-02 03:15,0,0,0,0,0,0
2024-01-02 03:30,0,0,0,0,0,0
2024-01-02 03:45,0,0,0,0,0,0
2024-01-02 04:00,2,1,1,0,0,0
2024-01-02 04:15,1,1,0,0,0,0
2024-01-02 04:30,0,0,0,0,0,0
2024-01-02 04:45,3,3,0,0,0,0
2024-01-02 05:00,4,3,1,0,0,0
2024-01-02 05:15,5,4,1,0,0,0
2024-01-02 05:30,5,4,1,0,0,0
2024-01-02 05:45,9,5,4,0,0,0
2024-01-02 06:00,8,3,5,0,0,0
2024-01-02 06:15,13,7,6,0,0,0
2024-01-02 06:30,20,14,6,0,0,0
2024-01-02 06:45,34,21,13,0,0,0
2024-01-02 07:00,29,17,12,0,0,0
2024-01-02 07:15,31,15,16,0,0,0
2024-01-02 07:30,43,24,19,0,0,0
2024-01-02 07:45,53,28,25,0,0,0
2024-01-02 08:00,56,30,26,0,0,0
2024-01-02 08:15,55,33,22,0,0,0
2024-01-02 08:30,57,34,23,0,0,0
2024-01-02 08:45,55,32,23,0,0,0
2024-01-02 09:00,39,26,13,0,0,0
2024-01-02 09:15,37,30,7,0,0,0
2024-01-02 09:30,30,24,6,0,0,0
2024-01-02 09:45,55,40,15,0,0,0
2024-01-02 10:00,52,34,18,0,0,0
2024-01-02 10:15,56,38,18,0,0,0
2024-01-02 10:30,51,27,24,0,0,0
2024-01-02 10:45,72,46,26,0,0,0
2024-01-02 11:00,65,44,21,0,0,0
2024-01-02 11:15,58,28,30,0,0,0
2024-01-02 11:30,66,32,34,0,0,0
2024-01-02 11:45,68,36,32,0,0,0
2024-01-02 12:00,80,40,40,0,0,0
2024-01-02 12:15,54,27,27,0,0,0
2024-01-02 12:30,60,20,40,0,0,0
2024-01-02 12:45,71,36,35,0,0,0
2024-01-02 13:00,58,25,33,0,0,0
2024-01-02 13:15,55,17,38,0,0,0
2024-01-02 13:30,67,22,45,0,0,0
2024-01-02 13:45,64,27,37,0,0,0
2024-01-02 14:00,68,28,40,0,0,0
2024-01-02 14:15,67,30,37,0,0,0
2024-01-02 14:30,54,21,33,0,0,0
2024-01-02 14:45,64,27,37,0,0,0
2024-01-02 15:00,69,39,30,0,0,0
2024-01-02 15:15,65,29,36,0,0,0
2024-01-02 15:30,73,27,46,0,0,0
2024-01-02 15:45,65,24,41,0,0,0
2024-01-02 16:00,81,28,53,0,0,0
2024-01-02 16:15,66,29,37,0,0,0
2024-01-02 16:30,74,28,46,0,0,0
2024-01-02 16:45,102,33,69,0,0,0
2024-01-02 17:00,103,41,62,0,0,0
2024-01-02 17:15,66,35,31,0,0,0
2024-01-02 17:30,73,21,52,0,0,0
2024-01-02 17:45,57,14,43,0,0,0
2024-01-02 18:00,75,26,49,0,0,0
2024-01-02 18:15,61,18,43,0,0,0
2024-01-02 18:30,52,12,40,0,0,0
2024-01-02 18:45,45,23,22,0,0,0
2024-01-02 19:00,50,17,33,0,0,0
2024-01-02 19:15,32,17,15,0,0,0
2024-01-02 19:30,17,8,9,0,0,0
2024-01-02 19:45,32,14,18,0,0,0
2024-01-02 20:00,23,9,14,0,0,0
2024-01-02 20:15,32,12,20,0,0,0
2024-01-02 20:30,25,8,17,0,0,0
2024-01-02 20:45,9,7,2,0,0,0
2024-01-02 21:00,21,7,14,0,0,0
2024-01-02 21:15,22,9,13,0,0,0
2024-01-02 21:30,15,3,12,0,0,0
2024-01-02 21:45,17,6,11,0,0,0
2024-01-02 22:00,18,6,12,0,0,0
2024-01-02 22:15,17,3,14,0,0,0
2024-01-02 22:30,13,4,9,0,0,0
2024-01-02 22:45,4,2,2,0,0,0
2024-01-02 23:00,15,6,9,0,0,0
2024-01-02 23:15,5,0,5,0,0,0
2024-01-02 23:30,9,5,4,0,0,0
2024-01-02 23:45,3,3,0,0,0,0
