Datetime,100034980 (Hammer Straße),101034980 (Hammer Straße stadteinwärts),102034980 (Hammer Straße stadtauswärts),100034980-status,101034980-status,102034980-status
2022-11-01 00:00,63,28,35,0,0,0
2022-11-01 00:15,45,30,15,0,0,0
2022-11-01 00:30,42,25,17,0,0,0
2022-11-01 00:45,26,9,17,0,0,0
2022-11-01 01:00,41,21,20,0,0,0
2022-11-01 01:15,39,19,20,0,0,0
2022-11-01 01:30,37,17,20,0,0,0
2022-11-01 01:45,42,22,20,0,0,0
2022-11-01 02:00,33,13,20,0,0,0
2022-11-01 02:15,23,5,18,0,0,0
2022-11-01 02:30,36,12,24,0,0,0
2022-11-01 02:45,14,3,11,0,0,0
2022-11-01 03:00,34,16,18,0,0,0
2022-11-01 03:15,16,5,11,0,0,0
2022-11-01 03:30,33,13,20,0,0,0
2022-11-01 03:45,17,4,13,0,0,0
2022-11-01 04:00,21,6,15,0,0,0
2022-11-01 04:15,12,8,4,0,0,0
2022-11-01 04:30,17,3,14,0,0,0
2022-11-01 04:45,14,4,10,0,0,0
2022-11-01 05:00,10,6,4,0,0,0
2022-11-01 05:15,7,5,2,0,0,0
2022-11-01 05:30,9,1,8,0,0,0
2022-11-01 05:45,12,9,3,0,0,0
2022-11-01 06:00,6,3,3,0,0,0
2022-11-01 06:15,4,3,1,0,0,0
2022-11-01 06:30,7,4,3,0,0,0
2022-11-01 06:45,9,6,3,0,0,0
2022-11-01 07:00,8,3,5,0,0,0
2022-11-01 07:15,12,9,3,0,0,0
2022-11-01 07:30,11,7,4,0,0,0
2022-11-01 07:45,6,3,3,0,0,0
2022-11-01 08:00,11,7,4,0,0,0
2022-11-01 08:15,10,4,6,0,0,0
2022-11-01 08:30,11,3,8,0,0,0
2022-11-01 08:45,18,11,7,0,0,0
2022-11-01 09:00,27,10,17,0,0,0
2022-11-01 09:15,24,16,8,0,0,0
2022-11-01 09:30,27,18,9,0,0,0
2022-11-01 09:45,38,30,8,0,0,0
2022-11-01 10:00,36,20,16,0,0,0
2022-11-01 10:15,58,33,25,0,0,0
2022-11-01 10:30,39,20,19,0,0,0
2022-11-01 10:45,58,30,28,0,0,0
2022-11-01 11:00,49,21,28,0,0,0
2022-11-01 11:15,45,26,19,0,0,0
2022-11-01 11:30,47,17,30,0,0,0
2022-11-01 11:45,45,27,18,0,0,0
2022-11-01 12:00,53,20,33,0,0,0
2022-11-01 12:15,61,30,31,0,0,0
2022-11-01 12:30,56,27,29,0,0,0
2022-11-01 12:45,83,48,35,0,0,0
2022-11-01 13:00,94,56,38,0,0,0
2022-11-01 13:15,76,41,35,0,0,0
2022-11-01 13:30,76,41,35,0,0,0
2022-11-01 13:45,94,52,42,0,0,0
2022-11-01 14:00,70,32,38,0,0,0
2022-11-01 14:15,86,44,42,0,0,0
2022-11-01 14:30,78,41,37,0,0,0
2022-11-01 14:45,114,63,51,0,0,0
2022-11-01 15:00,102,48,54,0,0,0
2022-11-01 15:15,102,58,44,0,0,0
2022-11-01 15:30,88,39,49,0,0,0
2022-11-01 15:45,115,56,59,0,0,0
2022-11-01 16:00,120,53,67,0,0,0
2022-11-01 16:15,113,40,73,0,0,0
2022-11-01 16:30,92,38,54,0,0,0
2022-11-01 16:45,100,46,54,0,0,0
2022-11-01 17:00,91,39,52,0,0,0
2022-11-01 17:15,111,36,75,0,0,0
2022-11-01 17:30,87,42,45,0,0,0
2022-11-01 17:45,83,35,48,0,0,0
2022-11-01 18:00,80,35,45,0,0,0
2022-11-01 18:15,71,48,23,0,0,0
2022-11-01 18:30,55,27,28,0,0,0
2022-11-01 18:45,60,32,28,0,0,0
2022-11-01 19:00,38,19,19,0,0,0
2022-11-01 19:15,51,19,32,0,0,0
2022-11-01 19:30,40,13,27,0,0,0
2022-11-01 19:45,49,17,32,0,0,0
2022-11-01 20:00,58,23,35,0,0,0
2022-11-01 20:15,48,28,20,0,0,0
2022-11-01 20:30,30,13,17,0,0,0
2022-11-01 20:45,33,14,19,0,0,0
2022-11-01 21:00,38,14,24,0,0,0
2022-11-01 21:15,29,12,17,0,0,0
2022-11-01 21:30,24,8,16,0,0,0
2022-11-01 21:45,34,10,24,0,0,0
2022-11-01 22:00,29,11,18,0,0,0
2022-11-01 22:15,29,7,22,0,0,0
2022-11-01 22:30,39,8,31,0,0,0
2022-11-01 22:45,24,10,14,0,0,0
2022-11-01 23:00,10,1,9,0,0,0
