Datetime,300037926 (Bohlweg),353413831 (Bohlweg [Bike Stadteinwärts]),353413832 (Bohlweg [Bike Stadtauswärts]),353484923 (Bohlweg [Bike IN]),353484925 (Bohlweg [Bike OUT]),353484927 (Bohlweg [Bike IN]),353484928 (Bohlweg [Bike OUT]),353484929 (Bohlweg [Bike IN]),353484930 (Bohlweg [Bike OUT]),353485115 (Bohlweg [Car IN]),353485118 (Bohlweg [Car OUT]),353485121 (Bohlweg [Car IN]),353485123 (Bohlweg [Car OUT]),353485125 (Bohlweg [Car IN]),353485126 (Bohlweg [Car OUT]),353485127 (Bohlweg [Car IN]),353485128 (Bohlweg [Car OUT]),300037926-status,353413831-status,353413832-status,353484923-status,353484925-status,353484927-status,353484928-status,353484929-status,353484930-status,353485115-status,353485118-status,353485121-status,353485123-status,353485125-status,353485126-status,353485127-status,353485128-status
2024-11-01 00:00,27,13,14,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 00:15,43,24,19,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 00:30,22,8,14,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 00:45,21,10,11,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 01:00,25,10,15,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 01:15,24,7,17,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 01:30,22,8,14,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 01:45,35,14,21,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 02:00,29,9,20,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 02:15,30,5,25,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 02:30,21,2,19,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 02:45,17,7,10,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 03:00,15,5,10,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 03:15,15,5,10,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 03:30,12,4,8,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 03:45,16,5,11,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 04:00,10,4,6,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 04:15,16,11,5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 04:30,14,0,14,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 04:45,6,1,5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 05:00,6,0,6,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 05:15,5,3,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 05:30,5,2,3,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 05:45,10,6,4,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 06:00,3,0,3,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 06:15,3,2,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 06:30,5,1,4,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 06:45,2,1,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 07:00,2,1,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 07:15,2,2,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 07:30,6,3,3,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 07:45,8,3,5,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 08:00,9,7,2,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 08:15,22,18,4,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 08:30,5,4,1,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 08:45,22,13,9,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 09:00,12,6,6,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 09:15,24,14,10,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 09:30,26,11,15,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 09:45,23,15,8,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 10:00,18,10,8,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 10:15,18,7,11,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 10:30,24,10,14,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 10:45,37,16,21,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 11:00,28,9,19,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 11:15,27,11,16,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 11:30,38,23,15,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 11:45,30,18,12,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 12:00,46,24,22,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 12:15,21,11,10,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 12:30,34,23,11,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 12:45,45,20,25,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 13:00,54,36,18,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 13:15,54,25,29,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 13:30,47,25,22,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 13:45,43,19,24,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 14:00,43,19,24,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 14:15,46,27,19,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 14:30,51,20,31,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 14:45,40,21,19,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 15:00,39,23,16,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 15:15,51,36,15,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 15:30,50,33,17,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 15:45,60,27,33,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 16:00,48,26,22,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 16:15,43,25,18,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2024-11-01 16:30,40,22,18,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
