Datetime,300039331 (Grevener Straße),353425091 (Grevener Straße Formel - Fahrräder Stadteinwärts),353425097 (Grevener Straße Formel- Fahrräder Stadtauswärts),300039331-status,353425091-status,353425097-status
2024-07-01 00:00,2,1,1,0,0,0
2024-07-01 00:15,1,0,1,0,0,0
2024-07-01 00:30,2,0,2,0,0,0
2024-07-01 00:45,1,1,0,0,0,0
2024-07-01 01:00,0,0,0,0,0,0
2024-07-01 01:15,1,0,1,0,0,0
2024-07-01 01:30,2,1,1,0,0,0
2024-07-01 01:45,1,1,0,0,0,0
2024-07-01 02:00,0,0,0,0,0,0
2024-07-01 02:15,4,3,1,0,0,0
2024-07-01 02:30,0,0,0,0,0,0
2024-07-01 02:45,0,0,0,0,0,0
2024-07-01 03:00,0,0,0,0,0,0
2024-07-01 03:15,0,0,0,0,0,0
2024-07-01 03:30,0,0,0,0,0,0
2024-07-01 03:45,0,0,0,0,0,0
2024-07-01 04:00,0,0,0,0,0,0
2024-07-01 04:15,5,2,3,0,0,0
2024-07-01 04:30,4,3,1,0,0,0
2024-07-01 04:45,2,1,1,0,0,0
2024-07-01 05:00,3,2,1,0,0,0
2024-07-01 05:15,4,2,2,0,0,0
2024-07-01 05:30,6,3,3,0,0,0
2024-07-01 05:45,4,1,3,0,0,0
2024-07-01 06:00,1,1,0,0,0,0
2024-07-01 06:15,3,1,2,0,0,0
2024-07-01 06:30,7,2,5,0,0,0
2024-07-01 06:45,15,8,7,0,0,0
2024-07-01 07:00,17,10,7,0,0,0
2024-07-01 07:15,27,16,11,0,0,0
2024-07-01 07:30,35,24,11,0,0,0
2024-07-01 07:45,41,29,12,0,0,0
2024-07-01 08:00,27,15,12,0,0,0
2024-07-01 08:15,23,14,9,0,0,0
2024-07-01 08:30,18,9,9,0,0,0
2024-07-01 08:45,27,6,21,0,0,0
2024-07-01 09:00,28,16,12,0,0,0
2024-07-01 09:15,15,13,2,0,0,0
2024-07-01 09:30,29,18,11,0,0,0
2024-07-01 09:45,28,16,12,0,0,0
2024-07-01 10:00,19,13,6,0,0,0
2024-07-01 10:15,6,6,0,0,0,0
2024-07-01 10:30,17,13,4,0,0,0
2024-07-01 10:45,8,8,0,0,0,0
2024-07-01 11:00,7,6,1,0,0,0
2024-07-01 11:15,14,13,1,0,0,0
2024-07-01 11:30,9,8,1,0,0,0
2024-07-01 11:45,6,5,1,0,0,0
2024-07-01 12:00,11,11,0,0,0,0
2024-07-01 12:15,13,12,1,0,0,0
2024-07-01 12:30,8,8,0,0,0,0
2024-07-01 12:45,18,14,4,0,0,0
2024-07-01 13:00,13,12,1,0,0,0
2024-07-01 13:15,11,11,0,0,0,0
2024-07-01 13:30,17,15,2,0,0,0
2024-07-01 13:45,14,12,2,0,0,0
2024-07-01 14:00,20,17,3,0,0,0
2024-07-01 14:15,11,9,2,0,0,0
2024-07-01 14:30,16,14,2,0,0,0
2024-07-01 14:45,17,15,2,0,0,0
2024-07-01 15:00,10,7,3,0,0,0
2024-07-01 15:15,3,3,0,0,0,0
2024-07-01 15:30,13,11,2,0,0,0
2024-07-01 15:45,16,14,2,0,0,0
2024-07-01 16:00,14,14,0,0,0,0
2024-07-01 16:15,15,12,3,0,0,0
2024-07-01 16:30,10,10,0,0,0,0
2024-07-01 16:45,13,12,1,0,0,0
2024-07-01 17:00,21,20,1,0,0,0
2024-07-01 17:15,16,14,2,0,0,0
2024-07-01 17:30,15,14,1,0,0,0
2024-07-01 17:45,7,7,0,0,0,0
2024-07-01 18:00,16,13,3,0,0,0
2024-07-01 18:15,12,11,1,0,0,0
2024-07-01 18:30,8,7,1,0,0,0
2024-07-01 18:45,11,9,2,0,0,0
2024-07-01 19:00,11,10,1,0,0,0
2024-07-01 19:15,16,13,3,0,0,0
2024-07-01 19:30,8,5,3,0,0,0
2024-07-01 19:45,21,17,4,0,0,0
2024-07-01 20:00,16,16,0,0,0,0
2024-07-01 20:15,14,11,3,0,0,0
2024-07-01 20:30,8,8,0,0,0,0
2024-07-01 20:45,12,10,2,0,0,0
2024-07-01 21:00,11,9,2,0,0,0
2024-07-01 21:15,14,11,3,0,0,0
2024-07-01 21:30,5,5,0,0,0,0
2024-07-01 21:45,10,8,2,0,0,0
2024-07-01 22:00,6,5,1,0,0,0
2024-07-01 22:15,1,1,0,0,0,0
2024-07-01 22:30,7,4,3,0,0,0
2024-07-01 22:45,6,5,1,0,0,0
2024-07-01 23:00,5,3,2,0,0,0
2024-07-01 23:15,6,4,2,0,0,0
2024-07-01 23:30,2,1,1,0,0,0
2024-07-01 23:45,4,4,0,0,0,0
