Datetime,100034978 (Gartenstraße),101034978 (Gartenstraße einwärts),102034978 (Gartenstraße auswärts),100034978-status,101034978-status,102034978-status
2022-02-01 00:00,3,1,2,0,0,0
2022-02-01 00:15,5,1,4,0,0,0
2022-02-01 00:30,0,0,0,0,0,0
2022-02-01 00:45,0,0,0,0,0,0
2022-02-01 01:00,5,0,5,0,0,0
2022-02-01 01:15,0,0,0,0,0,0
2022-02-01 01:30,1,0,1,0,0,0
2022-02-01 01:45,0,0,0,0,0,0
2022-02-01 02:00,2,1,1,0,0,0
2022-02-01 02:15,1,0,1,0,0,0
2022-02-01 02:30,0,0,0,0,0,0
2022-02-01 02:45,0,0,0,0,0,0
2022-02-01 03:00,0,0,0,0,0,0
2022-02-01 03:15,3,3,0,0,0,0
2022-02-01 03:30,0,0,0,0,0,0
2022-02-01 03:45,0,0,0,0,0,0
2022-02-01 04:00,1,1,0,0,0,0
2022-02-01 04:15,2,2,0,0,0,0
2022-02-01 04:30,1,1,0,0,0,0
2022-02-01 04:45,3,2,1,0,0,0
2022-02-01 05:00,0,0,0,0,0,0
2022-02-01 05:15,2,2,0,0,0,0
2022-02-01 05:30,6,3,3,0,0,0
2022-02-01 05:45,13,4,9,0,0,0
2022-02-01 06:00,11,5,6,0,0,0
2022-02-01 06:15,18,6,12,0,0,0
2022-02-01 06:30,31,16,15,0,0,0
2022-02-01 06:45,38,18,20,0,0,0
2022-02-01 07:00,32,16,16,0,0,0
2022-02-01 07:15,61,45,16,0,0,0
2022-02-01 07:30,125,104,21,0,0,0
2022-02-01 07:45,70,50,20,0,0,0
2022-02-01 08:00,34,24,10,0,0,0
2022-02-01 08:15,39,23,16,0,0,0
2022-02-01 08:30,47,29,18,0,0,0
2022-02-01 08:45,46,31,15,0,0,0
2022-02-01 09:00,29,20,9,0,0,0
2022-02-01 09:15,35,23,12,0,0,0
2022-02-01 09:30,24,17,7,0,0,0
2022-02-01 09:45,26,19,7,0,0,0
2022-02-01 10:00,32,19,13,0,0,0
2022-02-01 10:15,21,16,5,0,0,0
2022-02-01 10:30,27,18,9,0,0,0
2022-02-01 10:45,22,12,10,0,0,0
2022-02-01 11:00,20,11,9,0,0,0
2022-02-01 11:15,23,14,9,0,0,0
2022-02-01 11:30,18,8,10,0,0,0
2022-02-01 11:45,27,14,13,0,0,0
2022-02-01 12:00,25,17,8,0,0,0
2022-02-01 12:15,40,22,18,0,0,0
2022-02-01 12:30,34,19,15,0,0,0
2022-02-01 12:45,26,11,15,0,0,0
2022-02-01 13:00,37,20,17,0,0,0
2022-02-01 13:15,43,16,27,0,0,0
2022-02-01 13:30,30,13,17,0,0,0
2022-02-01 13:45,33,19,14,0,0,0
2022-02-01 14:00,49,21,28,0,0,0
2022-02-01 14:15,28,14,14,0,0,0
2022-02-01 14:30,27,19,8,0,0,0
2022-02-01 14:45,32,21,11,0,0,0
2022-02-01 15:00,45,20,25,0,0,0
2022-02-01 15:15,46,18,28,0,0,0
2022-02-01 15:30,39,14,25,0,0,0
2022-02-01 15:45,36,20,16,0,0,0
2022-02-01 16:00,50,25,25,0,0,0
2022-02-01 16:15,59,34,25,0,0,0
2022-02-01 16:30,50,26,24,0,0,0
2022-02-01 16:45,60,38,22,0,0,0
2022-02-01 17:00,54,24,30,0,0,0
2022-02-01 17:15,41,23,18,0,0,0
2022-02-01 17:30,57,34,23,0,0,0
2022-02-01 17:45,54,32,22,0,0,0
2022-02-01 18:00,45,24,21,0,0,0
2022-02-01 18:15,46,22,24,0,0,0
2022-02-01 18:30,37,14,23,0,0,0
2022-02-01 18:45,37,20,17,0,0,0
2022-02-01 19:00,27,13,14,0,0,0
2022-02-01 19:15,18,8,10,0,0,0
2022-02-01 19:30,30,18,12,0,0,0
2022-02-01 19:45,18,9,9,0,0,0
2022-02-01 20:00,19,8,11,0,0,0
2022-02-01 20:15,9,3,6,0,0,0
2022-02-01 20:30,20,8,12,0,0,0
2022-02-01 20:45,13,6,7,0,0,0
2022-02-01 21:00,8,3,5,0,0,0
2022-02-01 21:15,4,2,2,0,0,0
2022-02-01 21:30,10,2,8,0,0,0
2022-02-01 21:45,12,4,8,0,0,0
2022-02-01 22:00,14,10,4,0,0,0
2022-02-01 22:15,10,3,7,0,0,0
2022-02-01 22:30,7,1,6,0,0,0
2022-02-01 22:45,3,0,3,0,0,0
2022-02-01 23:00,12,2,10,0,0,0
2022-02-01 23:15,1,0,1,0,0,0
2022-02-01 23:30,2,0,2,0,0,0
2022-02-01 23:45,3,0,3,0,0,0
2022-02-02 00:00,2,2,0,0,0,0
2022-02-02 00:15,1,0,1,0,0,0
2022-02-02 00:30,5,3,2,0,0,0
2022-02-02 00:45,0,0,0,0,0,0
2022-02-02 01:00,0,0,0,0,0,0
2022-02-02 01:15,1,0,1,0,0,0
2022-02-02 01:30,1,0,1,0,0,0
2022-02-02 01:45,1,1,0,0,0,0
2022-02-02 02:00,1,0,1,0,0,0
2022-02-02 02:15,1,0,1,0,0,0
2022-02-02 02:30,0,0,0,0,0,0
2022-02-02 02:45,2,0,2,0,0,0
2022-02-02 03:00,2,1,1,0,0,0
2022-02-02 03:15,1,1,0,0,0,0
2022-02-02 03:30,0,0,0,0,0,0
2022-02-02 03:45,0,0,0,0,0,0
2022-02-02 04:00,0,0,0,0,0,0
2022-02-02 04:15,2,2,0,0,0,0
2022-02-02 04:30,2,2,0,0,0,0
2022-02-02 04:45,4,3,1,0,0,0
2022-02-02 05:00,1,0,1,0,0,0
2022-02-02 05:15,3,2,1,0,0,0
2022-02-02 05:30,7,5,2,0,0,0
2022-02-02 05:45,11,6,5,0,0,0
2022-02-02 06:00,8,3,5,0,0,0
2022-02-02 06:15,20,10,10,0,0,0
2022-02-02 06:30,27,12,15,0,0,0
2022-02-02 06:45,24,13,11,0,0,0
2022-02-02 07:00,29,15,14,0,0,0
2022-02-02 07:15,61,44,17,0,0,0
2022-02-02 07:30,134,110,24,0,0,0
2022-02-02 07:45,92,64,28,0,0,0
2022-02-02 08:00,55,36,19,0,0,0
2022-02-02 08:15,40,28,12,0,0,0
2022-02-02 08:30,57,45,12,0,0,0
2022-02-02 08:45,38,22,16,0,0,0
2022-02-02 09:00,33,29,4,0,0,0
2022-02-02 09:15,41,31,10,0,0,0
2022-02-02 09:30,30,21,9,0,0,0
2022-02-02 09:45,54,39,15,0,0,0
2022-02-02 10:00,32,21,11,0,0,0
2022-02-02 10:15,35,25,10,0,0,0
2022-02-02 10:30,49,29,20,0,0,0
2022-02-02 10:45,40,23,17,0,0,0
2022-02-02 11:00,40,22,18,0,0,0
2022-02-02 11:15,55,30,25,0,0,0
2022-02-02 11:30,34,17,17,0,0,0
2022-02-02 11:45,52,26,26,0,0,0
2022-02-02 12:00,49,25,24,0,0,0
2022-02-02 12:15,42,21,21,0,0,0
2022-02-02 12:30,60,22,38,0,0,0
2022-02-02 12:45,60,36,24,0,0,0
2022-02-02 13:00,40,18,22,0,0,0
2022-02-02 13:15,49,23,26,0,0,0
2022-02-02 13:30,25,12,13,0,0,0
2022-02-02 13:45,48,14,34,0,0,0
2022-02-02 14:00,65,29,36,0,0,0
2022-02-02 14:15,38,19,19,0,0,0
2022-02-02 14:30,38,15,23,0,0,0
2022-02-02 14:45,53,34,19,0,0,0
2022-02-02 15:00,53,28,25,0,0,0
2022-02-02 15:15,51,28,23,0,0,0
2022-02-02 15:30,63,38,25,0,0,0
2022-02-02 15:45,77,43,34,0,0,0
2022-02-02 16:00,53,37,16,0,0,0
2022-02-02 16:15,72,42,30,0,0,0
2022-02-02 16:30,51,22,29,0,0,0
2022-02-02 16:45,51,31,20,0,0,0
2022-02-02 17:00,60,26,34,0,0,0
2022-02-02 17:15,83,47,36,0,0,0
2022-02-02 17:30,54,36,18,0,0,0
2022-02-02 17:45,63,34,29,0,0,0
2022-02-02 18:00,52,29,23,0,0,0
2022-02-02 18:15,38,23,15,0,0,0
2022-02-02 18:30,40,20,20,0,0,0
2022-02-02 18:45,43,22,21,0,0,0
2022-02-02 19:00,36,13,23,0,0,0
2022-02-02 19:15,38,12,26,0,0,0
2022-02-02 19:30,46,17,29,0,0,0
2022-02-02 19:45,31,11,20,0,0,0
2022-02-02 20:00,31,12,19,0,0,0
2022-02-02 20:15,16,5,11,0,0,0
2022-02-02 20:30,14,4,10,0,0,0
2022-02-02 20:45,6,2,4,0,0,0
2022-02-02 21:00,11,5,6,0,0,0
2022-02-02 21:15,13,1,12,0,0,0
2022-02-02 21:30,20,12,8,0,0,0
2022-02-02 21:45,7,2,5,0,0,0
2022-02-02 22:00,10,2,8,0,0,0
2022-02-02 22:15,13,2,11,0,0,0
2022-02-02 22:30,9,2,7,0,0,0
2022-02-02 22:45,11,2,9,0,0,0
2022-02-02 23:00,10,1,9,0,0,0
2022-02-02 23:15,11,5,6,0,0,0
2022-02-02 23:30,4,0,4,0,0,0
2022-02-02 23:45,5,2,3,0,0,0
