Datetime,300037920 (Lütkenbecker Str.),353413813 (Lütkenbecker Str. [Bike Stadteinwärts]),353413814 (Lütkenbecker Str. [Bike Stadtauswärts]),300037920-status,353413813-status,353413814-status
2024-06-01 00:00,10,3,7,0,0,0
2024-06-01 00:15,9,0,9,0,0,0
2024-06-01 00:30,11,2,9,0,0,0
2024-06-01 00:45,11,4,7,0,0,0
2024-06-01 01:00,5,2,3,0,0,0
2024-06-01 01:15,3,0,3,0,0,0
2024-06-01 01:30,2,1,1,0,0,0
2024-06-01 01:45,4,2,2,0,0,0
2024-06-01 02:00,5,3,2,0,0,0
2024-06-01 02:15,6,4,2,0,0,0
2024-06-01 02:30,2,0,2,0,0,0
2024-06-01 02:45,1,1,0,0,0,0
2024-06-01 03:00,1,0,1,0,0,0
2024-06-01 03:15,0,0,0,0,0,0
2024-06-01 03:30,2,0,2,0,0,0
2024-06-01 03:45,3,2,1,0,0,0
2024-06-01 04:00,2,0,2,0,0,0
2024-06-01 04:15,0,0,0,0,0,0
2024-06-01 04:30,1,0,1,0,0,0
2024-06-01 04:45,3,1,2,0,0,0
2024-06-01 05:00,0,0,0,0,0,0
2024-06-01 05:15,5,5,0,0,0,0
2024-06-01 05:30,3,2,1,0,0,0
2024-06-01 05:45,5,4,1,0,0,0
2024-06-01 06:00,5,1,4,0,0,0
2024-06-01 06:15,3,2,1,0,0,0
2024-06-01 06:30,5,3,2,0,0,0
2024-06-01 06:45,7,1,6,0,0,0
2024-06-01 07:00,4,2,2,0,0,0
2024-06-01 07:15,7,4,3,0,0,0
2024-06-01 07:30,10,6,4,0,0,0
2024-06-01 07:45,7,2,5,0,0,0
2024-06-01 08:00,7,3,4,0,0,0
2024-06-01 08:15,5,3,2,0,0,0
2024-06-01 08:30,20,7,13,0,0,0
2024-06-01 08:45,18,11,7,0,0,0
2024-06-01 09:00,19,16,3,0,0,0
2024-06-01 09:15,21,17,4,0,0,0
2024-06-01 09:30,35,25,10,0,0,0
2024-06-01 09:45,37,30,7,0,0,0
2024-06-01 10:00,35,26,9,0,0,0
2024-06-01 10:15,33,22,11,0,0,0
2024-06-01 10:30,39,25,14,0,0,0
2024-06-01 10:45,61,37,24,0,0,0
2024-06-01 11:00,43,23,20,0,0,0
2024-06-01 11:15,39,26,13,0,0,0
2024-06-01 11:30,44,29,15,0,0,0
2024-06-01 11:45,50,24,26,0,0,0
2024-06-01 12:00,53,31,22,0,0,0
2024-06-01 12:15,52,20,32,0,0,0
2024-06-01 12:30,65,43,22,0,0,0
2024-06-01 12:45,44,17,27,0,0,0
2024-06-01 13:00,50,23,27,0,0,0
2024-06-01 13:15,57,30,27,0,0,0
2024-06-01 13:30,59,30,29,0,0,0
2024-06-01 13:45,66,31,35,0,0,0
2024-06-01 14:00,63,30,33,0,0,0
2024-06-01 14:15,55,18,37,0,0,0
2024-06-01 14:30,46,20,26,0,0,0
2024-06-01 14:45,55,24,31,0,0,0
2024-06-01 15:00,51,13,38,0,0,0
2024-06-01 15:15,76,32,44,0,0,0
2024-06-01 15:30,60,30,30,0,0,0
2024-06-01 15:45,40,19,21,0,0,0
2024-06-01 16:00,62,29,33,0,0,0
2024-06-01 16:15,35,13,22,0,0,0
2024-06-01 16:30,48,23,25,0,0,0
2024-06-01 16:45,53,30,23,0,0,0
2024-06-01 17:00,50,21,29,0,0,0
2024-06-01 17:15,51,24,27,0,0,0
2024-06-01 17:30,55,18,37,0,0,0
2024-06-01 17:45,56,31,25,0,0,0
2024-06-01 18:00,41,20,21,0,0,0
2024-06-01 18:15,53,25,28,0,0,0
2024-06-01 18:30,37,23,14,0,0,0
2024-06-01 18:45,54,30,24,0,0,0
2024-06-01 19:00,54,28,26,0,0,0
2024-06-01 19:15,33,15,18,0,0,0
2024-06-01 19:30,36,22,14,0,0,0
2024-06-01 19:45,41,22,19,0,0,0
2024-06-01 20:00,37,24,13,0,0,0
2024-06-01 20:15,27,11,16,0,0,0
2024-06-01 20:30,44,14,30,0,0,0
2024-06-01 20:45,25,9,16,0,0,0
2024-06-01 21:00,25,9,16,0,0,0
2024-06-01 21:15,21,13,8,0,0,0
2024-06-01 21:30,24,11,13,0,0,0
2024-06-01 21:45,19,8,11,0,0,0
2024-06-01 22:00,21,8,13,0,0,0
2024-06-01 22:15,16,2,14,0,0,0
2024-06-01 22:30,16,6,10,0,0,0
2024-06-01 22:45,8,5,3,0,0,0
2024-06-01 23:00,24,12,12,0,0,0
2024-06-01 23:15,31,15,16,0,0,0
2024-06-01 23:30,26,14,12,0,0,0
2024-06-01 23:45,22,8,14,0,0,0
2024-06-02 00:00,8,7,1,0,0,0
2024-06-02 00:15,18,10,8,0,0,0
2024-06-02 00:30,13,11,2,0,0,0
2024-06-02 00:45,12,7,5,0,0,0
2024-06-02 01:00,15,5,10,0,0,0
2024-06-02 01:15,2,0,2,0,0,0
2024-06-02 01:30,7,6,1,0,0,0
2024-06-02 01:45,11,8,3,0,0,0
2024-06-02 02:00,9,4,5,0,0,0
2024-06-02 02:15,6,3,3,0,0,0
2024-06-02 02:30,10,5,5,0,0,0
2024-06-02 02:45,0,0,0,0,0,0
2024-06-02 03:00,16,11,5,0,0,0
2024-06-02 03:15,3,3,0,0,0,0
2024-06-02 03:30,5,2,3,0,0,0
2024-06-02 03:45,2,0,2,0,0,0
2024-06-02 04:00,1,0,1,0,0,0
2024-06-02 04:15,0,0,0,0,0,0
2024-06-02 04:30,4,4,0,0,0,0
2024-06-02 04:45,2,2,0,0,0,0
2024-06-02 05:00,4,1,3,0,0,0
2024-06-02 05:15,2,2,0,0,0,0
2024-06-02 05:30,2,2,0,0,0,0
2024-06-02 05:45,4,2,2,0,0,0
2024-06-02 06:00,1,1,0,0,0,0
2024-06-02 06:15,2,1,1,0,0,0
2024-06-02 06:30,5,2,3,0,0,0
2024-06-02 06:45,5,1,4,0,0,0
2024-06-02 07:00,7,2,5,0,0,0
2024-06-02 07:15,1,1,0,0,0,0
2024-06-02 07:30,7,5,2,0,0,0
2024-06-02 07:45,5,2,3,0,0,0
2024-06-02 08:00,5,4,1,0,0,0
2024-06-02 08:15,8,6,2,0,0,0
2024-06-02 08:30,7,7,0,0,0,0
2024-06-02 08:45,4,4,0,0,0,0
2024-06-02 09:00,16,5,11,0,0,0
2024-06-02 09:15,11,6,5,0,0,0
2024-06-02 09:30,7,5,2,0,0,0
2024-06-02 09:45,27,12,15,0,0,0
2024-06-02 10:00,8,4,4,0,0,0
2024-06-02 10:15,25,17,8,0,0,0
2024-06-02 10:30,26,11,15,0,0,0
2024-06-02 10:45,19,10,9,0,0,0
2024-06-02 11:00,19,7,12,0,0,0
2024-06-02 11:15,28,5,23,0,0,0
2024-06-02 11:30,22,12,10,0,0,0
2024-06-02 11:45,37,18,19,0,0,0
2024-06-02 12:00,27,15,12,0,0,0
2024-06-02 12:15,26,13,13,0,0,0
2024-06-02 12:30,35,20,15,0,0,0
2024-06-02 12:45,24,17,7,0,0,0
2024-06-02 13:00,48,24,24,0,0,0
2024-06-02 13:15,36,15,21,0,0,0
2024-06-02 13:30,44,21,23,0,0,0
2024-06-02 13:45,41,15,26,0,0,0
2024-06-02 14:00,31,19,12,0,0,0
2024-06-02 14:15,38,20,18,0,0,0
2024-06-02 14:30,52,22,30,0,0,0
2024-06-02 14:45,68,33,35,0,0,0
2024-06-02 15:00,44,20,24,0,0,0
2024-06-02 15:15,41,14,27,0,0,0
2024-06-02 15:30,48,28,20,0,0,0
2024-06-02 15:45,46,19,27,0,0,0
2024-06-02 16:00,36,20,16,0,0,0
2024-06-02 16:15,43,17,26,0,0,0
2024-06-02 16:30,33,17,16,0,0,0
2024-06-02 16:45,46,26,20,0,0,0
2024-06-02 17:00,44,19,25,0,0,0
2024-06-02 17:15,40,22,18,0,0,0
2024-06-02 17:30,36,20,16,0,0,0
2024-06-02 17:45,44,17,27,0,0,0
2024-06-02 18:00,33,21,12,0,0,0
2024-06-02 18:15,39,28,11,0,0,0
2024-06-02 18:30,34,15,19,0,0,0
2024-06-02 18:45,25,10,15,0,0,0
2024-06-02 19:00,45,25,20,0,0,0
2024-06-02 19:15,31,19,12,0,0,0
2024-06-02 19:30,16,8,8,0,0,0
2024-06-02 19:45,32,20,12,0,0,0
2024-06-02 20:00,31,19,12,0,0,0
2024-06-02 20:15,20,13,7,0,0,0
2024-06-02 20:30,14,4,10,0,0,0
2024-06-02 20:45,21,9,12,0,0,0
2024-06-02 21:00,14,5,9,0,0,0
2024-06-02 21:15,11,7,4,0,0,0
2024-06-02 21:30,14,7,7,0,0,0
2024-06-02 21:45,7,1,6,0,0,0
2024-06-02 22:00,4,1,3,0,0,0
2024-06-02 22:15,7,3,4,0,0,0
2024-06-02 22:30,2,1,1,0,0,0
2024-06-02 22:45,8,3,5,0,0,0
2024-06-02 23:00,6,2,4,0,0,0
2024-06-02 23:15,1,1,0,0,0,0
2024-06-02 23:30,3,0,3,0,0,0
2024-06-02 23:45,0,0,0,0,0,0
2024-06-03 00:00,1,0,1,0,0,0
2024-06-03 00:15,2,0,2,0,0,0
2024-06-03 00:30,0,0,0,0,0,0
2024-06-03 00:45,1,0,1,0,0,0
2024-06-03 01:00,1,0,1,0,0,0
2024-06-03 01:15,1,0,1,0,0,0
2024-06-03 01:30,1,1,0,0,0,0
2024-06-03 01:45,1,0,1,0,0,0
2024-06-03 02:00,1,0,1,0,0,0
2024-06-03 02:15,0,0,0,0,0,0
2024-06-03 02:30,0,0,0,0,0,0
2024-06-03 02:45,1,1,0,0,0,0
2024-06-03 03:00,0,0,0,0,0,0
2024-06-03 03:15,0,0,0,0,0,0
2024-06-03 03:30,0,0,0,0,0,0
2024-06-03 03:45,0,0,0,0,0,0
2024-06-03 04:00,2,2,0,0,0,0
2024-06-03 04:15,2,0,2,0,0,0
2024-06-03 04:30,2,1,1,0,0,0
2024-06-03 04:45,5,2,3,0,0,0
2024-06-03 05:00,8,2,6,0,0,0
2024-06-03 05:15,13,4,9,0,0,0
2024-06-03 05:30,24,13,11,0,0,0
2024-06-03 05:45,28,17,11,0,0,0
2024-06-03 06:00,24,14,10,0,0,0
2024-06-03 06:15,27,19,8,0,0,0
2024-06-03 06:30,44,21,23,0,0,0
2024-06-03 06:45,61,36,25,0,0,0
2024-06-03 07:00,63,47,16,0,0,0
2024-06-03 07:15,140,103,37,0,0,0
2024-06-03 07:30,188,157,31,0,0,0
2024-06-03 07:45,168,128,40,0,0,0
2024-06-03 08:00,101,75,26,0,0,0
2024-06-03 08:15,89,65,24,0,0,0
2024-06-03 08:30,82,58,24,0,0,0
2024-06-03 08:45,81,52,29,0,0,0
2024-06-03 09:00,50,37,13,0,0,0
2024-06-03 09:15,40,28,12,0,0,0
2024-06-03 09:30,41,33,8,0,0,0
2024-06-03 09:45,44,33,11,0,0,0
2024-06-03 10:00,25,16,9,0,0,0
2024-06-03 10:15,24,15,9,0,0,0
2024-06-03 10:30,36,18,18,0,0,0
2024-06-03 10:45,46,31,15,0,0,0
2024-06-03 11:00,39,21,18,0,0,0
2024-06-03 11:15,37,22,15,0,0,0
2024-06-03 11:30,37,20,17,0,0,0
2024-06-03 11:45,36,16,20,0,0,0
2024-06-03 12:00,35,22,13,0,0,0
2024-06-03 12:15,58,25,33,0,0,0
2024-06-03 12:30,54,28,26,0,0,0
2024-06-03 12:45,48,20,28,0,0,0
2024-06-03 13:00,60,16,44,0,0,0
2024-06-03 13:15,45,19,26,0,0,0
2024-06-03 13:30,41,12,29,0,0,0
2024-06-03 13:45,62,29,33,0,0,0
2024-06-03 14:00,52,16,36,0,0,0
2024-06-03 14:15,71,24,47,0,0,0
2024-06-03 14:30,86,32,54,0,0,0
2024-06-03 14:45,80,28,52,0,0,0
2024-06-03 15:00,71,24,47,0,0,0
2024-06-03 15:15,76,33,43,0,0,0
2024-06-03 15:30,56,26,30,0,0,0
2024-06-03 15:45,128,35,93,0,0,0
2024-06-03 16:00,83,37,46,0,0,0
2024-06-03 16:15,102,33,69,0,0,0
2024-06-03 16:30,96,37,59,0,0,0
2024-06-03 16:45,111,57,54,0,0,0
2024-06-03 17:00,83,31,52,0,0,0
2024-06-03 17:15,103,38,65,0,0,0
2024-06-03 17:30,90,31,59,0,0,0
2024-06-03 17:45,83,37,46,0,0,0
2024-06-03 18:00,93,39,54,0,0,0
2024-06-03 18:15,98,40,58,0,0,0
2024-06-03 18:30,61,19,42,0,0,0
2024-06-03 18:45,54,25,29,0,0,0
2024-06-03 19:00,50,27,23,0,0,0
2024-06-03 19:15,36,17,19,0,0,0
2024-06-03 19:30,32,9,23,0,0,0
2024-06-03 19:45,27,10,17,0,0,0
2024-06-03 20:00,27,8,19,0,0,0
2024-06-03 20:15,36,20,16,0,0,0
2024-06-03 20:30,18,4,14,0,0,0
2024-06-03 20:45,18,10,8,0,0,0
2024-06-03 21:00,20,5,15,0,0,0
2024-06-03 21:15,20,9,11,0,0,0
2024-06-03 21:30,13,3,10,0,0,0
2024-06-03 21:45,9,5,4,0,0,0
2024-06-03 22:00,24,7,17,0,0,0
2024-06-03 22:15,29,10,19,0,0,0
2024-06-03 22:30,18,7,11,0,0,0
2024-06-03 22:45,7,4,3,0,0,0
2024-06-03 23:00,9,1,8,0,0,0
2024-06-03 23:15,4,1,3,0,0,0
2024-06-03 23:30,11,5,6,0,0,0
2024-06-03 23:45,7,2,5,0,0,0
2024-06-04 00:00,3,0,3,0,0,0
2024-06-04 00:15,3,1,2,0,0,0
2024-06-04 00:30,6,3,3,0,0,0
2024-06-04 00:45,1,1,0,0,0,0
2024-06-04 01:00,2,0,2,0,0,0
2024-06-04 01:15,1,0,1,0,0,0
2024-06-04 01:30,0,0,0,0,0,0
2024-06-04 01:45,1,1,0,0,0,0
2024-06-04 02:00,0,0,0,0,0,0
2024-06-04 02:15,0,0,0,0,0,0
2024-06-04 02:30,1,1,0,0,0,0
2024-06-04 02:45,0,0,0,0,0,0
2024-06-04 03:00,0,0,0,0,0,0
2024-06-04 03:15,0,0,0,0,0,0
2024-06-04 03:30,0,0,0,0,0,0
2024-06-04 03:45,1,0,1,0,0,0
2024-06-04 04:00,2,2,0,0,0,0
2024-06-04 04:15,1,0,1,0,0,0
2024-06-04 04:30,3,1,2,0,0,0
2024-06-04 04:45,3,1,2,0,0,0
2024-06-04 05:00,7,2,5,0,0,0
2024-06-04 05:15,13,6,7,0,0,0
2024-06-04 05:30,23,14,9,0,0,0
2024-06-04 05:45,26,15,11,0,0,0
2024-06-04 06:00,25,20,5,0,0,0
2024-06-04 06:15,25,18,7,0,0,0
2024-06-04 06:30,42,22,20,0,0,0
2024-06-04 06:45,61,40,21,0,0,0
