Datetime,300037920 (Lütkenbecker Str.),353413813 (Lütkenbecker Str. [Bike Stadteinwärts]),353413814 (Lütkenbecker Str. [Bike Stadtauswärts]),300037920-status,353413813-status,353413814-status
2026-01-01 00:00,0,0,0,0,0,0
2026-01-01 00:15,4,1,3,0,0,0
2026-01-01 00:30,7,2,5,0,0,0
2026-01-01 00:45,4,1,3,0,0,0
2026-01-01 01:00,8,2,6,0,0,0
2026-01-01 01:15,16,4,12,0,0,0
2026-01-01 01:30,13,7,6,0,0,0
2026-01-01 01:45,18,11,7,0,0,0
2026-01-01 02:00,11,8,3,0,0,0
2026-01-01 02:15,29,16,13,0,0,0
2026-01-01 02:30,22,16,6,0,0,0
2026-01-01 02:45,25,13,12,0,0,0
2026-01-01 03:00,8,1,7,0,0,0
2026-01-01 03:15,14,7,7,0,0,0
2026-01-01 03:30,15,13,2,0,0,0
2026-01-01 03:45,14,9,5,0,0,0
2026-01-01 04:00,11,5,6,0,0,0
2026-01-01 04:15,8,6,2,0,0,0
2026-01-01 04:30,13,4,9,0,0,0
2026-01-01 04:45,3,1,2,0,0,0
2026-01-01 05:00,5,1,4,0,0,0
2026-01-01 05:15,7,1,6,0,0,0
2026-01-01 05:30,1,1,0,0,0,0
2026-01-01 05:45,6,6,0,0,0,0
2026-01-01 06:00,1,0,1,0,0,0
2026-01-01 06:15,2,2,0,0,0,0
2026-01-01 06:30,2,0,2,0,0,0
2026-01-01 06:45,2,2,0,0,0,0
2026-01-01 07:00,1,0,1,0,0,0
2026-01-01 07:15,0,0,0,0,0,0
2026-01-01 07:30,0,0,0,0,0,0
2026-01-01 07:45,4,2,2,0,0,0
2026-01-01 08:00,1,1,0,0,0,0
2026-01-01 08:15,0,0,0,0,0,0
2026-01-01 08:30,1,1,0,0,0,0
2026-01-01 08:45,5,0,5,0,0,0
2026-01-01 09:00,3,1,2,0,0,0
2026-01-01 09:15,1,0,1,0,0,0
2026-01-01 09:30,4,2,2,0,0,0
2026-01-01 09:45,2,0,2,0,0,0
2026-01-01 10:00,1,1,0,0,0,0
2026-01-01 10:15,0,0,0,0,0,0
2026-01-01 10:30,4,1,3,0,0,0
2026-01-01 10:45,6,3,3,0,0,0
2026-01-01 11:00,1,0,1,0,0,0
2026-01-01 11:15,2,0,2,0,0,0
2026-01-01 11:30,9,6,3,0,0,0
2026-01-01 11:45,9,8,1,0,0,0
2026-01-01 12:00,10,8,2,0,0,0
2026-01-01 12:15,12,6,6,0,0,0
2026-01-01 12:30,13,10,3,0,0,0
2026-01-01 12:45,14,10,4,0,0,0
2026-01-01 13:00,8,2,6,0,0,0
2026-01-01 13:15,7,1,6,0,0,0
2026-01-01 13:30,16,5,11,0,0,0
2026-01-01 13:45,7,3,4,0,0,0
2026-01-01 14:00,11,5,6,0,0,0
2026-01-01 14:15,7,4,3,0,0,0
2026-01-01 14:30,5,1,4,0,0,0
2026-01-01 14:45,9,2,7,0,0,0
2026-01-01 15:00,13,7,6,0,0,0
2026-01-01 15:15,6,2,4,0,0,0
2026-01-01 15:30,11,4,7,0,0,0
2026-01-01 15:45,5,0,5,0,0,0
2026-01-01 16:00,2,1,1,0,0,0
2026-01-01 16:15,7,4,3,0,0,0
2026-01-01 16:30,3,0,3,0,0,0
2026-01-01 16:45,3,1,2,0,0,0
2026-01-01 17:00,7,3,4,0,0,0
2026-01-01 17:15,3,3,0,0,0,0
2026-01-01 17:30,3,3,0,0,0,0
2026-01-01 17:45,5,1,4,0,0,0
2026-01-01 18:00,2,1,1,0,0,0
2026-01-01 18:15,5,3,2,0,0,0
2026-01-01 18:30,5,4,1,0,0,0
2026-01-01 18:45,1,1,0,0,0,0
2026-01-01 19:00,5,1,4,0,0,0
2026-01-01 19:15,2,2,0,0,0,0
2026-01-01 19:30,2,1,1,0,0,0
2026-01-01 19:45,1,0,1,0,0,0
2026-01-01 20:00,0,0,0,0,0,0
2026-01-01 20:15,6,3,3,0,0,0
2026-01-01 20:30,4,0,4,0,0,0
2026-01-01 20:45,0,0,0,0,0,0
2026-01-01 21:00,1,1,0,0,0,0
2026-01-01 21:15,2,1,1,0,0,0
2026-01-01 21:30,4,2,2,0,0,0
2026-01-01 21:45,1,0,1,0,0,0
2026-01-01 22:00,1,0,1,0,0,0
2026-01-01 22:15,3,0,3,0,0,0
2026-01-01 22:30,1,1,0,0,0,0
2026-01-01 22:45,0,0,0,0,0,0
2026-01-01 23:00,1,1,0,0,0,0
2026-01-01 23:15,2,0,2,0,0,0
2026-01-01 23:30,0,0,0,0,0,0
2026-01-01 23:45,2,0,2,0,0,0
2026-01-02 00:00,0,0,0,0,0,0
2026-01-02 00:15,0,0,0,0,0,0
2026-01-02 00:30,0,0,0,0,0,0
2026-01-02 00:45,0,0,0,0,0,0
