Datetime,300039328 (Coesfelder Kreuz),353425081 (Coesfelder Kreuz Stadteinwärts),353425082 (Coesfelder Kreuz Stadtauswärts),300039328-status,353425081-status,353425082-status
2025-01-01 00:00,0,0,0,0,0,0
2025-01-01 00:15,7,1,6,0,0,0
2025-01-01 00:30,7,2,5,0,0,0
2025-01-01 00:45,24,10,14,0,0,0
2025-01-01 01:00,9,4,5,0,0,0
2025-01-01 01:15,16,7,9,0,0,0
2025-01-01 01:30,23,13,10,0,0,0
2025-01-01 01:45,29,12,17,0,0,0
2025-01-01 02:00,27,13,14,0,0,0
2025-01-01 02:15,38,17,21,0,0,0
2025-01-01 02:30,34,13,21,0,0,0
2025-01-01 02:45,36,12,24,0,0,0
2025-01-01 03:00,29,5,24,0,0,0
2025-01-01 03:15,27,8,19,0,0,0
2025-01-01 03:30,21,7,14,0,0,0
2025-01-01 03:45,23,4,19,0,0,0
2025-01-01 04:00,17,8,9,0,0,0
2025-01-01 04:15,26,7,19,0,0,0
2025-01-01 04:30,11,4,7,0,0,0
2025-01-01 04:45,26,4,22,0,0,0
2025-01-01 05:00,15,3,12,0,0,0
2025-01-01 05:15,17,4,13,0,0,0
2025-01-01 05:30,8,1,7,0,0,0
2025-01-01 05:45,15,2,13,0,0,0
2025-01-01 06:00,9,1,8,0,0,0
2025-01-01 06:15,6,3,3,0,0,0
2025-01-01 06:30,6,2,4,0,0,0
2025-01-01 06:45,6,1,5,0,0,0
2025-01-01 07:00,1,0,1,0,0,0
2025-01-01 07:15,2,0,2,0,0,0
2025-01-01 07:30,2,1,1,0,0,0
2025-01-01 07:45,7,1,6,0,0,0
2025-01-01 08:00,7,0,7,0,0,0
2025-01-01 08:15,5,3,2,0,0,0
2025-01-01 08:30,5,2,3,0,0,0
2025-01-01 08:45,3,1,2,0,0,0
2025-01-01 09:00,3,2,1,0,0,0
2025-01-01 09:15,3,3,0,0,0,0
2025-01-01 09:30,7,3,4,0,0,0
2025-01-01 09:45,6,4,2,0,0,0
2025-01-01 10:00,4,2,2,0,0,0
2025-01-01 10:15,4,2,2,0,0,0
2025-01-01 10:30,5,4,1,0,0,0
2025-01-01 10:45,2,1,1,0,0,0
2025-01-01 11:00,8,3,5,0,0,0
2025-01-01 11:15,3,2,1,0,0,0
2025-01-01 11:30,5,1,4,0,0,0
2025-01-01 11:45,10,7,3,0,0,0
2025-01-01 12:00,9,5,4,0,0,0
2025-01-01 12:15,15,7,8,0,0,0
2025-01-01 12:30,18,7,11,0,0,0
2025-01-01 12:45,15,5,10,0,0,0
2025-01-01 13:00,12,7,5,0,0,0
2025-01-01 13:15,7,5,2,0,0,0
2025-01-01 13:30,16,10,6,0,0,0
2025-01-01 13:45,13,5,8,0,0,0
2025-01-01 14:00,15,9,6,0,0,0
2025-01-01 14:15,21,15,6,0,0,0
2025-01-01 14:30,16,9,7,0,0,0
2025-01-01 14:45,19,6,13,0,0,0
2025-01-01 15:00,13,5,8,0,0,0
2025-01-01 15:15,22,11,11,0,0,0
2025-01-01 15:30,13,4,9,0,0,0
2025-01-01 15:45,13,10,3,0,0,0
2025-01-01 16:00,11,7,4,0,0,0
2025-01-01 16:15,8,4,4,0,0,0
2025-01-01 16:30,15,7,8,0,0,0
2025-01-01 16:45,13,3,10,0,0,0
2025-01-01 17:00,18,10,8,0,0,0
2025-01-01 17:15,17,7,10,0,0,0
2025-01-01 17:30,10,4,6,0,0,0
2025-01-01 17:45,12,7,5,0,0,0
2025-01-01 18:00,6,2,4,0,0,0
2025-01-01 18:15,11,6,5,0,0,0
2025-01-01 18:30,10,0,10,0,0,0
2025-01-01 18:45,12,7,5,0,0,0
2025-01-01 19:00,8,5,3,0,0,0
2025-01-01 19:15,12,7,5,0,0,0
2025-01-01 19:30,15,3,12,0,0,0
2025-01-01 19:45,15,6,9,0,0,0
2025-01-01 20:00,11,3,8,0,0,0
2025-01-01 20:15,11,4,7,0,0,0
2025-01-01 20:30,11,5,6,0,0,0
2025-01-01 20:45,5,1,4,0,0,0
2025-01-01 21:00,14,10,4,0,0,0
2025-01-01 21:15,8,6,2,0,0,0
2025-01-01 21:30,4,1,3,0,0,0
2025-01-01 21:45,4,0,4,0,0,0
2025-01-01 22:00,3,1,2,0,0,0
2025-01-01 22:15,4,1,3,0,0,0
2025-01-01 22:30,6,1,5,0,0,0
2025-01-01 22:45,2,0,2,0,0,0
2025-01-01 23:00,6,2,4,0,0,0
2025-01-01 23:15,2,2,0,0,0,0
2025-01-01 23:30,0,0,0,0,0,0
2025-01-01 23:45,1,1,0,0,0,0
2025-01-02 00:00,0,0,0,0,0,0
2025-01-02 00:15,0,0,0,0,0,0
2025-01-02 00:30,1,1,0,0,0,0
2025-01-02 00:45,0,0,0,0,0,0
2025-01-02 01:00,0,0,0,0,0,0
2025-01-02 01:15,0,0,0,0,0,0
2025-01-02 01:30,1,1,0,0,0,0
2025-01-02 01:45,0,0,0,0,0,0
2025-01-02 02:00,2,0,2,0,0,0
2025-01-02 02:15,0,0,0,0,0,0
2025-01-02 02:30,0,0,0,0,0,0
2025-01-02 02:45,0,0,0,0,0,0
2025-01-02 03:00,2,2,0,0,0,0
2025-01-02 03:15,1,0,1,0,0,0
2025-01-02 03:30,0,0,0,0,0,0
2025-01-02 03:45,0,0,0,0,0,0
2025-01-02 04:00,0,0,0,0,0,0
2025-01-02 04:15,2,1,1,0,0,0
2025-01-02 04:30,1,1,0,0,0,0
2025-01-02 04:45,7,2,5,0,0,0
