Datetime,300039328 (Coesfelder Kreuz),353425081 (Coesfelder Kreuz Stadteinwärts),353425082 (Coesfelder Kreuz Stadtauswärts),300039328-status,353425081-status,353425082-status
2024-09-01 00:00,21,1,20,0,0,0
2024-09-01 00:15,31,5,26,0,0,0
2024-09-01 00:30,21,3,18,0,0,0
2024-09-01 00:45,28,9,19,0,0,0
2024-09-01 01:00,25,7,18,0,0,0
2024-09-01 01:15,15,4,11,0,0,0
2024-09-01 01:30,9,4,5,0,0,0
2024-09-01 01:45,16,6,10,0,0,0
2024-09-01 02:00,6,2,4,0,0,0
2024-09-01 02:15,16,3,13,0,0,0
2024-09-01 02:30,6,2,4,0,0,0
2024-09-01 02:45,11,2,9,0,0,0
2024-09-01 03:00,6,2,4,0,0,0
2024-09-01 03:15,5,1,4,0,0,0
2024-09-01 03:30,13,4,9,0,0,0
2024-09-01 03:45,7,0,7,0,0,0
2024-09-01 04:00,4,1,3,0,0,0
2024-09-01 04:15,4,2,2,0,0,0
2024-09-01 04:30,1,0,1,0,0,0
2024-09-01 04:45,8,5,3,0,0,0
2024-09-01 05:00,4,0,4,0,0,0
2024-09-01 05:15,4,0,4,0,0,0
2024-09-01 05:30,11,4,7,0,0,0
2024-09-01 05:45,13,2,11,0,0,0
2024-09-01 06:00,7,2,5,0,0,0
2024-09-01 06:15,10,5,5,0,0,0
2024-09-01 06:30,8,4,4,0,0,0
2024-09-01 06:45,7,2,5,0,0,0
2024-09-01 07:00,3,1,2,0,0,0
2024-09-01 07:15,3,1,2,0,0,0
2024-09-01 07:30,13,5,8,0,0,0
2024-09-01 07:45,17,7,10,0,0,0
2024-09-01 08:00,10,3,7,0,0,0
2024-09-01 08:15,14,5,9,0,0,0
2024-09-01 08:30,10,8,2,0,0,0
2024-09-01 08:45,28,14,14,0,0,0
2024-09-01 09:00,19,8,11,0,0,0
2024-09-01 09:15,20,12,8,0,0,0
2024-09-01 09:30,38,14,24,0,0,0
2024-09-01 09:45,46,31,15,0,0,0
2024-09-01 10:00,26,14,12,0,0,0
2024-09-01 10:15,37,19,18,0,0,0
2024-09-01 10:30,33,15,18,0,0,0
2024-09-01 10:45,53,28,25,0,0,0
2024-09-01 11:00,29,14,15,0,0,0
2024-09-01 11:15,29,15,14,0,0,0
2024-09-01 11:30,54,29,25,0,0,0
2024-09-01 11:45,37,22,15,0,0,0
2024-09-01 12:00,46,25,21,0,0,0
2024-09-01 12:15,46,22,24,0,0,0
2024-09-01 12:30,50,22,28,0,0,0
2024-09-01 12:45,68,44,24,0,0,0
2024-09-01 13:00,47,28,19,0,0,0
2024-09-01 13:15,45,25,20,0,0,0
2024-09-01 13:30,72,38,34,0,0,0
2024-09-01 13:45,71,32,39,0,0,0
2024-09-01 14:00,63,28,35,0,0,0
2024-09-01 14:15,71,50,21,0,0,0
2024-09-01 14:30,55,34,21,0,0,0
2024-09-01 14:45,66,37,29,0,0,0
2024-09-01 15:00,89,55,34,0,0,0
2024-09-01 15:15,67,38,29,0,0,0
2024-09-01 15:30,48,28,20,0,0,0
2024-09-01 15:45,53,28,25,0,0,0
2024-09-01 16:00,47,18,29,0,0,0
2024-09-01 16:15,61,30,31,0,0,0
2024-09-01 16:30,43,24,19,0,0,0
2024-09-01 16:45,49,20,29,0,0,0
2024-09-01 17:00,71,34,37,0,0,0
2024-09-01 17:15,49,27,22,0,0,0
2024-09-01 17:30,70,37,33,0,0,0
2024-09-01 17:45,58,30,28,0,0,0
2024-09-01 18:00,58,22,36,0,0,0
2024-09-01 18:15,56,29,27,0,0,0
2024-09-01 18:30,69,37,32,0,0,0
2024-09-01 18:45,42,21,21,0,0,0
2024-09-01 19:00,50,27,23,0,0,0
2024-09-01 19:15,46,18,28,0,0,0
2024-09-01 19:30,30,12,18,0,0,0
2024-09-01 19:45,59,29,30,0,0,0
2024-09-01 20:00,51,16,35,0,0,0
2024-09-01 20:15,46,13,33,0,0,0
2024-09-01 20:30,38,18,20,0,0,0
2024-09-01 20:45,31,17,14,0,0,0
2024-09-01 21:00,58,23,35,0,0,0
2024-09-01 21:15,40,25,15,0,0,0
2024-09-01 21:30,25,6,19,0,0,0
2024-09-01 21:45,22,8,14,0,0,0
2024-09-01 22:00,20,7,13,0,0,0
2024-09-01 22:15,24,9,15,0,0,0
2024-09-01 22:30,20,5,15,0,0,0
2024-09-01 22:45,16,4,12,0,0,0
2024-09-01 23:00,16,8,8,0,0,0
2024-09-01 23:15,11,4,7,0,0,0
2024-09-01 23:30,8,3,5,0,0,0
2024-09-01 23:45,7,4,3,0,0,0
2024-09-02 00:00,5,3,2,0,0,0
2024-09-02 00:15,4,1,3,0,0,0
2024-09-02 00:30,3,1,2,0,0,0
2024-09-02 00:45,4,4,0,0,0,0
2024-09-02 01:00,3,0,3,0,0,0
2024-09-02 01:15,4,2,2,0,0,0
2024-09-02 01:30,1,1,0,0,0,0
2024-09-02 01:45,1,0,1,0,0,0
2024-09-02 02:00,3,0,3,0,0,0
2024-09-02 02:15,0,0,0,0,0,0
2024-09-02 02:30,1,0,1,0,0,0
2024-09-02 02:45,1,0,1,0,0,0
2024-09-02 03:00,1,1,0,0,0,0
2024-09-02 03:15,0,0,0,0,0,0
2024-09-02 03:30,3,2,1,0,0,0
2024-09-02 03:45,2,2,0,0,0,0
2024-09-02 04:00,0,0,0,0,0,0
2024-09-02 04:15,5,4,1,0,0,0
2024-09-02 04:30,3,2,1,0,0,0
2024-09-02 04:45,7,3,4,0,0,0
2024-09-02 05:00,12,7,5,0,0,0
2024-09-02 05:15,4,2,2,0,0,0
2024-09-02 05:30,22,12,10,0,0,0
2024-09-02 05:45,25,10,15,0,0,0
2024-09-02 06:00,21,10,11,0,0,0
2024-09-02 06:15,25,15,10,0,0,0
2024-09-02 06:30,63,31,32,0,0,0
2024-09-02 06:45,63,26,37,0,0,0
2024-09-02 07:00,68,41,27,0,0,0
2024-09-02 07:15,133,85,48,0,0,0
2024-09-02 07:30,231,152,79,0,0,0
2024-09-02 07:45,195,87,108,0,0,0
2024-09-02 08:00,149,65,84,0,0,0
2024-09-02 08:15,125,68,57,0,0,0
2024-09-02 08:30,101,52,49,0,0,0
2024-09-02 08:45,142,63,79,0,0,0
2024-09-02 09:00,90,43,47,0,0,0
2024-09-02 09:15,93,50,43,0,0,0
2024-09-02 09:30,80,43,37,0,0,0
2024-09-02 09:45,77,32,45,0,0,0
2024-09-02 10:00,54,33,21,0,0,0
2024-09-02 10:15,57,32,25,0,0,0
2024-09-02 10:30,60,30,30,0,0,0
2024-09-02 10:45,62,29,33,0,0,0
2024-09-02 11:00,68,37,31,0,0,0
2024-09-02 11:15,81,39,42,0,0,0
2024-09-02 11:30,62,30,32,0,0,0
2024-09-02 11:45,81,37,44,0,0,0
2024-09-02 12:00,93,38,55,0,0,0
2024-09-02 12:15,82,40,42,0,0,0
2024-09-02 12:30,103,44,59,0,0,0
2024-09-02 12:45,91,44,47,0,0,0
2024-09-02 13:00,107,38,69,0,0,0
2024-09-02 13:15,132,46,86,0,0,0
2024-09-02 13:30,91,46,45,0,0,0
2024-09-02 13:45,108,54,54,0,0,0
2024-09-02 14:00,106,53,53,0,0,0
2024-09-02 14:15,109,68,41,0,0,0
2024-09-02 14:30,101,49,52,0,0,0
2024-09-02 14:45,114,52,62,0,0,0
2024-09-02 15:00,126,62,64,0,0,0
2024-09-02 15:15,96,46,50,0,0,0
2024-09-02 15:30,140,57,83,0,0,0
2024-09-02 15:45,158,81,77,0,0,0
2024-09-02 16:00,105,56,49,0,0,0
2024-09-02 16:15,157,82,75,0,0,0
2024-09-02 16:30,128,71,57,0,0,0
2024-09-02 16:45,104,58,46,0,0,0
2024-09-02 17:00,142,71,71,0,0,0
2024-09-02 17:15,126,76,50,0,0,0
2024-09-02 17:30,111,47,64,0,0,0
2024-09-02 17:45,146,68,78,0,0,0
2024-09-02 18:00,101,44,57,0,0,0
2024-09-02 18:15,108,46,62,0,0,0
2024-09-02 18:30,83,36,47,0,0,0
2024-09-02 18:45,84,38,46,0,0,0
2024-09-02 19:00,82,47,35,0,0,0
