Datetime,300039328 (Coesfelder Kreuz),353425081 (Coesfelder Kreuz Stadteinwärts),353425082 (Coesfelder Kreuz Stadtauswärts),300039328-status,353425081-status,353425082-status
2024-12-01 00:00,25,3,22,0,0,0
2024-12-01 00:15,31,3,28,0,0,0
2024-12-01 00:30,19,2,17,0,0,0
2024-12-01 00:45,26,10,16,0,0,0
2024-12-01 01:00,22,5,17,0,0,0
2024-12-01 01:15,18,5,13,0,0,0
2024-12-01 01:30,24,6,18,0,0,0
2024-12-01 01:45,14,1,13,0,0,0
2024-12-01 02:00,6,0,6,0,0,0
2024-12-01 02:15,7,4,3,0,0,0
2024-12-01 02:30,10,5,5,0,0,0
2024-12-01 02:45,13,2,11,0,0,0
2024-12-01 03:00,7,3,4,0,0,0
2024-12-01 03:15,11,5,6,0,0,0
2024-12-01 03:30,8,3,5,0,0,0
2024-12-01 03:45,10,1,9,0,0,0
2024-12-01 04:00,10,1,9,0,0,0
2024-12-01 04:15,8,1,7,0,0,0
2024-12-01 04:30,7,0,7,0,0,0
2024-12-01 04:45,6,0,6,0,0,0
2024-12-01 05:00,2,0,2,0,0,0
2024-12-01 05:15,8,2,6,0,0,0
2024-12-01 05:30,10,1,9,0,0,0
2024-12-01 05:45,10,1,9,0,0,0
2024-12-01 06:00,6,1,5,0,0,0
2024-12-01 06:15,6,3,3,0,0,0
2024-12-01 06:30,6,5,1,0,0,0
2024-12-01 06:45,7,3,4,0,0,0
2024-12-01 07:00,3,2,1,0,0,0
2024-12-01 07:15,4,2,2,0,0,0
2024-12-01 07:30,6,2,4,0,0,0
2024-12-01 07:45,11,5,6,0,0,0
2024-12-01 08:00,11,6,5,0,0,0
2024-12-01 08:15,9,5,4,0,0,0
2024-12-01 08:30,5,1,4,0,0,0
2024-12-01 08:45,23,14,9,0,0,0
2024-12-01 09:00,21,6,15,0,0,0
2024-12-01 09:15,17,7,10,0,0,0
2024-12-01 09:30,22,16,6,0,0,0
2024-12-01 09:45,46,23,23,0,0,0
2024-12-01 10:00,38,22,16,0,0,0
2024-12-01 10:15,32,18,14,0,0,0
2024-12-01 10:30,45,18,27,0,0,0
2024-12-01 10:45,40,19,21,0,0,0
2024-12-01 11:00,34,16,18,0,0,0
2024-12-01 11:15,27,13,14,0,0,0
2024-12-01 11:30,31,17,14,0,0,0
2024-12-01 11:45,46,20,26,0,0,0
2024-12-01 12:00,80,29,51,0,0,0
2024-12-01 12:15,80,26,54,0,0,0
2024-12-01 12:30,59,25,34,0,0,0
2024-12-01 12:45,61,24,37,0,0,0
2024-12-01 13:00,58,18,40,0,0,0
2024-12-01 13:15,60,34,26,0,0,0
2024-12-01 13:30,93,42,51,0,0,0
2024-12-01 13:45,86,41,45,0,0,0
2024-12-01 14:00,85,45,40,0,0,0
2024-12-01 14:15,107,61,46,0,0,0
2024-12-01 14:30,78,36,42,0,0,0
2024-12-01 14:45,85,48,37,0,0,0
2024-12-01 15:00,82,34,48,0,0,0
2024-12-01 15:15,78,33,45,0,0,0
2024-12-01 15:30,78,43,35,0,0,0
2024-12-01 15:45,73,36,37,0,0,0
2024-12-01 16:00,56,31,25,0,0,0
2024-12-01 16:15,77,40,37,0,0,0
2024-12-01 16:30,64,38,26,0,0,0
2024-12-01 16:45,71,29,42,0,0,0
2024-12-01 17:00,56,31,25,0,0,0
2024-12-01 17:15,74,46,28,0,0,0
2024-12-01 17:30,82,41,41,0,0,0
2024-12-01 17:45,51,31,20,0,0,0
2024-12-01 18:00,50,29,21,0,0,0
2024-12-01 18:15,57,30,27,0,0,0
2024-12-01 18:30,58,28,30,0,0,0
2024-12-01 18:45,36,17,19,0,0,0
2024-12-01 19:00,55,21,34,0,0,0
2024-12-01 19:15,38,6,32,0,0,0
2024-12-01 19:30,34,10,24,0,0,0
2024-12-01 19:45,45,12,33,0,0,0
2024-12-01 20:00,75,19,56,0,0,0
2024-12-01 20:15,46,17,29,0,0,0
2024-12-01 20:30,36,7,29,0,0,0
2024-12-01 20:45,39,10,29,0,0,0
2024-12-01 21:00,36,12,24,0,0,0
2024-12-01 21:15,36,13,23,0,0,0
2024-12-01 21:30,27,12,15,0,0,0
2024-12-01 21:45,10,6,4,0,0,0
2024-12-01 22:00,17,7,10,0,0,0
2024-12-01 22:15,18,4,14,0,0,0
2024-12-01 22:30,16,8,8,0,0,0
2024-12-01 22:45,10,1,9,0,0,0
2024-12-01 23:00,13,7,6,0,0,0
2024-12-01 23:15,9,3,6,0,0,0
2024-12-01 23:30,8,1,7,0,0,0
2024-12-01 23:45,15,10,5,0,0,0
2024-12-02 00:00,7,3,4,0,0,0
2024-12-02 00:15,4,0,4,0,0,0
2024-12-02 00:30,1,0,1,0,0,0
2024-12-02 00:45,3,1,2,0,0,0
2024-12-02 01:00,2,2,0,0,0,0
2024-12-02 01:15,1,1,0,0,0,0
2024-12-02 01:30,5,5,0,0,0,0
2024-12-02 01:45,2,1,1,0,0,0
2024-12-02 02:00,2,1,1,0,0,0
2024-12-02 02:15,1,0,1,0,0,0
2024-12-02 02:30,2,0,2,0,0,0
2024-12-02 02:45,0,0,0,0,0,0
2024-12-02 03:00,0,0,0,0,0,0
2024-12-02 03:15,2,2,0,0,0,0
2024-12-02 03:30,0,0,0,0,0,0
2024-12-02 03:45,1,0,1,0,0,0
2024-12-02 04:00,1,0,1,0,0,0
2024-12-02 04:15,5,5,0,0,0,0
2024-12-02 04:30,2,2,0,0,0,0
2024-12-02 04:45,5,2,3,0,0,0
2024-12-02 05:00,5,3,2,0,0,0
2024-12-02 05:15,7,4,3,0,0,0
2024-12-02 05:30,21,9,12,0,0,0
2024-12-02 05:45,12,4,8,0,0,0
2024-12-02 06:00,23,12,11,0,0,0
2024-12-02 06:15,30,16,14,0,0,0
2024-12-02 06:30,52,23,29,0,0,0
2024-12-02 06:45,34,17,17,0,0,0
2024-12-02 07:00,71,42,29,0,0,0
2024-12-02 07:15,116,62,54,0,0,0
2024-12-02 07:30,221,134,87,0,0,0
2024-12-02 07:45,216,81,135,0,0,0
2024-12-02 08:00,269,105,164,0,0,0
2024-12-02 08:15,196,75,121,0,0,0
2024-12-02 08:30,128,58,70,0,0,0
2024-12-02 08:45,168,55,113,0,0,0
2024-12-02 09:00,123,43,80,0,0,0
2024-12-02 09:15,82,28,54,0,0,0
2024-12-02 09:30,112,57,55,0,0,0
2024-12-02 09:45,191,80,111,0,0,0
2024-12-02 10:00,297,92,205,0,0,0
2024-12-02 10:15,88,42,46,0,0,0
2024-12-02 10:30,53,20,33,0,0,0
2024-12-02 10:45,62,25,37,0,0,0
2024-12-02 11:00,98,26,72,0,0,0
2024-12-02 11:15,74,21,53,0,0,0
2024-12-02 11:30,118,36,82,0,0,0
2024-12-02 11:45,208,85,123,0,0,0
2024-12-02 12:00,297,103,194,0,0,0
2024-12-02 12:15,199,80,119,0,0,0
2024-12-02 12:30,139,63,76,0,0,0
2024-12-02 12:45,168,70,98,0,0,0
2024-12-02 13:00,243,79,164,0,0,0
2024-12-02 13:15,181,74,107,0,0,0
2024-12-02 13:30,145,81,64,0,0,0
2024-12-02 13:45,258,149,109,0,0,0
2024-12-02 14:00,253,120,133,0,0,0
2024-12-02 14:15,147,85,62,0,0,0
2024-12-02 14:30,89,46,43,0,0,0
2024-12-02 14:45,111,50,61,0,0,0
2024-12-02 15:00,127,67,60,0,0,0
2024-12-02 15:15,130,75,55,0,0,0
2024-12-02 15:30,120,60,60,0,0,0
2024-12-02 15:45,280,128,152,0,0,0
2024-12-02 16:00,209,104,105,0,0,0
2024-12-02 16:15,141,67,74,0,0,0
2024-12-02 16:30,157,83,74,0,0,0
2024-12-02 16:45,151,82,69,0,0,0
2024-12-02 17:00,165,93,72,0,0,0
2024-12-02 17:15,185,107,78,0,0,0
2024-12-02 17:30,177,111,66,0,0,0
2024-12-02 17:45,194,109,85,0,0,0
2024-12-02 18:00,159,77,82,0,0,0
2024-12-02 18:15,118,51,67,0,0,0
2024-12-02 18:30,77,42,35,0,0,0
2024-12-02 18:45,103,40,63,0,0,0
2024-12-02 19:00,111,58,53,0,0,0
2024-12-02 19:15,86,46,40,0,0,0
2024-12-02 19:30,81,32,49,0,0,0
2024-12-02 19:45,120,32,88,0,0,0
2024-12-02 20:00,77,36,41,0,0,0
2024-12-02 20:15,87,40,47,0,0,0
2024-12-02 20:30,39,9,30,0,0,0
2024-12-02 20:45,59,21,38,0,0,0
2024-12-02 21:00,82,46,36,0,0,0
2024-12-02 21:15,39,15,24,0,0,0
2024-12-02 21:30,31,9,22,0,0,0
2024-12-02 21:45,29,13,16,0,0,0
2024-12-02 22:00,44,22,22,0,0,0
2024-12-02 22:15,35,13,22,0,0,0
2024-12-02 22:30,34,16,18,0,0,0
2024-12-02 22:45,28,10,18,0,0,0
2024-12-02 23:00,31,3,28,0,0,0
2024-12-02 23:15,14,2,12,0,0,0
2024-12-02 23:30,17,3,14,0,0,0
2024-12-02 23:45,10,3,7,0,0,0
2024-12-03 00:00,7,2,5,0,0,0
2024-12-03 00:15,7,3,4,0,0,0
2024-12-03 00:30,5,1,4,0,0,0
2024-12-03 00:45,2,0,2,0,0,0
2024-12-03 01:00,2,0,2,0,0,0
2024-12-03 01:15,5,1,4,0,0,0
2024-12-03 01:30,3,1,2,0,0,0
2024-12-03 01:45,5,1,4,0,0,0
2024-12-03 02:00,4,1,3,0,0,0
2024-12-03 02:15,2,2,0,0,0,0
2024-12-03 02:30,0,0,0,0,0,0
2024-12-03 02:45,1,1,0,0,0,0
2024-12-03 03:00,0,0,0,0,0,0
2024-12-03 03:15,1,0,1,0,0,0
2024-12-03 03:30,1,0,1,0,0,0
2024-12-03 03:45,1,1,0,0,0,0
2024-12-03 04:00,2,2,0,0,0,0
2024-12-03 04:15,3,3,0,0,0,0
2024-12-03 04:30,4,1,3,0,0,0
2024-12-03 04:45,8,4,4,0,0,0
2024-12-03 05:00,4,2,2,0,0,0
2024-12-03 05:15,9,5,4,0,0,0
2024-12-03 05:30,15,8,7,0,0,0
2024-12-03 05:45,13,4,9,0,0,0
2024-12-03 06:00,20,10,10,0,0,0
2024-12-03 06:15,29,18,11,0,0,0
2024-12-03 06:30,49,24,25,0,0,0
2024-12-03 06:45,60,29,31,0,0,0
2024-12-03 07:00,80,42,38,0,0,0
2024-12-03 07:15,110,52,58,0,0,0
2024-12-03 07:30,202,128,74,0,0,0
2024-12-03 07:45,193,83,110,0,0,0
2024-12-03 08:00,305,92,213,0,0,0
2024-12-03 08:15,197,76,121,0,0,0
2024-12-03 08:30,130,54,76,0,0,0
2024-12-03 08:45,171,54,117,0,0,0
2024-12-03 09:00,137,45,92,0,0,0
2024-12-03 09:15,98,36,62,0,0,0
2024-12-03 09:30,107,47,60,0,0,0
2024-12-03 09:45,247,81,166,0,0,0
2024-12-03 10:00,371,84,287,0,0,0
2024-12-03 10:15,109,34,75,0,0,0
2024-12-03 10:30,92,44,48,0,0,0
2024-12-03 10:45,78,37,41,0,0,0
2024-12-03 11:00,108,29,79,0,0,0
2024-12-03 11:15,93,40,53,0,0,0
2024-12-03 11:30,132,46,86,0,0,0
2024-12-03 11:45,365,196,169,0,0,0
2024-12-03 12:00,299,117,182,0,0,0
2024-12-03 12:15,193,85,108,0,0,0
2024-12-03 12:30,140,60,80,0,0,0
2024-12-03 12:45,185,83,102,0,0,0
2024-12-03 13:00,238,65,173,0,0,0
2024-12-03 13:15,201,76,125,0,0,0
2024-12-03 13:30,172,100,72,0,0,0
2024-12-03 13:45,352,205,147,0,0,0
2024-12-03 14:00,332,155,177,0,0,0
2024-12-03 14:15,139,80,59,0,0,0
2024-12-03 14:30,139,82,57,0,0,0
2024-12-03 14:45,125,71,54,0,0,0
2024-12-03 15:00,105,58,47,0,0,0
2024-12-03 15:15,133,62,71,0,0,0
2024-12-03 15:30,137,72,65,0,0,0
2024-12-03 15:45,294,158,136,0,0,0
2024-12-03 16:00,241,128,113,0,0,0
2024-12-03 16:15,168,82,86,0,0,0
2024-12-03 16:30,152,85,67,0,0,0
2024-12-03 16:45,157,86,71,0,0,0
2024-12-03 17:00,152,83,69,0,0,0
2024-12-03 17:15,177,95,82,0,0,0
2024-12-03 17:30,180,112,68,0,0,0
2024-12-03 17:45,230,131,99,0,0,0
2024-12-03 18:00,166,87,79,0,0,0
2024-12-03 18:15,145,72,73,0,0,0
2024-12-03 18:30,118,60,58,0,0,0
2024-12-03 18:45,123,53,70,0,0,0
2024-12-03 19:00,95,52,43,0,0,0
2024-12-03 19:15,82,41,41,0,0,0
2024-12-03 19:30,84,44,40,0,0,0
2024-12-03 19:45,90,38,52,0,0,0
2024-12-03 20:00,122,36,86,0,0,0
2024-12-03 20:15,93,21,72,0,0,0
2024-12-03 20:30,68,19,49,0,0,0
2024-12-03 20:45,57,18,39,0,0,0
2024-12-03 21:00,53,25,28,0,0,0
2024-12-03 21:15,64,23,41,0,0,0
2024-12-03 21:30,39,12,27,0,0,0
2024-12-03 21:45,62,18,44,0,0,0
2024-12-03 22:00,47,14,33,0,0,0
2024-12-03 22:15,53,22,31,0,0,0
2024-12-03 22:30,31,10,21,0,0,0
2024-12-03 22:45,38,8,30,0,0,0
2024-12-03 23:00,34,4,30,0,0,0
2024-12-03 23:15,25,5,20,0,0,0
2024-12-03 23:30,25,1,24,0,0,0
2024-12-03 23:45,17,4,13,0,0,0
2024-12-04 00:00,10,3,7,0,0,0
2024-12-04 00:15,11,3,8,0,0,0
2024-12-04 00:30,10,2,8,0,0,0
2024-12-04 00:45,5,1,4,0,0,0
2024-12-04 01:00,3,1,2,0,0,0
2024-12-04 01:15,8,4,4,0,0,0
2024-12-04 01:30,4,0,4,0,0,0
2024-12-04 01:45,2,1,1,0,0,0
2024-12-04 02:00,3,1,2,0,0,0
2024-12-04 02:15,1,1,0,0,0,0
2024-12-04 02:30,0,0,0,0,0,0
2024-12-04 02:45,2,0,2,0,0,0
2024-12-04 03:00,1,0,1,0,0,0
2024-12-04 03:15,1,0,1,0,0,0
2024-12-04 03:30,1,1,0,0,0,0
2024-12-04 03:45,1,0,1,0,0,0
2024-12-04 04:00,4,1,3,0,0,0
2024-12-04 04:15,2,2,0,0,0,0
2024-12-04 04:30,4,2,2,0,0,0
2024-12-04 04:45,3,2,1,0,0,0
2024-12-04 05:00,9,3,6,0,0,0
2024-12-04 05:15,8,3,5,0,0,0
2024-12-04 05:30,20,5,15,0,0,0
2024-12-04 05:45,16,7,9,0,0,0
2024-12-04 06:00,19,11,8,0,0,0
2024-12-04 06:15,35,18,17,0,0,0
2024-12-04 06:30,49,30,19,0,0,0
2024-12-04 06:45,61,28,33,0,0,0
2024-12-04 07:00,76,45,31,0,0,0
2024-12-04 07:15,101,56,45,0,0,0
2024-12-04 07:30,193,119,74,0,0,0
2024-12-04 07:45,282,116,166,0,0,0
2024-12-04 08:00,313,92,221,0,0,0
2024-12-04 08:15,225,68,157,0,0,0
2024-12-04 08:30,146,62,84,0,0,0
2024-12-04 08:45,153,55,98,0,0,0
2024-12-04 09:00,109,35,74,0,0,0
2024-12-04 09:15,118,53,65,0,0,0
2024-12-04 09:30,111,49,62,0,0,0
2024-12-04 09:45,198,77,121,0,0,0
2024-12-04 10:00,350,119,231,0,0,0
2024-12-04 10:15,112,48,64,0,0,0
2024-12-04 10:30,84,35,49,0,0,0
2024-12-04 10:45,100,56,44,0,0,0
2024-12-04 11:00,88,44,44,0,0,0
2024-12-04 11:15,90,34,56,0,0,0
2024-12-04 11:30,133,53,80,0,0,0
2024-12-04 11:45,255,122,133,0,0,0
2024-12-04 12:00,301,112,189,0,0,0
2024-12-04 12:15,238,93,145,0,0,0
2024-12-04 12:30,152,68,84,0,0,0
2024-12-04 12:45,186,82,104,0,0,0
2024-12-04 13:00,284,102,182,0,0,0
2024-12-04 13:15,190,75,115,0,0,0
2024-12-04 13:30,204,125,79,0,0,0
2024-12-04 13:45,264,157,107,0,0,0
2024-12-04 14:00,256,118,138,0,0,0
2024-12-04 14:15,189,108,81,0,0,0
2024-12-04 14:30,140,75,65,0,0,0
2024-12-04 14:45,148,73,75,0,0,0
2024-12-04 15:00,111,54,57,0,0,0
2024-12-04 15:15,158,81,77,0,0,0
2024-12-04 15:30,158,64,94,0,0,0
2024-12-04 15:45,249,103,146,0,0,0
2024-12-04 16:00,240,110,130,0,0,0
2024-12-04 16:15,185,97,88,0,0,0
2024-12-04 16:30,155,77,78,0,0,0
2024-12-04 16:45,173,92,81,0,0,0
2024-12-04 17:00,144,69,75,0,0,0
2024-12-04 17:15,154,72,82,0,0,0
2024-12-04 17:30,157,96,61,0,0,0
2024-12-04 17:45,233,120,113,0,0,0
2024-12-04 18:00,178,85,93,0,0,0
2024-12-04 18:15,132,66,66,0,0,0
2024-12-04 18:30,118,52,66,0,0,0
2024-12-04 18:45,118,63,55,0,0,0
2024-12-04 19:00,93,46,47,0,0,0
2024-12-04 19:15,106,55,51,0,0,0
2024-12-04 19:30,111,51,60,0,0,0
2024-12-04 19:45,120,45,75,0,0,0
2024-12-04 20:00,141,61,80,0,0,0
2024-12-04 20:15,89,29,60,0,0,0
2024-12-04 20:30,66,24,42,0,0,0
2024-12-04 20:45,86,29,57,0,0,0
2024-12-04 21:00,48,24,24,0,0,0
2024-12-04 21:15,57,25,32,0,0,0
2024-12-04 21:30,46,20,26,0,0,0
2024-12-04 21:45,48,16,32,0,0,0
2024-12-04 22:00,45,11,34,0,0,0
2024-12-04 22:15,72,26,46,0,0,0
2024-12-04 22:30,57,13,44,0,0,0
2024-12-04 22:45,38,15,23,0,0,0
2024-12-04 23:00,37,9,28,0,0,0
2024-12-04 23:15,27,7,20,0,0,0
2024-12-04 23:30,32,8,24,0,0,0
2024-12-04 23:45,30,6,24,0,0,0
2024-12-05 00:00,25,7,18,0,0,0
2024-12-05 00:15,11,1,10,0,0,0
2024-12-05 00:30,20,4,16,0,0,0
2024-12-05 00:45,11,1,10,0,0,0
2024-12-05 01:00,7,2,5,0,0,0
2024-12-05 01:15,7,2,5,0,0,0
2024-12-05 01:30,5,0,5,0,0,0
2024-12-05 01:45,13,4,9,0,0,0
2024-12-05 02:00,10,2,8,0,0,0
2024-12-05 02:15,15,6,9,0,0,0
2024-12-05 02:30,5,0,5,0,0,0
2024-12-05 02:45,11,1,10,0,0,0
2024-12-05 03:00,5,0,5,0,0,0
2024-12-05 03:15,7,0,7,0,0,0
2024-12-05 03:30,7,1,6,0,0,0
2024-12-05 03:45,5,0,5,0,0,0
2024-12-05 04:00,4,1,3,0,0,0
2024-12-05 04:15,10,5,5,0,0,0
2024-12-05 04:30,4,1,3,0,0,0
2024-12-05 04:45,10,4,6,0,0,0
2024-12-05 05:00,7,4,3,0,0,0
2024-12-05 05:15,7,5,2,0,0,0
2024-12-05 05:30,28,10,18,0,0,0
2024-12-05 05:45,13,6,7,0,0,0
2024-12-05 06:00,18,12,6,0,0,0
2024-12-05 06:15,20,14,6,0,0,0
2024-12-05 06:30,48,31,17,0,0,0
