Datetime,"300037936 (Kanalpromenade, Abschnitt 6)","353413873 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353413874 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)","353426355 (Kanalpromenade, Abschnitt 6 [Bike IN])","353426357 (Kanalpromenade, Abschnitt 6 [Bike IN])","353426358 (Kanalpromenade, Abschnitt 6 [Bike OUT])","353426360 (Kanalpromenade, Abschnitt 6 [Bike OUT])",300037936-status,353413873-status,353413874-status,353426355-status,353426357-status,353426358-status,353426360-status
2025-05-01 00:00,1,1,0,,,,,0,0,0,,,,
2025-05-01 00:15,0,0,0,,,,,0,0,0,,,,
2025-05-01 00:30,0,0,0,,,,,0,0,0,,,,
2025-05-01 00:45,8,8,0,,,,,0,0,0,,,,
2025-05-01 01:00,0,0,0,,,,,0,0,0,,,,
2025-05-01 01:15,4,0,4,,,,,0,0,0,,,,
2025-05-01 01:30,0,0,0,,,,,0,0,0,,,,
2025-05-01 01:45,0,0,0,,,,,0,0,0,,,,
2025-05-01 02:00,1,1,0,,,,,0,0,0,,,,
2025-05-01 02:15,0,0,0,,,,,0,0,0,,,,
2025-05-01 02:30,0,0,0,,,,,0,0,0,,,,
2025-05-01 02:45,0,0,0,,,,,0,0,0,,,,
2025-05-01 03:00,0,0,0,,,,,0,0,0,,,,
2025-05-01 03:15,0,0,0,,,,,0,0,0,,,,
2025-05-01 03:30,0,0,0,,,,,0,0,0,,,,
2025-05-01 03:45,0,0,0,,,,,0,0,0,,,,
2025-05-01 04:00,0,0,0,,,,,0,0,0,,,,
2025-05-01 04:15,0,0,0,,,,,0,0,0,,,,
2025-05-01 04:30,0,0,0,,,,,0,0,0,,,,
2025-05-01 04:45,0,0,0,,,,,0,0,0,,,,
2025-05-01 05:00,0,0,0,,,,,0,0,0,,,,
2025-05-01 05:15,0,0,0,,,,,0,0,0,,,,
2025-05-01 05:30,0,0,0,,,,,0,0,0,,,,
2025-05-01 05:45,1,0,1,,,,,0,0,0,,,,
2025-05-01 06:00,0,0,0,,,,,0,0,0,,,,
2025-05-01 06:15,1,1,0,,,,,0,0,0,,,,
2025-05-01 06:30,5,0,5,,,,,0,0,0,,,,
2025-05-01 06:45,1,0,1,,,,,0,0,0,,,,
2025-05-01 07:00,0,0,0,,,,,0,0,0,,,,
2025-05-01 07:15,4,2,2,,,,,0,0,0,,,,
2025-05-01 07:30,4,1,3,,,,,0,0,0,,,,
2025-05-01 07:45,8,3,5,,,,,0,0,0,,,,
2025-05-01 08:00,8,4,4,,,,,0,0,0,,,,
2025-05-01 08:15,7,3,4,,,,,0,0,0,,,,
2025-05-01 08:30,8,3,5,,,,,0,0,0,,,,
2025-05-01 08:45,17,7,10,,,,,0,0,0,,,,
2025-05-01 09:00,8,2,6,,,,,0,0,0,,,,
2025-05-01 09:15,14,2,12,,,,,0,0,0,,,,
2025-05-01 09:30,9,4,5,,,,,0,0,0,,,,
2025-05-01 09:45,37,9,28,,,,,0,0,0,,,,
2025-05-01 10:00,42,12,30,,,,,0,0,0,,,,
2025-05-01 10:15,60,21,39,,,,,0,0,0,,,,
2025-05-01 10:30,82,41,41,,,,,0,0,0,,,,
2025-05-01 10:45,75,28,47,,,,,0,0,0,,,,
2025-05-01 11:00,113,45,68,,,,,0,0,0,,,,
2025-05-01 11:15,157,40,117,,,,,0,0,0,,,,
2025-05-01 11:30,109,46,63,,,,,0,0,0,,,,
2025-05-01 11:45,157,41,116,,,,,0,0,0,,,,
2025-05-01 12:00,149,43,106,,,,,0,0,0,,,,
2025-05-01 12:15,104,66,38,,,,,0,0,0,,,,
2025-05-01 12:30,151,58,93,,,,,0,0,0,,,,
2025-05-01 12:45,156,67,89,,,,,0,0,0,,,,
2025-05-01 13:00,202,75,127,,,,,0,0,0,,,,
2025-05-01 13:15,213,114,99,,,,,0,0,0,,,,
2025-05-01 13:30,179,94,85,,,,,0,0,0,,,,
2025-05-01 13:45,130,68,62,,,,,0,0,0,,,,
2025-05-01 14:00,134,68,66,,,,,0,0,0,,,,
2025-05-01 14:15,178,86,92,,,,,0,0,0,,,,
2025-05-01 14:30,157,86,71,,,,,0,0,0,,,,
2025-05-01 14:45,186,69,117,,,,,0,0,0,,,,
2025-05-01 15:00,151,104,47,,,,,0,0,0,,,,
2025-05-01 15:15,121,73,48,,,,,0,0,0,,,,
2025-05-01 15:30,141,101,40,,,,,0,0,0,,,,
2025-05-01 15:45,98,52,46,,,,,0,0,0,,,,
2025-05-01 16:00,113,68,45,,,,,0,0,0,,,,
2025-05-01 16:15,135,72,63,,,,,0,0,0,,,,
2025-05-01 16:30,104,62,42,,,,,0,0,0,,,,
2025-05-01 16:45,112,75,37,,,,,0,0,0,,,,
2025-05-01 17:00,114,56,58,,,,,0,0,0,,,,
2025-05-01 17:15,88,47,41,,,,,0,0,0,,,,
2025-05-01 17:30,61,38,23,,,,,0,0,0,,,,
2025-05-01 17:45,77,66,11,,,,,0,0,0,,,,
2025-05-01 18:00,109,75,34,,,,,0,0,0,,,,
2025-05-01 18:15,77,46,31,,,,,0,0,0,,,,
2025-05-01 18:30,42,22,20,,,,,0,0,0,,,,
2025-05-01 18:45,49,29,20,,,,,0,0,0,,,,
2025-05-01 19:00,37,15,22,,,,,0,0,0,,,,
2025-05-01 19:15,41,22,19,,,,,0,0,0,,,,
2025-05-01 19:30,30,15,15,,,,,0,0,0,,,,
2025-05-01 19:45,27,15,12,,,,,0,0,0,,,,
2025-05-01 20:00,34,24,10,,,,,0,0,0,,,,
2025-05-01 20:15,25,9,16,,,,,0,0,0,,,,
2025-05-01 20:30,16,10,6,,,,,0,0,0,,,,
2025-05-01 20:45,39,24,15,,,,,0,0,0,,,,
2025-05-01 21:00,17,15,2,,,,,0,0,0,,,,
2025-05-01 21:15,6,3,3,,,,,0,0,0,,,,
2025-05-01 21:30,10,5,5,,,,,0,0,0,,,,
2025-05-01 21:45,0,0,0,,,,,0,0,0,,,,
2025-05-01 22:00,5,3,2,,,,,0,0,0,,,,
2025-05-01 22:15,5,3,2,,,,,0,0,0,,,,
2025-05-01 22:30,0,0,0,,,,,0,0,0,,,,
2025-05-01 22:45,3,2,1,,,,,0,0,0,,,,
2025-05-01 23:00,1,1,0,,,,,0,0,0,,,,
2025-05-01 23:15,2,2,0,,,,,0,0,0,,,,
2025-05-01 23:30,0,0,0,,,,,0,0,0,,,,
2025-05-01 23:45,0,0,0,,,,,0,0,0,,,,
2025-05-02 00:00,1,1,0,,,,,0,0,0,,,,
2025-05-02 00:15,0,0,0,,,,,0,0,0,,,,
2025-05-02 00:30,2,2,0,,,,,0,0,0,,,,
2025-05-02 00:45,0,0,0,,,,,0,0,0,,,,
2025-05-02 01:00,2,2,0,,,,,0,0,0,,,,
2025-05-02 01:15,0,0,0,,,,,0,0,0,,,,
2025-05-02 01:30,0,0,0,,,,,0,0,0,,,,
2025-05-02 01:45,0,0,0,,,,,0,0,0,,,,
2025-05-02 02:00,0,0,0,,,,,0,0,0,,,,
2025-05-02 02:15,1,0,1,,,,,0,0,0,,,,
2025-05-02 02:30,1,1,0,,,,,0,0,0,,,,
2025-05-02 02:45,0,0,0,,,,,0,0,0,,,,
2025-05-02 03:00,1,0,1,,,,,0,0,0,,,,
2025-05-02 03:15,0,0,0,,,,,0,0,0,,,,
2025-05-02 03:30,0,0,0,,,,,0,0,0,,,,
2025-05-02 03:45,0,0,0,,,,,0,0,0,,,,
2025-05-02 04:00,0,0,0,,,,,0,0,0,,,,
2025-05-02 04:15,0,0,0,,,,,0,0,0,,,,
2025-05-02 04:30,0,0,0,,,,,0,0,0,,,,
2025-05-02 04:45,0,0,0,,,,,0,0,0,,,,
2025-05-02 05:00,0,0,0,,,,,0,0,0,,,,
2025-05-02 05:15,1,1,0,,,,,0,0,0,,,,
2025-05-02 05:30,2,0,2,,,,,0,0,0,,,,
2025-05-02 05:45,2,1,1,,,,,0,0,0,,,,
2025-05-02 06:00,2,2,0,,,,,0,0,0,,,,
2025-05-02 06:15,5,1,4,,,,,0,0,0,,,,
2025-05-02 06:30,12,7,5,,,,,0,0,0,,,,
2025-05-02 06:45,5,2,3,,,,,0,0,0,,,,
2025-05-02 07:00,10,8,2,,,,,0,0,0,,,,
2025-05-02 07:15,11,9,2,,,,,0,0,0,,,,
2025-05-02 07:30,8,6,2,,,,,0,0,0,,,,
2025-05-02 07:45,10,2,8,,,,,0,0,0,,,,
2025-05-02 08:00,6,6,0,,,,,0,0,0,,,,
2025-05-02 08:15,6,2,4,,,,,0,0,0,,,,
2025-05-02 08:30,7,3,4,,,,,0,0,0,,,,
2025-05-02 08:45,6,3,3,,,,,0,0,0,,,,
2025-05-02 09:00,11,5,6,,,,,0,0,0,,,,
2025-05-02 09:15,8,2,6,,,,,0,0,0,,,,
2025-05-02 09:30,15,8,7,,,,,0,0,0,,,,
2025-05-02 09:45,17,13,4,,,,,0,0,0,,,,
2025-05-02 10:00,14,4,10,,,,,0,0,0,,,,
2025-05-02 10:15,7,4,3,,,,,0,0,0,,,,
2025-05-02 10:30,24,9,15,,,,,0,0,0,,,,
2025-05-02 10:45,30,10,20,,,,,0,0,0,,,,
2025-05-02 11:00,27,18,9,,,,,0,0,0,,,,
2025-05-02 11:15,30,10,20,,,,,0,0,0,,,,
2025-05-02 11:30,20,12,8,,,,,0,0,0,,,,
2025-05-02 11:45,48,22,26,,,,,0,0,0,,,,
2025-05-02 12:00,42,21,21,,,,,0,0,0,,,,
2025-05-02 12:15,18,10,8,,,,,0,0,0,,,,
2025-05-02 12:30,46,24,22,,,,,0,0,0,,,,
2025-05-02 12:45,36,13,23,,,,,0,0,0,,,,
2025-05-02 13:00,18,11,7,,,,,0,0,0,,,,
2025-05-02 13:15,40,25,15,,,,,0,0,0,,,,
2025-05-02 13:30,36,18,18,,,,,0,0,0,,,,
2025-05-02 13:45,24,13,11,,,,,0,0,0,,,,
2025-05-02 14:00,56,30,26,,,,,0,0,0,,,,
2025-05-02 14:15,28,10,18,,,,,0,0,0,,,,
