Datetime,"300037936 (Kanalpromenade, Abschnitt 6)","353413873 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353413874 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)","353426355 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353426357 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353426358 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)","353426360 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)",300037936-status,353413873-status,353413874-status,353426355-status,353426357-status,353426358-status,353426360-status
2026-07-01 00:00,0,0,0,,,,,0,0,0,,,,
2026-07-01 00:15,0,0,0,,,,,0,0,0,,,,
2026-07-01 00:30,0,0,0,,,,,0,0,0,,,,
2026-07-01 00:45,0,0,0,,,,,0,0,0,,,,
2026-07-01 01:00,0,0,0,,,,,0,0,0,,,,
2026-07-01 01:15,0,0,0,,,,,0,0,0,,,,
2026-07-01 01:30,0,0,0,,,,,0,0,0,,,,
2026-07-01 01:45,0,0,0,,,,,0,0,0,,,,
2026-07-01 02:00,0,0,0,,,,,0,0,0,,,,
2026-07-01 02:15,0,0,0,,,,,0,0,0,,,,
2026-07-01 02:30,0,0,0,,,,,0,0,0,,,,
2026-07-01 02:45,0,0,0,,,,,0,0,0,,,,
2026-07-01 03:00,1,1,0,,,,,0,0,0,,,,
2026-07-01 03:15,0,0,0,,,,,0,0,0,,,,
2026-07-01 03:30,0,0,0,,,,,0,0,0,,,,
2026-07-01 03:45,0,0,0,,,,,0,0,0,,,,
2026-07-01 04:00,0,0,0,,,,,0,0,0,,,,
2026-07-01 04:15,1,1,0,,,,,0,0,0,,,,
2026-07-01 04:30,0,0,0,,,,,0,0,0,,,,
2026-07-01 04:45,1,1,0,,,,,0,0,0,,,,
2026-07-01 05:00,1,1,0,,,,,0,0,0,,,,
2026-07-01 05:15,1,0,1,,,,,0,0,0,,,,
2026-07-01 05:30,4,3,1,,,,,0,0,0,,,,
2026-07-01 05:45,4,2,2,,,,,0,0,0,,,,
2026-07-01 06:00,9,5,4,,,,,0,0,0,,,,
2026-07-01 06:15,6,4,2,,,,,0,0,0,,,,
2026-07-01 06:30,9,5,4,,,,,0,0,0,,,,
2026-07-01 06:45,7,5,2,,,,,0,0,0,,,,
2026-07-01 07:00,14,11,3,,,,,0,0,0,,,,
2026-07-01 07:15,19,12,7,,,,,0,0,0,,,,
2026-07-01 07:30,23,18,5,,,,,0,0,0,,,,
2026-07-01 07:45,12,9,3,,,,,0,0,0,,,,
2026-07-01 08:00,7,5,2,,,,,0,0,0,,,,
2026-07-01 08:15,4,3,1,,,,,0,0,0,,,,
2026-07-01 08:30,12,4,8,,,,,0,0,0,,,,
2026-07-01 08:45,11,5,6,,,,,0,0,0,,,,
2026-07-01 09:00,17,7,10,,,,,0,0,0,,,,
2026-07-01 09:15,9,5,4,,,,,0,0,0,,,,
2026-07-01 09:30,21,13,8,,,,,0,0,0,,,,
2026-07-01 09:45,23,11,12,,,,,0,0,0,,,,
2026-07-01 10:00,20,10,10,,,,,0,0,0,,,,
2026-07-01 10:15,19,11,8,,,,,0,0,0,,,,
2026-07-01 10:30,16,9,7,,,,,0,0,0,,,,
2026-07-01 10:45,13,9,4,,,,,0,0,0,,,,
2026-07-01 11:00,14,11,3,,,,,0,0,0,,,,
2026-07-01 11:15,14,5,9,,,,,0,0,0,,,,
2026-07-01 11:30,12,7,5,,,,,0,0,0,,,,
2026-07-01 11:45,27,10,17,,,,,0,0,0,,,,
2026-07-01 12:00,11,6,5,,,,,0,0,0,,,,
2026-07-01 12:15,13,5,8,,,,,0,0,0,,,,
