Datetime,"300037936 (Kanalpromenade, Abschnitt 6)","353413873 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353413874 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)","353426355 (Kanalpromenade, Abschnitt 6 [Bike IN])","353426357 (Kanalpromenade, Abschnitt 6 [Bike IN])","353426358 (Kanalpromenade, Abschnitt 6 [Bike OUT])","353426360 (Kanalpromenade, Abschnitt 6 [Bike OUT])",300037936-status,353413873-status,353413874-status,353426355-status,353426357-status,353426358-status,353426360-status
2025-04-01 00:00,0,0,0,,,,,0,0,0,,,,
2025-04-01 00:15,0,0,0,,,,,0,0,0,,,,
2025-04-01 00:30,0,0,0,,,,,0,0,0,,,,
2025-04-01 00:45,0,0,0,,,,,0,0,0,,,,
2025-04-01 01:00,0,0,0,,,,,0,0,0,,,,
2025-04-01 01:15,0,0,0,,,,,0,0,0,,,,
2025-04-01 01:30,0,0,0,,,,,0,0,0,,,,
2025-04-01 01:45,0,0,0,,,,,0,0,0,,,,
2025-04-01 02:00,0,0,0,,,,,0,0,0,,,,
2025-04-01 02:15,0,0,0,,,,,0,0,0,,,,
2025-04-01 02:30,0,0,0,,,,,0,0,0,,,,
2025-04-01 02:45,0,0,0,,,,,0,0,0,,,,
2025-04-01 03:00,0,0,0,,,,,0,0,0,,,,
2025-04-01 03:15,0,0,0,,,,,0,0,0,,,,
2025-04-01 03:30,0,0,0,,,,,0,0,0,,,,
2025-04-01 03:45,0,0,0,,,,,0,0,0,,,,
2025-04-01 04:00,0,0,0,,,,,0,0,0,,,,
2025-04-01 04:15,0,0,0,,,,,0,0,0,,,,
2025-04-01 04:30,1,1,0,,,,,0,0,0,,,,
2025-04-01 04:45,0,0,0,,,,,0,0,0,,,,
2025-04-01 05:00,0,0,0,,,,,0,0,0,,,,
2025-04-01 05:15,0,0,0,,,,,0,0,0,,,,
2025-04-01 05:30,1,0,1,,,,,0,0,0,,,,
2025-04-01 05:45,2,1,1,,,,,0,0,0,,,,
2025-04-01 06:00,0,0,0,,,,,0,0,0,,,,
2025-04-01 06:15,4,3,1,,,,,0,0,0,,,,
2025-04-01 06:30,10,5,5,,,,,0,0,0,,,,
2025-04-01 06:45,3,2,1,,,,,0,0,0,,,,
2025-04-01 07:00,8,3,5,,,,,0,0,0,,,,
2025-04-01 07:15,9,9,0,,,,,0,0,0,,,,
2025-04-01 07:30,8,5,3,,,,,0,0,0,,,,
2025-04-01 07:45,15,11,4,,,,,0,0,0,,,,
2025-04-01 08:00,5,3,2,,,,,0,0,0,,,,
2025-04-01 08:15,7,3,4,,,,,0,0,0,,,,
2025-04-01 08:30,5,3,2,,,,,0,0,0,,,,
2025-04-01 08:45,2,0,2,,,,,0,0,0,,,,
2025-04-01 09:00,6,2,4,,,,,0,0,0,,,,
2025-04-01 09:15,3,2,1,,,,,0,0,0,,,,
2025-04-01 09:30,2,1,1,,,,,0,0,0,,,,
2025-04-01 09:45,6,3,3,,,,,0,0,0,,,,
2025-04-01 10:00,1,0,1,,,,,0,0,0,,,,
2025-04-01 10:15,10,2,8,,,,,0,0,0,,,,
2025-04-01 10:30,7,2,5,,,,,0,0,0,,,,
2025-04-01 10:45,13,7,6,,,,,0,0,0,,,,
2025-04-01 11:00,10,8,2,,,,,0,0,0,,,,
2025-04-01 11:15,7,4,3,,,,,0,0,0,,,,
2025-04-01 11:30,11,4,7,,,,,0,0,0,,,,
2025-04-01 11:45,3,0,3,,,,,0,0,0,,,,
2025-04-01 12:00,7,3,4,,,,,0,0,0,,,,
2025-04-01 12:15,6,5,1,,,,,0,0,0,,,,
2025-04-01 12:30,22,2,20,,,,,0,0,0,,,,
2025-04-01 12:45,7,2,5,,,,,0,0,0,,,,
2025-04-01 13:00,10,5,5,,,,,0,0,0,,,,
2025-04-01 13:15,12,4,8,,,,,0,0,0,,,,
2025-04-01 13:30,11,4,7,,,,,0,0,0,,,,
2025-04-01 13:45,28,3,25,,,,,0,0,0,,,,
2025-04-01 14:00,12,8,4,,,,,0,0,0,,,,
2025-04-01 14:15,15,6,9,,,,,0,0,0,,,,
2025-04-01 14:30,18,3,15,,,,,0,0,0,,,,
2025-04-01 14:45,9,2,7,,,,,0,0,0,,,,
2025-04-01 15:00,11,6,5,,,,,0,0,0,,,,
2025-04-01 15:15,16,4,12,,,,,0,0,0,,,,
2025-04-01 15:30,15,5,10,,,,,0,0,0,,,,
2025-04-01 15:45,22,11,11,,,,,0,0,0,,,,
2025-04-01 16:00,12,4,8,,,,,0,0,0,,,,
2025-04-01 16:15,13,2,11,,,,,0,0,0,,,,
2025-04-01 16:30,41,13,28,,,,,0,0,0,,,,
2025-04-01 16:45,32,15,17,,,,,0,0,0,,,,
2025-04-01 17:00,29,15,14,,,,,0,0,0,,,,
2025-04-01 17:15,30,11,19,,,,,0,0,0,,,,
2025-04-01 17:30,25,15,10,,,,,0,0,0,,,,
2025-04-01 17:45,42,17,25,,,,,0,0,0,,,,
2025-04-01 18:00,11,3,8,,,,,0,0,0,,,,
2025-04-01 18:15,18,7,11,,,,,0,0,0,,,,
2025-04-01 18:30,16,6,10,,,,,0,0,0,,,,
2025-04-01 18:45,17,11,6,,,,,0,0,0,,,,
2025-04-01 19:00,11,9,2,,,,,0,0,0,,,,
2025-04-01 19:15,6,6,0,,,,,0,0,0,,,,
2025-04-01 19:30,12,9,3,,,,,0,0,0,,,,
2025-04-01 19:45,13,6,7,,,,,0,0,0,,,,
2025-04-01 20:00,6,4,2,,,,,0,0,0,,,,
2025-04-01 20:15,0,0,0,,,,,0,0,0,,,,
2025-04-01 20:30,0,0,0,,,,,0,0,0,,,,
2025-04-01 20:45,0,0,0,,,,,0,0,0,,,,
2025-04-01 21:00,4,2,2,,,,,0,0,0,,,,
2025-04-01 21:15,0,0,0,,,,,0,0,0,,,,
2025-04-01 21:30,1,0,1,,,,,0,0,0,,,,
2025-04-01 21:45,1,1,0,,,,,0,0,0,,,,
2025-04-01 22:00,0,0,0,,,,,0,0,0,,,,
2025-04-01 22:15,0,0,0,,,,,0,0,0,,,,
2025-04-01 22:30,0,0,0,,,,,0,0,0,,,,
2025-04-01 22:45,0,0,0,,,,,0,0,0,,,,
2025-04-01 23:00,0,0,0,,,,,0,0,0,,,,
2025-04-01 23:15,0,0,0,,,,,0,0,0,,,,
2025-04-01 23:30,0,0,0,,,,,0,0,0,,,,
2025-04-01 23:45,0,0,0,,,,,0,0,0,,,,
