Datetime,"300037936 (Kanalpromenade, Abschnitt 6)","353413873 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353413874 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)","353426355 (Kanalpromenade, Abschnitt 6 [Bike IN])","353426357 (Kanalpromenade, Abschnitt 6 [Bike IN])","353426358 (Kanalpromenade, Abschnitt 6 [Bike OUT])","353426360 (Kanalpromenade, Abschnitt 6 [Bike OUT])",300037936-status,353413873-status,353413874-status,353426355-status,353426357-status,353426358-status,353426360-status
2024-12-01 00:00,1,1,0,,,,,0,0,0,,,,
2024-12-01 00:15,0,0,0,,,,,0,0,0,,,,
2024-12-01 00:30,0,0,0,,,,,0,0,0,,,,
2024-12-01 00:45,1,1,0,,,,,0,0,0,,,,
2024-12-01 01:00,0,0,0,,,,,0,0,0,,,,
2024-12-01 01:15,2,0,2,,,,,0,0,0,,,,
2024-12-01 01:30,0,0,0,,,,,0,0,0,,,,
2024-12-01 01:45,1,0,1,,,,,0,0,0,,,,
2024-12-01 02:00,0,0,0,,,,,0,0,0,,,,
2024-12-01 02:15,0,0,0,,,,,0,0,0,,,,
2024-12-01 02:30,0,0,0,,,,,0,0,0,,,,
2024-12-01 02:45,0,0,0,,,,,0,0,0,,,,
2024-12-01 03:00,0,0,0,,,,,0,0,0,,,,
2024-12-01 03:15,0,0,0,,,,,0,0,0,,,,
2024-12-01 03:30,0,0,0,,,,,0,0,0,,,,
2024-12-01 03:45,0,0,0,,,,,0,0,0,,,,
2024-12-01 04:00,4,0,4,,,,,0,0,0,,,,
2024-12-01 04:15,2,0,2,,,,,0,0,0,,,,
2024-12-01 04:30,0,0,0,,,,,0,0,0,,,,
2024-12-01 04:45,0,0,0,,,,,0,0,0,,,,
2024-12-01 05:00,0,0,0,,,,,0,0,0,,,,
2024-12-01 05:15,0,0,0,,,,,0,0,0,,,,
2024-12-01 05:30,0,0,0,,,,,0,0,0,,,,
2024-12-01 05:45,0,0,0,,,,,0,0,0,,,,
2024-12-01 06:00,0,0,0,,,,,0,0,0,,,,
2024-12-01 06:15,0,0,0,,,,,0,0,0,,,,
2024-12-01 06:30,1,1,0,,,,,0,0,0,,,,
2024-12-01 06:45,0,0,0,,,,,0,0,0,,,,
2024-12-01 07:00,3,0,3,,,,,0,0,0,,,,
2024-12-01 07:15,0,0,0,,,,,0,0,0,,,,
2024-12-01 07:30,0,0,0,,,,,0,0,0,,,,
2024-12-01 07:45,1,0,1,,,,,0,0,0,,,,
2024-12-01 08:00,0,0,0,,,,,0,0,0,,,,
2024-12-01 08:15,0,0,0,,,,,0,0,0,,,,
2024-12-01 08:30,0,0,0,,,,,0,0,0,,,,
2024-12-01 08:45,1,0,1,,,,,0,0,0,,,,
